origin_date,horizon_days,target_date,calendar_block_6m,es_arm_a_rc1,es_arm_b_equal,es_arm_c_precision,es_sens_c25,rel_es_improvement_precision,rel_es_improvement_equal,crps_arm_a_rc1,crps_arm_b_equal,crps_arm_c_precision,crps_sens_c25,rel_crps_improvement_precision,crps_rest_rc1,crps_rest_precision,n_eff_rc1,n_eff_precision
2016-01-06,56,2016-03-02,2016_H1,1.51776833675854,1.51776833675854,1.51776833675854,1.51776833675854,0.0,0.0,0.4026144318854169,0.4026144318854169,0.4026144318854169,0.4026144318854169,0.0,0.05368688499089794,0.05368688499089794,8.0,8.0
2016-01-06,84,2016-03-30,2016_H1,1.8486909171451895,1.8486909171451895,1.8486909171451895,1.8486909171451895,0.0,0.0,0.470756269051332,0.470756269051332,0.470756269051332,0.470756269051332,0.0,0.07538737321997638,0.07538737321997638,8.0,8.0
2016-01-06,112,2016-04-27,2016_H1,2.1794613374758796,2.1794613374758796,2.1794613374758796,2.1794613374758796,0.0,0.0,0.5792041682895506,0.5792041682895506,0.5792041682895506,0.5792041682895506,0.0,0.12081548122256475,0.12081548122256475,8.0,8.0
2016-01-13,7,2016-01-20,2016_H1,0.4286577625544088,0.4291962945973504,0.43142180319248524,0.43054581024980443,-0.006448129205931768,-0.001256321685935352,0.1106000047463915,0.11074446474554556,0.11134035069283972,0.1111059190033154,-0.006693905195988428,0.05967342362528551,0.059683870850609375,7.946768821173171,7.798365302677899
2016-01-13,14,2016-01-27,2016_H1,0.5206812896435135,0.5210960123798977,0.5228126414302483,0.5221364210850169,-0.004093390388953838,-0.0007965001712816518,0.14072352527863602,0.14082190247286053,0.14122814445530205,0.1410683114513835,-0.0035858906722729448,0.06130111842573578,0.06132179834954693,7.946768821173171,7.798365302677899
2016-01-13,28,2016-02-10,2016_H1,0.7368874006576875,0.7371654266477854,0.7383177195325936,0.7378635193568337,-0.0019410277250357221,-0.00037729779319025953,0.20620252875363926,0.2062604338490746,0.20650128007573726,0.2064056259095139,-0.001448824725398661,0.06398962385459653,0.06401023075238556,7.946768821173171,7.798365302677899
2016-01-13,56,2016-03-09,2016_H1,1.4329790254092007,1.433043330169894,1.4333107576368376,1.4332051696626789,-0.00023149831348166317,-4.487487922220445e-05,0.39148706031284464,0.391491198661654,0.39151058234422387,0.39150306740297314,-6.008380292424913e-05,0.07071083426622735,0.07071637179199936,7.946768821173171,7.798365302677899
2016-01-13,84,2016-04-06,2016_H1,1.8019145850981277,1.8019803453787864,1.8022538347720065,1.802145852581634,-0.00018827178418132253,-3.649467139145895e-05,0.47230642798013317,0.4723062169912565,0.47230534913842603,0.47230553215595417,2.2841986541447288e-06,0.12366253135306443,0.12365727409320876,7.946768821173171,7.798365302677899
2016-01-13,112,2016-05-04,2016_H1,1.9519826891663263,1.9520094764723672,1.952122103881182,1.9520774022188259,-7.142210616387266e-05,-1.3723126844084885e-05,0.5387462928941387,0.5387513901529968,0.5387716389356464,0.5387638289244129,-4.7046340442668695e-05,0.18201521097475218,0.18203297345914468,7.946768821173171,7.798365302677899
2016-01-20,7,2016-01-27,2016_H1,0.4379393100699689,0.4486703678885826,0.4381830236425034,0.43812063725425754,-0.0005565007911611333,-0.02450352725106873,0.11813436104190714,0.12084630427763762,0.1181957475881728,0.11818003431218424,-0.0005196332864059074,0.02783395348829562,0.027837544111627394,6.532599474153513,6.523434810207451
2016-01-20,14,2016-02-03,2016_H1,0.5091067458605452,0.5179964921076683,0.5093076194976438,0.5092561947652889,-0.0003945609417512322,-0.017461458366843593,0.14084556470985352,0.14302220879666144,0.14089401107569482,0.1408816124558621,-0.0003439679903382853,0.05891632302486291,0.05891656782311942,6.532599474153513,6.523434810207451
2016-01-20,28,2016-02-17,2016_H1,0.8178460671799517,0.8222393082198785,0.8179439477546366,0.8179188835762237,-0.00011968092604818278,-0.005371721178626302,0.22975005382281677,0.23062781694869772,0.22976940394600184,0.22976445468629092,-8.422249685302523e-05,0.04148350278936662,0.04148516382146751,6.532599474153513,6.523434810207451
2016-01-20,56,2016-03-16,2016_H1,1.3617768067340903,1.3631092705107983,1.3618058555037702,1.3617984141403205,-2.1331520360942042e-05,-0.0009784744240898377,0.3639540775387542,0.3640759395435277,0.36395643382839504,0.36395581024451507,-6.4741399705766375e-06,0.07102873985436306,0.07102914004546282,6.532599474153513,6.523434810207451
2016-01-20,84,2016-04-13,2016_H1,1.84808819473671,1.8495718565573411,1.8481213085283343,1.8481128294049012,-1.7917863291699003e-05,-0.0008028089919390777,0.47383068535550044,0.4739326078749312,0.47383317022286264,0.4738325345894985,-5.2442094592133865e-06,0.19038026180562542,0.19038174995199625,6.532599474153513,6.523434810207451
2016-01-20,112,2016-05-11,2016_H1,1.972252262221922,1.9738716554468216,1.9722883732020957,1.9722791264696546,-1.8309513881839967e-05,-0.0008210882836433782,0.5331586073015381,0.533529595818429,0.5331668622126484,0.5331647525007419,-1.5483030747866056e-05,0.3628044502950152,0.36280358678526725,6.532599474153513,6.523434810207451
2016-01-27,7,2016-02-03,2016_H1,0.3957785908393059,0.3957785908393059,0.3957785908393059,0.3957785908393059,0.0,0.0,0.10542044191141184,0.10542044191141184,0.10542044191141184,0.10542044191141184,0.0,0.05856839050480381,0.05856839050480381,8.0,8.0
2016-01-27,14,2016-02-10,2016_H1,0.4830807235810086,0.4830807235810086,0.4830807235810086,0.4830807235810086,0.0,0.0,0.13549508597454896,0.13549508597454896,0.13549508597454896,0.13549508597454896,0.0,0.03594904142110958,0.03594904142110958,8.0,8.0
2016-01-27,28,2016-02-24,2016_H1,0.8763086910278564,0.8763086910278564,0.8763086910278564,0.8763086910278564,0.0,0.0,0.24217323130025661,0.24217323130025661,0.24217323130025661,0.24217323130025661,0.0,0.06538818678617993,0.06538818678617993,8.0,8.0
2016-01-27,56,2016-03-23,2016_H1,1.3923657956096627,1.3923657956096627,1.3923657956096627,1.3923657956096627,0.0,0.0,0.3568660025150925,0.3568660025150925,0.3568660025150925,0.3568660025150925,0.0,0.06413107215934954,0.06413107215934954,8.0,8.0
2016-01-27,84,2016-04-20,2016_H1,1.8081949392606829,1.8081949392606829,1.8081949392606829,1.8081949392606829,0.0,0.0,0.4527264800717455,0.4527264800717455,0.4527264800717455,0.4527264800717455,0.0,0.14059534325825027,0.14059534325825027,8.0,8.0
2016-01-27,112,2016-05-18,2016_H1,1.9422414077767405,1.9422414077767405,1.9422414077767405,1.9422414077767405,0.0,0.0,0.528228239726469,0.528228239726469,0.528228239726469,0.528228239726469,0.0,0.3544081865457732,0.3544081865457732,8.0,8.0
2016-02-03,7,2016-02-10,2016_H1,0.3911963615764471,0.39095309050005267,0.39418544286721324,0.3932563988399521,-0.0076408719107731666,0.0006218643634979103,0.10184657085805321,0.1017845178402206,0.10260912465033684,0.10237199946760123,-0.007487279992435112,0.056826805178463266,0.0568477199491938,7.987674447067975,7.838676716753378
2016-02-03,14,2016-02-17,2016_H1,0.547305655950294,0.547151310578048,0.5492083799165085,0.5486157512673907,-0.00347652896608709,0.0002820094595551366,0.14447105565782986,0.14443191503282207,0.14495276437774327,0.14480293095137078,-0.0033342922408921777,0.06126224550167089,0.06129589300011705,7.987674447067975,7.838676716753378
2016-02-03,28,2016-03-02,2016_H1,0.8514017963270457,0.851342229126794,0.8521420279930452,0.8519103082492021,-0.0008694269488187873,6.996367697209484e-05,0.22643999745434265,0.22642827849368224,0.2265902550070753,0.2265431576397992,-0.0006635645399304899,0.06262270790417698,0.062650492341541,7.987674447067975,7.838676716753378
2016-02-03,56,2016-03-30,2016_H1,1.3774971852192395,1.37747299298356,1.3777982927045134,1.3777039412664303,-0.0002185902726370912,1.7562457432933697e-05,0.3479713745011928,0.34796579868527033,0.3480380129059589,0.34801760947628907,-0.00019150542156417765,0.12792594757056297,0.1279503941314262,7.987674447067975,7.838676716753378
2016-02-03,84,2016-04-27,2016_H1,1.7709141463566236,1.77091013148141,1.770966234710082,1.7709494990549906,-2.941325730874868e-05,2.267120188677921e-06,0.4565776687823414,0.4565772524220353,0.45658366460188127,0.45658208939405975,-1.3132091098217054e-05,0.21151379803681883,0.21153736825926417,7.987674447067975,7.838676716753378
2016-02-03,112,2016-05-25,2016_H1,1.9380218805376517,1.9380151287547633,1.9381073695344266,1.9380802974518212,-4.4111471409830624e-05,3.483852765616701e-06,0.5207522083782206,0.520752859552293,0.520744701584972,0.5207465889920314,1.4415288361324128e-05,0.48021561903096954,0.4802032856954179,7.987674447067975,7.838676716753378
2016-02-10,7,2016-02-17,2016_H1,0.4473512032130116,0.4473512032130116,0.4473512032130116,0.4473512032130116,0.0,0.0,0.11700450669344037,0.11700450669344037,0.11700450669344037,0.11700450669344037,0.0,0.05816003882799026,0.05816003882799026,8.0,8.0
2016-02-10,14,2016-02-24,2016_H1,0.6104678019079284,0.6104678019079284,0.6104678019079284,0.6104678019079284,0.0,0.0,0.15983323333863803,0.15983323333863803,0.15983323333863803,0.15983323333863803,0.0,0.07632142164443309,0.07632142164443309,8.0,8.0
2016-02-10,28,2016-03-09,2016_H1,0.936122957868375,0.936122957868375,0.936122957868375,0.936122957868375,0.0,0.0,0.23130981177145304,0.23130981177145304,0.23130981177145304,0.23130981177145304,0.0,0.11476139217818315,0.11476139217818315,8.0,8.0
2016-02-10,56,2016-04-06,2016_H1,1.4152687918539115,1.4152687918539115,1.4152687918539115,1.4152687918539115,0.0,0.0,0.35447873635471006,0.35447873635471006,0.35447873635471006,0.35447873635471006,0.0,0.0929229098122272,0.0929229098122272,8.0,8.0
2016-02-10,84,2016-05-04,2016_H1,1.6880075135584414,1.6880075135584414,1.6880075135584414,1.6880075135584414,0.0,0.0,0.4408084182076485,0.4408084182076485,0.4408084182076485,0.4408084182076485,0.0,0.1293017394938716,0.1293017394938716,8.0,8.0
2016-02-10,112,2016-06-01,2016_H1,1.9280969775646746,1.9280969775646746,1.9280969775646746,1.9280969775646746,0.0,0.0,0.49886198073014565,0.49886198073014565,0.49886198073014565,0.49886198073014565,0.0,0.5162816742196865,0.5162816742196865,8.0,8.0
2016-02-17,7,2016-02-24,2016_H1,0.4340972144650961,0.4340972144650961,0.4340972144650961,0.4340972144650961,0.0,0.0,0.11329524475714185,0.11329524475714185,0.11329524475714185,0.11329524475714185,0.0,0.07797415526244642,0.07797415526244642,8.0,8.0
2016-02-17,14,2016-03-02,2016_H1,0.5796481389622405,0.5796481389622405,0.5796481389622405,0.5796481389622405,0.0,0.0,0.15021359469932122,0.15021359469932122,0.15021359469932122,0.15021359469932122,0.0,0.06298489393225681,0.06298489393225681,8.0,8.0
2016-02-17,28,2016-03-16,2016_H1,0.7907668745940872,0.7907668745940872,0.7907668745940872,0.7907668745940872,0.0,0.0,0.19894143537513964,0.19894143537513964,0.19894143537513964,0.19894143537513964,0.0,0.08642544657373591,0.08642544657373591,8.0,8.0
2016-02-17,56,2016-04-13,2016_H1,1.2580332009142474,1.2580332009142474,1.2580332009142474,1.2580332009142474,0.0,0.0,0.3208752451654958,0.3208752451654958,0.3208752451654958,0.3208752451654958,0.0,0.19006867845481568,0.19006867845481568,8.0,8.0
2016-02-17,84,2016-05-11,2016_H1,1.4660031521840642,1.4660031521840642,1.4660031521840642,1.4660031521840642,0.0,0.0,0.3906676733256459,0.3906676733256459,0.3906676733256459,0.3906676733256459,0.0,0.33359889027228773,0.33359889027228773,8.0,8.0
2016-02-17,112,2016-06-08,2016_H1,1.7704290856738378,1.7704290856738378,1.7704290856738378,1.7704290856738378,0.0,0.0,0.48703570431652665,0.48703570431652665,0.48703570431652665,0.48703570431652665,0.0,0.35190349748337596,0.35190349748337596,8.0,8.0
2016-02-24,7,2016-03-02,2016_H1,0.43761606436014977,0.43761606436014977,0.43761606436014977,0.43761606436014977,0.0,0.0,0.11096592756996516,0.11096592756996516,0.11096592756996516,0.11096592756996516,0.0,0.07492817874134661,0.07492817874134661,8.0,8.0
2016-02-24,14,2016-03-09,2016_H1,0.5016888366553549,0.5016888366553549,0.5016888366553549,0.5016888366553549,0.0,0.0,0.12955373273937054,0.12955373273937054,0.12955373273937054,0.12955373273937054,0.0,0.0749731167426757,0.0749731167426757,8.0,8.0
2016-02-24,28,2016-03-23,2016_H1,0.6707463247176984,0.6707463247176984,0.6707463247176984,0.6707463247176984,0.0,0.0,0.17155503363177999,0.17155503363177999,0.17155503363177999,0.17155503363177999,0.0,0.0652522244388618,0.0652522244388618,8.0,8.0
2016-02-24,56,2016-04-20,2016_H1,1.1640205349474175,1.1640205349474175,1.1640205349474175,1.1640205349474175,0.0,0.0,0.30896920053437793,0.30896920053437793,0.30896920053437793,0.30896920053437793,0.0,0.1823939922058678,0.1823939922058678,8.0,8.0
2016-02-24,84,2016-05-18,2016_H1,1.545917535883886,1.545917535883886,1.545917535883886,1.545917535883886,0.0,0.0,0.40750156173624386,0.40750156173624386,0.40750156173624386,0.40750156173624386,0.0,0.409675738874979,0.409675738874979,8.0,8.0
2016-02-24,112,2016-06-15,2016_H1,1.7509568136070413,1.7509568136070413,1.7509568136070413,1.7509568136070413,0.0,0.0,0.4673381039518516,0.4673381039518516,0.4673381039518516,0.4673381039518516,0.0,0.6411312543381471,0.6411312543381471,8.0,8.0
2016-03-02,7,2016-03-09,2016_H1,0.4121528288323666,0.4121528288323666,0.4121528288323666,0.4121528288323666,0.0,0.0,0.1060090835305354,0.1060090835305354,0.1060090835305354,0.1060090835305354,0.0,0.112556713075919,0.112556713075919,8.0,8.0
2016-03-02,14,2016-03-16,2016_H1,0.4585829066588716,0.4585829066588716,0.4585829066588716,0.4585829066588716,0.0,0.0,0.12014234016863207,0.12014234016863207,0.12014234016863207,0.12014234016863207,0.0,0.07528261926783769,0.07528261926783769,8.0,8.0
2016-03-02,28,2016-03-30,2016_H1,0.6703488061209935,0.6703488061209935,0.6703488061209935,0.6703488061209935,0.0,0.0,0.1763570788046887,0.1763570788046887,0.1763570788046887,0.1763570788046887,0.0,0.07841603053064095,0.07841603053064095,8.0,8.0
2016-03-02,56,2016-04-27,2016_H1,1.2178809441611438,1.2178809441611438,1.2178809441611438,1.2178809441611438,0.0,0.0,0.33757432369784035,0.33757432369784035,0.33757432369784035,0.33757432369784035,0.0,0.1227354793989219,0.1227354793989219,8.0,8.0
2016-03-02,84,2016-05-25,2016_H1,1.4815800533916192,1.4815800533916192,1.4815800533916192,1.4815800533916192,0.0,0.0,0.41707862936721346,0.41707862936721346,0.41707862936721346,0.41707862936721346,0.0,0.33235512635230013,0.33235512635230013,8.0,8.0
2016-03-02,112,2016-06-22,2016_H1,1.7931073340092865,1.7931073340092865,1.7931073340092865,1.7931073340092865,0.0,0.0,0.5004745237171042,0.5004745237171042,0.5004745237171042,0.5004745237171042,0.0,0.7099877284369035,0.7099877284369035,8.0,8.0
2016-03-09,7,2016-03-16,2016_H1,0.3751909046583868,0.3751909046583868,0.3751909046583868,0.3751909046583868,0.0,0.0,0.09807518123048811,0.09807518123048811,0.09807518123048811,0.09807518123048811,0.0,0.06970069483981187,0.06970069483981187,8.0,8.0
2016-03-09,14,2016-03-23,2016_H1,0.4372751382045319,0.4372751382045319,0.4372751382045319,0.4372751382045319,0.0,0.0,0.11642007117739755,0.11642007117739755,0.11642007117739755,0.11642007117739755,0.0,0.07053516013908276,0.07053516013908276,8.0,8.0
2016-03-09,28,2016-04-06,2016_H1,0.7215762932635728,0.7215762932635728,0.7215762932635728,0.7215762932635728,0.0,0.0,0.18581580624666688,0.18581580624666688,0.18581580624666688,0.18581580624666688,0.0,0.17903054099715834,0.17903054099715834,8.0,8.0
2016-03-09,56,2016-05-04,2016_H1,1.1088925713651696,1.1088925713651696,1.1088925713651696,1.1088925713651696,0.0,0.0,0.30748751048008527,0.30748751048008527,0.30748751048008527,0.30748751048008527,0.0,0.26083619650519324,0.26083619650519324,8.0,8.0
2016-03-09,84,2016-06-01,2016_H1,1.4748221543492508,1.4748221543492508,1.4748221543492508,1.4748221543492508,0.0,0.0,0.3855707790785159,0.3855707790785159,0.3855707790785159,0.3855707790785159,0.0,0.7189295488943974,0.7189295488943974,8.0,8.0
2016-03-09,112,2016-06-29,2016_H1,1.693898586815496,1.693898586815496,1.693898586815496,1.693898586815496,0.0,0.0,0.45982850035721107,0.45982850035721107,0.45982850035721107,0.45982850035721107,0.0,0.7234538964001042,0.7234538964001042,8.0,8.0
2016-03-16,7,2016-03-23,2016_H1,0.3804358254451019,0.3804358254451019,0.3804358254451019,0.3804358254451019,0.0,0.0,0.10204693582454832,0.10204693582454832,0.10204693582454832,0.10204693582454832,0.0,0.05640031524564709,0.05640031524564709,8.0,8.0
2016-03-16,14,2016-03-30,2016_H1,0.4994096123887247,0.4994096123887247,0.4994096123887247,0.4994096123887247,0.0,0.0,0.12832624998376757,0.12832624998376757,0.12832624998376757,0.12832624998376757,0.0,0.1224397168457235,0.1224397168457235,8.0,8.0
2016-03-16,28,2016-04-13,2016_H1,0.7829935825880505,0.7829935825880505,0.7829935825880505,0.7829935825880505,0.0,0.0,0.20580814417930177,0.20580814417930177,0.20580814417930177,0.20580814417930177,0.0,0.26273524700903217,0.26273524700903217,8.0,8.0
2016-03-16,56,2016-05-11,2016_H1,1.1598503530923903,1.1598503530923903,1.1598503530923903,1.1598503530923903,0.0,0.0,0.31423538810868495,0.31423538810868495,0.31423538810868495,0.31423538810868495,0.0,0.4461398077591334,0.4461398077591334,8.0,8.0
2016-03-16,84,2016-06-08,2016_H1,1.4072409546701548,1.4072409546701548,1.4072409546701548,1.4072409546701548,0.0,0.0,0.4063201810000795,0.4063201810000795,0.4063201810000795,0.4063201810000795,0.0,0.4197608931632477,0.4197608931632477,8.0,8.0
2016-03-16,112,2016-07-06,2016_H1,1.698806146411187,1.698806146411187,1.698806146411187,1.698806146411187,0.0,0.0,0.4707851675664837,0.4707851675664837,0.4707851675664837,0.4707851675664837,0.0,0.7075114700323394,0.7075114700323394,8.0,8.0
2016-03-23,7,2016-03-30,2016_H1,0.43949390224575036,0.43949390224575036,0.43949390224575036,0.43949390224575036,0.0,0.0,0.11258987323285378,0.11258987323285378,0.11258987323285378,0.11258987323285378,0.0,0.11913791935683296,0.11913791935683296,8.0,8.0
2016-03-23,14,2016-04-06,2016_H1,0.5635338044598244,0.5635338044598244,0.5635338044598244,0.5635338044598244,0.0,0.0,0.15057002064107555,0.15057002064107555,0.15057002064107555,0.15057002064107555,0.0,0.1146148288327889,0.1146148288327889,8.0,8.0
2016-03-23,28,2016-04-20,2016_H1,0.7769624305484213,0.7769624305484213,0.7769624305484213,0.7769624305484213,0.0,0.0,0.21621454306654941,0.21621454306654941,0.21621454306654941,0.21621454306654941,0.0,0.18295842247869498,0.18295842247869498,8.0,8.0
2016-03-23,56,2016-05-18,2016_H1,1.2127318710216373,1.2127318710216373,1.2127318710216373,1.2127318710216373,0.0,0.0,0.32905364249735625,0.32905364249735625,0.32905364249735625,0.32905364249735625,0.0,0.4251524703763879,0.4251524703763879,8.0,8.0
2016-03-23,84,2016-06-15,2016_H1,1.4475728792827174,1.4475728792827174,1.4475728792827174,1.4475728792827174,0.0,0.0,0.4091756447913205,0.4091756447913205,0.4091756447913205,0.4091756447913205,0.0,0.5837709570630025,0.5837709570630025,8.0,8.0
2016-03-23,112,2016-07-13,2016_H1,1.662284105670234,1.662284105670234,1.662284105670234,1.662284105670234,0.0,0.0,0.4691165582418513,0.4691165582418513,0.4691165582418513,0.4691165582418513,0.0,0.6406644852499405,0.6406644852499405,8.0,8.0
2016-03-30,7,2016-04-06,2016_H1,0.40968868491600186,0.40968868491600186,0.40968868491600186,0.40968868491600186,0.0,0.0,0.11102772797405613,0.11102772797405613,0.11102772797405613,0.11102772797405613,0.0,0.06458317575842037,0.06458317575842037,8.0,8.0
2016-03-30,14,2016-04-13,2016_H1,0.5343423744402818,0.5343423744402818,0.5343423744402818,0.5343423744402818,0.0,0.0,0.14684713989195086,0.14684713989195086,0.14684713989195086,0.14684713989195086,0.0,0.12227152467785257,0.12227152467785257,8.0,8.0
2016-03-30,28,2016-04-27,2016_H1,0.7421842821887488,0.7421842821887488,0.7421842821887488,0.7421842821887488,0.0,0.0,0.2212137160178507,0.2212137160178507,0.2212137160178507,0.2212137160178507,0.0,0.08310757744904085,0.08310757744904085,8.0,8.0
2016-03-30,56,2016-05-25,2016_H1,1.0754966409353954,1.0754966409353954,1.0754966409353954,1.0754966409353954,0.0,0.0,0.3110636333268195,0.3110636333268195,0.3110636333268195,0.3110636333268195,0.0,0.23936471951416669,0.23936471951416669,8.0,8.0
2016-03-30,84,2016-06-22,2016_H1,1.395528872646136,1.395528872646136,1.395528872646136,1.395528872646136,0.0,0.0,0.40195941631919635,0.40195941631919635,0.40195941631919635,0.40195941631919635,0.0,0.6122700262754177,0.6122700262754177,8.0,8.0
2016-03-30,112,2016-07-20,2016_H1,1.5402398605534313,1.5402398605534313,1.5402398605534313,1.5402398605534313,0.0,0.0,0.445499370324247,0.445499370324247,0.445499370324247,0.445499370324247,0.0,0.4166774075777302,0.4166774075777302,8.0,8.0
2016-04-06,7,2016-04-13,2016_H1,0.4247073677828923,0.4247073677828923,0.4247073677828923,0.4247073677828923,0.0,0.0,0.11036269311581005,0.11036269311581005,0.11036269311581005,0.11036269311581005,0.0,0.1188724573515531,0.1188724573515531,8.0,8.0
2016-04-06,14,2016-04-20,2016_H1,0.4708545211722378,0.4708545211722378,0.4708545211722378,0.4708545211722378,0.0,0.0,0.12999744144335101,0.12999744144335101,0.12999744144335101,0.12999744144335101,0.0,0.08519840384318067,0.08519840384318067,8.0,8.0
2016-04-06,28,2016-05-04,2016_H1,0.6537578938398307,0.6537578938398307,0.6537578938398307,0.6537578938398307,0.0,0.0,0.19287472351191526,0.19287472351191526,0.19287472351191526,0.19287472351191526,0.0,0.08552971385117009,0.08552971385117009,8.0,8.0
2016-04-06,56,2016-06-01,2016_H1,0.9875556359373039,0.9875556359373039,0.9875556359373039,0.9875556359373039,0.0,0.0,0.27053810427684255,0.27053810427684255,0.27053810427684255,0.27053810427684255,0.0,0.4188554319946739,0.4188554319946739,8.0,8.0
2016-04-06,84,2016-06-29,2016_H1,1.251244028922974,1.251244028922974,1.251244028922974,1.251244028922974,0.0,0.0,0.358676845423951,0.358676845423951,0.358676845423951,0.358676845423951,0.0,0.41413414452571473,0.41413414452571473,8.0,8.0
2016-04-06,112,2016-07-27,2016_H1,1.5018361594647276,1.5018361594647276,1.5018361594647276,1.5018361594647276,0.0,0.0,0.43035445495093316,0.43035445495093316,0.43035445495093316,0.43035445495093316,0.0,0.4198908115641887,0.4198908115641887,8.0,8.0
2016-04-13,7,2016-04-20,2016_H1,0.4017406256300001,0.4017406256300001,0.4017406256300001,0.4017406256300001,0.0,0.0,0.105389329803709,0.105389329803709,0.105389329803709,0.105389329803709,0.0,0.08487999931190787,0.08487999931190787,8.0,8.0
2016-04-13,14,2016-04-27,2016_H1,0.4852549535145474,0.4852549535145474,0.4852549535145474,0.4852549535145474,0.0,0.0,0.13501649046420616,0.13501649046420616,0.13501649046420616,0.13501649046420616,0.0,0.08148478133962864,0.08148478133962864,8.0,8.0
2016-04-13,28,2016-05-11,2016_H1,0.615438545501491,0.615438545501491,0.615438545501491,0.615438545501491,0.0,0.0,0.1703536785499748,0.1703536785499748,0.1703536785499748,0.1703536785499748,0.0,0.12403991578702173,0.12403991578702173,8.0,8.0
2016-04-13,56,2016-06-08,2016_H1,0.9166613478540007,0.9166613478540007,0.9166613478540007,0.9166613478540007,0.0,0.0,0.27452909794524133,0.27452909794524133,0.27452909794524133,0.27452909794524133,0.0,0.13526425925733587,0.13526425925733587,8.0,8.0
2016-04-13,84,2016-07-06,2016_H1,1.2460063189476767,1.2460063189476767,1.2460063189476767,1.2460063189476767,0.0,0.0,0.36096341702273604,0.36096341702273604,0.36096341702273604,0.36096341702273604,0.0,0.3076022379031047,0.3076022379031047,8.0,8.0
2016-04-13,112,2016-08-03,2016_H1,1.4499798756236677,1.4499798756236677,1.4499798756236677,1.4499798756236677,0.0,0.0,0.43258371214974023,0.43258371214974023,0.43258371214974023,0.43258371214974023,0.0,0.10558128898992988,0.10558128898992988,8.0,8.0
2016-04-20,7,2016-04-27,2016_H1,0.41213326984025855,0.4045409289377,0.4121462062199944,0.41210672228453393,-3.138882658244723e-05,0.018422052909005195,0.11264456720787304,0.1107563665366733,0.11264778918532053,0.11263795496960557,-2.8603043425519467e-05,0.06700168037446239,0.06700377873949562,7.530374846381703,7.529750898101081
2016-04-20,14,2016-05-04,2016_H1,0.4612983058655282,0.45449914594128016,0.4613099118625247,0.4612744886929908,-2.5159418209176586e-05,0.01473918251551106,0.1290918924990562,0.12740715213196482,0.1290947584645131,0.12908601076356635,-2.2200971737404875e-05,0.07348005333075217,0.07348233600378837,7.530374846381703,7.529750898101081
2016-04-20,28,2016-05-18,2016_H1,0.6184500084305555,0.6136604268091634,0.6184582269988796,0.618433143199445,-1.3288977624837592e-05,0.007744492774034628,0.16973168058479346,0.16850584264767746,0.16973379083495307,0.16972734960686883,-1.243285963082556e-05,0.1770652602850892,0.1770650051147917,7.530374846381703,7.529750898101081
2016-04-20,56,2016-06-15,2016_H1,0.9488877630834274,0.9458744117627498,0.9488929585554795,0.9488771017750472,-5.475328330982182e-06,0.00317566675207788,0.2693828047529252,0.26880974083047887,0.2693837849936409,0.26938079259330006,-3.6388392221543895e-06,0.3239398009774288,0.3239374464175415,7.530374846381703,7.529750898101081
2016-04-20,84,2016-07-13,2016_H1,1.2574502541968182,1.2559218488713753,1.2574529063788913,1.257444811999728,-2.109174549226816e-06,0.0012154797538445861,0.36651245686359335,0.36630871998182646,0.3665128308418131,0.36651168909537674,-1.0203697383867823e-06,0.33243880559192346,0.3324373224636695,7.530374846381703,7.529750898101081
2016-04-20,112,2016-08-10,2016_H1,1.5105723477260393,1.5098523971601092,1.510573615886623,1.5105697456964333,-8.395232347296969e-07,0.0004766078016811924,0.44050175298318406,0.4404834719060954,0.4405017985684205,0.4405016590676202,-1.034848013889625e-07,0.20112215576342835,0.2011226180571336,7.530374846381703,7.529750898101081
2016-04-27,7,2016-05-04,2016_H1,0.37551481085462546,0.37551481085462546,0.37551481085462546,0.37551481085462546,0.0,0.0,0.0989989974690137,0.0989989974690137,0.0989989974690137,0.0989989974690137,0.0,0.06386457648810451,0.06386457648810451,8.0,8.0
2016-04-27,14,2016-05-11,2016_H1,0.46146115054626924,0.46146115054626924,0.46146115054626924,0.46146115054626924,0.0,0.0,0.11705378011031237,0.11705378011031237,0.11705378011031237,0.11705378011031237,0.0,0.18137174350839294,0.18137174350839294,8.0,8.0
2016-04-27,28,2016-05-25,2016_H1,0.6284795376216452,0.6284795376216452,0.6284795376216452,0.6284795376216452,0.0,0.0,0.1716770537908628,0.1716770537908628,0.1716770537908628,0.1716770537908628,0.0,0.1827093732416238,0.1827093732416238,8.0,8.0
2016-04-27,56,2016-06-22,2016_H1,1.0436150812026632,1.0436150812026632,1.0436150812026632,1.0436150812026632,0.0,0.0,0.29281787729148834,0.29281787729148834,0.29281787729148834,0.29281787729148834,0.0,0.47997300268704707,0.47997300268704707,8.0,8.0
2016-04-27,84,2016-07-20,2016_H1,1.28264198010649,1.28264198010649,1.28264198010649,1.28264198010649,0.0,0.0,0.3704431861438501,0.3704431861438501,0.3704431861438501,0.3704431861438501,0.0,0.33038094624680264,0.33038094624680264,8.0,8.0
2016-04-27,112,2016-08-17,2016_H1,1.5584533621118815,1.5584533621118815,1.5584533621118815,1.5584533621118815,0.0,0.0,0.4518551303347116,0.4518551303347116,0.4518551303347116,0.4518551303347116,0.0,0.19321701247943338,0.19321701247943338,8.0,8.0
