origin_date,horizon_days,target_date,calendar_block_6m,es_arm_a_rc1,es_arm_b_equal,es_arm_c_precision,es_sens_c25,rel_es_improvement_precision,rel_es_improvement_equal,crps_arm_a_rc1,crps_arm_b_equal,crps_arm_c_precision,crps_sens_c25,rel_crps_improvement_precision,crps_rest_rc1,crps_rest_precision,n_eff_rc1,n_eff_precision
2014-09-24,84,2014-12-17,2014_H2,2.4998245668795622,2.4998245668795622,2.4998245668795622,2.4998245668795622,0.0,0.0,0.7189768156118855,0.7189768156118855,0.7189768156118855,0.7189768156118855,0.0,0.7641726288829823,0.7641726288829823,8.0,8.0
2014-09-24,112,2015-01-14,2014_H2,2.722930504459225,2.722930504459225,2.722930504459225,2.722930504459225,0.0,0.0,0.7451369425695142,0.7451369425695142,0.7451369425695142,0.7451369425695142,0.0,0.5677716635351278,0.5677716635351278,8.0,8.0
2014-10-01,7,2014-10-08,2014_H2,0.4161136841802394,0.4161136841802394,0.4161136841802394,0.4161136841802394,0.0,0.0,0.11095405857223374,0.11095405857223374,0.11095405857223374,0.11095405857223374,0.0,0.04609723482006153,0.04609723482006153,8.0,8.0
2014-10-01,14,2014-10-15,2014_H2,0.5554089986783075,0.5554089986783075,0.5554089986783075,0.5554089986783075,0.0,0.0,0.14591871705593576,0.14591871705593576,0.14591871705593576,0.14591871705593576,0.0,0.1209139958991762,0.1209139958991762,8.0,8.0
2014-10-01,28,2014-10-29,2014_H2,0.9203909538128244,0.9203909538128244,0.9203909538128244,0.9203909538128244,0.0,0.0,0.2493759870081767,0.2493759870081767,0.2493759870081767,0.2493759870081767,0.0,0.16768259434312435,0.16768259434312435,8.0,8.0
2014-10-01,56,2014-11-26,2014_H2,1.6399957515747658,1.6399957515747658,1.6399957515747658,1.6399957515747658,0.0,0.0,0.48002697000947564,0.48002697000947564,0.48002697000947564,0.48002697000947564,0.0,0.4689424411786082,0.4689424411786082,8.0,8.0
2014-10-01,84,2014-12-24,2014_H2,2.508621774204572,2.508621774204572,2.508621774204572,2.508621774204572,0.0,0.0,0.698714054067523,0.698714054067523,0.698714054067523,0.698714054067523,0.0,0.7678340311466436,0.7678340311466436,8.0,8.0
2014-10-01,112,2015-01-21,2014_H2,2.572892817171516,2.572892817171516,2.572892817171516,2.572892817171516,0.0,0.0,0.7016207900071525,0.7016207900071525,0.7016207900071525,0.7016207900071525,0.0,0.37340499731878585,0.37340499731878585,8.0,8.0
2014-10-08,7,2014-10-15,2014_H2,0.4075750203481894,0.4075750203481894,0.4075750203481894,0.4075750203481894,0.0,0.0,0.10354596477336098,0.10354596477336098,0.10354596477336098,0.10354596477336098,0.0,0.12990790842061017,0.12990790842061017,8.0,8.0
2014-10-08,14,2014-10-22,2014_H2,0.5062256384381596,0.5062256384381596,0.5062256384381596,0.5062256384381596,0.0,0.0,0.13537198960669494,0.13537198960669494,0.13537198960669494,0.13537198960669494,0.0,0.06892542161623078,0.06892542161623078,8.0,8.0
2014-10-08,28,2014-11-05,2014_H2,0.7511970487683535,0.7511970487683535,0.7511970487683535,0.7511970487683535,0.0,0.0,0.19570911915472722,0.19570911915472722,0.19570911915472722,0.19570911915472722,0.0,0.1656857095938284,0.1656857095938284,8.0,8.0
2014-10-08,56,2014-12-03,2014_H2,1.6399277093819427,1.6399277093819427,1.6399277093819427,1.6399277093819427,0.0,0.0,0.47351317919823943,0.47351317919823943,0.47351317919823943,0.47351317919823943,0.0,0.47040362907795613,0.47040362907795613,8.0,8.0
2014-10-08,84,2014-12-31,2014_H2,2.636814622794905,2.636814622794905,2.636814622794905,2.636814622794905,0.0,0.0,0.7376035441490094,0.7376035441490094,0.7376035441490094,0.7376035441490094,0.0,0.6661215701604155,0.6661215701604155,8.0,8.0
2014-10-08,112,2015-01-28,2014_H2,2.3563029297944036,2.3563029297944036,2.3563029297944036,2.3563029297944036,0.0,0.0,0.6380640949652437,0.6380640949652437,0.6380640949652437,0.6380640949652437,0.0,0.46918924815481966,0.46918924815481966,8.0,8.0
2014-10-15,7,2014-10-22,2014_H2,0.4682142139384944,0.4682142139384944,0.4682142139384944,0.4682142139384944,0.0,0.0,0.11978470077494069,0.11978470077494069,0.11978470077494069,0.11978470077494069,0.0,0.11808968208698693,0.11808968208698693,8.0,8.0
2014-10-15,14,2014-10-29,2014_H2,0.7202077636571322,0.7202077636571322,0.7202077636571322,0.7202077636571322,0.0,0.0,0.17724383514358777,0.17724383514358777,0.17724383514358777,0.17724383514358777,0.0,0.2731945068690316,0.2731945068690316,8.0,8.0
2014-10-15,28,2014-11-12,2014_H2,0.8861967364056333,0.8861967364056333,0.8861967364056333,0.8861967364056333,0.0,0.0,0.24480470286725137,0.24480470286725137,0.24480470286725137,0.24480470286725137,0.0,0.25585488985392946,0.25585488985392946,8.0,8.0
2014-10-15,56,2014-12-10,2014_H2,1.9109054382078798,1.9109054382078798,1.9109054382078798,1.9109054382078798,0.0,0.0,0.5387074837604229,0.5387074837604229,0.5387074837604229,0.5387074837604229,0.0,0.6668840883167774,0.6668840883167774,8.0,8.0
2014-10-15,84,2015-01-07,2014_H2,2.630601282023321,2.630601282023321,2.630601282023321,2.630601282023321,0.0,0.0,0.7097235913857614,0.7097235913857614,0.7097235913857614,0.7097235913857614,0.0,0.8661471947586363,0.8661471947586363,8.0,8.0
2014-10-15,112,2015-02-04,2014_H2,2.347549185111127,2.347549185111127,2.347549185111127,2.347549185111127,0.0,0.0,0.6311229240426777,0.6311229240426777,0.6311229240426777,0.6311229240426777,0.0,0.5686868227768035,0.5686868227768035,8.0,8.0
2014-10-22,7,2014-10-29,2014_H2,0.4926000544175091,0.4926000544175091,0.4926000544175091,0.4926000544175091,0.0,0.0,0.12957729654155986,0.12957729654155986,0.12957729654155986,0.12957729654155986,0.0,0.11542772989698574,0.11542772989698574,8.0,8.0
2014-10-22,14,2014-11-05,2014_H2,0.5631005467495037,0.5631005467495037,0.5631005467495037,0.5631005467495037,0.0,0.0,0.14686528501404417,0.14686528501404417,0.14686528501404417,0.14686528501404417,0.0,0.1190685155710941,0.1190685155710941,8.0,8.0
2014-10-22,28,2014-11-19,2014_H2,0.8431842001898322,0.8431842001898322,0.8431842001898322,0.8431842001898322,0.0,0.0,0.22863153960050717,0.22863153960050717,0.22863153960050717,0.22863153960050717,0.0,0.18914818285185175,0.18914818285185175,8.0,8.0
2014-10-22,56,2014-12-17,2014_H2,1.8619108508996933,1.8619108508996933,1.8619108508996933,1.8619108508996933,0.0,0.0,0.5238130069296212,0.5238130069296212,0.5238130069296212,0.5238130069296212,0.0,0.5684138406312513,0.5684138406312513,8.0,8.0
2014-10-22,84,2015-01-14,2014_H2,2.43389670289303,2.43389670289303,2.43389670289303,2.43389670289303,0.0,0.0,0.6928198646059691,0.6928198646059691,0.6928198646059691,0.6928198646059691,0.0,0.3704677799788056,0.3704677799788056,8.0,8.0
2014-10-22,112,2015-02-11,2014_H2,2.0085745741962864,2.0085745741962864,2.0085745741962864,2.0085745741962864,0.0,0.0,0.5652228991436133,0.5652228991436133,0.5652228991436133,0.5652228991436133,0.0,0.27009527216480217,0.27009527216480217,8.0,8.0
2014-10-29,7,2014-11-05,2014_H2,0.39685691529659717,0.39685691529659717,0.39685691529659717,0.39685691529659717,0.0,0.0,0.10406361632853421,0.10406361632853421,0.10406361632853421,0.10406361632853421,0.0,0.04582347600311658,0.04582347600311658,8.0,8.0
2014-10-29,14,2014-11-12,2014_H2,0.48665969884135474,0.48665969884135474,0.48665969884135474,0.48665969884135474,0.0,0.0,0.13618221964818594,0.13618221964818594,0.13618221964818594,0.13618221964818594,0.0,0.04315170476188866,0.04315170476188866,8.0,8.0
2014-10-29,28,2014-11-26,2014_H2,1.0376125044196842,1.0376125044196842,1.0376125044196842,1.0376125044196842,0.0,0.0,0.28649904308471497,0.28649904308471497,0.28649904308471497,0.28649904308471497,0.0,0.182476759557046,0.182476759557046,8.0,8.0
2014-10-29,56,2014-12-24,2014_H2,2.2960246195228295,2.2960246195228295,2.2960246195228295,2.2960246195228295,0.0,0.0,0.6356559931523075,0.6356559931523075,0.6356559931523075,0.6356559931523075,0.0,0.5715961720684916,0.5715961720684916,8.0,8.0
2014-10-29,84,2015-01-21,2014_H2,2.55127837558415,2.55127837558415,2.55127837558415,2.55127837558415,0.0,0.0,0.742842410552693,0.742842410552693,0.742842410552693,0.742842410552693,0.0,0.17231494246221396,0.17231494246221396,8.0,8.0
2014-10-29,112,2015-02-18,2014_H2,2.096827648399568,2.096827648399568,2.096827648399568,2.096827648399568,0.0,0.0,0.6067176859238288,0.6067176859238288,0.6067176859238288,0.6067176859238288,0.0,0.1716236892346354,0.1716236892346354,8.0,8.0
2014-11-05,7,2014-11-12,2014_H2,0.46501261955584583,0.46501261955584583,0.4675106956074646,0.46666023548987345,-0.005372060771178218,0.0,0.12371103486881904,0.12371103486881904,0.12428664324904085,0.12409036913551241,-0.004652845890685245,0.04485205004898657,0.044858267171685284,8.0,7.848953709952059
2014-11-05,14,2014-11-19,2014_H2,0.6806155676459816,0.6806155676459816,0.6817315739459943,0.6813494300502926,-0.0016397014012954712,0.0,0.18709931553164064,0.18709931553164064,0.18731811986029567,0.18724345790237185,-0.001169455527046193,0.06431430885042078,0.06431134074119234,8.0,7.848953709952059
2014-11-05,28,2014-12-03,2014_H2,1.3675282412982899,1.3675282412982899,1.366507667007687,1.3668517134947453,0.0007462911988084203,0.0,0.385905087617719,0.385905087617719,0.38554325661291433,0.3856653156566501,0.0009376165705364431,0.18235369228481502,0.1823408205769051,8.0,7.848953709952059
2014-11-05,56,2014-12-31,2014_H2,2.6983853969806044,2.6983853969806044,2.693605585008424,2.6952263741818276,0.0017713600057014407,0.0,0.7625858023397387,0.7625858023397387,0.7610657444037081,0.7615814386356305,0.001993294303889238,0.469506232336574,0.46920280345656507,8.0,7.848953709952059
2014-11-05,84,2015-01-28,2014_H2,2.5200169255129223,2.5200169255129223,2.515624640696762,2.517113674601486,0.001742958458608829,0.0,0.7200592790154883,0.7200592790154883,0.7185021030323855,0.7190313050138846,0.0021625663726351245,0.26935118501739747,0.26904538487250806,8.0,7.848953709952059
2014-11-05,112,2015-02-25,2014_H2,2.0558849366820233,2.0558849366820233,2.052454919343543,2.053616617916442,0.0016683897417021447,0.0,0.5938128636336604,0.5938128636336604,0.5925446356977538,0.5929740989678565,0.0021357367170289775,0.07377735693809573,0.07356409058004838,8.0,7.848953709952059
2014-11-12,7,2014-11-19,2014_H2,0.47852798993515344,0.47932981043666434,0.48070144062998543,0.4799589588508605,-0.004541951025950479,-0.001675597913550582,0.12420737269516957,0.12441470423991507,0.124768808566494,0.12457710764355692,-0.004520149320783939,0.05888576331977352,0.05888596468499181,6.507429543387202,6.412075193681184
2014-11-12,14,2014-11-26,2014_H2,0.7458183936123963,0.7462002554044453,0.7468569163424779,0.7465009212930971,-0.0013924606029779144,-0.0005120037201006273,0.19297679014687552,0.19307259537576374,0.1932374358397474,0.1931481145912829,-0.0013506582458620861,0.1980394796852501,0.19798196131069848,6.507429543387202,6.412075193681184
2014-11-12,28,2014-12-10,2014_H2,1.2516981499846056,1.2514779037527908,1.2511075908339313,1.2513070386789813,0.00047180636216611813,0.00017595794306920833,0.3378123804952916,0.3377311247962663,0.3375945364934512,0.3376681776467663,0.0006448668385717144,0.1737422007266238,0.1737397039408289,6.507429543387202,6.412075193681184
2014-11-12,56,2015-01-07,2014_H2,2.2938051986984958,2.2932491486708106,2.292302811188808,2.292814316408511,0.0006549760679504258,0.0002424137969521602,0.5462063896653782,0.5461434045786508,0.5460381441662006,0.5460946027007898,0.00030802550530518606,0.28077923509571856,0.2807466447659469,6.507429543387202,6.412075193681184
2014-11-12,84,2015-02-04,2014_H2,2.0615082489777112,2.060381340453596,2.058465685034925,2.0595007683231676,0.0014758921989736409,0.0005466427430858256,0.5905574137659272,0.5901202388716948,0.5893760937065191,0.5897783644598711,0.002000347522309325,0.16586568847240502,0.16560201408494193,6.507429543387202,6.412075193681184
