origin_date,horizon_days,target_date,calendar_block_6m,calendar_block_12m,pool_size,es_arm_a_v2,crps_arm_a_v2,es_arm_b_recent,crps_arm_b_recent,es_arm_c_50nn,crps_arm_c_50nn,es_arm_d_raw,crps_arm_d_raw,es_arm_c_25nn,crps_arm_c_25nn,es_arm_c_100nn,crps_arm_c_100nn,diff_es_v2_minus_50nn,diff_es_recent_minus_50nn,diff_es_50nn_minus_raw,diff_crps_v2_minus_50nn,diff_crps_recent_minus_50nn
2018-02-07,7,2018-02-14,2018-H1,2018,1235,0.21745,0.06134,0.21852,0.06136,0.2212,0.06258,0.33899,0.08584,0.22015,0.06401,0.22151,0.06421,-0.00375,-0.00267,-0.1178,-0.00124,-0.00123
2018-02-07,14,2018-02-21,2018-H1,2018,1228,0.35149,0.08818,0.34728,0.08752,0.3442,0.08773,0.66614,0.14539,0.32412,0.08307,0.34467,0.08542,0.00729,0.00308,-0.32194,0.00045,-0.0002
2018-02-07,28,2018-03-07,2018-H1,2018,1214,0.52341,0.1268,0.64402,0.15951,0.64519,0.15916,1.31351,0.27368,0.55834,0.14453,0.57408,0.13525,-0.12178,-0.00117,-0.66832,-0.03237,0.00035
2018-02-07,56,2018-04-04,2018-H1,2018,1186,0.97689,0.24106,1.4353,0.33843,1.37307,0.32631,2.76136,0.56932,1.3822,0.3414,1.20166,0.28602,-0.39618,0.06222,-1.38829,-0.08525,0.01212
2018-02-07,84,2018-05-02,2018-H1,2018,1158,1.89593,0.45836,2.72604,0.63252,2.34276,0.58223,2.29919,0.55035,2.48213,0.56993,2.25924,0.57934,-0.44683,0.38328,0.04357,-0.12387,0.05029
2018-02-07,112,2018-05-30,2018-H1,2018,1130,3.28613,0.77475,4.6181,1.09663,4.00275,0.98412,4.29758,0.98356,4.0515,1.00124,3.88791,0.96108,-0.71662,0.61535,-0.29483,-0.20938,0.11251
2018-02-14,7,2018-02-21,2018-H1,2018,1242,0.17106,0.03763,0.16549,0.03458,0.16251,0.03366,0.22511,0.04553,0.16409,0.03434,0.17011,0.0338,0.00856,0.00298,-0.0626,0.00397,0.00092
2018-02-14,14,2018-02-28,2018-H1,2018,1235,0.29541,0.07018,0.28415,0.06695,0.29606,0.07046,0.405,0.08813,0.27572,0.06393,0.32194,0.07216,-0.00065,-0.01192,-0.10894,-0.00028,-0.00351
2018-02-14,28,2018-03-14,2018-H1,2018,1221,0.44191,0.1055,0.49757,0.11996,0.4907,0.11805,0.91574,0.20382,0.37721,0.09664,0.48374,0.11174,-0.04878,0.00688,-0.42504,-0.01255,0.00191
2018-02-14,56,2018-04-11,2018-H1,2018,1193,1.0523,0.26277,1.39533,0.32537,1.39621,0.32581,2.56644,0.52852,1.3149,0.32096,1.26319,0.3068,-0.34391,-0.00088,-1.17023,-0.06304,-0.00045
2018-02-14,84,2018-05-09,2018-H1,2018,1165,2.35311,0.56143,2.96778,0.71581,2.79901,0.68719,2.7151,0.66038,2.9205,0.67514,2.74871,0.69325,-0.4459,0.16877,0.08391,-0.12575,0.02862
2018-02-14,112,2018-06-06,2018-H1,2018,1137,3.58637,0.85062,4.58551,1.11557,4.22213,1.02704,4.11595,0.92267,4.28481,1.04941,4.1402,1.01268,-0.63576,0.36338,0.10617,-0.17642,0.08853
2018-02-21,7,2018-02-28,2018-H1,2018,1249,0.18201,0.04689,0.1797,0.04319,0.18144,0.04287,0.17304,0.03772,0.17186,0.04143,0.18805,0.04369,0.00057,-0.00173,0.00839,0.00402,0.00032
2018-02-21,14,2018-03-07,2018-H1,2018,1242,0.25339,0.06086,0.24828,0.06129,0.25279,0.06167,0.23195,0.05593,0.2427,0.06002,0.27111,0.06225,0.0006,-0.00451,0.02084,-0.00081,-0.00038
2018-02-21,28,2018-03-21,2018-H1,2018,1228,0.45216,0.11537,0.46516,0.11876,0.46887,0.11957,0.60703,0.15043,0.38652,0.10479,0.48872,0.12074,-0.01671,-0.00372,-0.13815,-0.0042,-0.00081
2018-02-21,56,2018-04-18,2018-H1,2018,1200,1.19428,0.30226,1.43646,0.35803,1.42975,0.35535,2.101,0.46335,1.35583,0.34757,1.35731,0.34517,-0.23548,0.00671,-0.67125,-0.05309,0.00269
2018-02-21,84,2018-05-16,2018-H1,2018,1172,2.63549,0.62576,3.18962,0.76297,3.13087,0.74717,3.32797,0.78124,3.20661,0.72766,3.04984,0.75586,-0.49538,0.05874,-0.1971,-0.12141,0.0158
2018-02-21,112,2018-06-13,2018-H1,2018,1144,3.87061,0.93049,4.6152,1.12581,4.4685,1.07146,4.19768,0.95246,4.49551,1.05746,4.42331,1.0786,-0.59789,0.1467,0.27082,-0.14097,0.05435
2018-02-28,7,2018-03-07,2018-H1,2018,1256,0.15561,0.03667,0.14591,0.03443,0.15139,0.03528,0.12881,0.02893,0.14613,0.03409,0.15798,0.03565,0.00422,-0.00548,0.02258,0.00139,-0.00085
2018-02-28,14,2018-03-14,2018-H1,2018,1249,0.19957,0.04803,0.16965,0.04338,0.17524,0.04495,0.1876,0.05012,0.16877,0.04532,0.20137,0.05001,0.02433,-0.00559,-0.01236,0.00308,-0.00158
2018-02-28,28,2018-03-28,2018-H1,2018,1235,0.4727,0.1228,0.45979,0.11993,0.46811,0.12131,0.49899,0.11986,0.44149,0.1157,0.51743,0.13248,0.00459,-0.00831,-0.03088,0.00149,-0.00138
2018-02-28,56,2018-04-25,2018-H1,2018,1207,1.34567,0.323,1.51299,0.37047,1.51677,0.37033,1.89299,0.43527,1.49385,0.35812,1.50806,0.37978,-0.1711,-0.00377,-0.37623,-0.04733,0.00014
2018-02-28,84,2018-05-23,2018-H1,2018,1179,2.86512,0.6551,3.29909,0.74511,3.24222,0.73964,3.31379,0.7733,3.35188,0.72528,3.16526,0.75014,-0.3771,0.05687,-0.07157,-0.08454,0.00547
2018-02-28,112,2018-06-20,2018-H1,2018,1151,3.98242,0.96689,4.62073,1.09941,4.60411,1.10978,4.22014,0.96558,4.63068,1.09407,4.53268,1.0989,-0.62169,0.01662,0.38397,-0.14289,-0.01037
2018-03-07,7,2018-03-14,2018-H1,2018,1263,0.18447,0.04747,0.17329,0.03888,0.17413,0.04021,0.20157,0.04805,0.17498,0.03853,0.18017,0.04174,0.01034,-0.00084,-0.02744,0.00726,-0.00133
2018-03-07,14,2018-03-21,2018-H1,2018,1256,0.25453,0.06613,0.2306,0.05886,0.23686,0.06185,0.23441,0.06468,0.23232,0.06084,0.26738,0.06767,0.01767,-0.00625,0.00245,0.00428,-0.00299
2018-03-07,28,2018-04-04,2018-H1,2018,1242,0.57711,0.14676,0.54363,0.13785,0.54233,0.13929,0.46524,0.11236,0.545,0.13941,0.5776,0.14554,0.03478,0.0013,0.07709,0.00747,-0.00144
2018-03-07,56,2018-05-02,2018-H1,2018,1214,1.56606,0.37217,1.77601,0.42846,1.77975,0.43048,1.91973,0.45777,1.76152,0.41759,1.73692,0.43042,-0.21368,-0.00374,-0.13999,-0.05831,-0.00202
2018-03-07,84,2018-05-30,2018-H1,2018,1186,3.06934,0.72451,3.55494,0.80136,3.53911,0.80009,3.85112,0.89555,3.65028,0.81021,3.44997,0.8139,-0.46977,0.01583,-0.31201,-0.07557,0.00127
2018-03-07,112,2018-06-27,2018-H1,2018,1158,4.01247,0.98157,4.67884,1.10129,4.78893,1.14198,4.36705,1.02747,4.84007,1.12951,4.70958,1.14549,-0.77646,-0.11009,0.42189,-0.16041,-0.04069
2018-03-14,7,2018-03-21,2018-H1,2018,1270,0.15269,0.03713,0.13136,0.02995,0.13436,0.02982,0.09325,0.01762,0.13194,0.02979,0.14505,0.03232,0.01833,-0.003,0.04111,0.00731,0.00013
2018-03-14,14,2018-03-28,2018-H1,2018,1263,0.37364,0.09724,0.36816,0.09414,0.38112,0.0979,0.304,0.06894,0.36127,0.09269,0.39077,0.1006,-0.00748,-0.01296,0.07712,-0.00066,-0.00376
2018-03-14,28,2018-04-11,2018-H1,2018,1249,0.74408,0.18264,0.8035,0.19943,0.77904,0.19294,0.65828,0.15814,0.80783,0.19916,0.7833,0.19637,-0.03496,0.02446,0.12076,-0.0103,0.00649
2018-03-14,56,2018-05-09,2018-H1,2018,1221,2.16932,0.50816,2.51024,0.57147,2.47283,0.58054,2.4327,0.58874,2.50383,0.57865,2.44788,0.58813,-0.30351,0.03741,0.04013,-0.07238,-0.00907
2018-03-14,84,2018-06-06,2018-H1,2018,1193,3.4701,0.82382,4.02506,0.90097,3.98049,0.89783,4.19188,1.00258,4.05442,0.908,3.91236,0.91581,-0.51039,0.04457,-0.21139,-0.07401,0.00314
2018-03-14,112,2018-07-04,2018-H1,2018,1165,4.28798,1.0712,4.94491,1.1606,4.95493,1.20017,4.55081,1.10088,5.04429,1.19754,4.91613,1.20945,-0.66695,-0.01002,0.40412,-0.12897,-0.03956
2018-03-21,7,2018-03-28,2018-H1,2018,1277,0.28142,0.06768,0.29383,0.06939,0.29308,0.06913,0.26461,0.05718,0.29442,0.07143,0.28983,0.07102,-0.01166,0.00075,0.02847,-0.00145,0.00026
2018-03-21,14,2018-04-04,2018-H1,2018,1270,0.3951,0.10065,0.42466,0.1153,0.41585,0.1121,0.30575,0.08436,0.42561,0.12107,0.41452,0.10758,-0.02074,0.00881,0.11009,-0.01144,0.0032
2018-03-21,28,2018-04-18,2018-H1,2018,1256,0.85809,0.21488,0.97685,0.24484,0.93007,0.24824,0.72644,0.19574,0.99178,0.25678,0.93319,0.24608,-0.07198,0.04678,0.20363,-0.03336,-0.00339
2018-03-21,56,2018-05-16,2018-H1,2018,1228,2.51342,0.59683,2.87527,0.6655,2.76886,0.67591,2.75014,0.66307,2.76208,0.6814,2.75142,0.66465,-0.25544,0.10641,0.01872,-0.07907,-0.01041
2018-03-21,84,2018-06-13,2018-H1,2018,1200,3.71025,0.90079,4.29591,0.99137,4.18084,0.97719,4.09969,0.98719,4.21061,0.99092,4.16423,0.98995,-0.47059,0.11508,0.08115,-0.07639,0.01419
2018-03-21,112,2018-07-11,2018-H1,2018,1172,4.15996,1.04692,4.86961,1.14601,4.86659,1.18608,4.58032,1.12256,4.9138,1.1939,4.81204,1.19291,-0.70663,0.00302,0.28627,-0.13917,-0.04008
2018-03-28,7,2018-04-04,2018-H1,2018,1284,0.23926,0.05972,0.2448,0.0624,0.22412,0.05716,0.16577,0.0432,0.23162,0.0605,0.2298,0.05771,0.01513,0.02067,0.05836,0.00256,0.00524
2018-03-28,14,2018-04-11,2018-H1,2018,1277,0.41893,0.0991,0.44375,0.10839,0.44939,0.10844,0.36678,0.08439,0.44255,0.10197,0.43732,0.10623,-0.03047,-0.00565,0.08261,-0.00934,-5e-05
2018-03-28,28,2018-04-25,2018-H1,2018,1263,1.05044,0.24932,1.18827,0.27816,1.13506,0.27596,0.99898,0.23478,1.13053,0.2817,1.11815,0.2717,-0.08462,0.05321,0.13609,-0.02664,0.0022
2018-03-28,56,2018-05-23,2018-H1,2018,1235,2.66894,0.61638,3.03673,0.67293,2.96374,0.69877,2.74101,0.59484,2.97815,0.71613,2.9131,0.68001,-0.2948,0.07299,0.22273,-0.08239,-0.02584
2018-03-28,84,2018-06-20,2018-H1,2018,1207,3.85157,0.95759,4.41218,1.05617,4.26193,1.08244,4.09056,0.965,4.29891,1.09393,4.21712,1.05081,-0.41035,0.15025,0.17137,-0.12485,-0.02627
2018-03-28,112,2018-07-18,2018-H1,2018,1179,4.06661,1.08912,4.83484,1.2256,4.8073,1.31694,4.85015,1.2383,4.85134,1.33033,4.71011,1.26112,-0.74069,0.02754,-0.04285,-0.22782,-0.09135
2018-04-04,7,2018-04-11,2018-H1,2018,1291,0.27775,0.06687,0.28476,0.07065,0.2829,0.07023,0.24351,0.06354,0.28439,0.0697,0.2825,0.07036,-0.00515,0.00186,0.03939,-0.00336,0.00042
2018-04-04,14,2018-04-18,2018-H1,2018,1284,0.5691,0.14123,0.61186,0.15739,0.60849,0.15678,0.52877,0.13876,0.61288,0.15588,0.60529,0.15492,-0.03939,0.00337,0.07972,-0.01555,0.00061
2018-04-04,28,2018-05-02,2018-H1,2018,1270,1.2427,0.28251,1.43007,0.32971,1.37624,0.32667,1.21555,0.29049,1.41298,0.33305,1.36907,0.32094,-0.13353,0.05383,0.16069,-0.04416,0.00304
2018-04-04,56,2018-05-30,2018-H1,2018,1242,2.84936,0.6688,3.23221,0.72541,3.10976,0.74197,2.74653,0.61702,3.13824,0.76017,3.04783,0.71506,-0.2604,0.12244,0.36323,-0.07317,-0.01656
2018-04-04,84,2018-06-27,2018-H1,2018,1214,3.78643,0.94487,4.41706,1.06941,4.28277,1.07503,3.92642,0.93575,4.34565,1.10535,4.26232,1.04378,-0.49635,0.13429,0.35636,-0.13016,-0.00562
2018-04-04,112,2018-07-25,2018-H1,2018,1186,3.91332,1.06202,4.71302,1.20765,4.5659,1.25024,4.31349,1.15659,4.62002,1.29063,4.49065,1.20667,-0.65258,0.14712,0.25241,-0.18822,-0.0426
2018-04-11,7,2018-04-18,2018-H1,2018,1298,0.27616,0.06719,0.2874,0.06993,0.28831,0.06866,0.23973,0.06191,0.27661,0.06648,0.29247,0.07133,-0.01216,-0.00092,0.04858,-0.00147,0.00126
2018-04-11,14,2018-04-25,2018-H1,2018,1291,0.62203,0.14933,0.67449,0.16249,0.66372,0.16444,0.555,0.14376,0.65311,0.15933,0.67702,0.16663,-0.04169,0.01077,0.10872,-0.01511,-0.00195
2018-04-11,28,2018-05-09,2018-H1,2018,1277,1.5463,0.35382,1.7253,0.37774,1.65584,0.37538,1.41591,0.30938,1.63159,0.37182,1.68225,0.37905,-0.10954,0.06946,0.23993,-0.02156,0.00236
2018-04-11,56,2018-06-06,2018-H1,2018,1249,2.83788,0.69385,3.24586,0.75996,3.14025,0.76595,2.78587,0.63211,3.13547,0.77127,3.11467,0.75902,-0.30237,0.10561,0.35437,-0.0721,-0.00599
2018-04-11,84,2018-07-04,2018-H1,2018,1221,3.6333,0.94506,4.25629,1.08051,4.14148,1.09399,3.88415,0.96308,4.15828,1.10101,4.08029,1.06323,-0.50818,0.11481,0.25734,-0.14893,-0.01348
2018-04-11,112,2018-08-01,2018-H1,2018,1193,3.84876,1.05813,4.50563,1.18691,4.38476,1.25218,4.24168,1.21139,4.42372,1.26753,4.28437,1.19499,-0.536,0.12087,0.14308,-0.19405,-0.06527
2018-04-18,7,2018-04-25,2018-H1,2018,1305,0.39516,0.09975,0.3852,0.09693,0.38173,0.09575,0.27477,0.07021,0.37315,0.09376,0.39914,0.10217,0.01344,0.00348,0.10695,0.00401,0.00118
2018-04-18,14,2018-05-02,2018-H1,2018,1298,0.73786,0.16475,0.78382,0.16757,0.77151,0.16799,0.55477,0.12117,0.74748,0.16203,0.80039,0.17833,-0.03365,0.0123,0.21675,-0.00324,-0.00041
2018-04-18,28,2018-05-16,2018-H1,2018,1284,1.68012,0.39347,1.87133,0.42738,1.80419,0.41509,1.47241,0.32953,1.73836,0.40001,1.83126,0.42913,-0.12407,0.06714,0.33178,-0.02162,0.01229
2018-04-18,56,2018-06-13,2018-H1,2018,1256,2.96595,0.75326,3.34069,0.81858,3.29858,0.84729,2.89342,0.69737,3.28494,0.84033,3.2633,0.83568,-0.33263,0.04212,0.40516,-0.09404,-0.02871
2018-04-18,84,2018-07-11,2018-H1,2018,1228,3.47165,0.90162,4.01533,1.02775,3.93254,1.04669,3.46357,0.88517,3.94516,1.04623,3.86836,1.02822,-0.46089,0.08279,0.46897,-0.14508,-0.01895
2018-04-18,112,2018-08-08,2018-H1,2018,1200,3.61414,1.00877,4.29315,1.13209,4.12022,1.19772,3.73763,1.13778,4.14406,1.20259,4.06876,1.17063,-0.50608,0.17293,0.38259,-0.18895,-0.06563
2018-04-25,7,2018-05-02,2018-H1,2018,1312,0.3614,0.07658,0.33523,0.0664,0.33696,0.06564,0.18687,0.03808,0.31771,0.06331,0.35802,0.0716,0.02444,-0.00172,0.15009,0.01094,0.00076
2018-04-25,14,2018-05-09,2018-H1,2018,1305,0.91174,0.20494,0.93217,0.20656,0.91874,0.20289,0.59213,0.13454,0.88987,0.19804,0.95008,0.21144,-0.00699,0.01344,0.3266,0.00206,0.00367
2018-04-25,28,2018-05-23,2018-H1,2018,1291,1.54579,0.35508,1.65361,0.37293,1.5742,0.35574,1.11432,0.2463,1.51082,0.34204,1.64896,0.37542,-0.02841,0.07941,0.45987,-0.00066,0.01719
2018-04-25,56,2018-06-20,2018-H1,2018,1263,2.77676,0.69442,3.04215,0.75009,3.01392,0.76437,2.47007,0.60472,3.01038,0.76675,2.9947,0.75441,-0.23716,0.02823,0.54385,-0.06996,-0.01429
2018-04-25,84,2018-07-18,2018-H1,2018,1235,3.25934,0.86866,3.67146,0.97337,3.62724,1.00236,3.08323,0.85786,3.65548,1.00954,3.52084,0.96663,-0.36789,0.04422,0.54401,-0.13369,-0.02899
2018-04-25,112,2018-08-15,2018-H1,2018,1207,3.20786,0.92103,3.83755,1.00635,3.62822,1.0752,3.18787,1.03386,3.67965,1.09696,3.54083,1.0227,-0.42036,0.20933,0.44035,-0.15417,-0.06885
2018-05-02,7,2018-05-09,2018-H1,2018,1319,0.54758,0.13493,0.52499,0.13069,0.52633,0.12938,0.34521,0.09131,0.50118,0.12282,0.55735,0.13686,0.02125,-0.00135,0.18112,0.00556,0.00132
2018-05-02,14,2018-05-16,2018-H1,2018,1312,0.96994,0.23964,0.90634,0.22317,0.88495,0.21563,0.56502,0.13927,0.854,0.20944,0.95963,0.23712,0.08499,0.02138,0.31994,0.02401,0.00754
2018-05-02,28,2018-05-30,2018-H1,2018,1298,1.55639,0.37899,1.59414,0.38597,1.52997,0.37082,0.94215,0.23706,1.44842,0.3529,1.60061,0.39066,0.02642,0.06417,0.58782,0.00817,0.01515
2018-05-02,56,2018-06-27,2018-H1,2018,1270,2.69253,0.67343,2.87459,0.72385,2.89078,0.74609,2.2597,0.58516,2.87571,0.74215,2.85464,0.73444,-0.19825,-0.01619,0.63108,-0.07266,-0.02225
2018-05-02,84,2018-07-25,2018-H1,2018,1242,3.05386,0.81852,3.45464,0.90992,3.41556,0.95487,2.76311,0.83246,3.44196,0.96321,3.33777,0.92239,-0.3617,0.03908,0.65246,-0.13635,-0.04495
2018-05-02,112,2018-08-22,2018-H1,2018,1214,3.0859,0.88832,3.49235,0.97449,3.38149,0.94132,2.81964,0.90174,3.43487,0.96313,3.31734,0.92279,-0.29559,0.11085,0.56185,-0.05299,0.03317
2018-05-09,7,2018-05-16,2018-H1,2018,1326,0.39528,0.09815,0.36318,0.09236,0.35888,0.09091,0.18071,0.0476,0.35187,0.08799,0.37552,0.09618,0.03639,0.0043,0.17817,0.00724,0.00146
2018-05-09,14,2018-05-23,2018-H1,2018,1319,0.67114,0.16791,0.62947,0.15693,0.61296,0.15398,0.27252,0.07064,0.61162,0.15587,0.67117,0.16963,0.05818,0.01651,0.34045,0.01393,0.00295
2018-05-09,28,2018-06-06,2018-H1,2018,1305,1.29863,0.33873,1.30645,0.33921,1.26004,0.33524,0.69025,0.19394,1.24017,0.33335,1.34804,0.35977,0.03859,0.04642,0.56979,0.00348,0.00397
2018-05-09,56,2018-07-04,2018-H1,2018,1277,2.3146,0.61576,2.42152,0.63785,2.46583,0.67766,1.86277,0.52335,2.45934,0.67607,2.40815,0.65744,-0.15124,-0.04432,0.60306,-0.0619,-0.0398
2018-05-09,84,2018-08-01,2018-H1,2018,1249,2.69483,0.75722,2.95487,0.80126,2.95951,0.84835,2.31684,0.73717,2.94521,0.84089,2.91147,0.83634,-0.26468,-0.00464,0.64267,-0.09113,-0.0471
2018-05-09,112,2018-08-29,2018-H1,2018,1221,3.1114,0.9128,3.47053,1.01004,3.40047,0.929,3.03108,0.85611,3.41802,0.94085,3.34812,0.91772,-0.28907,0.07006,0.36939,-0.01621,0.08103
2018-05-16,7,2018-05-23,2018-H1,2018,1333,0.31683,0.08084,0.30824,0.07762,0.3061,0.07874,0.16679,0.04428,0.32586,0.08517,0.30504,0.07805,0.01073,0.00214,0.13931,0.00211,-0.00112
2018-05-16,14,2018-05-30,2018-H1,2018,1326,0.60579,0.15526,0.52854,0.13868,0.51787,0.13872,0.27409,0.08073,0.55178,0.14952,0.52929,0.13956,0.08792,0.01067,0.24378,0.01654,-4e-05
2018-05-16,28,2018-06-13,2018-H1,2018,1312,1.27583,0.34468,1.2158,0.33246,1.16468,0.32746,0.6599,0.19152,1.24417,0.35522,1.26187,0.35209,0.11115,0.05112,0.50478,0.01722,0.005
2018-05-16,56,2018-07-11,2018-H1,2018,1284,1.97483,0.51531,2.1577,0.57347,2.16006,0.58709,1.43862,0.42268,2.12923,0.57775,2.11077,0.57419,-0.18523,-0.00236,0.72144,-0.07179,-0.01362
2018-05-16,84,2018-08-08,2018-H1,2018,1256,2.5104,0.71868,2.88049,0.81478,2.83273,0.79557,2.094,0.68755,2.83541,0.78717,2.78377,0.78656,-0.32233,0.04777,0.73873,-0.07689,0.01921
2018-05-16,112,2018-09-05,2018-H1,2018,1228,3.25346,0.93045,3.56934,0.99094,3.55789,1.0216,3.48115,0.94885,3.58928,1.02875,3.48283,0.99608,-0.30443,0.01145,0.07674,-0.09116,-0.03067
2018-05-23,7,2018-05-30,2018-H1,2018,1340,0.33764,0.08406,0.30054,0.07671,0.29978,0.07616,0.18768,0.04813,0.29429,0.07213,0.30109,0.07556,0.03787,0.00077,0.11209,0.00789,0.00055
2018-05-23,14,2018-06-06,2018-H1,2018,1333,0.66014,0.17014,0.65456,0.17497,0.6515,0.17493,0.37056,0.09702,0.66984,0.17814,0.6462,0.16987,0.00864,0.00306,0.28094,-0.00479,4e-05
2018-05-23,28,2018-06-20,2018-H1,2018,1319,1.32243,0.32808,1.34571,0.35563,1.30283,0.34691,0.81818,0.22457,1.42385,0.38799,1.30006,0.33828,0.0196,0.04288,0.48466,-0.01883,0.00872
2018-05-23,56,2018-07-18,2018-H1,2018,1291,1.99689,0.5401,2.06963,0.58937,1.91734,0.53152,1.29868,0.41516,1.94492,0.53755,1.93299,0.53985,0.07955,0.15229,0.61866,0.00858,0.05785
2018-05-23,84,2018-08-15,2018-H1,2018,1263,2.51572,0.713,2.86181,0.82682,2.66099,0.72846,2.04997,0.65216,2.65847,0.72895,2.60103,0.73126,-0.14527,0.20082,0.61102,-0.01546,0.09836
2018-05-23,112,2018-09-12,2018-H1,2018,1235,3.55978,0.99235,3.88521,1.02957,3.96064,1.11641,4.11467,1.05433,3.98919,1.129,3.76387,1.0589,-0.40086,-0.07542,-0.15403,-0.12406,-0.08684
2018-05-30,7,2018-06-06,2018-H1,2018,1347,0.34119,0.09144,0.33299,0.09417,0.33047,0.09349,0.20001,0.05577,0.32874,0.09176,0.31929,0.08919,0.01072,0.00252,0.13046,-0.00205,0.00068
2018-05-30,14,2018-06-13,2018-H1,2018,1340,0.69133,0.18915,0.65402,0.1911,0.64697,0.18978,0.4278,0.12518,0.65559,0.18809,0.64,0.18295,0.04436,0.00705,0.21917,-0.00062,0.00132
2018-05-30,28,2018-06-27,2018-H1,2018,1326,1.21414,0.31203,1.26698,0.34948,1.1965,0.32537,0.86267,0.24841,1.36315,0.36969,1.17285,0.31425,0.01764,0.07048,0.33383,-0.01334,0.02411
2018-05-30,56,2018-07-25,2018-H1,2018,1298,1.92507,0.54155,2.2621,0.66574,2.04629,0.57525,1.44829,0.46202,2.05834,0.58099,2.03938,0.57786,-0.12122,0.2158,0.598,-0.0337,0.09049
2018-05-30,84,2018-08-22,2018-H1,2018,1270,2.62735,0.75295,3.00694,0.84697,2.73459,0.78359,2.33209,0.68187,2.72265,0.78968,2.72955,0.77928,-0.10724,0.27235,0.4025,-0.03065,0.06338
2018-05-30,112,2018-09-19,2018-H1,2018,1242,3.7503,1.03633,4.11251,1.02837,4.17846,1.18681,4.61399,1.18266,4.23734,1.20875,3.95821,1.10542,-0.42816,-0.06595,-0.43553,-0.15049,-0.15844
2018-06-06,7,2018-06-13,2018-H1,2018,1354,0.34867,0.09387,0.32509,0.09155,0.32041,0.08876,0.16984,0.04574,0.31172,0.08478,0.32235,0.09068,0.02826,0.00469,0.15057,0.0051,0.00279
2018-06-06,14,2018-06-20,2018-H1,2018,1347,0.63207,0.155,0.65507,0.17467,0.61564,0.16184,0.41296,0.11116,0.63403,0.16487,0.6156,0.15938,0.01643,0.03943,0.20268,-0.00684,0.01283
2018-06-06,28,2018-07-04,2018-H1,2018,1333,1.03764,0.27406,1.19283,0.33412,1.05127,0.28221,0.8206,0.22722,1.16165,0.31097,1.01947,0.27305,-0.01364,0.14155,0.23067,-0.00815,0.05191
2018-06-06,56,2018-08-01,2018-H1,2018,1305,1.80203,0.50971,2.1817,0.63347,1.82361,0.5147,1.42717,0.44984,1.82862,0.51231,1.80455,0.51844,-0.02158,0.35808,0.39644,-0.00499,0.11877
2018-06-06,84,2018-08-29,2018-H1,2018,1277,2.91275,0.82222,3.33242,0.89699,3.03553,0.87679,3.07735,0.8468,3.10571,0.90997,2.98795,0.84813,-0.12278,0.29689,-0.04183,-0.05456,0.02021
2018-06-06,112,2018-09-26,2018-H1,2018,1249,3.98677,1.10668,4.38395,1.05767,4.35037,1.28366,5.04178,1.36096,4.50501,1.32356,4.25874,1.2114,-0.36359,0.03359,-0.69141,-0.17698,-0.22599
2018-06-13,7,2018-06-20,2018-H1,2018,1361,0.32574,0.0729,0.35073,0.08556,0.34121,0.08099,0.27401,0.07141,0.3396,0.07917,0.32008,0.07073,-0.01548,0.00952,0.0672,-0.0081,0.00457
2018-06-13,14,2018-06-27,2018-H1,2018,1354,0.56199,0.13097,0.64234,0.15398,0.58862,0.13764,0.4092,0.10311,0.60784,0.14205,0.56204,0.13029,-0.02663,0.05372,0.17942,-0.00668,0.01634
2018-06-13,28,2018-07-11,2018-H1,2018,1340,0.89461,0.22294,1.17136,0.29215,0.89209,0.21203,0.73429,0.18159,1.13906,0.27019,0.85019,0.20795,0.00253,0.27928,0.15779,0.01091,0.08012
2018-06-13,56,2018-08-08,2018-H1,2018,1312,1.78076,0.48416,2.31031,0.62786,1.79605,0.5072,1.47715,0.45584,1.80354,0.50752,1.8062,0.50578,-0.01529,0.51426,0.3189,-0.02304,0.12066
2018-06-13,84,2018-09-05,2018-H1,2018,1284,3.26538,0.89183,3.67718,0.89649,3.35599,0.95663,3.6324,0.96529,3.49196,1.00623,3.28574,0.91,-0.09061,0.32119,-0.27642,-0.0648,-0.06014
2018-06-13,112,2018-10-03,2018-H1,2018,1256,4.26097,1.17631,4.56714,1.10919,4.59285,1.36231,5.37281,1.50731,4.65404,1.37803,4.33184,1.23814,-0.33187,-0.02571,-0.77996,-0.186,-0.25312
2018-06-20,7,2018-06-27,2018-H1,2018,1368,0.26983,0.07366,0.28551,0.07998,0.28232,0.07958,0.22475,0.06253,0.26888,0.07503,0.26902,0.07302,-0.01249,0.00319,0.05757,-0.00592,0.00039
2018-06-20,14,2018-07-04,2018-H1,2018,1361,0.45374,0.12566,0.54839,0.1493,0.52337,0.14181,0.49111,0.12549,0.50584,0.14153,0.47113,0.12678,-0.06963,0.02502,0.03226,-0.01615,0.00749
2018-06-20,28,2018-07-18,2018-H1,2018,1347,0.84245,0.24361,1.17605,0.31746,0.9732,0.26179,1.06199,0.26622,1.13908,0.3071,0.89439,0.24716,-0.13075,0.20285,-0.08879,-0.01817,0.05567
2018-06-20,56,2018-08-15,2018-H1,2018,1319,1.91616,0.54134,2.47791,0.67729,1.95261,0.55335,1.90445,0.53496,1.97135,0.55412,1.94624,0.5549,-0.03645,0.5253,0.04815,-0.01201,0.12394
2018-06-20,84,2018-09-12,2018-H1,2018,1291,3.59252,1.00487,3.90329,0.96123,3.81374,1.11514,4.31603,1.18407,3.8583,1.13922,3.73431,1.06132,-0.22121,0.08956,-0.50229,-0.11026,-0.15391
