election_year,constituency_code,constituency_name,party,votes,constituency_valid_votes,party_share
2010,26,Västernorrlands län,KD,6983,159975,0.043650570401625254
2010,26,Västernorrlands län,S,70341,159975,0.4396999531176746
2010,26,Västernorrlands län,V,9642,159975,0.06027191748710736
2010,26,Västernorrlands län,MP,8757,159975,0.05473980309423347
2010,26,Västernorrlands län,SD,7264,159975,0.04540709485857165
2010,26,Västernorrlands län,REST,3000,159975,0.01875293014533521
2010,27,Jämtlands län,M,18193,81936,0.22203915250927553
2010,27,Jämtlands län,L,3155,81936,0.038505662956453815
2010,27,Jämtlands län,C,10487,81936,0.12799013864479594
2010,27,Jämtlands län,KD,2340,81936,0.028558875219683654
2010,27,Jämtlands län,S,33013,81936,0.40291202890060535
2010,27,Jämtlands län,V,5340,81936,0.06517281780902168
2010,27,Jämtlands län,MP,5339,81936,0.0651606131614919
2010,27,Jämtlands län,SD,3122,81936,0.0381029095879711
2010,27,Jämtlands län,REST,947,81936,0.011557801210701034
2010,28,Västerbottens län,M,30184,170598,0.17693056190576678
2010,28,Västerbottens län,L,10296,170598,0.06035240741392044
2010,28,Västerbottens län,C,12699,170598,0.07443815285056096
2010,28,Västerbottens län,KD,9125,170598,0.0534883175652704
2010,28,Västerbottens län,S,72008,170598,0.42209170095780724
2010,28,Västerbottens län,V,17034,170598,0.0998487672774593
2010,28,Västerbottens län,MP,12246,170598,0.07178278760595083
2010,28,Västerbottens län,SD,4651,170598,0.027262922191350427
2010,28,Västerbottens län,REST,2355,170598,0.01380438223191362
2010,29,Norrbottens län,M,26852,163963,0.163768655123412
2010,29,Norrbottens län,L,7082,163963,0.04319267151735452
2010,29,Norrbottens län,C,7618,163963,0.046461701725389264
2010,29,Norrbottens län,KD,5388,163963,0.032861072315095476
2010,29,Norrbottens län,S,85035,163963,0.5186231039929741
2010,29,Norrbottens län,V,15240,163963,0.09294779919859969
2010,29,Norrbottens län,MP,8630,163963,0.052633825924141425
2010,29,Norrbottens län,SD,6309,163963,0.038478193250916365
2010,29,Norrbottens län,REST,1809,163963,0.011032976952117246
