election_date,election_year,canonical_party,party_source_name,party_source_code,votes,source_vote_share,vote_share,valid_votes_total,source_url,retrieved_at
2022-09-11,2022,OTHER,Swexitpartiet,,10,0.0,0.0002,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Kärlek,,8,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Frihetsrörelsen,,8,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Nu får det fan vara nog,,8,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Ändrings partiet revolution,,7,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Reformpartiet,,7,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Fria Wermland,,6,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Det minst dåliga partiet,,6,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,ANARKISTERNA,,6,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Pax,,5,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Nix to the Six,,5,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Sverigepartiet,,4,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Fritt val,,4,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Ny Demokrati,,4,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,GRÖNA DEMOKRATER,,4,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,ANDOPARTIET,,4,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Naturistpartiet,,4,0.0,0.0001,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Min röst,,3,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Partiet Folkomröstning,,3,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,John Mikkonen,,3,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Neoteknokraterna,,3,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Fattigmans parti,,3,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Yggdrasil,,2,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Majspartiet,,2,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Fredspartiet,,2,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Sociallibertarianerna,,2,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Företaget Sverige,,2,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Invandrarpartiet,,2,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Bjornpartiet,,2,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,En Vis Avskaffar Asylrätten!,EVA,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,FramtidsTro,FT,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Humanistisk demokrati (HD),HD,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Gula västarna,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Nya Samhällspartiet,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,SVENSKARNA,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,NaturFilosoferna,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Positivt Samhällsinitiativ (PSI),,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,OK,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Monisterna,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Stora Norrlands oberoende Frihetsparti,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Enad Politik,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Nationalsocialistiska reformistiska Partiet,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,KSP,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Eropean radical reflektion a european dream party ERR,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,FN Parti art.27,,1,0.0,0.0,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
2022-09-11,2022,OTHER,Övriga ej särredovisade partier,ÖVR_EJ_SAR,26,0.0,0.0004,6477970,https://resultat.val.se/data/resultat/val2022/RD_S.json,2026-08-26T10:26:24.349826+00:00
