seed,election_year,horizon_days,as_of,party,actual_seats,point_baseline_seats,mean_seats,median_seats,point_error,mean_error,median_error,crps,percentile,cov_50,width_50,cov_80,width_80,cov_90,width_90,p_largest,p_qualify,p_any_seats
98765,2018,112,2018-05-20,L,20,17,14.14,18,3,5.86,2,2.4218,72.9,True,20,True,22,True,23,0.0,0.7392,0.7392
98765,2018,112,2018-05-20,C,31,35,35.67,35,4,4.67,4,2.697,18.1,False,7,True,13,True,18,0.0,1.0,1.0
98765,2018,112,2018-05-20,KD,22,0,0.24,0,22,21.76,22,21.5281,100.0,False,0,False,0,False,0,0.0,0.0156,0.0156
98765,2018,112,2018-05-20,S,100,95,97.76,98,5,2.24,2,1.8408,64.0,True,9,True,16,True,20,0.8088,1.0,1.0
98765,2018,112,2018-05-20,V,28,32,32.37,33,4,4.37,5,2.7895,15.5,False,5,True,10,True,12,0.0,1.0,1.0
98765,2018,112,2018-05-20,MP,16,16,10.56,16,0,5.44,0,3.1641,50.0,True,18,True,20,True,20,0.0,0.5862,0.5862
98765,2018,112,2018-05-20,SD,62,74,75.65,75,12,13.65,13,9.085,5.0,False,11,False,22,True,28,0.0304,1.0,1.0
98765,2018,84,2018-06-17,M,70,76,77.52,78,6,7.52,8,4.6996,25.2,True,15,True,29,True,37,0.0868,1.0,1.0
98765,2018,84,2018-06-17,L,20,18,15.97,18,2,4.03,2,1.6109,67.6,True,5,True,23,True,24,0.0,0.8262,0.8262
98765,2018,84,2018-06-17,C,31,35,35.68,35,4,4.68,4,2.7761,12.6,False,5,True,11,True,15,0.0,1.0,1.0
98765,2018,84,2018-06-17,KD,22,0,0.07,0,22,21.93,22,21.8504,100.0,False,0,False,0,False,0,0.0,0.005,0.005
98765,2018,84,2018-06-17,S,100,93,94.7,95,7,5.3,5,3.1841,82.2,False,8,True,15,True,20,0.8498,1.0,1.0
98765,2018,84,2018-06-17,V,28,34,34.7,35,6,6.7,7,4.7427,3.7,False,5,False,9,False,11,0.0,1.0,1.0
98765,2018,84,2018-06-17,MP,16,16,11.93,17,0,4.07,1,2.5366,44.4,True,19,True,20,True,21,0.0,0.6528,0.6528
98765,2018,84,2018-06-17,SD,62,77,78.43,78,15,16.43,16,12.1529,0.5,False,10,False,20,False,25,0.0634,1.0,1.0
98765,2018,56,2018-07-15,M,70,72,72.87,74,2,2.87,4,2.771,34.6,True,13,True,24,True,29,0.0242,1.0,1.0
98765,2018,56,2018-07-15,L,20,19,18.55,19,1,1.45,1,0.993,59.1,True,5,True,9,True,25,0.0,0.9364,0.9364
98765,2018,56,2018-07-15,C,31,35,35.21,35,4,4.21,4,2.6181,11.1,False,4,True,8,True,12,0.0,1.0,1.0
98765,2018,56,2018-07-15,KD,22,0,0.59,0,22,21.41,22,20.8351,100.0,False,0,False,0,False,0,0.0,0.0396,0.0396
98765,2018,56,2018-07-15,S,100,93,93.08,93,7,6.92,7,4.429,89.8,False,8,True,14,True,17,0.9358,1.0,1.0
98765,2018,56,2018-07-15,V,28,35,35.46,36,7,7.46,8,5.5468,1.2,False,5,False,9,False,11,0.0,1.0,1.0
98765,2018,56,2018-07-15,MP,16,18,16.13,19,2,0.13,3,1.7992,26.8,True,5,True,22,True,23,0.0,0.8406,0.8406
98765,2018,56,2018-07-15,SD,62,77,77.11,76,15,15.11,14,11.5484,0.2,False,8,False,17,False,21,0.04,1.0,1.0
98765,2018,28,2018-08-12,M,70,68,68.44,70,2,1.56,0,1.4759,52.1,True,9,True,17,True,21,0.0,1.0,1.0
98765,2018,28,2018-08-12,L,20,20,20.45,20,0,0.45,0,0.807,52.2,True,5,True,8,True,10,0.0,0.998,0.998
98765,2018,28,2018-08-12,C,31,33,33.95,34,2,2.95,3,1.6794,18.9,False,4,True,8,True,10,0.0,1.0,1.0
98765,2018,28,2018-08-12,KD,22,15,9.24,15,7,12.76,7,8.7473,100.0,False,16,False,17,False,17,0.0,0.5858,0.5858
98765,2018,28,2018-08-12,S,100,90,91.85,91,10,8.15,9,5.6345,90.4,False,7,True,14,True,16,0.9998,1.0,1.0
98765,2018,28,2018-08-12,V,28,34,34.27,34,6,6.27,6,4.6617,1.0,False,4,False,8,False,9,0.0,1.0,1.0
98765,2018,28,2018-08-12,MP,16,19,19.42,20,3,3.42,4,2.2005,12.5,False,5,True,8,True,9,0.0,0.978,0.978
98765,2018,28,2018-08-12,SD,62,70,71.38,71,8,9.38,9,6.7486,0.9,False,7,False,12,False,16,0.0002,1.0,1.0
98765,2018,14,2018-08-26,M,70,67,67.48,69,3,2.52,1,1.3185,56.8,True,7,True,17,True,19,0.0,1.0,1.0
98765,2018,14,2018-08-26,L,20,20,20.36,20,0,0.36,0,0.8011,52.4,True,5,True,8,True,8,0.0,1.0,1.0
98765,2018,14,2018-08-26,C,31,32,32.61,33,1,1.61,2,0.9572,29.6,True,3,True,6,True,7,0.0,1.0,1.0
98765,2018,14,2018-08-26,KD,22,18,17.38,18,4,4.62,4,3.5865,99.8,False,3,False,4,False,5,0.0,0.9878,0.9878
98765,2018,14,2018-08-26,S,100,93,93.06,92,7,6.94,8,4.9623,93.4,False,6,False,10,True,12,1.0,1.0,1.0
98765,2018,14,2018-08-26,V,28,33,32.67,33,5,4.67,5,3.1827,5.3,False,5,False,7,True,8,0.0,1.0,1.0
98765,2018,14,2018-08-26,MP,16,19,18.03,19,3,2.03,3,1.5434,22.2,True,5,True,7,True,8,0.0,0.96,0.96
98765,2018,14,2018-08-26,SD,62,67,67.41,66,5,5.41,4,3.2303,4.7,False,6,False,10,True,13,0.0,1.0,1.0
98765,2018,7,2018-09-02,M,70,67,67.47,69,3,2.53,1,1.3838,58.6,True,7,True,17,True,20,0.0,1.0,1.0
98765,2018,7,2018-09-02,L,20,20,20.07,20,0,0.07,0,0.7798,54.6,True,4,True,7,True,9,0.0,1.0,1.0
98765,2018,7,2018-09-02,C,31,32,31.9,32,1,0.9,1,0.7214,38.5,True,4,True,6,True,6,0.0,1.0,1.0
98765,2018,7,2018-09-02,KD,22,20,19.74,20,2,2.26,2,1.4515,91.5,False,2,True,4,True,5,0.0,1.0,1.0
98765,2018,7,2018-09-02,S,100,94,95.32,94,6,4.68,6,3.1534,84.1,False,5,True,10,True,11,1.0,1.0,1.0
98765,2018,7,2018-09-02,V,28,32,31.88,33,4,3.88,5,2.5338,11.2,False,4,True,7,True,8,0.0,1.0,1.0
98765,2018,7,2018-09-02,MP,16,18,16.27,18,2,0.27,2,1.3231,31.0,True,5,True,21,True,22,0.0,0.888,0.888
98765,2018,7,2018-09-02,SD,62,66,66.36,65,4,4.36,3,2.2216,10.2,False,6,True,11,True,14,0.0,1.0,1.0
98765,2022,112,2022-05-22,M,68,80,78.68,79,12,10.68,11,6.8066,16.5,False,14,True,27,True,36,0.0016,1.0,1.0
98765,2022,112,2022-05-22,L,16,0,5.58,0,16,10.42,16,7.4654,76.8,True,16,True,18,True,19,0.0,0.3238,0.3238
98765,2022,112,2022-05-22,C,24,24,23.24,23,0,0.76,1,0.8615,59.3,True,5,True,9,True,11,0.0,0.9922,0.9922
98765,2022,112,2022-05-22,KD,19,22,21.44,22,3,2.44,3,1.664,22.2,True,5,True,10,True,16,0.0,0.9518,0.9518
98765,2022,112,2022-05-22,S,107,122,118.9,119,15,11.9,12,7.4895,11.2,False,12,True,25,True,33,0.9976,1.0,1.0
98765,2022,112,2022-05-22,V,24,33,31.97,32,9,7.97,8,5.4928,3.6,False,6,False,12,False,15,0.0,1.0,1.0
98765,2022,112,2022-05-22,MP,18,0,2.37,0,18,15.63,18,13.6203,99.2,False,0,False,15,False,16,0.0,0.15,0.15
98765,2022,112,2022-05-22,SD,73,68,66.82,67,5,6.18,6,3.8331,76.9,False,11,True,22,True,29,0.0008,1.0,1.0
98765,2022,84,2022-06-19,M,68,73,72.29,73,5,4.29,5,3.2783,27.8,True,11,True,24,True,30,0.0,1.0,1.0
98765,2022,84,2022-06-19,L,16,18,14.97,17,2,1.03,1,1.4674,35.6,True,5,True,22,True,23,0.0,0.8058,0.8058
98765,2022,84,2022-06-19,C,24,21,21.17,21,3,2.83,3,1.6756,82.4,False,4,True,7,True,9,0.0,0.9936,0.9936
98765,2022,84,2022-06-19,KD,19,22,22.22,22,3,3.22,3,2.0219,16.4,False,5,True,9,True,13,0.0,0.9776,0.9776
98765,2022,84,2022-06-19,S,107,118,117.34,117,11,10.34,10,6.3801,10.8,False,10,True,21,True,30,1.0,1.0,1.0
98765,2022,84,2022-06-19,V,24,32,31.64,32,8,7.64,8,5.3319,2.4,False,6,False,11,False,13,0.0,1.0,1.0
98765,2022,84,2022-06-19,MP,18,0,4.71,0,18,13.29,18,9.9553,98.0,False,15,False,16,False,17,0.0,0.299,0.299
98765,2022,84,2022-06-19,SD,73,65,64.66,64,8,8.34,9,5.1648,85.7,False,10,True,20,True,25,0.0,1.0,1.0
98765,2022,56,2022-07-17,M,68,70,70.68,72,2,2.68,4,2.6817,29.7,True,10,True,21,True,25,0.0,1.0,1.0
98765,2022,56,2022-07-17,L,16,19,18.32,19,3,2.32,3,1.7526,17.6,False,4,True,9,True,25,0.0,0.941,0.941
98765,2022,56,2022-07-17,C,24,21,21.64,22,3,2.36,2,1.4417,81.8,False,3,True,6,True,8,0.0,0.9994,0.9994
98765,2022,56,2022-07-17,KD,19,22,21.96,22,3,2.96,3,1.7924,15.7,False,4,True,8,True,10,0.0,0.9904,0.9904
98765,2022,56,2022-07-17,S,107,110,111.15,111,3,4.15,4,2.4379,24.5,True,8,True,15,True,20,1.0,1.0,1.0
98765,2022,56,2022-07-17,V,24,29,29.95,30,5,5.95,6,3.94,4.3,False,6,False,10,True,12,0.0,1.0,1.0
98765,2022,56,2022-07-17,MP,18,15,11.31,16,3,6.69,2,2.8899,82.6,False,17,True,19,True,20,0.0,0.6658,0.6658
98765,2022,56,2022-07-17,SD,73,63,64.01,64,10,8.99,9,5.7421,89.5,False,10,True,18,True,23,0.0,1.0,1.0
98765,2022,28,2022-08-14,M,68,65,65.16,67,3,2.84,1,1.5216,60.4,True,7,True,18,True,21,0.0,1.0,1.0
98765,2022,28,2022-08-14,L,16,19,19.07,19,3,3.07,3,1.9132,12.5,False,4,True,8,True,9,0.0,0.9792,0.9792
98765,2022,28,2022-08-14,C,24,23,23.16,23,1,0.84,1,0.7486,64.0,True,4,True,6,True,7,0.0,1.0,1.0
98765,2022,28,2022-08-14,KD,19,21,21.41,21,2,2.41,2,1.4356,16.2,False,3,True,7,True,8,0.0,0.9972,0.9972
98765,2022,28,2022-08-14,S,107,106,106.13,106,1,0.87,1,1.2429,57.2,True,7,True,12,True,15,1.0,1.0,1.0
98765,2022,28,2022-08-14,V,24,29,28.9,29,5,4.9,5,3.164,4.5,False,6,False,8,True,10,0.0,1.0,1.0
98765,2022,28,2022-08-14,MP,18,18,17.48,19,0,0.52,1,0.8527,40.5,True,5,True,7,True,23,0.0,0.925,0.925
98765,2022,28,2022-08-14,SD,73,68,67.7,68,5,5.3,5,3.2603,81.7,False,7,True,16,True,20,0.0,1.0,1.0
98765,2022,14,2022-08-28,M,68,65,65.21,67,3,2.79,1,1.4021,59.4,True,6,True,18,True,20,0.0,1.0,1.0
98765,2022,14,2022-08-28,L,16,18,17.56,18,2,1.56,2,1.0672,24.3,True,4,True,7,True,9,0.0,0.9608,0.9608
98765,2022,14,2022-08-28,C,24,24,23.83,23,0,0.17,1,0.6491,56.9,True,4,True,6,True,6,0.0,1.0,1.0
98765,2022,14,2022-08-28,KD,19,21,20.58,21,2,1.58,2,0.903,22.4,True,3,True,5,True,6,0.0,0.9998,0.9998
98765,2022,14,2022-08-28,S,107,106,106.45,106,1,0.55,1,1.085,54.8,True,7,True,10,True,13,1.0,1.0,1.0
98765,2022,14,2022-08-28,V,24,27,27.32,27,3,3.32,3,1.8407,15.4,False,5,True,7,True,9,0.0,1.0,1.0
98765,2022,14,2022-08-28,MP,18,18,17.72,19,0,0.28,1,0.815,39.1,True,4,True,6,True,22,0.0,0.9466,0.9466
98765,2022,14,2022-08-28,SD,73,70,70.34,70,3,2.66,3,1.8167,72.0,True,7,True,15,True,18,0.0,1.0,1.0
98765,2022,7,2022-09-04,M,68,65,65.53,67,3,2.47,1,1.253,57.1,True,6,True,17,True,19,0.0,1.0,1.0
98765,2022,7,2022-09-04,L,16,17,16.14,17,1,0.14,1,0.8475,34.8,True,4,True,8,True,22,0.0,0.9106,0.9106
98765,2022,7,2022-09-04,C,24,24,23.82,23,0,0.18,1,0.6726,58.4,True,4,True,5,True,6,0.0,1.0,1.0
98765,2022,7,2022-09-04,KD,19,20,19.96,20,1,0.96,1,0.6144,32.2,True,2,True,4,True,6,0.0,1.0,1.0
98765,2022,7,2022-09-04,S,107,107,107.3,107,0,0.3,0,1.029,47.7,True,6,True,9,True,11,1.0,1.0,1.0
98765,2022,7,2022-09-04,V,24,27,27.06,27,3,3.06,3,1.6491,20.1,True,6,True,8,True,8,0.0,1.0,1.0
98765,2022,7,2022-09-04,MP,18,18,17.83,19,0,0.17,1,0.8174,38.8,True,4,True,6,True,8,0.0,0.9524,0.9524
98765,2022,7,2022-09-04,SD,73,71,71.36,71,2,1.64,2,1.3873,64.6,True,6,True,15,True,18,0.0,1.0,1.0
54321,2018,112,2018-05-20,M,70,80,83.23,83,10,13.23,13,7.8585,17.0,False,18,True,34,True,44,0.172,1.0,1.0
54321,2018,112,2018-05-20,L,20,17,14.05,17,3,5.95,3,2.4835,73.1,True,20,True,22,True,23,0.0,0.7344,0.7344
54321,2018,112,2018-05-20,C,31,35,35.54,35,4,4.54,4,2.6203,18.6,False,7,True,13,True,18,0.0,1.0,1.0
54321,2018,112,2018-05-20,KD,22,0,0.15,0,22,21.85,22,21.6943,100.0,False,0,False,0,False,0,0.0,0.01,0.01
54321,2018,112,2018-05-20,S,100,95,97.72,98,5,2.28,2,1.8654,64.2,True,9,True,17,True,22,0.7982,1.0,1.0
54321,2018,112,2018-05-20,V,28,32,32.35,33,4,4.35,5,2.7833,15.3,False,5,True,10,True,12,0.0,1.0,1.0
54321,2018,112,2018-05-20,MP,16,16,10.41,16,0,5.59,0,3.2964,50.4,True,18,True,20,True,21,0.0,0.5764,0.5764
54321,2018,112,2018-05-20,SD,62,74,75.55,75,12,13.55,13,8.9781,5.1,False,11,False,22,True,28,0.0298,1.0,1.0
54321,2018,84,2018-06-17,M,70,76,77.86,79,6,7.86,9,5.0254,24.8,True,16,True,29,True,37,0.0938,1.0,1.0
54321,2018,84,2018-06-17,L,20,18,15.82,18,2,4.18,2,1.6625,68.1,True,5,True,23,True,24,0.0,0.8184,0.8184
54321,2018,84,2018-06-17,C,31,35,35.69,36,4,4.69,5,2.8152,13.5,False,5,True,11,True,16,0.0,1.0,1.0
54321,2018,84,2018-06-17,KD,22,0,0.08,0,22,21.92,22,21.8432,100.0,False,0,False,0,False,0,0.0,0.0052,0.0052
54321,2018,84,2018-06-17,S,100,93,94.78,95,7,5.22,5,3.134,81.3,False,8,True,15,True,20,0.8424,1.0,1.0
54321,2018,84,2018-06-17,V,28,34,34.78,35,6,6.78,7,4.813,3.8,False,5,False,9,True,12,0.0,1.0,1.0
54321,2018,84,2018-06-17,MP,16,16,11.64,16,0,4.36,0,2.6734,45.8,True,19,True,20,True,21,0.0,0.638,0.638
54321,2018,84,2018-06-17,SD,62,77,78.35,78,15,16.35,16,11.9581,0.6,False,11,False,19,False,25,0.0638,1.0,1.0
54321,2018,56,2018-07-15,M,70,72,73.02,74,2,3.02,4,2.7347,34.1,True,12,True,24,True,29,0.0278,1.0,1.0
54321,2018,56,2018-07-15,L,20,19,18.54,19,1,1.46,1,0.9731,59.8,True,5,True,8,True,25,0.0,0.94,0.94
54321,2018,56,2018-07-15,C,31,35,35.21,35,4,4.21,4,2.5793,11.4,False,4,True,9,True,11,0.0,1.0,1.0
54321,2018,56,2018-07-15,KD,22,0,0.6,0,22,21.4,22,20.8164,100.0,False,0,False,0,False,0,0.0,0.04,0.04
54321,2018,56,2018-07-15,S,100,93,92.91,93,7,7.09,7,4.6217,90.5,False,7,True,14,True,17,0.9326,1.0,1.0
54321,2018,56,2018-07-15,V,28,35,35.53,36,7,7.53,8,5.651,1.2,False,5,False,9,False,11,0.0,1.0,1.0
54321,2018,56,2018-07-15,MP,16,18,16.15,19,2,0.15,3,1.7193,26.6,True,5,True,22,True,23,0.0,0.8472,0.8472
54321,2018,56,2018-07-15,SD,62,77,77.04,76,15,15.04,14,11.4444,0.3,False,8,False,17,False,21,0.0396,1.0,1.0
54321,2018,28,2018-08-12,M,70,68,68.54,70,2,1.46,0,1.4319,51.4,True,9,True,17,True,21,0.0,1.0,1.0
54321,2018,28,2018-08-12,L,20,20,20.38,20,0,0.38,0,0.8336,52.9,True,5,True,8,True,10,0.0,0.9986,0.9986
54321,2018,28,2018-08-12,C,31,33,33.88,34,2,2.88,3,1.6315,19.8,True,5,True,8,True,10,0.0,1.0,1.0
54321,2018,28,2018-08-12,KD,22,15,9.33,15,7,12.67,7,8.6731,100.0,False,16,False,17,False,17,0.0,0.5922,0.5922
54321,2018,28,2018-08-12,S,100,90,91.86,91,10,8.14,9,5.6071,90.7,False,7,True,14,True,16,0.9998,1.0,1.0
54321,2018,28,2018-08-12,V,28,34,34.24,34,6,6.24,6,4.6184,0.9,False,4,False,8,False,9,0.0,1.0,1.0
54321,2018,28,2018-08-12,MP,16,19,19.44,20,3,3.44,4,2.2086,13.1,False,5,True,8,True,9,0.0,0.9798,0.9798
54321,2018,28,2018-08-12,SD,62,70,71.34,71,8,9.34,9,6.7088,0.8,False,6,False,13,False,15,0.0002,1.0,1.0
54321,2018,14,2018-08-26,M,70,67,67.34,69,3,2.66,1,1.3755,58.4,True,8,True,17,True,19,0.0,1.0,1.0
54321,2018,14,2018-08-26,L,20,20,20.46,20,0,0.46,0,0.805,50.5,True,5,True,8,True,8,0.0,1.0,1.0
54321,2018,14,2018-08-26,C,31,32,32.62,33,1,1.62,2,0.9684,29.7,True,4,True,6,True,7,0.0,1.0,1.0
54321,2018,14,2018-08-26,KD,22,18,17.44,18,4,4.56,4,3.5503,99.7,False,2,False,4,False,5,0.0,0.9892,0.9892
54321,2018,14,2018-08-26,S,100,93,93.08,92,7,6.92,8,4.9458,94.3,False,6,False,10,True,12,1.0,1.0,1.0
54321,2018,14,2018-08-26,V,28,33,32.64,33,5,4.64,5,3.1454,5.8,False,5,False,7,True,8,0.0,1.0,1.0
54321,2018,14,2018-08-26,MP,16,19,18.11,19,3,2.11,3,1.5632,21.3,True,5,True,7,True,8,0.0,0.9622,0.9622
54321,2018,14,2018-08-26,SD,62,67,67.31,66,5,5.31,4,3.1953,4.3,False,6,False,10,True,13,0.0,1.0,1.0
54321,2018,7,2018-09-02,M,70,67,67.39,69,3,2.61,1,1.371,58.5,True,7,True,17,True,20,0.0,1.0,1.0
54321,2018,7,2018-09-02,L,20,20,20.05,20,0,0.05,0,0.8,54.2,True,4,True,7,True,9,0.0,1.0,1.0
54321,2018,7,2018-09-02,C,31,32,31.88,32,1,0.88,1,0.7252,38.4,True,4,True,6,True,7,0.0,1.0,1.0
54321,2018,7,2018-09-02,KD,22,20,19.76,20,2,2.24,2,1.4206,90.9,False,2,True,4,True,5,0.0,1.0,1.0
54321,2018,7,2018-09-02,S,100,94,95.29,94,6,4.71,6,3.2033,84.0,False,5,True,10,True,11,1.0,1.0,1.0
54321,2018,7,2018-09-02,V,28,32,31.91,33,4,3.91,5,2.5625,11.4,False,4,True,7,True,8,0.0,1.0,1.0
54321,2018,7,2018-09-02,MP,16,18,16.42,18,2,0.42,2,1.3356,29.6,True,4,True,21,True,21,0.0,0.8948,0.8948
54321,2018,7,2018-09-02,SD,62,66,66.29,65,4,4.29,3,2.196,9.9,False,6,True,11,True,14,0.0,1.0,1.0
54321,2022,112,2022-05-22,M,68,80,78.48,79,12,10.48,11,6.731,17.4,False,14,True,28,True,35,0.0014,1.0,1.0
54321,2022,112,2022-05-22,L,16,0,5.77,0,16,10.23,16,7.2112,76.4,True,16,True,18,True,19,0.0,0.3358,0.3358
54321,2022,112,2022-05-22,C,24,24,23.26,23,0,0.74,1,0.8473,59.8,True,5,True,9,True,11,0.0,0.995,0.995
54321,2022,112,2022-05-22,KD,19,22,21.44,22,3,2.44,3,1.6873,22.9,True,5,True,10,True,16,0.0,0.9512,0.9512
54321,2022,112,2022-05-22,S,107,122,119.0,119,15,12.0,12,7.5134,10.6,False,13,True,24,True,33,0.998,1.0,1.0
54321,2022,112,2022-05-22,V,24,33,31.84,32,9,7.84,8,5.382,3.3,False,6,False,12,False,14,0.0,1.0,1.0
54321,2022,112,2022-05-22,MP,18,0,2.41,0,18,15.59,18,13.5483,99.2,False,0,False,15,False,16,0.0,0.1532,0.1532
54321,2022,112,2022-05-22,SD,73,68,66.8,67,5,6.2,6,3.8605,77.1,False,11,True,24,True,29,0.0006,1.0,1.0
54321,2022,84,2022-06-19,M,68,73,72.21,73,5,4.21,5,3.2796,28.3,True,11,True,25,True,31,0.0,1.0,1.0
54321,2022,84,2022-06-19,L,16,18,15.09,17,2,0.91,1,1.4683,35.0,True,5,True,22,True,23,0.0,0.8102,0.8102
54321,2022,84,2022-06-19,C,24,21,21.17,21,3,2.83,3,1.666,82.2,False,4,True,7,True,9,0.0,0.9926,0.9926
54321,2022,84,2022-06-19,KD,19,22,22.23,22,3,3.23,3,1.9952,17.1,False,5,True,9,True,14,0.0,0.9754,0.9754
54321,2022,84,2022-06-19,S,107,118,117.51,117,11,10.51,10,6.5838,10.5,False,11,True,21,True,30,0.9998,1.0,1.0
54321,2022,84,2022-06-19,V,24,32,31.69,32,8,7.69,8,5.343,2.5,False,7,False,11,False,14,0.0,1.0,1.0
54321,2022,84,2022-06-19,MP,18,0,4.54,0,18,13.46,18,10.2033,98.4,False,15,False,16,False,17,0.0,0.2896,0.2896
54321,2022,84,2022-06-19,SD,73,65,64.56,64,8,8.44,9,5.2949,86.1,False,9,True,20,True,26,0.0002,1.0,1.0
54321,2022,56,2022-07-17,M,68,70,70.75,72,2,2.75,4,2.6355,29.8,True,10,True,20,True,25,0.0,1.0,1.0
54321,2022,56,2022-07-17,L,16,19,18.39,19,3,2.39,3,1.7893,16.6,False,4,True,8,True,25,0.0,0.9442,0.9442
54321,2022,56,2022-07-17,C,24,21,21.57,21,3,2.43,3,1.4895,82.9,False,3,True,6,True,8,0.0,0.999,0.999
54321,2022,56,2022-07-17,KD,19,22,21.96,22,3,2.96,3,1.8047,15.8,False,4,True,8,True,10,0.0,0.9896,0.9896
54321,2022,56,2022-07-17,S,107,110,111.12,111,3,4.12,4,2.4613,24.4,True,8,True,16,True,21,0.9998,1.0,1.0
54321,2022,56,2022-07-17,V,24,29,30.0,30,5,6.0,6,4.0033,4.0,False,6,False,10,True,12,0.0,1.0,1.0
54321,2022,56,2022-07-17,MP,18,15,11.22,16,3,6.78,2,2.952,83.5,False,17,True,19,True,19,0.0,0.6626,0.6626
54321,2022,56,2022-07-17,SD,73,63,63.99,64,10,9.01,9,5.8016,89.4,False,9,True,18,True,23,0.0002,1.0,1.0
54321,2022,28,2022-08-14,M,68,65,65.11,67,3,2.89,1,1.5375,61.0,True,7,True,18,True,21,0.0,1.0,1.0
54321,2022,28,2022-08-14,L,16,19,18.92,19,3,2.92,3,1.8306,13.4,False,4,True,8,True,10,0.0,0.9762,0.9762
54321,2022,28,2022-08-14,C,24,23,23.21,23,1,0.79,1,0.7252,63.0,True,4,True,6,True,7,0.0,1.0,1.0
54321,2022,28,2022-08-14,KD,19,21,21.42,21,2,2.42,2,1.4426,15.6,False,3,True,6,True,7,0.0,0.9984,0.9984
54321,2022,28,2022-08-14,S,107,106,106.1,106,1,0.9,1,1.2637,57.5,True,7,True,12,True,15,1.0,1.0,1.0
54321,2022,28,2022-08-14,V,24,29,28.88,29,5,4.88,5,3.1606,4.5,False,5,False,8,True,10,0.0,1.0,1.0
54321,2022,28,2022-08-14,MP,18,18,17.6,19,0,0.4,1,0.8378,39.2,True,4,True,7,True,22,0.0,0.93,0.93
54321,2022,28,2022-08-14,SD,73,68,67.75,68,5,5.25,5,3.2392,81.7,False,7,True,16,True,20,0.0,1.0,1.0
54321,2022,14,2022-08-28,M,68,65,65.38,67,3,2.62,1,1.3315,59.2,True,6,True,18,True,20,0.0,1.0,1.0
54321,2022,14,2022-08-28,L,16,18,17.41,18,2,1.41,2,1.0293,25.3,True,4,True,7,True,9,0.0,0.956,0.956
54321,2022,14,2022-08-28,C,24,24,23.79,23,0,0.21,1,0.6616,57.4,True,4,True,6,True,6,0.0,1.0,1.0
54321,2022,14,2022-08-28,KD,19,21,20.59,21,2,1.59,2,0.9143,21.6,True,3,True,5,True,7,0.0,1.0,1.0
54321,2022,14,2022-08-28,S,107,106,106.41,106,1,0.59,1,1.107,56.4,True,6,True,10,True,12,1.0,1.0,1.0
54321,2022,14,2022-08-28,V,24,27,27.41,27,3,3.41,3,1.9316,14.8,False,5,True,7,True,9,0.0,1.0,1.0
54321,2022,14,2022-08-28,MP,18,18,17.63,19,0,0.37,1,0.8112,40.1,True,4,True,6,True,22,0.0,0.9432,0.9432
54321,2022,14,2022-08-28,SD,73,70,70.39,70,3,2.61,3,1.8125,71.8,True,7,True,15,True,19,0.0,1.0,1.0
54321,2022,7,2022-09-04,M,68,65,65.41,67,3,2.59,1,1.2811,56.7,True,6,True,17,True,19,0.0,1.0,1.0
54321,2022,7,2022-09-04,L,16,17,16.03,17,1,0.03,1,0.8855,35.5,True,4,True,8,True,22,0.0,0.9022,0.9022
54321,2022,7,2022-09-04,C,24,24,23.9,23,0,0.1,1,0.6785,56.4,True,4,True,6,True,6,0.0,1.0,1.0
54321,2022,7,2022-09-04,KD,19,20,19.9,20,1,0.9,1,0.5897,33.3,True,2,True,5,True,6,0.0,0.9998,0.9998
54321,2022,7,2022-09-04,S,107,107,107.42,107,0,0.42,0,1.0549,47.0,True,6,True,9,True,11,1.0,1.0,1.0
54321,2022,7,2022-09-04,V,24,27,27.05,27,3,3.05,3,1.63,21.3,True,6,True,8,True,8,0.0,1.0,1.0
54321,2022,7,2022-09-04,MP,18,18,17.87,19,0,0.13,1,0.8291,38.1,True,3,True,6,True,8,0.0,0.9522,0.9522
54321,2022,7,2022-09-04,SD,73,71,71.43,72,2,1.57,1,1.3359,63.8,True,5,True,15,True,17,0.0,1.0,1.0
13579,2018,112,2018-05-20,M,70,80,82.83,83,10,12.83,13,7.5977,18.1,False,18,True,35,True,45,0.169,1.0,1.0
13579,2018,112,2018-05-20,L,20,17,14.25,18,3,5.75,2,2.3767,72.6,True,20,True,22,True,23,0.0,0.744,0.744
13579,2018,112,2018-05-20,C,31,35,35.67,35,4,4.67,4,2.654,18.2,False,7,True,14,True,19,0.0,1.0,1.0
13579,2018,112,2018-05-20,KD,22,0,0.16,0,22,21.84,22,21.69,100.0,False,0,False,0,False,0,0.0,0.0102,0.0102
13579,2018,112,2018-05-20,S,100,95,97.73,98,5,2.27,2,1.8926,64.1,True,9,True,16,True,22,0.7996,1.0,1.0
13579,2018,112,2018-05-20,V,28,32,32.31,33,4,4.31,5,2.7366,16.2,False,5,True,10,True,12,0.0,1.0,1.0
13579,2018,112,2018-05-20,MP,16,16,10.54,16,0,5.46,0,3.1775,50.1,True,18,True,20,True,21,0.0,0.5852,0.5852
13579,2018,112,2018-05-20,SD,62,74,75.53,75,12,13.53,13,8.9953,5.7,False,11,False,22,True,28,0.0314,1.0,1.0
13579,2018,84,2018-06-17,M,70,76,77.62,78,6,7.62,8,4.8826,24.4,True,15,True,29,True,37,0.0854,1.0,1.0
13579,2018,84,2018-06-17,L,20,18,15.91,18,2,4.09,2,1.6427,67.2,True,5,True,23,True,24,0.0,0.8202,0.8202
