wave,survey_date,period,donor_party,donor_party_code_raw,recipient_party,recipient_party_code_raw,vote_estimate_pct,vote_margin_error_pp,vote_value_status,second_choice_estimate_pct,second_choice_margin_error_pp,second_choice_value_status,donor_overall_sympathy_pct,donor_overall_sympathy_margin_error_pp,donor_overall_sympathy_value_status,recipient_overall_sympathy_pct,recipient_overall_sympathy_margin_error_pp,recipient_overall_sympathy_value_status,recipient_overall_vote_pct,recipient_overall_vote_margin_error_pp,recipient_overall_vote_value_status
2010M11,2010-11-01,2010-11,C,c,C,c,85.3,4.3,observed,0.0,0.0,observed,5.4,0.5,observed,5.4,0.5,observed,6.0,0.4,observed
2010M11,2010-11-01,2010-11,C,c,KD,kd,,,suppressed,8.0,3.4,observed,5.4,0.5,observed,3.8,0.4,observed,4.3,0.3,observed
2010M11,2010-11-01,2010-11,C,c,L,l,,,suppressed,16.1,4.4,observed,5.4,0.5,observed,6.9,0.5,observed,6.8,0.4,observed
2010M11,2010-11-01,2010-11,C,c,M,m,6.2,3.0,observed,36.4,6.0,observed,5.4,0.5,observed,32.2,0.8,observed,32.6,0.8,observed
2010M11,2010-11-01,2010-11,C,c,MP,mp,,,suppressed,7.2,3.3,observed,5.4,0.5,observed,8.5,0.6,observed,8.8,0.5,observed
2010M11,2010-11-01,2010-11,C,c,S,s,,,suppressed,5.9,3.2,observed,5.4,0.5,observed,31.4,0.9,observed,28.7,0.8,observed
2010M11,2010-11-01,2010-11,C,c,SD,SD,,,suppressed,0.0,0.0,observed,5.4,0.5,observed,5.0,0.5,observed,6.3,0.5,observed
2010M11,2010-11-01,2010-11,C,c,V,v,0.0,0.0,observed,,,suppressed,5.4,0.5,observed,5.3,0.4,observed,5.0,0.4,observed
2010M11,2010-11-01,2010-11,KD,kd,C,c,,,suppressed,14.4,5.1,observed,3.8,0.4,observed,5.4,0.5,observed,6.0,0.4,observed
2010M11,2010-11-01,2010-11,KD,kd,KD,kd,87.8,4.8,observed,0.0,0.0,observed,3.8,0.4,observed,3.8,0.4,observed,4.3,0.3,observed
2010M11,2010-11-01,2010-11,KD,kd,L,l,0.0,0.0,observed,19.7,5.6,observed,3.8,0.4,observed,6.9,0.5,observed,6.8,0.4,observed
2010M11,2010-11-01,2010-11,KD,kd,M,m,3.6,2.6,observed,37.4,6.8,observed,3.8,0.4,observed,32.2,0.8,observed,32.6,0.8,observed
2010M11,2010-11-01,2010-11,KD,kd,MP,mp,,,suppressed,4.4,2.8,observed,3.8,0.4,observed,8.5,0.6,observed,8.8,0.5,observed
2010M11,2010-11-01,2010-11,KD,kd,S,s,,,suppressed,5.3,3.2,observed,3.8,0.4,observed,31.4,0.9,observed,28.7,0.8,observed
2010M11,2010-11-01,2010-11,KD,kd,SD,SD,0.0,0.0,observed,,,suppressed,3.8,0.4,observed,5.0,0.5,observed,6.3,0.5,observed
2010M11,2010-11-01,2010-11,KD,kd,V,v,0.0,0.0,observed,0.0,0.0,observed,3.8,0.4,observed,5.3,0.4,observed,5.0,0.4,observed
2010M11,2010-11-01,2010-11,L,l,C,c,2.7,1.8,observed,10.6,3.3,observed,6.9,0.5,observed,5.4,0.5,observed,6.0,0.4,observed
2010M11,2010-11-01,2010-11,L,l,KD,kd,2.1,1.5,observed,7.5,2.7,observed,6.9,0.5,observed,3.8,0.4,observed,4.3,0.3,observed
2010M11,2010-11-01,2010-11,L,l,L,l,81.1,4.0,observed,0.0,0.0,observed,6.9,0.5,observed,6.9,0.5,observed,6.8,0.4,observed
2010M11,2010-11-01,2010-11,L,l,M,m,6.1,2.4,observed,46.8,5.2,observed,6.9,0.5,observed,32.2,0.8,observed,32.6,0.8,observed
2010M11,2010-11-01,2010-11,L,l,MP,mp,1.1,1.1,observed,6.3,2.4,observed,6.9,0.5,observed,8.5,0.6,observed,8.8,0.5,observed
2010M11,2010-11-01,2010-11,L,l,S,s,,,suppressed,6.9,2.5,observed,6.9,0.5,observed,31.4,0.9,observed,28.7,0.8,observed
2010M11,2010-11-01,2010-11,L,l,SD,SD,0.0,0.0,observed,,,suppressed,6.9,0.5,observed,5.0,0.5,observed,6.3,0.5,observed
2010M11,2010-11-01,2010-11,L,l,V,v,0.0,0.0,observed,,,suppressed,6.9,0.5,observed,5.3,0.4,observed,5.0,0.4,observed
2010M11,2010-11-01,2010-11,M,m,C,c,1.0,0.5,observed,10.6,1.4,observed,32.2,0.8,observed,5.4,0.5,observed,6.0,0.4,observed
2010M11,2010-11-01,2010-11,M,m,KD,kd,1.3,0.5,observed,8.1,1.3,observed,32.2,0.8,observed,3.8,0.4,observed,4.3,0.3,observed
2010M11,2010-11-01,2010-11,M,m,L,l,0.9,0.4,observed,36.5,2.2,observed,32.2,0.8,observed,6.9,0.5,observed,6.8,0.4,observed
2010M11,2010-11-01,2010-11,M,m,M,m,89.9,1.6,observed,0.0,0.0,observed,32.2,0.8,observed,32.2,0.8,observed,32.6,0.8,observed
2010M11,2010-11-01,2010-11,M,m,MP,mp,0.2,0.2,observed,6.4,1.2,observed,32.2,0.8,observed,8.5,0.6,observed,8.8,0.5,observed
2010M11,2010-11-01,2010-11,M,m,S,s,0.4,0.3,observed,7.9,1.4,observed,32.2,0.8,observed,31.4,0.9,observed,28.7,0.8,observed
2010M11,2010-11-01,2010-11,M,m,SD,SD,1.8,0.8,observed,3.8,1.1,observed,32.2,0.8,observed,5.0,0.5,observed,6.3,0.5,observed
2010M11,2010-11-01,2010-11,M,m,V,v,0.0,0.0,observed,0.5,0.3,observed,32.2,0.8,observed,5.3,0.4,observed,5.0,0.4,observed
2010M11,2010-11-01,2010-11,MP,mp,C,c,1.0,0.9,observed,3.8,1.6,observed,8.5,0.6,observed,5.4,0.5,observed,6.0,0.4,observed
2010M11,2010-11-01,2010-11,MP,mp,KD,kd,,,suppressed,0.8,0.7,observed,8.5,0.6,observed,3.8,0.4,observed,4.3,0.3,observed
2010M11,2010-11-01,2010-11,MP,mp,L,l,1.0,0.9,observed,4.5,1.8,observed,8.5,0.6,observed,6.9,0.5,observed,6.8,0.4,observed
2010M11,2010-11-01,2010-11,MP,mp,M,m,3.5,1.7,observed,6.1,2.2,observed,8.5,0.6,observed,32.2,0.8,observed,32.6,0.8,observed
2010M11,2010-11-01,2010-11,MP,mp,MP,mp,81.1,3.7,observed,0.0,0.0,observed,8.5,0.6,observed,8.5,0.6,observed,8.8,0.5,observed
2010M11,2010-11-01,2010-11,MP,mp,S,s,4.5,1.9,observed,37.4,4.4,observed,8.5,0.6,observed,31.4,0.9,observed,28.7,0.8,observed
2010M11,2010-11-01,2010-11,MP,mp,SD,SD,,,suppressed,,,suppressed,8.5,0.6,observed,5.0,0.5,observed,6.3,0.5,observed
2010M11,2010-11-01,2010-11,MP,mp,V,v,2.0,1.3,observed,16.1,3.2,observed,8.5,0.6,observed,5.3,0.4,observed,5.0,0.4,observed
2010M11,2010-11-01,2010-11,S,s,C,c,0.4,0.3,observed,2.1,0.7,observed,31.4,0.9,observed,5.4,0.5,observed,6.0,0.4,observed
2010M11,2010-11-01,2010-11,S,s,KD,kd,0.2,0.2,observed,1.1,0.6,observed,31.4,0.9,observed,3.8,0.4,observed,4.3,0.3,observed
2010M11,2010-11-01,2010-11,S,s,L,l,1.0,0.5,observed,4.3,1.0,observed,31.4,0.9,observed,6.9,0.5,observed,6.8,0.4,observed
2010M11,2010-11-01,2010-11,S,s,M,m,2.1,0.7,observed,9.8,1.5,observed,31.4,0.9,observed,32.2,0.8,observed,32.6,0.8,observed
2010M11,2010-11-01,2010-11,S,s,MP,mp,2.9,0.8,observed,32.8,2.4,observed,31.4,0.9,observed,8.5,0.6,observed,8.8,0.5,observed
2010M11,2010-11-01,2010-11,S,s,S,s,83.8,1.9,observed,0.0,0.0,observed,31.4,0.9,observed,31.4,0.9,observed,28.7,0.8,observed
2010M11,2010-11-01,2010-11,S,s,SD,SD,0.9,0.5,observed,2.0,0.8,observed,31.4,0.9,observed,5.0,0.5,observed,6.3,0.5,observed
2010M11,2010-11-01,2010-11,S,s,V,v,0.8,0.4,observed,12.9,1.6,observed,31.4,0.9,observed,5.3,0.4,observed,5.0,0.4,observed
2010M11,2010-11-01,2010-11,SD,SD,C,c,0.0,0.0,observed,2.4,2.3,observed,5.0,0.5,observed,5.4,0.5,observed,6.0,0.4,observed
2010M11,2010-11-01,2010-11,SD,SD,KD,kd,0.0,0.0,observed,4.0,3.0,observed,5.0,0.5,observed,3.8,0.4,observed,4.3,0.3,observed
2010M11,2010-11-01,2010-11,SD,SD,L,l,0.0,0.0,observed,7.2,4.1,observed,5.0,0.5,observed,6.9,0.5,observed,6.8,0.4,observed
2010M11,2010-11-01,2010-11,SD,SD,M,m,,,suppressed,23.1,6.5,observed,5.0,0.5,observed,32.2,0.8,observed,32.6,0.8,observed
2010M11,2010-11-01,2010-11,SD,SD,MP,mp,,,suppressed,6.4,3.8,observed,5.0,0.5,observed,8.5,0.6,observed,8.8,0.5,observed
2010M11,2010-11-01,2010-11,SD,SD,S,s,2.1,2.0,observed,18.0,5.9,observed,5.0,0.5,observed,31.4,0.9,observed,28.7,0.8,observed
2010M11,2010-11-01,2010-11,SD,SD,SD,SD,88.4,5.0,observed,0.0,0.0,observed,5.0,0.5,observed,5.0,0.5,observed,6.3,0.5,observed
2010M11,2010-11-01,2010-11,SD,SD,V,v,0.0,0.0,observed,3.1,2.6,observed,5.0,0.5,observed,5.3,0.4,observed,5.0,0.4,observed
2010M11,2010-11-01,2010-11,V,v,C,c,0.0,0.0,observed,0.0,0.0,observed,5.3,0.4,observed,5.4,0.5,observed,6.0,0.4,observed
2010M11,2010-11-01,2010-11,V,v,KD,kd,0.0,0.0,observed,0.0,0.0,observed,5.3,0.4,observed,3.8,0.4,observed,4.3,0.3,observed
2010M11,2010-11-01,2010-11,V,v,L,l,0.0,0.0,observed,,,suppressed,5.3,0.4,observed,6.9,0.5,observed,6.8,0.4,observed
2010M11,2010-11-01,2010-11,V,v,M,m,,,suppressed,1.4,1.3,observed,5.3,0.4,observed,32.2,0.8,observed,32.6,0.8,observed
2010M11,2010-11-01,2010-11,V,v,MP,mp,3.1,1.9,observed,33.7,5.7,observed,5.3,0.4,observed,8.5,0.6,observed,8.8,0.5,observed
2010M11,2010-11-01,2010-11,V,v,S,s,6.5,3.0,observed,43.2,6.0,observed,5.3,0.4,observed,31.4,0.9,observed,28.7,0.8,observed
2010M11,2010-11-01,2010-11,V,v,SD,SD,,,suppressed,,,suppressed,5.3,0.4,observed,5.0,0.5,observed,6.3,0.5,observed
2010M11,2010-11-01,2010-11,V,v,V,v,84.4,4.5,observed,0.0,0.0,observed,5.3,0.4,observed,5.3,0.4,observed,5.0,0.4,observed
2011M05,2011-05-01,2011-05,C,c,C,c,79.1,5.7,observed,0.0,0.0,observed,4.5,0.5,observed,4.5,0.5,observed,4.7,0.4,observed
2011M05,2011-05-01,2011-05,C,c,KD,kd,,,suppressed,7.5,3.8,observed,4.5,0.5,observed,3.3,0.4,observed,3.7,0.4,observed
2011M05,2011-05-01,2011-05,C,c,L,l,,,suppressed,14.1,5.0,observed,4.5,0.5,observed,6.2,0.6,observed,6.2,0.5,observed
2011M05,2011-05-01,2011-05,C,c,M,m,4.2,2.9,observed,36.5,6.7,observed,4.5,0.5,observed,31.5,0.9,observed,31.3,0.8,observed
2011M05,2011-05-01,2011-05,C,c,MP,mp,,,suppressed,10.0,4.1,observed,4.5,0.5,observed,8.7,0.6,observed,8.8,0.6,observed
2011M05,2011-05-01,2011-05,C,c,S,s,2.3,2.0,observed,7.6,3.6,observed,4.5,0.5,observed,34.2,1.0,observed,33.9,0.9,observed
2011M05,2011-05-01,2011-05,C,c,SD,SD,0.0,0.0,observed,,,suppressed,4.5,0.5,observed,4.8,0.5,observed,5.5,0.5,observed
2011M05,2011-05-01,2011-05,C,c,V,v,0.0,0.0,observed,0.0,0.0,observed,4.5,0.5,observed,5.5,0.5,observed,4.6,0.4,observed
2011M05,2011-05-01,2011-05,KD,kd,C,c,,,suppressed,7.4,4.3,observed,3.3,0.4,observed,4.5,0.5,observed,4.7,0.4,observed
2011M05,2011-05-01,2011-05,KD,kd,KD,kd,77.5,7.1,observed,0.0,0.0,observed,3.3,0.4,observed,3.3,0.4,observed,3.7,0.4,observed
2011M05,2011-05-01,2011-05,KD,kd,L,l,0.0,0.0,observed,12.3,5.6,observed,3.3,0.4,observed,6.2,0.6,observed,6.2,0.5,observed
2011M05,2011-05-01,2011-05,KD,kd,M,m,3.7,2.9,observed,41.0,8.1,observed,3.3,0.4,observed,31.5,0.9,observed,31.3,0.8,observed
2011M05,2011-05-01,2011-05,KD,kd,MP,mp,0.0,0.0,observed,8.7,4.6,observed,3.3,0.4,observed,8.7,0.6,observed,8.8,0.6,observed
2011M05,2011-05-01,2011-05,KD,kd,S,s,4.1,3.7,observed,4.4,3.7,observed,3.3,0.4,observed,34.2,1.0,observed,33.9,0.9,observed
2011M05,2011-05-01,2011-05,KD,kd,SD,SD,0.0,0.0,observed,0.0,0.0,observed,3.3,0.4,observed,4.8,0.5,observed,5.5,0.5,observed
2011M05,2011-05-01,2011-05,KD,kd,V,v,0.0,0.0,observed,,,suppressed,3.3,0.4,observed,5.5,0.5,observed,4.6,0.4,observed
2011M05,2011-05-01,2011-05,L,l,C,c,,,suppressed,7.6,3.1,observed,6.2,0.6,observed,4.5,0.5,observed,4.7,0.4,observed
2011M05,2011-05-01,2011-05,L,l,KD,kd,1.5,1.4,observed,8.6,3.3,observed,6.2,0.6,observed,3.3,0.4,observed,3.7,0.4,observed
2011M05,2011-05-01,2011-05,L,l,L,l,77.5,4.9,observed,0.0,0.0,observed,6.2,0.6,observed,6.2,0.6,observed,6.2,0.5,observed
2011M05,2011-05-01,2011-05,L,l,M,m,7.9,3.0,observed,50.0,5.8,observed,6.2,0.6,observed,31.5,0.9,observed,31.3,0.8,observed
2011M05,2011-05-01,2011-05,L,l,MP,mp,,,suppressed,8.5,3.2,observed,6.2,0.6,observed,8.7,0.6,observed,8.8,0.6,observed
2011M05,2011-05-01,2011-05,L,l,S,s,,,suppressed,6.0,2.7,observed,6.2,0.6,observed,34.2,1.0,observed,33.9,0.9,observed
2011M05,2011-05-01,2011-05,L,l,SD,SD,0.0,0.0,observed,,,suppressed,6.2,0.6,observed,4.8,0.5,observed,5.5,0.5,observed
2011M05,2011-05-01,2011-05,L,l,V,v,0.0,0.0,observed,,,suppressed,6.2,0.6,observed,5.5,0.5,observed,4.6,0.4,observed
2011M05,2011-05-01,2011-05,M,m,C,c,0.3,0.3,observed,8.3,1.3,observed,31.5,0.9,observed,4.5,0.5,observed,4.7,0.4,observed
2011M05,2011-05-01,2011-05,M,m,KD,kd,1.3,0.6,observed,7.2,1.3,observed,31.5,0.9,observed,3.3,0.4,observed,3.7,0.4,observed
2011M05,2011-05-01,2011-05,M,m,L,l,1.0,0.5,observed,35.2,2.3,observed,31.5,0.9,observed,6.2,0.6,observed,6.2,0.5,observed
2011M05,2011-05-01,2011-05,M,m,M,m,89.5,1.6,observed,0.0,0.0,observed,31.5,0.9,observed,31.5,0.9,observed,31.3,0.8,observed
2011M05,2011-05-01,2011-05,M,m,MP,mp,0.3,0.3,observed,6.9,1.3,observed,31.5,0.9,observed,8.7,0.6,observed,8.8,0.6,observed
2011M05,2011-05-01,2011-05,M,m,S,s,0.7,0.4,observed,6.9,1.2,observed,31.5,0.9,observed,34.2,1.0,observed,33.9,0.9,observed
2011M05,2011-05-01,2011-05,M,m,SD,SD,0.9,0.6,observed,3.2,0.9,observed,31.5,0.9,observed,4.8,0.5,observed,5.5,0.5,observed
2011M05,2011-05-01,2011-05,M,m,V,v,0.0,0.0,observed,0.4,0.4,observed,31.5,0.9,observed,5.5,0.5,observed,4.6,0.4,observed
2011M05,2011-05-01,2011-05,MP,mp,C,c,,,suppressed,4.2,1.9,observed,8.7,0.6,observed,4.5,0.5,observed,4.7,0.4,observed
2011M05,2011-05-01,2011-05,MP,mp,KD,kd,0.0,0.0,observed,1.8,1.4,observed,8.7,0.6,observed,3.3,0.4,observed,3.7,0.4,observed
2011M05,2011-05-01,2011-05,MP,mp,L,l,0.0,0.0,observed,4.9,2.1,observed,8.7,0.6,observed,6.2,0.6,observed,6.2,0.5,observed
2011M05,2011-05-01,2011-05,MP,mp,M,m,1.1,0.9,observed,7.5,2.3,observed,8.7,0.6,observed,31.5,0.9,observed,31.3,0.8,observed
2011M05,2011-05-01,2011-05,MP,mp,MP,mp,78.3,4.1,observed,0.0,0.0,observed,8.7,0.6,observed,8.7,0.6,observed,8.8,0.6,observed
2011M05,2011-05-01,2011-05,MP,mp,S,s,6.4,2.4,observed,33.7,4.3,observed,8.7,0.6,observed,34.2,1.0,observed,33.9,0.9,observed
2011M05,2011-05-01,2011-05,MP,mp,SD,SD,,,suppressed,,,suppressed,8.7,0.6,observed,4.8,0.5,observed,5.5,0.5,observed
2011M05,2011-05-01,2011-05,MP,mp,V,v,,,suppressed,13.2,3.2,observed,8.7,0.6,observed,5.5,0.5,observed,4.6,0.4,observed
2011M05,2011-05-01,2011-05,S,s,C,c,,,suppressed,2.0,0.7,observed,34.2,1.0,observed,4.5,0.5,observed,4.7,0.4,observed
2011M05,2011-05-01,2011-05,S,s,KD,kd,,,suppressed,1.4,0.7,observed,34.2,1.0,observed,3.3,0.4,observed,3.7,0.4,observed
2011M05,2011-05-01,2011-05,S,s,L,l,0.3,0.3,observed,4.6,1.0,observed,34.2,1.0,observed,6.2,0.6,observed,6.2,0.5,observed
2011M05,2011-05-01,2011-05,S,s,M,m,1.3,0.6,observed,9.1,1.4,observed,34.2,1.0,observed,31.5,0.9,observed,31.3,0.8,observed
2011M05,2011-05-01,2011-05,S,s,MP,mp,1.5,0.6,observed,26.3,2.2,observed,34.2,1.0,observed,8.7,0.6,observed,8.8,0.6,observed
2011M05,2011-05-01,2011-05,S,s,S,s,86.8,1.7,observed,0.0,0.0,observed,34.2,1.0,observed,34.2,1.0,observed,33.9,0.9,observed
2011M05,2011-05-01,2011-05,S,s,SD,SD,0.9,0.5,observed,2.7,0.9,observed,34.2,1.0,observed,4.8,0.5,observed,5.5,0.5,observed
2011M05,2011-05-01,2011-05,S,s,V,v,0.8,0.4,observed,16.4,1.8,observed,34.2,1.0,observed,5.5,0.5,observed,4.6,0.4,observed
2011M05,2011-05-01,2011-05,SD,SD,C,c,0.0,0.0,observed,3.0,2.6,observed,4.8,0.5,observed,4.5,0.5,observed,4.7,0.4,observed
2011M05,2011-05-01,2011-05,SD,SD,KD,kd,0.0,0.0,observed,,,suppressed,4.8,0.5,observed,3.3,0.4,observed,3.7,0.4,observed
2011M05,2011-05-01,2011-05,SD,SD,L,l,0.0,0.0,observed,5.4,3.5,observed,4.8,0.5,observed,6.2,0.6,observed,6.2,0.5,observed
2011M05,2011-05-01,2011-05,SD,SD,M,m,0.0,0.0,observed,24.4,6.7,observed,4.8,0.5,observed,31.5,0.9,observed,31.3,0.8,observed
2011M05,2011-05-01,2011-05,SD,SD,MP,mp,,,suppressed,5.1,3.6,observed,4.8,0.5,observed,8.7,0.6,observed,8.8,0.6,observed
2011M05,2011-05-01,2011-05,SD,SD,S,s,2.3,2.1,observed,18.9,6.2,observed,4.8,0.5,observed,34.2,1.0,observed,33.9,0.9,observed
2011M05,2011-05-01,2011-05,SD,SD,SD,SD,87.7,5.3,observed,0.0,0.0,observed,4.8,0.5,observed,4.8,0.5,observed,5.5,0.5,observed
2011M05,2011-05-01,2011-05,SD,SD,V,v,0.0,0.0,observed,,,suppressed,4.8,0.5,observed,5.5,0.5,observed,4.6,0.4,observed
2011M05,2011-05-01,2011-05,V,v,C,c,0.0,0.0,observed,,,suppressed,5.5,0.5,observed,4.5,0.5,observed,4.7,0.4,observed
2011M05,2011-05-01,2011-05,V,v,KD,kd,0.0,0.0,observed,,,suppressed,5.5,0.5,observed,3.3,0.4,observed,3.7,0.4,observed
2011M05,2011-05-01,2011-05,V,v,L,l,0.0,0.0,observed,,,suppressed,5.5,0.5,observed,6.2,0.6,observed,6.2,0.5,observed
2011M05,2011-05-01,2011-05,V,v,M,m,,,suppressed,,,suppressed,5.5,0.5,observed,31.5,0.9,observed,31.3,0.8,observed
2011M05,2011-05-01,2011-05,V,v,MP,mp,4.5,2.7,observed,31.2,5.7,observed,5.5,0.5,observed,8.7,0.6,observed,8.8,0.6,observed
2011M05,2011-05-01,2011-05,V,v,S,s,7.9,3.5,observed,48.9,6.2,observed,5.5,0.5,observed,34.2,1.0,observed,33.9,0.9,observed
2011M05,2011-05-01,2011-05,V,v,SD,SD,1.9,1.8,observed,,,suppressed,5.5,0.5,observed,4.8,0.5,observed,5.5,0.5,observed
2011M05,2011-05-01,2011-05,V,v,V,v,77.5,5.4,observed,0.0,0.0,observed,5.5,0.5,observed,5.5,0.5,observed,4.6,0.4,observed
2011M11,2011-11-01,2011-11,C,c,C,c,83.0,4.8,observed,0.0,0.0,observed,5.5,0.6,observed,5.5,0.6,observed,5.7,0.5,observed
2011M11,2011-11-01,2011-11,C,c,KD,kd,0.0,0.0,observed,7.6,3.5,observed,5.5,0.6,observed,3.8,0.5,observed,3.9,0.4,observed
2011M11,2011-11-01,2011-11,C,c,L,l,,,suppressed,13.2,4.4,observed,5.5,0.6,observed,6.2,0.6,observed,6.0,0.5,observed
2011M11,2011-11-01,2011-11,C,c,M,m,4.9,2.6,observed,38.9,6.3,observed,5.5,0.6,observed,33.1,1.0,observed,33.4,0.9,observed
2011M11,2011-11-01,2011-11,C,c,MP,mp,,,suppressed,12.6,4.3,observed,5.5,0.6,observed,10.4,0.7,observed,11.5,0.7,observed
2011M11,2011-11-01,2011-11,C,c,S,s,,,suppressed,5.0,2.9,observed,5.5,0.6,observed,29.8,1.0,observed,27.2,0.9,observed
2011M11,2011-11-01,2011-11,C,c,SD,SD,,,suppressed,,,suppressed,5.5,0.6,observed,4.7,0.6,observed,5.4,0.5,observed
2011M11,2011-11-01,2011-11,C,c,V,v,0.0,0.0,observed,,,suppressed,5.5,0.6,observed,5.1,0.5,observed,5.6,0.5,observed
2011M11,2011-11-01,2011-11,KD,kd,C,c,0.0,0.0,observed,6.8,4.2,observed,3.8,0.5,observed,5.5,0.6,observed,5.7,0.5,observed
2011M11,2011-11-01,2011-11,KD,kd,KD,kd,75.9,7.3,observed,0.0,0.0,observed,3.8,0.5,observed,3.8,0.5,observed,3.9,0.4,observed
2011M11,2011-11-01,2011-11,KD,kd,L,l,,,suppressed,14.4,5.9,observed,3.8,0.5,observed,6.2,0.6,observed,6.0,0.5,observed
2011M11,2011-11-01,2011-11,KD,kd,M,m,7.9,4.8,observed,40.7,8.2,observed,3.8,0.5,observed,33.1,1.0,observed,33.4,0.9,observed
2011M11,2011-11-01,2011-11,KD,kd,MP,mp,,,suppressed,11.7,5.3,observed,3.8,0.5,observed,10.4,0.7,observed,11.5,0.7,observed
2011M11,2011-11-01,2011-11,KD,kd,S,s,,,suppressed,3.9,3.6,observed,3.8,0.5,observed,29.8,1.0,observed,27.2,0.9,observed
2011M11,2011-11-01,2011-11,KD,kd,SD,SD,0.0,0.0,observed,,,suppressed,3.8,0.5,observed,4.7,0.6,observed,5.4,0.5,observed
2011M11,2011-11-01,2011-11,KD,kd,V,v,0.0,0.0,observed,,,suppressed,3.8,0.5,observed,5.1,0.5,observed,5.6,0.5,observed
2011M11,2011-11-01,2011-11,L,l,C,c,,,suppressed,15.8,4.3,observed,6.2,0.6,observed,5.5,0.6,observed,5.7,0.5,observed
2011M11,2011-11-01,2011-11,L,l,KD,kd,0.0,0.0,observed,3.4,2.1,observed,6.2,0.6,observed,3.8,0.5,observed,3.9,0.4,observed
2011M11,2011-11-01,2011-11,L,l,L,l,77.0,5.2,observed,0.0,0.0,observed,6.2,0.6,observed,6.2,0.6,observed,6.0,0.5,observed
2011M11,2011-11-01,2011-11,L,l,M,m,6.8,2.8,observed,49.0,6.0,observed,6.2,0.6,observed,33.1,1.0,observed,33.4,0.9,observed
2011M11,2011-11-01,2011-11,L,l,MP,mp,,,suppressed,6.3,3.0,observed,6.2,0.6,observed,10.4,0.7,observed,11.5,0.7,observed
2011M11,2011-11-01,2011-11,L,l,S,s,,,suppressed,7.8,3.2,observed,6.2,0.6,observed,29.8,1.0,observed,27.2,0.9,observed
2011M11,2011-11-01,2011-11,L,l,SD,SD,0.0,0.0,observed,,,suppressed,6.2,0.6,observed,4.7,0.6,observed,5.4,0.5,observed
2011M11,2011-11-01,2011-11,L,l,V,v,0.0,0.0,observed,1.4,1.3,observed,6.2,0.6,observed,5.1,0.5,observed,5.6,0.5,observed
2011M11,2011-11-01,2011-11,M,m,C,c,0.6,0.4,observed,10.7,1.5,observed,33.1,1.0,observed,5.5,0.6,observed,5.7,0.5,observed
2011M11,2011-11-01,2011-11,M,m,KD,kd,1.7,0.7,observed,8.6,1.4,observed,33.1,1.0,observed,3.8,0.5,observed,3.9,0.4,observed
2011M11,2011-11-01,2011-11,M,m,L,l,0.5,0.4,observed,33.2,2.3,observed,33.1,1.0,observed,6.2,0.6,observed,6.0,0.5,observed
2011M11,2011-11-01,2011-11,M,m,M,m,89.5,1.6,observed,0.0,0.0,observed,33.1,1.0,observed,33.1,1.0,observed,33.4,0.9,observed
2011M11,2011-11-01,2011-11,M,m,MP,mp,0.5,0.3,observed,8.8,1.4,observed,33.1,1.0,observed,10.4,0.7,observed,11.5,0.7,observed
2011M11,2011-11-01,2011-11,M,m,S,s,0.3,0.3,observed,6.7,1.3,observed,33.1,1.0,observed,29.8,1.0,observed,27.2,0.9,observed
2011M11,2011-11-01,2011-11,M,m,SD,SD,0.8,0.5,observed,3.8,1.0,observed,33.1,1.0,observed,4.7,0.6,observed,5.4,0.5,observed
2011M11,2011-11-01,2011-11,M,m,V,v,0.0,0.0,observed,0.5,0.3,observed,33.1,1.0,observed,5.1,0.5,observed,5.6,0.5,observed
2011M11,2011-11-01,2011-11,MP,mp,C,c,,,suppressed,5.7,2.1,observed,10.4,0.7,observed,5.5,0.6,observed,5.7,0.5,observed
2011M11,2011-11-01,2011-11,MP,mp,KD,kd,0.0,0.0,observed,1.8,1.2,observed,10.4,0.7,observed,3.8,0.5,observed,3.9,0.4,observed
2011M11,2011-11-01,2011-11,MP,mp,L,l,,,suppressed,3.3,1.7,observed,10.4,0.7,observed,6.2,0.6,observed,6.0,0.5,observed
2011M11,2011-11-01,2011-11,MP,mp,M,m,1.7,1.1,observed,6.9,2.1,observed,10.4,0.7,observed,33.1,1.0,observed,33.4,0.9,observed
2011M11,2011-11-01,2011-11,MP,mp,MP,mp,81.8,3.6,observed,0.0,0.0,observed,10.4,0.7,observed,10.4,0.7,observed,11.5,0.7,observed
2011M11,2011-11-01,2011-11,MP,mp,S,s,2.1,1.3,observed,33.3,4.2,observed,10.4,0.7,observed,29.8,1.0,observed,27.2,0.9,observed
2011M11,2011-11-01,2011-11,MP,mp,SD,SD,,,suppressed,,,suppressed,10.4,0.7,observed,4.7,0.6,observed,5.4,0.5,observed
2011M11,2011-11-01,2011-11,MP,mp,V,v,1.9,1.2,observed,11.7,2.8,observed,10.4,0.7,observed,5.1,0.5,observed,5.6,0.5,observed
2011M11,2011-11-01,2011-11,S,s,C,c,0.3,0.3,observed,4.0,1.1,observed,29.8,1.0,observed,5.5,0.6,observed,5.7,0.5,observed
2011M11,2011-11-01,2011-11,S,s,KD,kd,0.0,0.0,observed,1.3,0.7,observed,29.8,1.0,observed,3.8,0.5,observed,3.9,0.4,observed
2011M11,2011-11-01,2011-11,S,s,L,l,,,suppressed,3.9,1.1,observed,29.8,1.0,observed,6.2,0.6,observed,6.0,0.5,observed
2011M11,2011-11-01,2011-11,S,s,M,m,2.5,0.9,observed,8.6,1.6,observed,29.8,1.0,observed,33.1,1.0,observed,33.4,0.9,observed
