wave,survey_date,period,donor_party,donor_party_code_raw,recipient_party,recipient_party_code_raw,vote_estimate_pct,vote_margin_error_pp,vote_value_status,second_choice_estimate_pct,second_choice_margin_error_pp,second_choice_value_status,donor_overall_sympathy_pct,donor_overall_sympathy_margin_error_pp,donor_overall_sympathy_value_status,recipient_overall_sympathy_pct,recipient_overall_sympathy_margin_error_pp,recipient_overall_sympathy_value_status,recipient_overall_vote_pct,recipient_overall_vote_margin_error_pp,recipient_overall_vote_value_status
2013M11,2013-11-01,2013-11,MP,mp,S,s,3.4,1.9,observed,37.2,4.9,observed,8.5,0.7,observed,36.0,1.2,observed,34.9,1.1,observed
2013M11,2013-11-01,2013-11,MP,mp,SD,SD,,,suppressed,0.0,0.0,observed,8.5,0.7,observed,8.0,0.7,observed,9.1,0.7,observed
2013M11,2013-11-01,2013-11,MP,mp,V,v,1.7,1.5,observed,17.6,3.9,observed,8.5,0.7,observed,6.4,0.6,observed,6.2,0.5,observed
2013M11,2013-11-01,2013-11,S,s,C,c,,,suppressed,2.7,0.8,observed,36.0,1.2,observed,4.2,0.5,observed,4.6,0.5,observed
2013M11,2013-11-01,2013-11,S,s,KD,kd,,,suppressed,1.6,0.7,observed,36.0,1.2,observed,3.8,0.5,observed,3.8,0.4,observed
2013M11,2013-11-01,2013-11,S,s,L,l,,,suppressed,6.3,1.3,observed,36.0,1.2,observed,5.6,0.6,observed,5.8,0.6,observed
2013M11,2013-11-01,2013-11,S,s,M,m,0.9,0.5,observed,8.2,1.5,observed,36.0,1.2,observed,25.9,1.0,observed,25.5,0.9,observed
2013M11,2013-11-01,2013-11,S,s,MP,mp,0.9,0.6,observed,23.5,2.2,observed,36.0,1.2,observed,8.5,0.7,observed,8.7,0.7,observed
2013M11,2013-11-01,2013-11,S,s,S,s,86.1,1.9,observed,0.0,0.0,observed,36.0,1.2,observed,36.0,1.2,observed,34.9,1.1,observed
2013M11,2013-11-01,2013-11,S,s,SD,SD,1.4,0.7,observed,4.4,1.1,observed,36.0,1.2,observed,8.0,0.7,observed,9.1,0.7,observed
2013M11,2013-11-01,2013-11,S,s,V,v,1.3,0.6,observed,20.6,2.1,observed,36.0,1.2,observed,6.4,0.6,observed,6.2,0.5,observed
2013M11,2013-11-01,2013-11,SD,SD,C,c,0.0,0.0,observed,,,suppressed,8.0,0.7,observed,4.2,0.5,observed,4.6,0.5,observed
2013M11,2013-11-01,2013-11,SD,SD,KD,kd,0.0,0.0,observed,2.6,1.8,observed,8.0,0.7,observed,3.8,0.5,observed,3.8,0.4,observed
2013M11,2013-11-01,2013-11,SD,SD,L,l,,,suppressed,3.7,2.2,observed,8.0,0.7,observed,5.6,0.6,observed,5.8,0.6,observed
2013M11,2013-11-01,2013-11,SD,SD,M,m,1.2,1.2,observed,24.0,5.1,observed,8.0,0.7,observed,25.9,1.0,observed,25.5,0.9,observed
2013M11,2013-11-01,2013-11,SD,SD,MP,mp,0.0,0.0,observed,2.1,1.7,observed,8.0,0.7,observed,8.5,0.7,observed,8.7,0.7,observed
2013M11,2013-11-01,2013-11,SD,SD,S,s,1.9,1.6,observed,26.9,5.4,observed,8.0,0.7,observed,36.0,1.2,observed,34.9,1.1,observed
2013M11,2013-11-01,2013-11,SD,SD,SD,SD,90.5,3.6,observed,,,suppressed,8.0,0.7,observed,8.0,0.7,observed,9.1,0.7,observed
2013M11,2013-11-01,2013-11,SD,SD,V,v,0.0,0.0,observed,2.2,1.9,observed,8.0,0.7,observed,6.4,0.6,observed,6.2,0.5,observed
2013M11,2013-11-01,2013-11,V,v,C,c,,,suppressed,,,suppressed,6.4,0.6,observed,4.2,0.5,observed,4.6,0.5,observed
2013M11,2013-11-01,2013-11,V,v,KD,kd,0.0,0.0,observed,,,suppressed,6.4,0.6,observed,3.8,0.5,observed,3.8,0.4,observed
2013M11,2013-11-01,2013-11,V,v,L,l,0.0,0.0,observed,,,suppressed,6.4,0.6,observed,5.6,0.6,observed,5.8,0.6,observed
2013M11,2013-11-01,2013-11,V,v,M,m,0.0,0.0,observed,,,suppressed,6.4,0.6,observed,25.9,1.0,observed,25.5,0.9,observed
2013M11,2013-11-01,2013-11,V,v,MP,mp,,,suppressed,36.2,5.8,observed,6.4,0.6,observed,8.5,0.7,observed,8.7,0.7,observed
2013M11,2013-11-01,2013-11,V,v,S,s,6.4,3.1,observed,40.4,6.0,observed,6.4,0.6,observed,36.0,1.2,observed,34.9,1.1,observed
2013M11,2013-11-01,2013-11,V,v,SD,SD,0.0,0.0,observed,2.8,2.2,observed,6.4,0.6,observed,8.0,0.7,observed,9.1,0.7,observed
2013M11,2013-11-01,2013-11,V,v,V,v,87.1,4.1,observed,0.0,0.0,observed,6.4,0.6,observed,6.4,0.6,observed,6.2,0.5,observed
2014M05,2014-05-01,2014-05,C,c,C,c,74.0,6.7,observed,0.0,0.0,observed,4.9,0.6,observed,4.9,0.6,observed,4.9,0.6,observed
2014M05,2014-05-01,2014-05,C,c,KD,kd,0.0,0.0,observed,8.7,4.4,observed,4.9,0.6,observed,4.0,0.5,observed,3.9,0.5,observed
2014M05,2014-05-01,2014-05,C,c,L,l,,,suppressed,16.2,5.5,observed,4.9,0.6,observed,5.3,0.6,observed,5.1,0.6,observed
2014M05,2014-05-01,2014-05,C,c,M,m,4.4,2.9,observed,32.2,7.2,observed,4.9,0.6,observed,22.5,1.1,observed,22.9,1.0,observed
2014M05,2014-05-01,2014-05,C,c,MP,mp,0.0,0.0,observed,8.6,4.1,observed,4.9,0.6,observed,8.2,0.8,observed,8.3,0.8,observed
2014M05,2014-05-01,2014-05,C,c,S,s,,,suppressed,5.2,3.2,observed,4.9,0.6,observed,36.0,1.3,observed,35.8,1.2,observed
2014M05,2014-05-01,2014-05,C,c,SD,SD,,,suppressed,3.6,3.2,observed,4.9,0.6,observed,7.2,0.7,observed,7.7,0.7,observed
2014M05,2014-05-01,2014-05,C,c,V,v,0.0,0.0,observed,,,suppressed,4.9,0.6,observed,8.0,0.8,observed,7.6,0.7,observed
2014M05,2014-05-01,2014-05,KD,kd,C,c,0.0,0.0,observed,8.8,4.8,observed,4.0,0.5,observed,4.9,0.6,observed,4.9,0.6,observed
2014M05,2014-05-01,2014-05,KD,kd,KD,kd,76.0,7.6,observed,0.0,0.0,observed,4.0,0.5,observed,4.0,0.5,observed,3.9,0.5,observed
2014M05,2014-05-01,2014-05,KD,kd,L,l,,,suppressed,15.4,6.1,observed,4.0,0.5,observed,5.3,0.6,observed,5.1,0.6,observed
2014M05,2014-05-01,2014-05,KD,kd,M,m,,,suppressed,24.3,7.4,observed,4.0,0.5,observed,22.5,1.1,observed,22.9,1.0,observed
2014M05,2014-05-01,2014-05,KD,kd,MP,mp,,,suppressed,7.4,4.5,observed,4.0,0.5,observed,8.2,0.8,observed,8.3,0.8,observed
2014M05,2014-05-01,2014-05,KD,kd,S,s,,,suppressed,10.9,5.6,observed,4.0,0.5,observed,36.0,1.3,observed,35.8,1.2,observed
2014M05,2014-05-01,2014-05,KD,kd,SD,SD,,,suppressed,,,suppressed,4.0,0.5,observed,7.2,0.7,observed,7.7,0.7,observed
2014M05,2014-05-01,2014-05,KD,kd,V,v,0.0,0.0,observed,,,suppressed,4.0,0.5,observed,8.0,0.8,observed,7.6,0.7,observed
2014M05,2014-05-01,2014-05,L,l,C,c,1.7,1.7,observed,8.7,3.9,observed,5.3,0.6,observed,4.9,0.6,observed,4.9,0.6,observed
2014M05,2014-05-01,2014-05,L,l,KD,kd,,,suppressed,6.2,3.4,observed,5.3,0.6,observed,4.0,0.5,observed,3.9,0.5,observed
2014M05,2014-05-01,2014-05,L,l,L,l,70.8,6.3,observed,0.0,0.0,observed,5.3,0.6,observed,5.3,0.6,observed,5.1,0.6,observed
2014M05,2014-05-01,2014-05,L,l,M,m,4.4,2.7,observed,41.1,6.7,observed,5.3,0.6,observed,22.5,1.1,observed,22.9,1.0,observed
2014M05,2014-05-01,2014-05,L,l,MP,mp,0.0,0.0,observed,11.7,4.5,observed,5.3,0.6,observed,8.2,0.8,observed,8.3,0.8,observed
2014M05,2014-05-01,2014-05,L,l,S,s,2.5,2.0,observed,12.1,4.3,observed,5.3,0.6,observed,36.0,1.3,observed,35.8,1.2,observed
2014M05,2014-05-01,2014-05,L,l,SD,SD,,,suppressed,,,suppressed,5.3,0.6,observed,7.2,0.7,observed,7.7,0.7,observed
2014M05,2014-05-01,2014-05,L,l,V,v,0.0,0.0,observed,,,suppressed,5.3,0.6,observed,8.0,0.8,observed,7.6,0.7,observed
2014M05,2014-05-01,2014-05,M,m,C,c,,,suppressed,7.9,1.8,observed,22.5,1.1,observed,4.9,0.6,observed,4.9,0.6,observed
2014M05,2014-05-01,2014-05,M,m,KD,kd,0.6,0.5,observed,8.6,1.9,observed,22.5,1.1,observed,4.0,0.5,observed,3.9,0.5,observed
2014M05,2014-05-01,2014-05,M,m,L,l,1.1,0.7,observed,34.0,3.0,observed,22.5,1.1,observed,5.3,0.6,observed,5.1,0.6,observed
2014M05,2014-05-01,2014-05,M,m,M,m,81.1,2.6,observed,0.0,0.0,observed,22.5,1.1,observed,22.5,1.1,observed,22.9,1.0,observed
2014M05,2014-05-01,2014-05,M,m,MP,mp,,,suppressed,5.2,1.4,observed,22.5,1.1,observed,8.2,0.8,observed,8.3,0.8,observed
2014M05,2014-05-01,2014-05,M,m,S,s,1.0,0.7,observed,10.3,2.0,observed,22.5,1.1,observed,36.0,1.3,observed,35.8,1.2,observed
2014M05,2014-05-01,2014-05,M,m,SD,SD,0.8,0.6,observed,5.0,1.5,observed,22.5,1.1,observed,7.2,0.7,observed,7.7,0.7,observed
2014M05,2014-05-01,2014-05,M,m,V,v,0.0,0.0,observed,0.8,0.7,observed,22.5,1.1,observed,8.0,0.8,observed,7.6,0.7,observed
2014M05,2014-05-01,2014-05,MP,mp,C,c,,,suppressed,3.5,2.2,observed,8.2,0.8,observed,4.9,0.6,observed,4.9,0.6,observed
2014M05,2014-05-01,2014-05,MP,mp,KD,kd,0.0,0.0,observed,,,suppressed,8.2,0.8,observed,4.0,0.5,observed,3.9,0.5,observed
2014M05,2014-05-01,2014-05,MP,mp,L,l,0.0,0.0,observed,3.5,1.9,observed,8.2,0.8,observed,5.3,0.6,observed,5.1,0.6,observed
2014M05,2014-05-01,2014-05,MP,mp,M,m,1.1,1.1,observed,4.8,2.5,observed,8.2,0.8,observed,22.5,1.1,observed,22.9,1.0,observed
2014M05,2014-05-01,2014-05,MP,mp,MP,mp,76.8,4.8,observed,0.0,0.0,observed,8.2,0.8,observed,8.2,0.8,observed,8.3,0.8,observed
2014M05,2014-05-01,2014-05,MP,mp,S,s,3.1,1.9,observed,38.3,5.6,observed,8.2,0.8,observed,36.0,1.3,observed,35.8,1.2,observed
2014M05,2014-05-01,2014-05,MP,mp,SD,SD,,,suppressed,,,suppressed,8.2,0.8,observed,7.2,0.7,observed,7.7,0.7,observed
2014M05,2014-05-01,2014-05,MP,mp,V,v,2.0,1.5,observed,17.6,4.0,observed,8.2,0.8,observed,8.0,0.8,observed,7.6,0.7,observed
2014M05,2014-05-01,2014-05,S,s,C,c,,,suppressed,2.4,0.8,observed,36.0,1.3,observed,4.9,0.6,observed,4.9,0.6,observed
2014M05,2014-05-01,2014-05,S,s,KD,kd,,,suppressed,1.2,0.5,observed,36.0,1.3,observed,4.0,0.5,observed,3.9,0.5,observed
2014M05,2014-05-01,2014-05,S,s,L,l,,,suppressed,4.9,1.1,observed,36.0,1.3,observed,5.3,0.6,observed,5.1,0.6,observed
2014M05,2014-05-01,2014-05,S,s,M,m,0.2,0.2,observed,7.9,1.5,observed,36.0,1.3,observed,22.5,1.1,observed,22.9,1.0,observed
2014M05,2014-05-01,2014-05,S,s,MP,mp,1.0,0.6,observed,20.6,2.2,observed,36.0,1.3,observed,8.2,0.8,observed,8.3,0.8,observed
2014M05,2014-05-01,2014-05,S,s,S,s,87.3,1.9,observed,0.0,0.0,observed,36.0,1.3,observed,36.0,1.3,observed,35.8,1.2,observed
2014M05,2014-05-01,2014-05,S,s,SD,SD,0.8,0.6,observed,3.7,1.1,observed,36.0,1.3,observed,7.2,0.7,observed,7.7,0.7,observed
2014M05,2014-05-01,2014-05,S,s,V,v,0.8,0.4,observed,23.4,2.2,observed,36.0,1.3,observed,8.0,0.8,observed,7.6,0.7,observed
2014M05,2014-05-01,2014-05,SD,SD,C,c,0.0,0.0,observed,,,suppressed,7.2,0.7,observed,4.9,0.6,observed,4.9,0.6,observed
2014M05,2014-05-01,2014-05,SD,SD,KD,kd,0.0,0.0,observed,2.2,1.9,observed,7.2,0.7,observed,4.0,0.5,observed,3.9,0.5,observed
2014M05,2014-05-01,2014-05,SD,SD,L,l,0.0,0.0,observed,6.2,3.3,observed,7.2,0.7,observed,5.3,0.6,observed,5.1,0.6,observed
2014M05,2014-05-01,2014-05,SD,SD,M,m,,,suppressed,28.6,6.0,observed,7.2,0.7,observed,22.5,1.1,observed,22.9,1.0,observed
2014M05,2014-05-01,2014-05,SD,SD,MP,mp,0.0,0.0,observed,,,suppressed,7.2,0.7,observed,8.2,0.8,observed,8.3,0.8,observed
2014M05,2014-05-01,2014-05,SD,SD,S,s,3.0,2.5,observed,19.5,5.2,observed,7.2,0.7,observed,36.0,1.3,observed,35.8,1.2,observed
2014M05,2014-05-01,2014-05,SD,SD,SD,SD,92.0,3.7,observed,0.0,0.0,observed,7.2,0.7,observed,7.2,0.7,observed,7.7,0.7,observed
2014M05,2014-05-01,2014-05,SD,SD,V,v,,,suppressed,3.8,2.5,observed,7.2,0.7,observed,8.0,0.8,observed,7.6,0.7,observed
2014M05,2014-05-01,2014-05,V,v,C,c,0.0,0.0,observed,,,suppressed,8.0,0.8,observed,4.9,0.6,observed,4.9,0.6,observed
2014M05,2014-05-01,2014-05,V,v,KD,kd,0.0,0.0,observed,,,suppressed,8.0,0.8,observed,4.0,0.5,observed,3.9,0.5,observed
2014M05,2014-05-01,2014-05,V,v,L,l,0.0,0.0,observed,,,suppressed,8.0,0.8,observed,5.3,0.6,observed,5.1,0.6,observed
2014M05,2014-05-01,2014-05,V,v,M,m,,,suppressed,,,suppressed,8.0,0.8,observed,22.5,1.1,observed,22.9,1.0,observed
2014M05,2014-05-01,2014-05,V,v,MP,mp,,,suppressed,30.4,5.0,observed,8.0,0.8,observed,8.2,0.8,observed,8.3,0.8,observed
2014M05,2014-05-01,2014-05,V,v,S,s,4.7,2.5,observed,40.0,5.5,observed,8.0,0.8,observed,36.0,1.3,observed,35.8,1.2,observed
2014M05,2014-05-01,2014-05,V,v,SD,SD,,,suppressed,3.7,2.5,observed,8.0,0.8,observed,7.2,0.7,observed,7.7,0.7,observed
2014M05,2014-05-01,2014-05,V,v,V,v,84.5,4.3,observed,0.0,0.0,observed,8.0,0.8,observed,8.0,0.8,observed,7.6,0.7,observed
2014M11,2014-11-01,2014-11,C,c,C,c,83.1,4.5,observed,0.0,0.0,observed,5.7,0.5,observed,5.7,0.5,observed,6.2,0.4,observed
2014M11,2014-11-01,2014-11,C,c,KD,kd,,,suppressed,6.6,2.7,observed,5.7,0.5,observed,3.9,0.4,observed,3.9,0.4,observed
2014M11,2014-11-01,2014-11,C,c,L,l,,,suppressed,16.4,4.2,observed,5.7,0.5,observed,5.4,0.4,observed,5.4,0.4,observed
2014M11,2014-11-01,2014-11,C,c,M,m,3.2,2.1,observed,37.4,5.7,observed,5.7,0.5,observed,24.7,0.9,observed,24.8,0.9,observed
2014M11,2014-11-01,2014-11,C,c,MP,mp,0.0,0.0,observed,5.2,2.7,observed,5.7,0.5,observed,7.9,0.6,observed,7.3,0.5,observed
2014M11,2014-11-01,2014-11,C,c,S,s,,,suppressed,4.5,2.3,observed,5.7,0.5,observed,33.3,1.0,observed,31.9,0.9,observed
2014M11,2014-11-01,2014-11,C,c,SD,SD,3.0,2.2,observed,6.0,2.9,observed,5.7,0.5,observed,10.6,0.7,observed,12.2,0.6,observed
2014M11,2014-11-01,2014-11,C,c,V,v,,,suppressed,,,suppressed,5.7,0.5,observed,6.1,0.5,observed,5.8,0.5,observed
2014M11,2014-11-01,2014-11,KD,kd,C,c,0.0,0.0,observed,11.9,4.8,observed,3.9,0.4,observed,5.7,0.5,observed,6.2,0.4,observed
2014M11,2014-11-01,2014-11,KD,kd,KD,kd,79.8,6.3,observed,0.0,0.0,observed,3.9,0.4,observed,3.9,0.4,observed,3.9,0.4,observed
2014M11,2014-11-01,2014-11,KD,kd,L,l,,,suppressed,18.2,5.9,observed,3.9,0.4,observed,5.4,0.4,observed,5.4,0.4,observed
2014M11,2014-11-01,2014-11,KD,kd,M,m,6.4,3.6,observed,37.7,7.3,observed,3.9,0.4,observed,24.7,0.9,observed,24.8,0.9,observed
2014M11,2014-11-01,2014-11,KD,kd,MP,mp,0.0,0.0,observed,4.8,3.3,observed,3.9,0.4,observed,7.9,0.6,observed,7.3,0.5,observed
2014M11,2014-11-01,2014-11,KD,kd,S,s,2.0,1.9,observed,6.0,3.5,observed,3.9,0.4,observed,33.3,1.0,observed,31.9,0.9,observed
2014M11,2014-11-01,2014-11,KD,kd,SD,SD,,,suppressed,4.8,3.9,observed,3.9,0.4,observed,10.6,0.7,observed,12.2,0.6,observed
2014M11,2014-11-01,2014-11,KD,kd,V,v,0.0,0.0,observed,0.0,0.0,observed,3.9,0.4,observed,6.1,0.5,observed,5.8,0.5,observed
2014M11,2014-11-01,2014-11,L,l,C,c,2.1,1.6,observed,11.5,3.5,observed,5.4,0.4,observed,5.7,0.5,observed,6.2,0.4,observed
2014M11,2014-11-01,2014-11,L,l,KD,kd,0.0,0.0,observed,9.9,3.4,observed,5.4,0.4,observed,3.9,0.4,observed,3.9,0.4,observed
2014M11,2014-11-01,2014-11,L,l,L,l,80.0,4.6,observed,0.0,0.0,observed,5.4,0.4,observed,5.4,0.4,observed,5.4,0.4,observed
2014M11,2014-11-01,2014-11,L,l,M,m,7.1,3.0,observed,49.7,5.8,observed,5.4,0.4,observed,24.7,0.9,observed,24.8,0.9,observed
2014M11,2014-11-01,2014-11,L,l,MP,mp,0.0,0.0,observed,4.3,2.2,observed,5.4,0.4,observed,7.9,0.6,observed,7.3,0.5,observed
2014M11,2014-11-01,2014-11,L,l,S,s,2.6,1.9,observed,8.9,3.2,observed,5.4,0.4,observed,33.3,1.0,observed,31.9,0.9,observed
2014M11,2014-11-01,2014-11,L,l,SD,SD,1.8,1.7,observed,1.5,1.5,observed,5.4,0.4,observed,10.6,0.7,observed,12.2,0.6,observed
2014M11,2014-11-01,2014-11,L,l,V,v,0.0,0.0,observed,,,suppressed,5.4,0.4,observed,6.1,0.5,observed,5.8,0.5,observed
2014M11,2014-11-01,2014-11,M,m,C,c,1.4,0.7,observed,17.4,2.2,observed,24.7,0.9,observed,5.7,0.5,observed,6.2,0.4,observed
2014M11,2014-11-01,2014-11,M,m,KD,kd,0.9,0.6,observed,8.3,1.7,observed,24.7,0.9,observed,3.9,0.4,observed,3.9,0.4,observed
2014M11,2014-11-01,2014-11,M,m,L,l,1.7,0.7,observed,31.2,2.8,observed,24.7,0.9,observed,5.4,0.4,observed,5.4,0.4,observed
2014M11,2014-11-01,2014-11,M,m,M,m,85.5,2.1,observed,0.0,0.0,observed,24.7,0.9,observed,24.7,0.9,observed,24.8,0.9,observed
2014M11,2014-11-01,2014-11,M,m,MP,mp,,,suppressed,4.4,1.4,observed,24.7,0.9,observed,7.9,0.6,observed,7.3,0.5,observed
2014M11,2014-11-01,2014-11,M,m,S,s,0.8,0.5,observed,7.6,1.6,observed,24.7,0.9,observed,33.3,1.0,observed,31.9,0.9,observed
2014M11,2014-11-01,2014-11,M,m,SD,SD,3.6,1.2,observed,7.4,1.7,observed,24.7,0.9,observed,10.6,0.7,observed,12.2,0.6,observed
2014M11,2014-11-01,2014-11,M,m,V,v,0.0,0.0,observed,0.6,0.6,observed,24.7,0.9,observed,6.1,0.5,observed,5.8,0.5,observed
2014M11,2014-11-01,2014-11,MP,mp,C,c,1.7,1.3,observed,8.2,3.1,observed,7.9,0.6,observed,5.7,0.5,observed,6.2,0.4,observed
2014M11,2014-11-01,2014-11,MP,mp,KD,kd,,,suppressed,1.1,1.1,observed,7.9,0.6,observed,3.9,0.4,observed,3.9,0.4,observed
2014M11,2014-11-01,2014-11,MP,mp,L,l,0.0,0.0,observed,3.8,2.0,observed,7.9,0.6,observed,5.4,0.4,observed,5.4,0.4,observed
2014M11,2014-11-01,2014-11,MP,mp,M,m,1.5,1.3,observed,3.3,2.2,observed,7.9,0.6,observed,24.7,0.9,observed,24.8,0.9,observed
2014M11,2014-11-01,2014-11,MP,mp,MP,mp,76.6,4.7,observed,0.0,0.0,observed,7.9,0.6,observed,7.9,0.6,observed,7.3,0.5,observed
2014M11,2014-11-01,2014-11,MP,mp,S,s,5.2,2.3,observed,36.2,5.3,observed,7.9,0.6,observed,33.3,1.0,observed,31.9,0.9,observed
2014M11,2014-11-01,2014-11,MP,mp,SD,SD,,,suppressed,,,suppressed,7.9,0.6,observed,10.6,0.7,observed,12.2,0.6,observed
2014M11,2014-11-01,2014-11,MP,mp,V,v,1.1,1.1,observed,15.3,3.8,observed,7.9,0.6,observed,6.1,0.5,observed,5.8,0.5,observed
2014M11,2014-11-01,2014-11,S,s,C,c,0.3,0.3,observed,4.0,1.1,observed,33.3,1.0,observed,5.7,0.5,observed,6.2,0.4,observed
2014M11,2014-11-01,2014-11,S,s,KD,kd,,,suppressed,0.8,0.5,observed,33.3,1.0,observed,3.9,0.4,observed,3.9,0.4,observed
2014M11,2014-11-01,2014-11,S,s,L,l,0.7,0.4,observed,6.3,1.3,observed,33.3,1.0,observed,5.4,0.4,observed,5.4,0.4,observed
2014M11,2014-11-01,2014-11,S,s,M,m,1.4,0.6,observed,9.1,1.7,observed,33.3,1.0,observed,24.7,0.9,observed,24.8,0.9,observed
2014M11,2014-11-01,2014-11,S,s,MP,mp,1.1,0.7,observed,22.7,2.3,observed,33.3,1.0,observed,7.9,0.6,observed,7.3,0.5,observed
2014M11,2014-11-01,2014-11,S,s,S,s,85.7,2.0,observed,0.0,0.0,observed,33.3,1.0,observed,33.3,1.0,observed,31.9,0.9,observed
2014M11,2014-11-01,2014-11,S,s,SD,SD,1.8,0.8,observed,5.0,1.3,observed,33.3,1.0,observed,10.6,0.7,observed,12.2,0.6,observed
2014M11,2014-11-01,2014-11,S,s,V,v,1.6,0.7,observed,20.7,2.2,observed,33.3,1.0,observed,6.1,0.5,observed,5.8,0.5,observed
2014M11,2014-11-01,2014-11,SD,SD,C,c,,,suppressed,4.1,2.2,observed,10.6,0.7,observed,5.7,0.5,observed,6.2,0.4,observed
2014M11,2014-11-01,2014-11,SD,SD,KD,kd,0.0,0.0,observed,4.4,2.2,observed,10.6,0.7,observed,3.9,0.4,observed,3.9,0.4,observed
2014M11,2014-11-01,2014-11,SD,SD,L,l,,,suppressed,4.2,2.1,observed,10.6,0.7,observed,5.4,0.4,observed,5.4,0.4,observed
2014M11,2014-11-01,2014-11,SD,SD,M,m,2.5,1.7,observed,34.5,5.2,observed,10.6,0.7,observed,24.7,0.9,observed,24.8,0.9,observed
2014M11,2014-11-01,2014-11,SD,SD,MP,mp,0.0,0.0,observed,1.5,1.3,observed,10.6,0.7,observed,7.9,0.6,observed,7.3,0.5,observed
2014M11,2014-11-01,2014-11,SD,SD,S,s,1.7,1.3,observed,17.3,4.1,observed,10.6,0.7,observed,33.3,1.0,observed,31.9,0.9,observed
2014M11,2014-11-01,2014-11,SD,SD,SD,SD,91.1,3.1,observed,0.0,0.0,observed,10.6,0.7,observed,10.6,0.7,observed,12.2,0.6,observed
2014M11,2014-11-01,2014-11,SD,SD,V,v,0.0,0.0,observed,2.2,1.6,observed,10.6,0.7,observed,6.1,0.5,observed,5.8,0.5,observed
2014M11,2014-11-01,2014-11,V,v,C,c,0.0,0.0,observed,,,suppressed,6.1,0.5,observed,5.7,0.5,observed,6.2,0.4,observed
2014M11,2014-11-01,2014-11,V,v,KD,kd,0.0,0.0,observed,,,suppressed,6.1,0.5,observed,3.9,0.4,observed,3.9,0.4,observed
2014M11,2014-11-01,2014-11,V,v,L,l,,,suppressed,,,suppressed,6.1,0.5,observed,5.4,0.4,observed,5.4,0.4,observed
2014M11,2014-11-01,2014-11,V,v,M,m,,,suppressed,0.0,0.0,observed,6.1,0.5,observed,24.7,0.9,observed,24.8,0.9,observed
2014M11,2014-11-01,2014-11,V,v,MP,mp,2.9,2.0,observed,25.3,5.2,observed,6.1,0.5,observed,7.9,0.6,observed,7.3,0.5,observed
2014M11,2014-11-01,2014-11,V,v,S,s,6.8,3.5,observed,47.6,6.0,observed,6.1,0.5,observed,33.3,1.0,observed,31.9,0.9,observed
2014M11,2014-11-01,2014-11,V,v,SD,SD,,,suppressed,2.8,2.5,observed,6.1,0.5,observed,10.6,0.7,observed,12.2,0.6,observed
2014M11,2014-11-01,2014-11,V,v,V,v,82.8,4.7,observed,0.0,0.0,observed,6.1,0.5,observed,6.1,0.5,observed,5.8,0.5,observed
2015M05,2015-05-01,2015-05,C,c,C,c,82.3,4.6,observed,0.0,0.0,observed,5.7,0.5,observed,5.7,0.5,observed,6.5,0.5,observed
2015M05,2015-05-01,2015-05,C,c,KD,kd,,,suppressed,6.9,2.8,observed,5.7,0.5,observed,3.8,0.4,observed,3.8,0.4,observed
2015M05,2015-05-01,2015-05,C,c,L,l,3.2,3.1,observed,15.2,4.4,observed,5.7,0.5,observed,5.0,0.5,observed,4.6,0.5,observed
2015M05,2015-05-01,2015-05,C,c,M,m,2.7,1.7,observed,40.8,5.7,observed,5.7,0.5,observed,25.8,0.9,observed,26.2,0.9,observed
2015M05,2015-05-01,2015-05,C,c,MP,mp,0.0,0.0,observed,6.9,2.8,observed,5.7,0.5,observed,7.1,0.6,observed,6.7,0.6,observed
2015M05,2015-05-01,2015-05,C,c,S,s,,,suppressed,6.9,3.2,observed,5.7,0.5,observed,31.2,1.0,observed,29.3,1.0,observed
2015M05,2015-05-01,2015-05,C,c,SD,SD,,,suppressed,2.5,1.8,observed,5.7,0.5,observed,13.4,0.8,observed,14.8,0.8,observed
2015M05,2015-05-01,2015-05,C,c,V,v,,,suppressed,,,suppressed,5.7,0.5,observed,6.0,0.5,observed,6.0,0.5,observed
2015M05,2015-05-01,2015-05,KD,kd,C,c,,,suppressed,13.3,4.6,observed,3.8,0.4,observed,5.7,0.5,observed,6.5,0.5,observed
2015M05,2015-05-01,2015-05,KD,kd,KD,kd,76.3,6.7,observed,0.0,0.0,observed,3.8,0.4,observed,3.8,0.4,observed,3.8,0.4,observed
2015M05,2015-05-01,2015-05,KD,kd,L,l,,,suppressed,16.2,5.0,observed,3.8,0.4,observed,5.0,0.5,observed,4.6,0.5,observed
2015M05,2015-05-01,2015-05,KD,kd,M,m,7.2,4.4,observed,36.3,7.2,observed,3.8,0.4,observed,25.8,0.9,observed,26.2,0.9,observed
2015M05,2015-05-01,2015-05,KD,kd,MP,mp,0.0,0.0,observed,2.3,2.3,observed,3.8,0.4,observed,7.1,0.6,observed,6.7,0.6,observed
2015M05,2015-05-01,2015-05,KD,kd,S,s,,,suppressed,7.2,4.3,observed,3.8,0.4,observed,31.2,1.0,observed,29.3,1.0,observed
2015M05,2015-05-01,2015-05,KD,kd,SD,SD,,,suppressed,4.3,2.8,observed,3.8,0.4,observed,13.4,0.8,observed,14.8,0.8,observed
2015M05,2015-05-01,2015-05,KD,kd,V,v,0.0,0.0,observed,0.0,0.0,observed,3.8,0.4,observed,6.0,0.5,observed,6.0,0.5,observed
2015M05,2015-05-01,2015-05,L,l,C,c,3.4,2.1,observed,17.4,4.8,observed,5.0,0.5,observed,5.7,0.5,observed,6.5,0.5,observed
