wave,survey_date,period,party_code_raw,party_raw,party,party_type,estimate_pct,margin_error_pp,value_status,source_table
2018M05,2018-05-01,2018-05,c,C,C,parliamentary_party,8.8,0.7,observed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,3.0,0.4,observed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,4.9,0.6,observed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,22.2,1.1,observed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,4.2,0.5,observed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,27.9,1.1,observed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,7.4,0.7,observed,ME/ME0201/ME0201A/Vid10
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,2.9,0.5,observed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,18.6,0.8,observed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,8.6,0.5,observed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,5.4,0.4,observed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,4.3,0.5,observed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,19.6,0.9,observed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,4.0,0.4,observed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,30.3,0.9,observed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,7.8,0.6,observed,ME/ME0201/ME0201A/Vid10
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,1.4,0.4,observed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,17.4,1.0,observed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,7.3,0.6,observed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,kd,KD,KD,parliamentary_party,12.6,0.9,observed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,l,L,L,parliamentary_party,3.2,0.4,observed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,m,M,M,parliamentary_party,16.9,1.1,observed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,mp,MP,MP,parliamentary_party,5.7,0.7,observed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,s,S,S,parliamentary_party,27.2,1.1,observed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,v,V,V,parliamentary_party,8.2,0.6,observed,ME/ME0201/ME0201A/Vid10
2019M05,2019-05-01,2019-05,övr,övriga,OTHER,other_party,1.4,0.4,observed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,SD,SD,SD,parliamentary_party,22.7,1.0,observed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,c,C,C,parliamentary_party,7.4,0.6,observed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,kd,KD,KD,parliamentary_party,6.8,0.6,observed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,l,L,L,parliamentary_party,3.8,0.6,observed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,m,M,M,parliamentary_party,18.4,1.0,observed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,mp,MP,MP,parliamentary_party,5.2,0.6,observed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,s,S,S,parliamentary_party,25.0,1.0,observed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,v,V,V,parliamentary_party,8.6,0.6,observed,ME/ME0201/ME0201A/Vid10
2019M11,2019-11-01,2019-11,övr,övriga,OTHER,other_party,2.0,0.5,observed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,SD,SD,SD,parliamentary_party,17.1,0.8,observed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,c,C,C,parliamentary_party,6.0,0.5,observed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,kd,KD,KD,parliamentary_party,6.4,0.6,observed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,l,L,L,parliamentary_party,3.3,0.5,observed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,m,M,M,parliamentary_party,20.1,0.9,observed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,mp,MP,MP,parliamentary_party,4.1,0.5,observed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,s,S,S,parliamentary_party,33.7,1.1,observed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,v,V,V,parliamentary_party,8.2,0.6,observed,ME/ME0201/ME0201A/Vid10
2020M05,2020-05-01,2020-05,övr,övriga,OTHER,other_party,1.1,0.3,observed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,SD,SD,SD,parliamentary_party,17.6,0.9,observed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,c,C,C,parliamentary_party,7.6,0.6,observed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,kd,KD,KD,parliamentary_party,5.4,0.6,observed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,l,L,L,parliamentary_party,3.0,0.4,observed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,m,M,M,parliamentary_party,22.1,1.0,observed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,mp,MP,MP,parliamentary_party,4.2,0.6,observed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,s,S,S,parliamentary_party,29.4,1.1,observed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,v,V,V,parliamentary_party,9.3,0.7,observed,ME/ME0201/ME0201A/Vid10
2020M11,2020-11-01,2020-11,övr,övriga,OTHER,other_party,1.5,0.5,observed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,SD,SD,SD,parliamentary_party,18.9,0.9,observed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,c,C,C,parliamentary_party,9.5,0.8,observed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,kd,KD,KD,parliamentary_party,4.5,0.5,observed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,l,L,L,parliamentary_party,2.5,0.4,observed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,m,M,M,parliamentary_party,22.4,1.0,observed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,mp,MP,MP,parliamentary_party,3.8,0.5,observed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,s,S,S,parliamentary_party,28.2,1.1,observed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,v,V,V,parliamentary_party,8.9,0.7,observed,ME/ME0201/ME0201A/Vid10
2021M05,2021-05-01,2021-05,övr,övriga,OTHER,other_party,1.4,0.4,observed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,SD,SD,SD,parliamentary_party,18.6,1.0,observed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,c,C,C,parliamentary_party,8.4,0.7,observed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,kd,KD,KD,parliamentary_party,4.6,0.6,observed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,l,L,L,parliamentary_party,2.5,0.4,observed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,m,M,M,parliamentary_party,22.7,1.1,observed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,mp,MP,MP,parliamentary_party,3.9,0.6,observed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,s,S,S,parliamentary_party,29.1,1.2,observed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,v,V,V,parliamentary_party,9.2,0.7,observed,ME/ME0201/ME0201A/Vid10
2021M11,2021-11-01,2021-11,övr,övriga,OTHER,other_party,1.1,0.3,observed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,SD,SD,SD,parliamentary_party,17.0,1.0,observed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,c,C,C,parliamentary_party,6.7,0.7,observed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,kd,KD,KD,parliamentary_party,5.2,0.6,observed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,l,L,L,parliamentary_party,3.4,0.5,observed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,m,M,M,parliamentary_party,21.3,1.1,observed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,mp,MP,MP,parliamentary_party,3.3,0.5,observed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,s,S,S,parliamentary_party,33.3,1.3,observed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,v,V,V,parliamentary_party,7.8,0.7,observed,ME/ME0201/ME0201A/Vid10
2022M05,2022-05-01,2022-05,övr,övriga,OTHER,other_party,2.0,0.5,observed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,SD,SD,SD,parliamentary_party,18.2,0.8,observed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,c,C,C,parliamentary_party,5.4,0.5,observed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,kd,KD,KD,parliamentary_party,4.9,0.5,observed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,l,L,L,parliamentary_party,4.1,0.5,observed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,m,M,M,parliamentary_party,18.9,0.9,observed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,mp,MP,MP,parliamentary_party,4.4,0.5,observed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,s,S,S,parliamentary_party,34.6,1.2,observed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,v,V,V,parliamentary_party,7.6,0.8,observed,ME/ME0201/ME0201A/Vid10
2022M11,2022-11-01,2022-11,övr,övriga,OTHER,other_party,1.9,0.4,observed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,SD,SD,SD,parliamentary_party,18.0,1.0,observed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,c,C,C,parliamentary_party,4.2,0.5,observed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,kd,KD,KD,parliamentary_party,3.7,0.5,observed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,l,L,L,parliamentary_party,3.4,0.4,observed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,m,M,M,parliamentary_party,19.1,1.0,observed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,mp,MP,MP,parliamentary_party,4.1,0.5,observed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,s,S,S,parliamentary_party,38.6,1.3,observed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,v,V,V,parliamentary_party,7.3,0.7,observed,ME/ME0201/ME0201A/Vid10
2023M05,2023-05-01,2023-05,övr,övriga,OTHER,other_party,1.7,0.3,observed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,SD,SD,SD,parliamentary_party,19.5,1.0,observed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,c,C,C,parliamentary_party,4.5,0.6,observed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,kd,KD,KD,parliamentary_party,2.8,0.5,observed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,l,L,L,parliamentary_party,3.2,0.5,observed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,m,M,M,parliamentary_party,19.8,1.1,observed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,mp,MP,MP,parliamentary_party,5.2,0.6,observed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,s,S,S,parliamentary_party,35.0,1.3,observed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,v,V,V,parliamentary_party,8.2,0.8,observed,ME/ME0201/ME0201A/Vid10
2024M05,2024-05-01,2024-05,övr,övriga,OTHER,other_party,1.8,0.4,observed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,SD,SD,SD,parliamentary_party,18.0,1.0,observed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,c,C,C,parliamentary_party,5.5,0.6,observed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,kd,KD,KD,parliamentary_party,3.4,0.5,observed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,l,L,L,parliamentary_party,2.8,0.4,observed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,m,M,M,parliamentary_party,18.3,0.9,observed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,mp,MP,MP,parliamentary_party,6.5,0.7,observed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,s,S,S,parliamentary_party,36.2,1.2,observed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,v,V,V,parliamentary_party,7.1,0.7,observed,ME/ME0201/ME0201A/Vid10
2025M05,2025-05-01,2025-05,övr,övriga,OTHER,other_party,2.3,0.5,observed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,SD,SD,SD,parliamentary_party,18.3,0.9,observed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,borgerligt block,borgerligt block,borgerligt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,c,C,C,parliamentary_party,6.1,0.6,observed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,c+fp+m+kd,C+L+M+KD,c+fp+m+kd,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,kd,KD,KD,parliamentary_party,4.5,0.6,observed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,l,L,L,parliamentary_party,2.5,0.5,observed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,m,M,M,parliamentary_party,17.3,1.0,observed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,mp,MP,MP,parliamentary_party,6.6,0.7,observed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,s,S,S,parliamentary_party,33.9,1.2,observed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,s+v+mp,S+V+MP,s+v+mp,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,socialistiskt block,socialistiskt block,socialistiskt block,composite_block,,,suppressed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,v,V,V,parliamentary_party,8.6,0.8,observed,ME/ME0201/ME0201A/Vid10
2026M05,2026-05-01,2026-05,övr,övriga,OTHER,other_party,2.0,0.5,observed,ME/ME0201/ME0201A/Vid10
