wave,survey_date,period,best_party_code_raw,best_party_raw,best_party,best_party_type,second_choice_code_raw,second_choice_raw,second_choice_party,second_choice_type,estimate_pct,margin_error_pp,value_status,source_table
2018M05,2018-05-01,2018-05,c,C,C,parliamentary_party,s,S,S,parliamentary_party,17.0,4.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,c,C,C,parliamentary_party,v,V,V,parliamentary_party,2.0,1.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,c,C,C,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,11.1,3.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,c,C,C,parliamentary_party,övr,övriga,OTHER,other_party,1.4,1.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,SD,SD,SD,parliamentary_party,5.0,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,c,C,C,parliamentary_party,9.7,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,8.6,0.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,kd,KD,KD,parliamentary_party,3.6,0.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,l,L,L,parliamentary_party,8.0,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,m,M,M,parliamentary_party,14.3,1.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,mp,MP,MP,parliamentary_party,5.4,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,s,S,S,parliamentary_party,9.0,0.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,v,V,V,parliamentary_party,7.9,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,25.6,1.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,övr,övriga,OTHER,other_party,2.9,0.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,100.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,SD,SD,SD,parliamentary_party,5.1,3.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,c,C,C,parliamentary_party,23.6,8.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,8.0,4.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,l,L,L,parliamentary_party,10.6,5.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,m,M,M,parliamentary_party,37.5,9.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,s,S,S,parliamentary_party,4.3,3.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,8.2,5.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,kd,KD,KD,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,SD,SD,SD,parliamentary_party,6.0,4.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,c,C,C,parliamentary_party,24.8,6.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,6.1,4.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,kd,KD,KD,parliamentary_party,3.5,2.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,m,M,M,parliamentary_party,40.4,7.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,s,S,S,parliamentary_party,9.3,4.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,6.8,4.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,l,L,L,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,SD,SD,SD,parliamentary_party,15.2,2.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,c,C,C,parliamentary_party,19.4,2.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,7.5,1.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,kd,KD,KD,parliamentary_party,7.9,1.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,l,L,L,parliamentary_party,24.1,2.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,mp,MP,MP,parliamentary_party,2.9,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,s,S,S,parliamentary_party,10.8,2.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,v,V,V,parliamentary_party,1.2,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,10.4,2.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,m,M,M,parliamentary_party,övr,övriga,OTHER,other_party,0.5,0.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,c,C,C,parliamentary_party,9.8,4.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,7.5,4.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,l,L,L,parliamentary_party,4.5,2.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,m,M,M,parliamentary_party,8.5,4.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,s,S,S,parliamentary_party,28.9,6.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,v,V,V,parliamentary_party,22.7,6.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.7,4.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,mp,MP,MP,parliamentary_party,övr,övriga,OTHER,other_party,6.4,3.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,SD,SD,SD,parliamentary_party,4.8,1.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,c,C,C,parliamentary_party,14.4,2.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,11.8,2.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,kd,KD,KD,parliamentary_party,1.0,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,l,L,L,parliamentary_party,5.6,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,m,M,M,parliamentary_party,11.7,2.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,mp,MP,MP,parliamentary_party,12.5,2.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,v,V,V,parliamentary_party,22.7,2.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,13.7,2.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,s,S,S,parliamentary_party,övr,övriga,OTHER,other_party,1.7,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,SD,SD,SD,parliamentary_party,2.3,1.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,c,C,C,parliamentary_party,3.5,2.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,8.0,3.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,m,M,M,parliamentary_party,1.1,1.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,mp,MP,MP,parliamentary_party,16.4,4.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,s,S,S,parliamentary_party,35.8,5.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,11.6,4.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,övr,övriga,OTHER,other_party,20.9,4.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,SD,SD,SD,parliamentary_party,8.0,7.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,14.9,8.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,kd,KD,KD,parliamentary_party,3.2,3.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,m,M,M,parliamentary_party,3.5,3.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,mp,MP,MP,parliamentary_party,7.9,5.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,s,S,S,parliamentary_party,7.6,5.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,v,V,V,parliamentary_party,39.1,10.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.3,5.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,övr,övriga,OTHER,other_party,4.6,4.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,c,C,C,parliamentary_party,1.7,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,13.4,3.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,kd,KD,KD,parliamentary_party,20.7,3.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,l,L,L,parliamentary_party,1.4,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,m,M,M,parliamentary_party,40.9,4.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,s,S,S,parliamentary_party,11.4,3.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,v,V,V,parliamentary_party,1.4,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,6.1,2.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,övr,övriga,OTHER,other_party,2.5,1.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,4.9,2.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,kd,KD,KD,parliamentary_party,6.6,2.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,l,L,L,parliamentary_party,26.9,4.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,m,M,M,parliamentary_party,26.7,4.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,mp,MP,MP,parliamentary_party,7.2,2.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,s,S,S,parliamentary_party,17.5,4.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,8.8,3.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,SD,SD,SD,parliamentary_party,4.9,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,c,C,C,parliamentary_party,10.6,0.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,7.7,0.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,kd,KD,KD,parliamentary_party,8.4,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,l,L,L,parliamentary_party,8.1,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,m,M,M,parliamentary_party,13.7,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,mp,MP,MP,parliamentary_party,6.1,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,s,S,S,parliamentary_party,10.8,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,v,V,V,parliamentary_party,7.8,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,19.7,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,övr,övriga,OTHER,other_party,2.1,0.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,100.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
