wave,survey_date,period,best_party_code_raw,best_party_raw,best_party,best_party_type,second_choice_code_raw,second_choice_raw,second_choice_party,second_choice_type,estimate_pct,margin_error_pp,value_status,source_table
2011M11,2011-11-01,2011-11,s,S,S,parliamentary_party,mp,MP,MP,parliamentary_party,24.4,2.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,s,S,S,parliamentary_party,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,s,S,S,parliamentary_party,v,V,V,parliamentary_party,20.3,2.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,s,S,S,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,14.5,2.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,s,S,S,parliamentary_party,övr,övriga,OTHER,other_party,0.4,0.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,11.6,4.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,m,M,M,parliamentary_party,2.2,1.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,mp,MP,MP,parliamentary_party,29.8,5.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,s,S,S,parliamentary_party,47.2,6.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,4.7,2.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,v,V,V,parliamentary_party,övr,övriga,OTHER,other_party,3.6,2.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,18.8,12.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,m,M,M,parliamentary_party,15.0,11.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,mp,MP,MP,parliamentary_party,17.7,11.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,s,S,S,parliamentary_party,12.6,10.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,v,V,V,parliamentary_party,16.3,10.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2011M11,2011-11-01,2011-11,övr,övriga,OTHER,other_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,24.0,6.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,l,L,L,parliamentary_party,5.9,3.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,m,M,M,parliamentary_party,17.6,5.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,s,S,S,parliamentary_party,25.7,6.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,v,V,V,parliamentary_party,4.1,3.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,16.3,5.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,SD,SD,SD,parliamentary_party,övr,övriga,OTHER,other_party,2.7,2.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,SD,SD,SD,parliamentary_party,2.6,2.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,16.7,5.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,kd,KD,KD,parliamentary_party,6.4,3.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,l,L,L,parliamentary_party,9.4,4.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,m,M,M,parliamentary_party,32.5,6.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,mp,MP,MP,parliamentary_party,8.9,4.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,s,S,S,parliamentary_party,7.3,3.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,15.2,5.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,c,C,C,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,SD,SD,SD,parliamentary_party,1.9,0.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,c,C,C,parliamentary_party,4.1,0.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,14.1,1.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,kd,KD,KD,parliamentary_party,2.3,0.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,l,L,L,parliamentary_party,9.9,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,m,M,M,parliamentary_party,7.7,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,mp,MP,MP,parliamentary_party,10.7,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,s,S,S,parliamentary_party,9.3,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,v,V,V,parliamentary_party,7.8,0.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,31.5,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,övr,övriga,OTHER,other_party,0.7,0.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,100.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,c,C,C,parliamentary_party,11.6,5.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,11.7,5.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,l,L,L,parliamentary_party,14.9,6.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,m,M,M,parliamentary_party,33.2,8.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,mp,MP,MP,parliamentary_party,8.3,4.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,s,S,S,parliamentary_party,8.3,5.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,10.6,5.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,kd,KD,KD,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,c,C,C,parliamentary_party,13.6,4.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,9.6,4.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,kd,KD,KD,parliamentary_party,5.3,3.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,m,M,M,parliamentary_party,44.5,6.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,mp,MP,MP,parliamentary_party,10.3,4.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,s,S,S,parliamentary_party,8.1,3.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,7.7,3.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,l,L,L,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,SD,SD,SD,parliamentary_party,3.9,1.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,c,C,C,parliamentary_party,8.9,1.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,16.4,2.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,kd,KD,KD,parliamentary_party,6.2,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,l,L,L,parliamentary_party,32.3,2.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,mp,MP,MP,parliamentary_party,6.4,1.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,s,S,S,parliamentary_party,11.9,1.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,v,V,V,parliamentary_party,0.8,0.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,12.8,1.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,m,M,M,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,c,C,C,parliamentary_party,6.1,2.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,15.0,3.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,l,L,L,parliamentary_party,5.4,2.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,m,M,M,parliamentary_party,7.2,2.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,s,S,S,parliamentary_party,36.6,5.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,v,V,V,parliamentary_party,13.9,3.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,11.7,3.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,mp,MP,MP,parliamentary_party,övr,övriga,OTHER,other_party,2.3,1.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,SD,SD,SD,parliamentary_party,2.6,0.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,c,C,C,parliamentary_party,2.6,0.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,22.6,2.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,kd,KD,KD,parliamentary_party,1.2,0.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,l,L,L,parliamentary_party,4.0,0.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,m,M,M,parliamentary_party,8.1,1.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,mp,MP,MP,parliamentary_party,22.6,2.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,s,S,S,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,v,V,V,parliamentary_party,21.2,2.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,14.8,1.8,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,s,S,S,parliamentary_party,övr,övriga,OTHER,other_party,0.4,0.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,6.0,3.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,mp,MP,MP,parliamentary_party,32.0,6.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,s,S,S,parliamentary_party,51.8,6.4,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,4.0,2.7,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,v,V,V,parliamentary_party,övr,övriga,OTHER,other_party,3.3,2.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,19.1,15.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,s,S,S,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,v,V,V,parliamentary_party,21.7,15.1,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,14.2,13.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M05,2012-05-01,2012-05,övr,övriga,OTHER,other_party,övr,övriga,OTHER,other_party,16.0,13.6,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M11,2012-11-01,2012-11,SD,SD,SD,parliamentary_party,SD,SD,SD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M11,2012-11-01,2012-11,SD,SD,SD,parliamentary_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201D/Nastbastaparti190
2012M11,2012-11-01,2012-11,SD,SD,SD,parliamentary_party,inget parti,inget parti,NO_SECOND_CHOICE,no_second_choice,21.5,5.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M11,2012-11-01,2012-11,SD,SD,SD,parliamentary_party,kd,KD,KD,parliamentary_party,1.5,1.3,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M11,2012-11-01,2012-11,SD,SD,SD,parliamentary_party,l,L,L,parliamentary_party,5.7,3.0,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M11,2012-11-01,2012-11,SD,SD,SD,parliamentary_party,m,M,M,parliamentary_party,26.5,5.5,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M11,2012-11-01,2012-11,SD,SD,SD,parliamentary_party,mp,MP,MP,parliamentary_party,2.5,2.2,observed,ME/ME0201/ME0201D/Nastbastaparti190
2012M11,2012-11-01,2012-11,SD,SD,SD,parliamentary_party,s,S,S,parliamentary_party,28.9,5.9,observed,ME/ME0201/ME0201D/Nastbastaparti190
