wave,survey_date,period,best_party_code_raw,best_party_raw,best_party,best_party_type,vote_party_code_raw,vote_party_raw,vote_party,vote_party_type,estimate_pct,margin_error_pp,value_status,source_table
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,m,M,M,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,s,S,S,parliamentary_party,3.4,2.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,v,V,V,parliamentary_party,84.5,4.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,5.7,3.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,v,V,V,parliamentary_party,övr,övriga,OTHER,other_party,1.7,1.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,blankt,blankt,BLANK_VOTE,blank_vote,6.0,5.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,s,S,S,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,v,V,V,parliamentary_party,8.2,5.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,9.0,6.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M05,2018-05-01,2018-05,övr,övriga,OTHER,other_party,övr,övriga,OTHER,other_party,69.5,9.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,SD,SD,SD,parliamentary_party,96.2,1.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,kd,KD,KD,parliamentary_party,0.7,0.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,m,M,M,parliamentary_party,1.4,1.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,s,S,S,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,1.1,0.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,SD,SD,SD,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,c,C,C,parliamentary_party,82.1,3.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,l,L,L,parliamentary_party,1.1,1.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,m,M,M,parliamentary_party,3.3,1.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,s,S,S,parliamentary_party,3.7,1.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,6.6,2.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,c,C,C,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,SD,SD,SD,parliamentary_party,16.7,0.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,blankt,blankt,BLANK_VOTE,blank_vote,3.0,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,c,C,C,parliamentary_party,7.5,0.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,kd,KD,KD,parliamentary_party,4.7,0.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,l,L,L,parliamentary_party,3.4,0.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,m,M,M,parliamentary_party,16.5,0.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,mp,MP,MP,parliamentary_party,3.4,0.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,s,S,S,parliamentary_party,26.0,1.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,v,V,V,parliamentary_party,7.2,0.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,10.8,1.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,hela väljarkåren,hela väljarkåren,TOTAL_ELECTORATE,total_electorate,övr,övriga,OTHER,other_party,1.1,0.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,SD,SD,SD,parliamentary_party,5.5,2.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,blankt,blankt,BLANK_VOTE,blank_vote,15.5,4.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,c,C,C,parliamentary_party,2.5,1.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,kd,KD,KD,parliamentary_party,1.8,1.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,m,M,M,parliamentary_party,5.9,2.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,mp,MP,MP,parliamentary_party,0.9,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,s,S,S,parliamentary_party,9.3,3.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,v,V,V,parliamentary_party,2.2,2.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,55.7,6.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,ingen sympati/vet ej,ingen sympati/vet ej,NO_SYMPATHY_OR_DONT_KNOW,no_sympathy,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,SD,SD,SD,parliamentary_party,6.1,3.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,2.2,1.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,c,C,C,parliamentary_party,2.5,1.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,kd,KD,KD,parliamentary_party,79.4,5.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,m,M,M,parliamentary_party,4.8,3.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,s,S,S,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,4.3,2.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,kd,KD,KD,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,c,C,C,parliamentary_party,3.7,2.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,kd,KD,KD,parliamentary_party,1.8,1.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,l,L,L,parliamentary_party,73.0,5.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,m,M,M,parliamentary_party,9.1,3.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,s,S,S,parliamentary_party,3.1,2.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,7.0,4.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,l,L,L,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,SD,SD,SD,parliamentary_party,7.5,1.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,2.1,1.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,c,C,C,parliamentary_party,1.3,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,kd,KD,KD,parliamentary_party,2.8,1.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,m,M,M,parliamentary_party,79.0,2.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,mp,MP,MP,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,s,S,S,parliamentary_party,1.0,0.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,5.8,1.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,m,M,M,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,c,C,C,parliamentary_party,3.6,2.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,mp,MP,MP,parliamentary_party,70.6,6.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,s,S,S,parliamentary_party,9.5,4.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,v,V,V,parliamentary_party,1.8,1.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,8.8,5.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,mp,MP,MP,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,SD,SD,SD,parliamentary_party,1.7,0.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,1.7,0.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,c,C,C,parliamentary_party,1.0,0.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,l,L,L,parliamentary_party,0.6,0.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,m,M,M,parliamentary_party,0.5,0.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,mp,MP,MP,parliamentary_party,0.8,0.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,s,S,S,parliamentary_party,86.2,2.2,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,v,V,V,parliamentary_party,1.6,0.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,5.7,1.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,s,S,S,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,c,C,C,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,kd,KD,KD,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,mp,MP,MP,parliamentary_party,2.1,1.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,s,S,S,parliamentary_party,11.3,3.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,v,V,V,parliamentary_party,79.4,4.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,4.3,2.5,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,v,V,V,parliamentary_party,övr,övriga,OTHER,other_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,kd,KD,KD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,s,S,S,parliamentary_party,5.7,5.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,v,V,V,parliamentary_party,15.1,8.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2018M11,2018-11-01,2018-11,övr,övriga,OTHER,other_party,övr,övriga,OTHER,other_party,56.2,13.1,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,SD,SD,SD,parliamentary_party,92.0,3.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,1.8,1.8,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,c,C,C,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,kd,KD,KD,parliamentary_party,2.9,1.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,l,L,L,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,mp,MP,MP,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,s,S,S,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,v,V,V,parliamentary_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,2.6,1.9,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,SD,SD,SD,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,SD,SD,SD,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,blankt,blankt,BLANK_VOTE,blank_vote,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,c,C,C,parliamentary_party,81.4,4.7,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,kd,KD,KD,parliamentary_party,1.9,1.6,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,l,L,L,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,m,M,M,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,mp,MP,MP,parliamentary_party,1.6,1.3,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,s,S,S,parliamentary_party,3.0,2.0,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,v,V,V,parliamentary_party,,,suppressed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,vet ej,vet ej/uppgift saknas,DONT_KNOW,dont_know,7.3,3.4,observed,ME/ME0201/ME0201A/Rostningssympati170
2019M05,2019-05-01,2019-05,c,C,C,parliamentary_party,övr,övriga,OTHER,other_party,0.0,0.0,observed,ME/ME0201/ME0201A/Rostningssympati170
