wave,survey_date,period,kon_code_raw,alder_code_raw,party_code_raw,party_raw,party,party_type,estimate_pct,margin_error_pp,value_status,source_table
2019M11,2019-11-01,2019-11,TOT,tot18+,mp,MP,MP,parliamentary_party,5.2,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2019M11,2019-11-01,2019-11,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2019M11,2019-11-01,2019-11,TOT,tot18+,s,S,S,parliamentary_party,27.2,1.1,observed,ME/ME0201/ME0201B/Partisympati051
2019M11,2019-11-01,2019-11,TOT,tot18+,v,V,V,parliamentary_party,8.6,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2019M11,2019-11-01,2019-11,TOT,tot18+,övr,övriga,OTHER,other_party,1.7,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,SD,SD,SD,parliamentary_party,16.7,0.9,observed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,c,C,C,parliamentary_party,6.9,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,kd,KD,KD,parliamentary_party,5.8,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,l,L,L,parliamentary_party,3.9,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,m,M,M,parliamentary_party,20.7,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,mp,MP,MP,parliamentary_party,4.2,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,s,S,S,parliamentary_party,32.2,1.2,observed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,v,V,V,parliamentary_party,8.4,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2020M05,2020-05-01,2020-05,TOT,tot18+,övr,övriga,OTHER,other_party,1.2,0.3,observed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,SD,SD,SD,parliamentary_party,16.8,0.9,observed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,c,C,C,parliamentary_party,7.3,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,kd,KD,KD,parliamentary_party,5.3,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,l,L,L,parliamentary_party,3.8,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,m,M,M,parliamentary_party,22.2,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,mp,MP,MP,parliamentary_party,3.9,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,s,S,S,parliamentary_party,29.9,1.2,observed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,v,V,V,parliamentary_party,9.2,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2020M11,2020-11-01,2020-11,TOT,tot18+,övr,övriga,OTHER,other_party,1.7,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,SD,SD,SD,parliamentary_party,17.9,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,c,C,C,parliamentary_party,8.6,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,kd,KD,KD,parliamentary_party,4.4,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,l,L,L,parliamentary_party,2.7,0.4,observed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,m,M,M,parliamentary_party,22.1,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,mp,MP,MP,parliamentary_party,3.9,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,s,S,S,parliamentary_party,29.9,1.2,observed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,v,V,V,parliamentary_party,9.1,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2021M05,2021-05-01,2021-05,TOT,tot18+,övr,övriga,OTHER,other_party,1.4,0.4,observed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,SD,SD,SD,parliamentary_party,17.0,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,c,C,C,parliamentary_party,8.5,0.8,observed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,kd,KD,KD,parliamentary_party,4.4,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,l,L,L,parliamentary_party,3.0,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,m,M,M,parliamentary_party,22.4,1.1,observed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,mp,MP,MP,parliamentary_party,4.0,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,s,S,S,parliamentary_party,30.1,1.2,observed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,v,V,V,parliamentary_party,9.6,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2021M11,2021-11-01,2021-11,TOT,tot18+,övr,övriga,OTHER,other_party,1.0,0.3,observed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,SD,SD,SD,parliamentary_party,16.5,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,c,C,C,parliamentary_party,6.6,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,kd,KD,KD,parliamentary_party,5.1,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,l,L,L,parliamentary_party,3.6,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,m,M,M,parliamentary_party,21.4,1.2,observed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,mp,MP,MP,parliamentary_party,3.4,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,s,S,S,parliamentary_party,33.0,1.3,observed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,v,V,V,parliamentary_party,8.4,0.8,observed,ME/ME0201/ME0201B/Partisympati051
2022M05,2022-05-01,2022-05,TOT,tot18+,övr,övriga,OTHER,other_party,1.9,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,SD,SD,SD,parliamentary_party,18.1,0.9,observed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,c,C,C,parliamentary_party,5.3,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,kd,KD,KD,parliamentary_party,5.0,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,l,L,L,parliamentary_party,4.9,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,m,M,M,parliamentary_party,19.4,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,mp,MP,MP,parliamentary_party,4.6,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,s,S,S,parliamentary_party,32.8,1.2,observed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,v,V,V,parliamentary_party,8.2,0.8,observed,ME/ME0201/ME0201B/Partisympati051
2022M11,2022-11-01,2022-11,TOT,tot18+,övr,övriga,OTHER,other_party,1.6,0.4,observed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,SD,SD,SD,parliamentary_party,17.3,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,c,C,C,parliamentary_party,4.4,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,kd,KD,KD,parliamentary_party,3.7,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,l,L,L,parliamentary_party,3.8,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,m,M,M,parliamentary_party,19.7,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,mp,MP,MP,parliamentary_party,4.4,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,s,S,S,parliamentary_party,36.7,1.3,observed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,v,V,V,parliamentary_party,8.0,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2023M05,2023-05-01,2023-05,TOT,tot18+,övr,övriga,OTHER,other_party,1.9,0.4,observed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,SD,SD,SD,parliamentary_party,18.5,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,c,C,C,parliamentary_party,4.9,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,kd,KD,KD,parliamentary_party,3.1,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,l,L,L,parliamentary_party,3.6,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,m,M,M,parliamentary_party,19.7,1.1,observed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,mp,MP,MP,parliamentary_party,5.1,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,s,S,S,parliamentary_party,34.1,1.3,observed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,v,V,V,parliamentary_party,8.8,0.8,observed,ME/ME0201/ME0201B/Partisympati051
2024M05,2024-05-01,2024-05,TOT,tot18+,övr,övriga,OTHER,other_party,2.2,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,SD,SD,SD,parliamentary_party,17.5,1.1,observed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,c,C,C,parliamentary_party,5.2,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,kd,KD,KD,parliamentary_party,3.5,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,l,L,L,parliamentary_party,3.2,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,m,M,M,parliamentary_party,18.7,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,mp,MP,MP,parliamentary_party,6.3,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,s,S,S,parliamentary_party,35.9,1.3,observed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,v,V,V,parliamentary_party,7.6,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2025M05,2025-05-01,2025-05,TOT,tot18+,övr,övriga,OTHER,other_party,2.0,0.5,observed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,SD,SD,SD,parliamentary_party,18.4,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,c,C,C,parliamentary_party,6.4,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,kd,KD,KD,parliamentary_party,4.2,0.6,observed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,l,L,L,parliamentary_party,2.3,0.4,observed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,m,M,M,parliamentary_party,18.1,1.0,observed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,mp,MP,MP,parliamentary_party,6.3,0.7,observed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,nyd,NYD,NYD,historical_party,,,suppressed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,s,S,S,parliamentary_party,33.5,1.3,observed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,v,V,V,parliamentary_party,8.7,0.8,observed,ME/ME0201/ME0201B/Partisympati051
2026M05,2026-05-01,2026-05,TOT,tot18+,övr,övriga,OTHER,other_party,2.0,0.5,observed,ME/ME0201/ME0201B/Partisympati051
