model,party,is_parliamentary,MAE,CRPS,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,avg_percentile
pp_centered_noise,M,True,0.7324666666666667,0.6166710000000001,0.9166666666666666,1.0,1.0,2.7376416666666668,5.652533333333334,6.867141666666668,49.855
pp_centered_noise,L,True,0.43221666666666664,0.33176466666666665,0.6666666666666666,1.0,1.0,1.2803583333333333,2.277925,2.713108333333333,50.472500000000004
pp_centered_noise,C,True,0.548975,0.35284508333333325,0.5833333333333334,1.0,1.0,1.2064,2.099166666666667,2.662058333333333,48.275
pp_centered_noise,KD,True,1.4265666666666663,1.2184200833333332,0.16666666666666666,0.5,0.5,0.7886416666666666,1.523375,2.0232499999999995,61.45749999999999
pp_centered_noise,S,True,1.9094750000000003,1.3016147500000004,0.4166666666666667,0.5833333333333334,0.6666666666666666,2.2085916666666665,4.014575,5.0462750000000005,70.75
pp_centered_noise,V,True,1.268225,0.8082079166666666,0.08333333333333333,0.3333333333333333,0.5833333333333334,1.3486916666666666,2.206633333333333,2.673083333333333,9.778333333333332
pp_centered_noise,MP,True,0.6685916666666666,0.4882900833333333,0.5833333333333334,0.8333333333333334,0.8333333333333334,1.221925,2.02675,2.4212666666666665,49.83416666666667
pp_centered_noise,SD,True,1.9468166666666669,1.3045858333333333,0.16666666666666666,0.5,0.8333333333333334,2.180775,4.245541666666666,5.282491666666667,45.5725
pp_centered_noise,REST,False,0.6957166666666666,0.556005,0.4166666666666667,0.5,0.5,0.7800000000000001,1.50535,1.9337999999999997,20.840833333333332
pp_symmetric_noise,M,True,0.9023249999999999,0.6812675,0.8333333333333334,1.0,1.0,2.8629833333333328,5.754483333333333,7.2132499999999995,54.798333333333325
pp_symmetric_noise,L,True,0.45851666666666663,0.35426475,0.75,1.0,1.0,1.5424416666666667,2.425841666666667,2.8628583333333335,48.60666666666666
pp_symmetric_noise,C,True,0.5165166666666667,0.3493630833333334,0.6666666666666666,1.0,1.0,1.1993833333333335,2.3726833333333333,3.018791666666667,47.19083333333333
pp_symmetric_noise,KD,True,1.4364083333333333,1.1187250833333333,0.25,0.5833333333333334,0.5833333333333334,1.4151583333333333,2.331941666666667,2.8792666666666666,63.14750000000001
pp_symmetric_noise,S,True,1.7111166666666664,1.2580421666666668,0.5,0.75,1.0,3.6183416666666663,6.719858333333334,8.188766666666664,66.04916666666666
pp_symmetric_noise,V,True,1.2265249999999999,0.7572291666666667,0.25,1.0,1.0,1.910725,3.5641000000000003,4.215316666666667,19.981666666666666
pp_symmetric_noise,MP,True,0.6380333333333333,0.50769125,0.75,0.9166666666666666,1.0,1.7009083333333335,3.381475,3.9987,51.20083333333333
pp_symmetric_noise,SD,True,1.9909999999999999,1.273037666666667,0.25,0.6666666666666666,1.0,2.689675,5.30105,6.739033333333334,47.99
pp_symmetric_noise,REST,False,0.6980333333333334,0.5295280833333333,0.5,0.5833333333333334,0.6666666666666666,1.1031916666666666,2.1126416666666668,2.63225,24.549166666666665
