election_date,election_year,origin_date,horizon_days,variant,party,is_parliamentary,actual,forecast_mean,p05,p10,p25,p50,p75,p90,p95,actual_percentile,absolute_error,crps,inside_50,inside_80,inside_90,width_50,width_80,width_90,training_elections_count,training_elections
2018-09-09,2018,2018-07-15,56,bias_plus_noise,MP,True,4.4143,3.0405,0.1449,0.1539,2.8387,3.8223,4.158,4.4277,4.5987,89.5,0.592,0.579121,False,True,True,1.3193,4.2738,4.4538,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,bias_plus_noise,SD,True,17.534,42.5055,21.3131,22.047,23.3636,25.1964,29.2661,97.4705,97.5895,0.0,7.6625,10.660085,False,False,False,5.9025,75.4235,76.2764,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,bias_plus_noise,REST,False,1.5307,1.7783,0.0557,0.06,1.5837,2.2157,2.4524,2.6605,2.8009,24.94,0.685,0.461292,False,True,True,0.8687,2.6005,2.7453,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,M,True,19.8356,18.8062,17.4729,17.82,18.2774,18.7915,19.3466,19.8381,20.1439,89.92,1.0441,0.657579,False,True,True,1.0692,2.0181,2.671,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,L,True,5.4896,5.6036,5.0989,5.1985,5.3792,5.5908,5.8201,6.0213,6.1507,37.76,0.1012,0.089468,True,True,True,0.4409,0.8227,1.0518,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,C,True,8.6077,9.3148,8.5095,8.6961,8.9918,9.2911,9.6213,9.9599,10.178,7.68,0.6833,0.458738,False,False,True,0.6295,1.2638,1.6685,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,KD,True,6.3223,4.1083,3.6373,3.7378,3.9004,4.1,4.3026,4.4949,4.6063,100.0,2.2223,2.045259,False,False,False,0.4022,0.7571,0.969,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,S,True,28.261,25.1842,24.0209,24.3036,24.7275,25.172,25.6548,26.0754,26.3703,99.98,3.089,2.677803,False,False,False,0.9272,1.7718,2.3494,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,V,True,8.0049,9.3969,8.7121,8.8695,9.1055,9.3952,9.6732,9.9436,10.1075,0.04,1.3904,1.152527,False,False,False,0.5676,1.0741,1.3954,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,MP,True,4.4143,5.4015,4.8266,4.9623,5.163,5.3927,5.6302,5.8447,5.9997,0.16,0.9784,0.78792,False,False,False,0.4672,0.8825,1.1732,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,SD,True,17.534,19.5743,18.3223,18.5884,19.0619,19.5627,20.0681,20.58,20.8725,0.18,2.0287,1.612622,False,False,False,1.0061,1.9916,2.5503,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,REST,False,1.5307,2.6101,2.206,2.2845,2.4286,2.6016,2.7762,2.9427,3.0429,0.0,1.0709,0.934176,False,False,False,0.3476,0.6582,0.8368,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_only,M,True,19.8356,11.6634,10.6847,10.94,11.2679,11.6486,12.0577,12.4213,12.6429,100.0,8.187,7.832357,False,False,False,0.7898,1.4813,1.9582,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_only,L,True,5.4896,3.3351,3.0173,3.084,3.1955,3.3264,3.4678,3.6002,3.6706,100.0,2.1632,2.041276,False,False,False,0.2722,0.5162,0.6533,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_only,C,True,8.6077,6.2824,5.7217,5.8479,6.0524,6.2693,6.5044,6.7231,6.8778,100.0,2.3384,2.129322,False,False,False,0.452,0.8752,1.1561,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_only,KD,True,6.3223,2.3427,2.0602,2.1218,2.2191,2.3366,2.4609,2.5733,2.6481,100.0,3.9857,3.877864,False,False,False,0.2418,0.4515,0.5879,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_only,S,True,28.261,16.8213,15.8389,16.0536,16.4237,16.8007,17.2233,17.6106,17.8265,100.0,11.4603,11.097689,False,False,False,0.7996,1.5571,1.9876,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_only,V,True,8.0049,5.2868,4.8811,4.9695,5.1138,5.2805,5.4526,5.6069,5.7168,100.0,2.7244,2.575757,False,False,False,0.3389,0.6374,0.8357,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_only,MP,True,4.4143,2.9984,2.6624,2.7411,2.8591,2.992,3.1296,3.2627,3.3524,100.0,1.4222,1.29896,False,False,False,0.2705,0.5216,0.69,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_only,SD,True,17.534,49.8754,47.8742,48.305,49.0642,49.8748,50.6708,51.4685,51.9025,0.0,32.3408,31.660996,False,False,False,1.6067,3.1635,4.0282,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_only,REST,False,1.5307,1.3945,1.1707,1.2149,1.294,1.3888,1.4864,1.5795,1.6365,83.4,0.1418,0.084403,False,True,True,0.1924,0.3646,0.4658,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,noise_only,M,True,19.8356,17.7625,1.9563,2.0358,19.7557,22.2684,23.4022,24.2968,24.7922,25.12,2.4328,2.375454,True,True,True,3.6465,22.2611,22.836,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,noise_only,L,True,5.4896,4.8824,0.7724,0.8022,5.1799,5.9297,6.3988,6.8295,7.0502,29.34,0.4401,0.530115,True,True,True,1.2189,6.0273,6.2778,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,noise_only,C,True,8.6077,8.129,1.2708,1.3244,8.6041,9.8972,10.6536,11.3053,11.6431,25.02,1.2894,1.152057,True,True,True,2.0495,9.9809,10.3724,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,noise_only,KD,True,6.3223,3.7238,0.4803,0.5072,3.9027,4.5893,4.9145,5.1816,5.3371,99.96,1.733,1.694084,False,False,False,1.0118,4.6744,4.8568,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,noise_only,S,True,28.261,22.4716,3.2105,3.3073,26.6194,28.3241,29.0161,29.5831,29.9146,47.88,0.0631,1.697559,True,True,True,2.3967,26.2758,26.7041,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,noise_only,V,True,8.0049,8.6818,1.0588,1.0917,9.3618,10.8184,11.5351,11.9577,12.2211,24.46,2.8135,1.947373,False,True,True,2.1733,10.866,11.1623,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,noise_only,MP,True,4.4143,4.722,0.7253,0.759,4.9152,5.7743,6.2122,6.5519,6.7632,24.48,1.36,0.961197,False,True,True,1.297,5.7929,6.0378,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,noise_only,SD,True,17.534,27.1349,6.0161,6.1776,6.6081,7.1608,8.0035,89.8435,90.1015,75.54,10.3731,10.210757,False,True,True,1.3954,83.6659,84.0853,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,noise_only,REST,False,1.5307,2.492,0.25,0.2681,2.5139,3.0592,3.3396,3.5732,3.7197,24.46,1.5286,0.927826,False,True,True,0.8257,3.3051,3.4697,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_plus_noise,M,True,19.8356,14.3083,0.5149,0.5367,16.065,18.3462,19.2036,19.8767,20.2692,89.18,1.4894,1.946546,False,True,True,3.1386,19.34,19.7543,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_plus_noise,L,True,5.4896,3.7454,0.195,0.203,4.0557,4.6368,5.0591,5.464,5.655,90.98,0.8528,0.772728,False,False,True,1.0034,5.261,5.4599,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_plus_noise,C,True,8.6077,7.0631,0.3634,0.3797,7.7647,8.8521,9.5002,10.0673,10.387,38.36,0.2444,0.701403,True,True,True,1.7355,9.6876,10.0236,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_plus_noise,KD,True,6.3223,2.7489,0.1161,0.123,2.9221,3.4579,3.7172,3.9514,4.074,100.0,2.8644,2.834209,False,False,False,0.795,3.8284,3.9579,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_plus_noise,S,True,28.261,19.391,0.908,0.9383,23.4003,25.0028,25.7164,26.2858,26.6203,100.0,3.2582,4.09037,False,False,False,2.3161,25.3475,25.7123,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_plus_noise,V,True,8.0049,6.337,0.2529,0.2611,6.8872,8.0242,8.6537,8.9803,9.1884,49.42,0.0193,0.653216,True,True,True,1.7664,8.7192,8.9354,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_plus_noise,MP,True,4.4143,3.3789,0.171,0.1791,3.5534,4.2425,4.5879,4.8448,4.9882,62.6,0.1717,0.362632,True,True,True,1.0345,4.6656,4.8172,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_plus_noise,SD,True,17.534,41.2958,20.7782,21.2513,22.4737,23.9922,26.2479,97.3034,97.3786,0.0,6.4582,9.570108,False,False,False,3.7741,76.0522,76.6005,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,bias_plus_noise,REST,False,1.5307,1.7316,0.0568,0.0609,1.7578,2.1614,2.3687,2.5375,2.6486,24.46,0.6307,0.434924,False,True,True,0.6109,2.4765,2.5918,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,M,True,19.8356,18.7965,17.9433,18.1397,18.4531,18.7862,19.1334,19.466,19.6578,97.38,1.0494,0.757506,False,False,False,0.6803,1.3263,1.7145,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,L,True,5.4896,5.7056,5.2999,5.3872,5.5359,5.7008,5.8661,6.0287,6.1282,19.3,0.2112,0.126963,False,True,True,0.3301,0.6415,0.8283,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,C,True,8.6077,9.0969,8.5283,8.6371,8.8486,9.0871,9.3315,9.5746,9.7108,8.42,0.4794,0.310239,False,False,True,0.4828,0.9374,1.1825,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,KD,True,6.3223,4.9051,4.4335,4.5366,4.7101,4.9023,5.0895,5.2886,5.4056,100.0,1.42,1.250119,False,False,False,0.3793,0.7521,0.9721,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,S,True,28.261,25.9775,25.1661,25.3511,25.6438,25.9774,26.3102,26.6117,26.7999,100.0,2.2836,2.002635,False,False,False,0.6664,1.2606,1.6338,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,V,True,8.0049,9.1024,8.5827,8.6978,8.8794,9.094,9.3166,9.5119,9.6428,0.04,1.0892,0.916643,False,False,False,0.4371,0.8141,1.0601,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,MP,True,4.4143,5.2031,4.773,4.8745,5.0286,5.1965,5.3732,5.5387,5.6518,0.02,0.7823,0.640164,False,False,False,0.3447,0.6642,0.8787,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,SD,True,17.534,18.8042,17.9716,18.1433,18.4531,18.7986,19.1527,19.4637,19.6586,0.42,1.2647,0.981716,False,False,False,0.6995,1.3204,1.6869,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,REST,False,1.5307,2.4087,2.0704,2.139,2.2616,2.3989,2.5446,2.689,2.7836,0.0,0.8682,0.756577,False,False,False,0.2831,0.55,0.7132,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_only,M,True,19.8356,11.826,11.2022,11.3415,11.5804,11.8183,12.0747,12.3184,12.4753,100.0,8.0173,7.791855,False,False,False,0.4943,0.9769,1.273,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_only,L,True,5.4896,3.4455,3.1853,3.2438,3.337,3.4455,3.5486,3.6522,3.7123,100.0,2.0441,1.95406,False,False,False,0.2116,0.4084,0.527,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_only,C,True,8.6077,6.2256,5.8186,5.9027,6.0514,6.2188,6.3927,6.5621,6.646,100.0,2.3889,2.238598,False,False,False,0.3413,0.6595,0.8274,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_only,KD,True,6.3223,2.8378,2.5536,2.6169,2.7206,2.8345,2.949,3.0652,3.1395,100.0,3.4878,3.383677,False,False,False,0.2284,0.4482,0.5859,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_only,S,True,28.261,17.6039,16.8958,17.0518,17.3146,17.6014,17.8927,18.1623,18.3205,100.0,10.6595,10.411594,False,False,False,0.5782,1.1106,1.4246,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_only,V,True,8.0049,5.1961,4.8909,4.9553,5.0625,5.196,5.3235,5.4401,5.5119,100.0,2.8089,2.701323,False,False,False,0.2611,0.4849,0.621,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_only,MP,True,4.4143,2.9303,2.6808,2.7355,2.8268,2.9253,3.0318,3.1292,3.1902,100.0,1.4889,1.396691,False,False,False,0.2049,0.3937,0.5094,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_only,SD,True,17.534,48.6292,47.2519,47.5484,48.0552,48.6324,49.2021,49.7106,50.0266,0.0,31.0984,30.620801,False,False,False,1.147,2.1622,2.7746,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_only,REST,False,1.5307,1.3056,1.1186,1.1568,1.2238,1.3001,1.3805,1.4592,1.5141,96.1,0.2305,0.162615,False,False,False,0.1567,0.3024,0.3955,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,noise_only,M,True,19.8356,17.6508,2.0712,2.1222,20.573,22.1099,23.1106,23.8848,24.2341,24.38,2.2743,2.331755,False,True,True,2.5376,21.7626,22.1629,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,noise_only,L,True,5.4896,4.9482,0.8257,0.8516,5.3857,5.9965,6.45,6.8706,7.059,25.76,0.5069,0.566949,True,True,True,1.0643,6.0189,6.2333,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,noise_only,C,True,8.6077,7.9316,1.3064,1.3458,8.7572,9.6403,10.3519,10.9421,11.1996,24.58,1.0325,1.026423,False,True,True,1.5946,9.5963,9.8931,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,noise_only,KD,True,6.3223,4.4255,0.605,0.6308,4.7653,5.4783,5.792,6.0629,6.2268,96.46,0.844,0.864992,False,False,False,1.0267,5.4321,5.6218,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,noise_only,S,True,28.261,23.0854,3.479,3.5548,27.7856,29.1195,29.6631,30.0672,30.2968,27.74,0.8586,1.909868,True,True,True,1.8775,26.5124,26.8178,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,noise_only,V,True,8.0049,8.396,1.0741,1.102,9.2984,10.4748,11.1242,11.4627,11.6585,24.38,2.4699,1.755189,False,True,True,1.8258,10.3607,10.5845,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,noise_only,MP,True,4.4143,4.5468,0.7356,0.7594,4.8579,5.5719,5.9669,6.238,6.3866,24.38,1.1576,0.852012,False,True,True,1.109,5.4786,5.651,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,noise_only,SD,True,17.534,26.7194,5.8026,5.9203,6.3421,6.8363,7.4284,89.328,89.5272,75.62,10.6976,10.374824,False,True,True,1.0863,83.4077,83.7246,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,noise_only,REST,False,1.5307,2.2964,0.2416,0.2552,2.3548,2.8281,3.0538,3.2585,3.3855,24.38,1.2975,0.799434,False,True,True,0.699,3.0033,3.144,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_plus_noise,M,True,19.8356,14.313,0.547,0.5614,16.9357,18.3976,19.146,19.6353,19.8911,94.06,1.438,1.94951,False,False,True,2.2104,19.0738,19.3441,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_plus_noise,L,True,5.4896,3.8201,0.2093,0.2161,4.2468,4.7323,5.1286,5.5476,5.7029,87.6,0.7573,0.703576,False,True,True,0.8817,5.3315,5.4936,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_plus_noise,C,True,8.6077,6.9368,0.3758,0.3874,7.9231,8.6944,9.3167,9.8154,10.0461,45.22,0.0867,0.644398,True,True,True,1.3936,9.428,9.6703,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_plus_noise,KD,True,6.3223,3.2883,0.1471,0.1535,3.599,4.1549,4.4129,4.6529,4.8049,100.0,2.1674,2.168395,False,False,False,0.8139,4.4994,4.6578,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_plus_noise,S,True,28.261,20.051,0.99,1.0124,24.6106,25.8947,26.4814,26.9337,27.1848,99.96,2.3663,3.3559,False,False,False,1.8708,25.9213,26.1949,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_plus_noise,V,True,8.0049,6.1696,0.2577,0.2646,6.8813,7.858,8.4102,8.664,8.817,53.62,0.1469,0.636781,True,True,True,1.5289,8.3994,8.5592,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_plus_noise,MP,True,4.4143,3.2749,0.1741,0.1799,3.5602,4.1305,4.4376,4.63,4.7415,73.02,0.2838,0.385964,True,True,True,0.8774,4.4502,4.5675,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_plus_noise,SD,True,17.534,40.5397,20.1527,20.4992,21.7028,23.0846,24.69,97.1553,97.2124,0.0,5.5506,8.771338,False,False,False,2.9872,76.6561,77.0597,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,bias_plus_noise,REST,False,1.5307,1.6066,0.0549,0.0582,1.6691,2.0152,2.1812,2.3274,2.4162,24.38,0.4845,0.351843,False,True,True,0.5122,2.2692,2.3612,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,base,M,True,19.8356,18.797,18.1454,18.2829,18.526,18.7984,19.0575,19.3016,19.4522,99.26,1.0372,0.816143,False,False,False,0.5315,1.0187,1.3069,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,base,L,True,5.4896,5.6014,5.2328,5.3143,5.4426,5.5991,5.7542,5.8888,5.9763,31.58,0.1095,0.074006,True,True,True,0.3115,0.5745,0.7435,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,base,C,True,8.6077,8.9066,8.3966,8.5064,8.6835,8.8982,9.1197,9.3232,9.4538,17.72,0.2905,0.174102,False,True,True,0.4362,0.8168,1.0571,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,base,KD,True,6.3223,5.5057,5.0358,5.1352,5.2948,5.49,5.702,5.8957,6.0087,99.52,0.8323,0.649103,False,False,False,0.4071,0.7604,0.9729,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,base,S,True,28.261,26.5875,25.8558,26.0048,26.2888,26.5907,26.8864,27.1814,27.345,99.94,1.6703,1.417198,False,False,False,0.5976,1.1766,1.4892,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,base,V,True,8.0049,8.9012,8.4158,8.5248,8.6965,8.9002,9.0957,9.2825,9.3961,0.08,0.8954,0.728898,False,False,False,0.3992,0.7577,0.9804,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,base,MP,True,4.4143,5.002,4.6244,4.6986,4.8427,4.9961,5.1565,5.3121,5.4026,0.38,0.5818,0.454867,False,False,False,0.3138,0.6135,0.7781,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,base,SD,True,17.534,18.4916,17.8055,17.9481,18.2055,18.4923,18.7768,19.0349,19.2081,1.02,0.9583,0.720831,False,False,False,0.5714,1.0867,1.4026,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,base,REST,False,1.5307,2.2071,1.9032,1.9676,2.0757,2.1997,2.3327,2.4596,2.5294,0.0,0.669,0.569016,False,False,False,0.257,0.492,0.6262,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_only,M,True,19.8356,11.8942,11.4066,11.5142,11.6956,11.8922,12.0884,12.2804,12.3826,100.0,7.9434,7.773798,False,False,False,0.3928,0.7661,0.976,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_only,L,True,5.4896,3.4022,3.1633,3.214,3.3013,3.4009,3.5014,3.5889,3.6405,100.0,2.0887,2.004673,False,False,False,0.2001,0.3749,0.4773,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_only,C,True,8.6077,6.1307,5.7684,5.8479,5.972,6.1235,6.2839,6.4266,6.5201,100.0,2.4842,2.34845,False,False,False,0.3119,0.5787,0.7517,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_only,KD,True,6.3223,3.2035,2.9213,2.9802,3.0774,3.195,3.3209,3.4382,3.5062,100.0,3.1273,3.017348,False,False,False,0.2436,0.458,0.5849,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_only,S,True,28.261,18.1212,17.4941,17.6273,17.8554,18.1198,18.3832,18.6119,18.7714,100.0,10.1412,9.919124,False,False,False,0.5278,0.9846,1.2772,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_only,V,True,8.0049,5.1105,4.8246,4.8877,4.9888,5.1088,5.228,5.3341,5.4004,100.0,2.8961,2.795559,False,False,False,0.2392,0.4464,0.5757,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_only,MP,True,4.4143,2.8334,2.6147,2.6561,2.7374,2.8299,2.9252,3.0161,3.071,100.0,1.5844,1.502276,False,False,False,0.1877,0.36,0.4563,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_only,SD,True,17.534,48.1011,46.9528,47.1958,47.6319,48.1069,48.5786,49.0008,49.2819,0.0,30.573,30.168151,False,False,False,0.9466,1.805,2.3291,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_only,REST,False,1.5307,1.2032,1.0355,1.0714,1.1306,1.198,1.272,1.3424,1.3803,99.84,0.3327,0.268384,False,False,False,0.1414,0.271,0.3448,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,noise_only,M,True,19.8356,17.6096,2.1176,2.159,20.9205,22.0977,23.0139,23.7725,24.0281,24.48,2.2621,2.34762,False,True,True,2.0935,21.6135,21.9105,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,noise_only,L,True,5.4896,4.8536,0.8233,0.8499,5.312,5.8809,6.3441,6.7509,6.883,27.0,0.3913,0.511542,True,True,True,1.0321,5.901,6.0598,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,noise_only,C,True,8.6077,7.7278,1.3045,1.3361,8.6634,9.4068,10.0476,10.6469,10.8704,24.76,0.799,0.901677,False,True,True,1.3842,9.3108,9.5659,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,noise_only,KD,True,6.3223,4.9564,0.6956,0.7199,5.4667,6.1486,6.4804,6.7633,6.9288,62.96,0.1737,0.442103,True,True,True,1.0137,6.0433,6.2333,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,noise_only,S,True,28.261,23.5708,3.632,3.6954,28.498,29.7687,30.2756,30.6645,30.8821,24.64,1.5077,2.271269,False,True,True,1.7775,26.9691,27.2501,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,noise_only,V,True,8.0049,8.1785,1.0706,1.0955,9.0136,10.2253,10.8549,11.1602,11.3204,24.48,2.2205,1.608949,False,True,True,1.8413,10.0647,10.2497,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,noise_only,MP,True,4.4143,4.3542,0.7167,0.7409,4.6819,5.3434,5.6991,5.9579,6.0913,24.52,0.9291,0.72764,False,True,True,1.0172,5.217,5.3747,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,noise_only,SD,True,17.534,26.6548,5.7147,5.7999,6.1451,6.712,7.2591,89.1234,89.2807,75.52,10.8219,10.460373,False,True,True,1.114,83.3235,83.5661,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,noise_only,REST,False,1.5307,2.0943,0.2261,0.2384,2.1327,2.587,2.7909,2.9718,3.0799,24.48,1.0563,0.661393,False,True,True,0.6583,2.7333,2.8538,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_plus_noise,M,True,19.8356,14.3129,0.5609,0.572,17.2727,18.449,19.1435,19.5347,19.7391,96.3,1.3866,1.952334,False,False,False,1.8707,18.9627,19.1782,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_plus_noise,L,True,5.4896,3.7555,0.2093,0.2162,4.2072,4.6506,5.0831,5.4619,5.5789,91.3,0.839,0.760838,False,False,True,0.8759,5.2458,5.3696,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_plus_noise,C,True,8.6077,6.7731,0.3758,0.3852,7.8042,8.5124,9.0711,9.5702,9.7808,55.7,0.0953,0.623594,True,True,True,1.2669,9.185,9.405,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_plus_noise,KD,True,6.3223,3.691,0.1694,0.1755,4.1407,4.67,4.961,5.208,5.3476,100.0,1.6523,1.665243,False,False,False,0.8203,5.0325,5.1782,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_plus_noise,S,True,28.261,20.5186,1.0356,1.0547,25.341,26.5339,27.1179,27.5461,27.7929,99.26,1.7271,2.777187,False,False,False,1.7768,26.4914,26.7573,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-09-02,7,bias_plus_noise,V,True,8.0049,6.0237,0.2574,0.2635,6.7143,7.6914,8.2216,8.4621,8.5842,59.84,0.3135,0.650548,True,True,True,1.5073,8.1987,8.3268,4,"[2002, 2006, 2010, 2014]"
