forecast_cases,N,MAE,RMSE,mean_CRPS_8parties,mean_CRPS_all9,REST_CRPS,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,model,horizon_days
450,4050,0.09574997530864197,0.1407950037693801,0.09877852388888889,0.10034279308641976,0.11285694666666667,0.891358024691358,0.9839506172839506,0.9930864197530864,0.45851651851851843,0.8739745679012346,1.124760049382716,no_change,7
449,4041,0.16457418955704034,0.24195935428590865,0.13436319710467706,0.13332881365998517,0.12505374610244988,0.7255629794605296,0.9213066072754269,0.9643652561247216,0.4578296213808463,0.8726835436773077,1.1230822073744124,no_change,14
447,4023,0.29071936365896095,0.4356942172066128,0.22803766750559282,0.21864195898583147,0.1434762908277405,0.5068356947551579,0.7675863783246334,0.8550832711906537,0.45730974397216007,0.8716986825751927,1.1217908028834203,no_change,28
443,3987,0.515786556308001,0.7775037641940015,0.4342305939616252,0.4071908332079258,0.19087274717832955,0.3313268121394532,0.5410082768999247,0.6345623275645849,0.457479683972912,0.8720643842488086,1.1222952094306498,no_change,56
439,3951,0.6943205517590484,1.044384016504777,0.6139167098519361,0.5704980260693496,0.22314855580865606,0.27132371551505946,0.43027081751455326,0.516071880536573,0.4573287269045811,0.8717733485193623,1.1219271576815997,no_change,84
435,3915,0.8343857982120052,1.2514763427752764,0.7582313373563218,0.701548612771392,0.24808681609195404,0.22324393358876118,0.3823754789272031,0.453639846743295,0.45640237547892715,0.8699986462324393,1.1196217879948913,no_change,112
