forecast_cases,N,MAE,RMSE,mean_CRPS_8parties,mean_CRPS_all9,REST_CRPS,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,model,year_block,horizon_days
53,477,0.10668867924528302,0.15232255717908794,0.07964326650943397,0.07792214255765198,0.06415315094339623,0.5555555555555556,0.8301886792452831,0.9454926624737946,0.19784423480083857,0.36159224318658284,0.5047293501048218,symmetric_2y,2019,7
53,477,0.1905153039832285,0.27311922124719645,0.14468544811320755,0.1357855932914046,0.06458675471698112,0.5073375262054507,0.8553459119496856,0.9454926624737946,0.33284297693920334,0.6596360587002096,0.9122433962264151,symmetric_2y,2019,14
53,477,0.33871320754716977,0.5018423520700868,0.2666761910377359,0.24616478406708592,0.0820735283018868,0.5471698113207547,0.8532494758909853,0.9329140461215933,0.591874213836478,1.219633962264151,1.6493781970649897,symmetric_2y,2019,28
53,477,0.6000232704402515,0.8882717596983303,0.47788258962264146,0.4366618867924528,0.1068962641509434,0.5744234800838575,0.8721174004192872,0.939203354297694,1.0590379454926626,2.3150846960167715,3.004490985324947,symmetric_2y,2019,56
53,477,0.8207693920335428,1.2005838822343577,0.6507732287735849,0.5928671194968553,0.12961824528301888,0.5513626834381551,0.8867924528301887,0.9350104821802935,1.4536779874213834,3.1985029350104823,4.1657819706498955,symmetric_2y,2019,84
53,477,0.9965186582809223,1.4951280811474446,0.8082908396226416,0.7343963941299791,0.14324083018867922,0.549266247379455,0.8846960167714885,0.9412997903563941,1.7516519916142559,3.894041719077568,5.0941819706498945,symmetric_2y,2019,112
52,468,0.09784123931623931,0.16515446667664746,0.07657905288461539,0.07543742521367522,0.06630440384615385,0.5833333333333334,0.8247863247863247,0.9123931623931624,0.17874914529914526,0.34654978632478634,0.4618972222222222,symmetric_2y,2020,7
52,468,0.17222970085470085,0.2978520469634914,0.13665059375,0.12921185683760683,0.06970196153846155,0.5341880341880342,0.8568376068376068,0.9337606837606838,0.3092948717948718,0.6187523504273504,0.8403049145299145,symmetric_2y,2020,14
52,468,0.3193713675213675,0.5572682416596096,0.2577355817307692,0.2374262478632479,0.07495157692307691,0.5299145299145299,0.8824786324786325,0.9508547008547008,0.5569262820512819,1.1400228632478633,1.5316147435897434,symmetric_2y,2020,28
52,468,0.5897418803418804,1.026737843020602,0.4789434014423077,0.43625850427350427,0.09477932692307692,0.532051282051282,0.9102564102564102,0.9508547008547008,1.0458818376068377,2.15004594017094,2.7202320512820513,symmetric_2y,2020,56
52,468,0.7764903846153847,1.3378214918355489,0.6429643629807692,0.5842281666666665,0.11433859615384613,0.5790598290598291,0.8995726495726496,0.9423076923076923,1.4527472222222224,2.9271598290598293,3.6486861111111106,symmetric_2y,2020,84
52,468,0.8643869658119658,1.4725656204089028,0.7295361802884615,0.6628105747863247,0.12900573076923078,0.6025641025641025,0.9017094017094017,0.9615384615384616,1.7988452991452992,3.6045286324786323,4.4440901709401714,symmetric_2y,2020,112
52,468,0.09595320512820511,0.1407051381344544,0.07325393990384614,0.07222291452991454,0.06397471153846153,0.5149572649572649,0.75,0.8482905982905983,0.1550647435897436,0.3070094017094018,0.3938568376068376,symmetric_2y,2021,7
52,468,0.15402884615384616,0.22391717123224286,0.11901519230769231,0.1128899123931624,0.06388767307692308,0.47649572649572647,0.7564102564102564,0.8717948717948718,0.2683358974358974,0.4967188034188034,0.6743767094017094,symmetric_2y,2021,14
52,468,0.26177158119658117,0.3901140831388273,0.20721889423076922,0.1933960534188034,0.08281332692307693,0.4807692307692308,0.7735042735042735,0.8675213675213675,0.45716987179487184,0.9065232905982905,1.1779440170940172,symmetric_2y,2021,28
52,468,0.47559252136752134,0.6913541076299121,0.372419139423077,0.3443576752136752,0.11986596153846153,0.4893162393162393,0.7841880341880342,0.8568376068376068,0.8300957264957265,1.6754363247863249,2.1619111111111113,symmetric_2y,2021,56
52,468,0.6585002136752137,0.9477787121366925,0.51131375,0.4725302863247864,0.16226257692307697,0.4551282051282051,0.7799145299145299,0.8611111111111112,1.1431066239316239,2.3289540598290595,2.9643527777777776,symmetric_2y,2021,84
52,468,0.8105722222222222,1.1768564712173502,0.6265121923076922,0.5762879572649573,0.17449407692307692,0.4188034188034188,0.7756410256410257,0.8888888888888888,1.40448141025641,2.834597008547009,3.697086324786324,symmetric_2y,2021,112
52,468,0.12450833333333335,0.17604351880379043,0.0922192860576923,0.09191504700854702,0.0894811346153846,0.42094017094017094,0.6837606837606838,0.8141025641025641,0.18671495726495727,0.3268856837606837,0.41977756410256406,symmetric_2y,2022,7
52,468,0.21636282051282052,0.2972261506250495,0.16077059615384617,0.15782668376068376,0.13427538461538463,0.34615384615384615,0.6623931623931624,0.8141025641025641,0.2818258547008547,0.5340632478632479,0.7114814102564102,symmetric_2y,2022,14
52,468,0.3849991452991453,0.52139848927225,0.2887587139423077,0.2793338418803419,0.2039348653846154,0.3504273504273504,0.6623931623931624,0.8076923076923077,0.4695583333333333,0.9016081196581197,1.2403965811965811,symmetric_2y,2022,28
52,468,0.676528205128205,0.9016290550949726,0.5128501634615386,0.4938827692307692,0.3421436153846154,0.34615384615384615,0.6047008547008547,0.7713675213675214,0.8669354700854701,1.5822553418803418,2.1687675213675215,symmetric_2y,2022,56
52,468,0.8837831196581196,1.194221211200861,0.6818230456730768,0.6500849166666667,0.3961798846153846,0.3525641025641026,0.594017094017094,0.75,1.182630128205128,2.135582478632479,2.8776944444444443,symmetric_2y,2022,84
52,468,1.0357504273504274,1.4163865100058302,0.8025000120192308,0.761819202991453,0.4363727307692307,0.38675213675213677,0.594017094017094,0.7008547008547008,1.4311181623931624,2.5886386752136756,3.3893309829059826,symmetric_2y,2022,112
52,468,0.059743162393162394,0.09503492385505842,0.04906083894230769,0.05050686538461539,0.06207507692307691,0.6901709401709402,0.8803418803418803,0.9316239316239316,0.1733613247863248,0.33197991452991454,0.43170042735042735,symmetric_2y,2023,7
52,468,0.10216944444444445,0.1567908127868434,0.08485427403846155,0.08307912606837607,0.0688779423076923,0.6452991452991453,0.9487179487179487,0.9722222222222222,0.28373076923076923,0.5642213675213675,0.7388799145299146,symmetric_2y,2023,14
52,468,0.18272970085470086,0.28321004859279203,0.15596595673076927,0.14833915170940168,0.08732471153846152,0.7222222222222222,0.9294871794871795,0.9722222222222222,0.480432264957265,0.9894344017094017,1.3126856837606837,symmetric_2y,2023,28
52,468,0.32479316239316236,0.5245701842510001,0.2862049278846154,0.2683382158119658,0.12540451923076923,0.7564102564102564,0.9316239316239316,0.9658119658119658,0.8724739316239316,1.8073153846153844,2.291314102564103,symmetric_2y,2023,56
52,468,0.44348461538461537,0.7313259778631113,0.3970066177884615,0.3690491282051282,0.14538921153846154,0.7606837606837606,0.9294871794871795,0.9615384615384616,1.1889976495726498,2.4562521367521364,3.1128053418803416,symmetric_2y,2023,84
52,468,0.5452876068376068,0.8896012419382741,0.49097405048076925,0.4547609700854701,0.16505632692307695,0.7713675213675214,0.9252136752136753,0.9551282051282052,1.4433339743589741,3.021589102564102,3.6588893162393163,symmetric_2y,2023,112
53,477,0.08904989517819706,0.12944540628213566,0.06288830660377359,0.06736160796645703,0.10314801886792453,0.5136268343815513,0.8029350104821803,0.9014675052410901,0.11825136268343817,0.3062121593291405,0.3818207547169811,symmetric_2y,2024,7
53,477,0.1346840670859539,0.19063435425720307,0.09967745518867925,0.10019096645702306,0.10429905660377359,0.5073375262054507,0.8029350104821803,0.9161425576519916,0.2606813417190776,0.4737473794549266,0.6616821802935011,symmetric_2y,2024,14
53,477,0.22112452830188678,0.3143265470765474,0.16810549056603774,0.1640416750524109,0.13153115094339624,0.5828092243186582,0.8280922431865828,0.9245283018867925,0.3946417190775681,0.8490914046121594,1.184079245283019,symmetric_2y,2024,28
53,477,0.3741683438155136,0.5261944025417292,0.2919149363207547,0.279168461215933,0.17719666037735854,0.5849056603773585,0.8280922431865828,0.9287211740041929,0.7236377358490567,1.533814465408805,2.1307964360587,symmetric_2y,2024,56
53,477,0.48390649895178195,0.67834184934311,0.3864073985849056,0.36352474842767296,0.18046354716981133,0.59958071278826,0.8406708595387841,0.9412997903563941,0.9823207547169811,2.0968792452830187,2.899032075471698,symmetric_2y,2024,84
53,477,0.5606148846960167,0.7985080007449323,0.4486275825471699,0.41761000838574425,0.1694694150943396,0.6121593291404612,0.859538784067086,0.9538784067085954,1.173411111111111,2.5319092243186585,3.5230350104821806,symmetric_2y,2024,112
