model,origin_date,target_date,horizon_days,split,party,is_parliamentary,point_forecast,predictive_mean,actual,error,absolute_error,squared_error,p05,p10,p25,p50,p75,p90,p95,interval50_contains_actual,interval80_contains_actual,interval90_contains_actual,width_50,width_80,width_90,crps,samples_count,seed,origin_estimate_date,origin_estimate_age_days
empirical_raw,2018-01-01,2018-04-23,112,Development,S,True,28.6108,28.1306,26.7,1.9108,1.9108,3.651184,24.4612,25.8257,27.3368,28.6108,29.2571,29.7232,29.8269,0,1,1,1.9203,3.8974,5.3657,1.058646,5000,1003875504,2018-01-01,0
empirical_raw,2018-01-01,2018-04-23,112,Development,V,True,7.5729,7.6422,8.0,-0.4271,0.4271,0.182426,7.1644,7.2174,7.3566,7.5729,7.8271,8.1292,8.5245,0,1,1,0.4706,0.9118,1.3601,0.252632,5000,1003875504,2018-01-01,0
empirical_raw,2018-01-01,2018-04-23,112,Development,MP,True,3.7826,3.7619,4.1,-0.3174,0.3174,0.100738,3.0618,3.2856,3.5607,3.7826,3.9833,4.2534,4.3225,0,1,1,0.4226,0.9678,1.2606,0.196022,5000,1003875504,2018-01-01,0
empirical_raw,2018-01-01,2018-04-23,112,Development,SD,True,17.1041,17.0528,18.2,-1.0959,1.0959,1.200946,14.1176,14.6886,15.9871,17.1041,17.9958,19.5815,20.0907,0,1,1,2.0087,4.8928,5.9731,0.697874,5000,1003875504,2018-01-01,0
empirical_raw,2018-01-01,2018-04-23,112,Development,REST,False,2.7978,2.8573,3.2,-0.4022,0.4022,0.161771,2.4735,2.555,2.6855,2.7978,2.9781,3.2023,3.5108,0,1,1,0.2927,0.6472,1.0372,0.252745,5000,1003875504,2018-01-01,0
empirical_raw,2018-01-08,2018-01-15,7,Development,M,True,23.3916,23.3937,23.7,-0.3084,0.3084,0.095083,22.9988,23.1223,23.2195,23.3916,23.5223,23.7119,23.9023,0,1,1,0.3028,0.5896,0.9035,0.205808,5000,1153807190,2018-01-08,0
empirical_raw,2018-01-08,2018-01-15,7,Development,L,True,4.8988,4.8962,4.8,0.0988,0.0988,0.009756,4.7981,4.8011,4.8162,4.8988,4.9078,4.9953,5.0008,0,0,1,0.0916,0.1941,0.2028,0.060439,5000,1153807190,2018-01-08,0
empirical_raw,2018-01-08,2018-01-15,7,Development,C,True,9.3,9.3215,9.2,0.1,0.1,0.009997,9.1197,9.1517,9.2377,9.3,9.4249,9.452,9.5428,0,1,1,0.1872,0.3004,0.4231,0.072866,5000,1153807190,2018-01-08,0
empirical_raw,2018-01-08,2018-01-15,7,Development,KD,True,2.9991,2.9916,3.0,-0.0009,0.0009,1e-06,2.9068,2.911,2.9931,2.9991,3.0012,3.0815,3.0938,1,1,1,0.008,0.1705,0.187,0.007036,5000,1153807190,2018-01-08,0
empirical_raw,2018-01-08,2018-01-15,7,Development,S,True,28.2911,28.2774,28.2,0.0911,0.0911,0.008307,27.975,28.0703,28.1888,28.2911,28.3916,28.4959,28.5629,1,1,1,0.2028,0.4256,0.5879,0.052232,5000,1153807190,2018-01-08,0
empirical_raw,2018-01-08,2018-01-15,7,Development,V,True,7.4991,7.5088,7.5,-0.0009,0.0009,1e-06,7.3789,7.3891,7.4922,7.4991,7.5949,7.6128,7.6193,1,1,1,0.1027,0.2237,0.2404,0.014086,5000,1153807190,2018-01-08,0
empirical_raw,2018-01-08,2018-01-15,7,Development,MP,True,4.0984,4.0847,4.1,-0.0016,0.0016,2e-06,3.986,4.0047,4.0368,4.0984,4.1016,4.1653,4.197,1,1,1,0.0648,0.1606,0.211,0.010482,5000,1153807190,2018-01-08,0
empirical_raw,2018-01-08,2018-01-15,7,Development,SD,True,16.6047,16.6316,16.6,0.0047,0.0047,2.2e-05,16.341,16.4244,16.5121,16.6047,16.7124,16.8251,16.906,1,1,1,0.2002,0.4007,0.565,0.03659,5000,1153807190,2018-01-08,0
empirical_raw,2018-01-08,2018-01-15,7,Development,REST,False,2.8992,2.8946,2.9,-0.0008,0.0008,1e-06,2.7072,2.7251,2.8042,2.8992,2.9945,3.0661,3.1059,1,1,1,0.1903,0.3409,0.3987,0.024482,5000,1153807190,2018-01-08,0
empirical_raw,2018-01-08,2018-01-22,14,Development,M,True,23.3663,23.3806,23.8,-0.4337,0.4337,0.188131,22.6745,22.9043,23.0932,23.3663,23.6423,23.9789,24.2598,0,1,1,0.5491,1.0746,1.5853,0.274097,5000,1662220056,2018-01-08,0
empirical_raw,2018-01-08,2018-01-22,14,Development,L,True,4.897,4.8926,4.8,0.097,0.097,0.009406,4.701,4.7145,4.8001,4.897,4.9917,5.0818,5.095,0,1,1,0.1916,0.3673,0.394,0.052768,5000,1662220056,2018-01-08,0
empirical_raw,2018-01-08,2018-01-22,14,Development,C,True,9.3014,9.3458,9.3,0.0014,0.0014,2e-06,8.9441,9.0256,9.1887,9.3014,9.4379,9.611,9.7123,1,1,1,0.2492,0.5855,0.7681,0.045947,5000,1662220056,2018-01-08,0
empirical_raw,2018-01-08,2018-01-22,14,Development,KD,True,2.9975,2.9865,2.9,0.0975,0.0975,0.009511,2.8515,2.9029,2.9133,2.9975,3.0054,3.0909,3.0982,0,0,1,0.0921,0.1881,0.2467,0.048904,5000,1662220056,2018-01-08,0
empirical_raw,2018-01-08,2018-01-22,14,Development,S,True,28.2756,28.2612,28.1,0.1756,0.1756,0.030841,27.7327,27.8609,28.088,28.2756,28.4531,28.6675,28.8018,1,1,1,0.3651,0.8066,1.0691,0.106036,5000,1662220056,2018-01-08,0
empirical_raw,2018-01-08,2018-01-22,14,Development,V,True,7.4982,7.515,7.6,-0.1018,0.1018,0.010356,7.2792,7.3756,7.4223,7.4982,7.6002,7.697,7.7385,1,1,1,0.1779,0.3213,0.4593,0.051423,5000,1662220056,2018-01-08,0
empirical_raw,2018-01-08,2018-01-22,14,Development,MP,True,4.0943,4.0666,4.0,0.0943,0.0943,0.008885,3.8958,3.9283,3.9997,4.0943,4.1116,4.1936,4.2086,1,1,1,0.1119,0.2653,0.3128,0.042483,5000,1662220056,2018-01-08,0
empirical_raw,2018-01-08,2018-01-22,14,Development,SD,True,16.6767,16.6567,16.6,0.0767,0.0767,0.005877,16.115,16.2579,16.4948,16.6767,16.8497,16.9956,17.0991,1,1,1,0.3549,0.7377,0.9842,0.069444,5000,1662220056,2018-01-08,0
empirical_raw,2018-01-08,2018-01-22,14,Development,REST,False,2.8983,2.895,2.9,-0.0017,0.0017,3e-06,2.6904,2.7143,2.8011,2.8983,2.9963,3.099,3.1176,1,1,1,0.1952,0.3848,0.4272,0.030138,5000,1662220056,2018-01-08,0
empirical_raw,2018-01-08,2018-02-05,28,Development,M,True,23.2734,23.3772,23.5,-0.2266,0.2266,0.051357,21.9744,22.5168,22.7991,23.2734,23.8952,24.5372,24.9299,1,1,1,1.0961,2.0204,2.9555,0.210231,5000,1668960170,2018-01-08,0
empirical_raw,2018-01-08,2018-02-05,28,Development,L,True,4.8927,4.8836,4.8,0.0927,0.0927,0.008595,4.5665,4.6094,4.7043,4.8927,5.0133,5.184,5.2752,1,1,1,0.3091,0.5746,0.7088,0.06188,5000,1668960170,2018-01-08,0
empirical_raw,2018-01-08,2018-02-05,28,Development,C,True,9.3215,9.3883,9.3,0.0215,0.0215,0.000461,8.6734,8.8316,9.1569,9.3215,9.6569,9.8858,10.0906,1,1,1,0.5,1.0542,1.4171,0.088277,5000,1668960170,2018-01-08,0
empirical_raw,2018-01-08,2018-02-05,28,Development,KD,True,2.9882,2.9731,3.0,-0.0118,0.0118,0.000139,2.7792,2.8144,2.9009,2.9882,3.0748,3.1492,3.1957,1,1,1,0.1739,0.3348,0.4165,0.033301,5000,1668960170,2018-01-08,0
empirical_raw,2018-01-08,2018-02-05,28,Development,S,True,28.2474,28.2289,28.0,0.2474,0.2474,0.061207,27.2635,27.6213,27.8806,28.2474,28.5324,28.9896,29.203,1,1,1,0.6518,1.3682,1.9396,0.16419,5000,1668960170,2018-01-08,0
empirical_raw,2018-01-08,2018-02-05,28,Development,V,True,7.5063,7.5292,7.7,-0.1937,0.1937,0.037516,7.1665,7.2744,7.3878,7.5063,7.6275,7.8214,7.8734,0,1,1,0.2396,0.547,0.7068,0.104568,5000,1668960170,2018-01-08,0
empirical_raw,2018-01-08,2018-02-05,28,Development,MP,True,4.071,4.0363,4.0,0.071,0.071,0.005039,3.7527,3.8324,3.9172,4.071,4.1633,4.2153,4.2759,1,1,1,0.2461,0.383,0.5231,0.044943,5000,1668960170,2018-01-08,0
empirical_raw,2018-01-08,2018-02-05,28,Development,SD,True,16.6914,16.7012,16.8,-0.1086,0.1086,0.011786,15.8536,15.9982,16.3822,16.6914,17.088,17.3998,17.5705,1,1,1,0.7058,1.4016,1.7168,0.133677,5000,1668960170,2018-01-08,0
empirical_raw,2018-01-08,2018-02-05,28,Development,REST,False,2.8919,2.8824,2.9,-0.0081,0.0081,6.6e-05,2.6191,2.6899,2.7895,2.8919,2.9965,3.1028,3.2085,1,1,1,0.207,0.4129,0.5894,0.040074,5000,1668960170,2018-01-08,0
empirical_raw,2018-01-08,2018-03-05,56,Development,M,True,23.0525,23.3094,23.0,0.0525,0.0525,0.002753,20.5716,21.8719,22.2366,23.0525,24.2261,25.4339,26.694,1,1,1,1.9894,3.562,6.1224,0.345967,5000,922435064,2018-01-08,0
empirical_raw,2018-01-08,2018-03-05,56,Development,L,True,4.8835,4.8722,4.7,0.1835,0.1835,0.033672,4.3337,4.4099,4.5595,4.8835,5.1497,5.3876,5.4727,1,1,1,0.5902,0.9777,1.139,0.121361,5000,922435064,2018-01-08,0
empirical_raw,2018-01-08,2018-03-05,56,Development,C,True,9.4134,9.5172,9.5,-0.0866,0.0866,0.007507,8.1638,8.4835,9.099,9.4134,9.9189,10.5506,11.2242,1,1,1,0.8199,2.0671,3.0603,0.162496,5000,922435064,2018-01-08,0
empirical_raw,2018-01-08,2018-03-05,56,Development,KD,True,2.9175,2.9507,3.2,-0.2825,0.2825,0.079832,2.6904,2.7239,2.8138,2.9175,3.083,3.1924,3.2233,0,0,1,0.2692,0.4686,0.5329,0.16548,5000,922435064,2018-01-08,0
empirical_raw,2018-01-08,2018-03-05,56,Development,S,True,28.2741,28.1476,27.9,0.3741,0.3741,0.139937,26.0746,27.0198,27.5009,28.2741,28.6998,29.4487,29.6604,1,1,1,1.1989,2.4289,3.5858,0.271104,5000,922435064,2018-01-08,0
empirical_raw,2018-01-08,2018-03-05,56,Development,V,True,7.5672,7.5457,7.8,-0.2328,0.2328,0.054208,6.8434,7.1552,7.3596,7.5672,7.7752,7.9485,8.0723,0,1,1,0.4156,0.7932,1.2289,0.149945,5000,922435064,2018-01-08,0
empirical_raw,2018-01-08,2018-03-05,56,Development,MP,True,3.9888,3.9712,3.9,0.0888,0.0888,0.007889,3.5177,3.635,3.8149,3.9888,4.1654,4.286,4.3382,1,1,1,0.3505,0.651,0.8205,0.074951,5000,922435064,2018-01-08,0
empirical_raw,2018-01-08,2018-03-05,56,Development,SD,True,16.8369,16.8167,17.2,-0.3631,0.3631,0.131854,14.9745,15.5383,16.2137,16.8369,17.4171,18.2325,18.5609,1,1,1,1.2034,2.6942,3.5865,0.276315,5000,922435064,2018-01-08,0
empirical_raw,2018-01-08,2018-03-05,56,Development,REST,False,2.8247,2.8693,2.8,0.0247,0.0247,0.000608,2.4503,2.5883,2.7136,2.8247,2.9985,3.1991,3.3329,1,1,1,0.2849,0.6108,0.8826,0.053909,5000,922435064,2018-01-08,0
empirical_raw,2018-01-08,2018-04-02,84,Development,M,True,22.8077,23.2053,22.6,0.2077,0.2077,0.043152,19.4778,21.1984,21.7058,22.8077,24.3233,25.8006,28.7548,1,1,1,2.6174,4.6022,9.2771,0.478787,5000,1689621030,2018-01-08,0
empirical_raw,2018-01-08,2018-04-02,84,Development,L,True,4.8746,4.8559,4.6,0.2746,0.2746,0.07538,4.1758,4.248,4.4945,4.8746,5.197,5.4738,5.5833,1,1,1,0.7025,1.2258,1.4075,0.166996,5000,1689621030,2018-01-08,0
empirical_raw,2018-01-08,2018-04-02,84,Development,C,True,9.5693,9.6676,9.5,0.0693,0.0693,0.004797,7.7121,8.3482,8.9571,9.5693,10.1892,11.0482,12.3531,1,1,1,1.2321,2.7,4.641,0.24136,5000,1689621030,2018-01-08,0
empirical_raw,2018-01-08,2018-04-02,84,Development,KD,True,2.9113,2.9349,3.4,-0.4887,0.4887,0.23881,2.6058,2.6789,2.8095,2.9113,3.0768,3.1888,3.2975,0,0,0,0.2673,0.5099,0.6917,0.358577,5000,1689621030,2018-01-08,0
empirical_raw,2018-01-08,2018-04-02,84,Development,S,True,28.4327,28.0945,27.6,0.8327,0.8327,0.693354,25.2691,26.3712,27.2987,28.4327,28.9395,29.7238,29.8787,1,1,1,1.6408,3.3526,4.6096,0.466895,5000,1689621030,2018-01-08,0
empirical_raw,2018-01-08,2018-04-02,84,Development,V,True,7.5729,7.5869,7.8,-0.2271,0.2271,0.05157,6.9919,7.1613,7.3775,7.5729,7.7872,8.0645,8.2736,0,1,1,0.4097,0.9033,1.2816,0.138199,5000,1689621030,2018-01-08,0
empirical_raw,2018-01-08,2018-04-02,84,Development,MP,True,3.9169,3.9109,4.0,-0.0831,0.0831,0.006899,3.3067,3.4654,3.7238,3.9169,4.1502,4.3262,4.397,1,1,1,0.4264,0.8607,1.0903,0.079812,5000,1689621030,2018-01-08,0
empirical_raw,2018-01-08,2018-04-02,84,Development,SD,True,17.0127,16.8801,17.4,-0.3873,0.3873,0.150021,14.4292,15.0056,16.0385,17.0127,17.595,19.0159,19.3327,1,1,1,1.5565,4.0103,4.9035,0.368592,5000,1689621030,2018-01-08,0
