forecast_cases,N,MAE,RMSE,mean_CRPS_8parties,mean_CRPS_all9,REST_CRPS,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,model,horizon_days
398,3582,0.09283216080402011,0.1394229853511289,0.06969842399497488,0.07068448855388051,0.07857300502512563,0.5058626465661642,0.7800111669458403,0.8777219430485762,0.1480074260189838,0.30989302065884977,0.4171286152987158,empirical_raw,7
397,3573,0.15591486146095718,0.23491104604125587,0.11909608847607052,0.11568501287433527,0.08839640806045339,0.5015393226980128,0.7951301427371956,0.903162608452281,0.2681019311502939,0.5175374755107752,0.7225386509935628,empirical_raw,14
395,3555,0.2763473417721519,0.4219451381140196,0.2144873161392405,0.2031353127988748,0.11231928607594936,0.490014064697609,0.809845288326301,0.9035161744022504,0.449848523206751,0.9215404781997187,1.2888736708860755,empirical_raw,28
391,3519,0.49520073884626314,0.7619068156522985,0.3874378804347826,0.3623730980392157,0.1618548388746803,0.4933219664677465,0.8064791133844842,0.907075873827792,0.8095602443876101,1.661046803069054,2.3445497300369422,empirical_raw,56
387,3483,0.6701253517082975,1.0304250223438913,0.5261264434754522,0.4882165862761986,0.1849377286821705,0.4923916164226242,0.7987367212173414,0.9061154177433247,1.0921963824289405,2.2633503875968994,3.210064656904967,empirical_raw,84
383,3447,0.8012111981433131,1.2399906477463467,0.6327614562663186,0.5843245961705832,0.19682971540469976,0.49057151145923994,0.7995358282564549,0.9022338265158109,1.3162731070496083,2.7963301421525966,3.9300292138091097,empirical_raw,112
