model,origin_date,target_date,horizon_days,split,party,is_parliamentary,point_forecast,predictive_mean,actual,error,absolute_error,squared_error,p05,p10,p25,p50,p75,p90,p95,interval50_contains_actual,interval80_contains_actual,interval90_contains_actual,width_50,width_80,width_90,crps,samples_count,seed,origin_estimate_date,origin_estimate_age_days
point_persistence,2018-01-08,2018-02-05,28,Development,M,True,23.4,23.4,23.5,-0.1,0.1,0.01,23.4,23.4,23.4,23.4,23.4,23.4,23.4,0,0,0,0.0,0.0,0.0,0.1,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-02-05,28,Development,L,True,4.9,4.9,4.8,0.1,0.1,0.01,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0,0,0,0.0,0.0,0.0,0.1,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-02-05,28,Development,C,True,9.3,9.3,9.3,0.0,0.0,0.0,9.3,9.3,9.3,9.3,9.3,9.3,9.3,1,1,1,0.0,0.0,0.0,0.0,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-02-05,28,Development,KD,True,3.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,1,1,0.0,0.0,0.0,0.0,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-02-05,28,Development,S,True,28.3,28.3,28.0,0.3,0.3,0.09,28.3,28.3,28.3,28.3,28.3,28.3,28.3,0,0,0,0.0,0.0,0.0,0.3,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-02-05,28,Development,V,True,7.5,7.5,7.7,-0.2,0.2,0.04,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0.0,0.0,0.0,0.2,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-02-05,28,Development,MP,True,4.1,4.1,4.0,0.1,0.1,0.01,4.1,4.1,4.1,4.1,4.1,4.1,4.1,0,0,0,0.0,0.0,0.0,0.1,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-02-05,28,Development,SD,True,16.6,16.6,16.8,-0.2,0.2,0.04,16.6,16.6,16.6,16.6,16.6,16.6,16.6,0,0,0,0.0,0.0,0.0,0.2,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-02-05,28,Development,REST,False,2.9,2.9,2.9,0.0,0.0,0.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,1,1,1,0.0,0.0,0.0,-0.0,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-03-05,56,Development,M,True,23.4,23.4,23.0,0.4,0.4,0.16,23.4,23.4,23.4,23.4,23.4,23.4,23.4,0,0,0,0.0,0.0,0.0,0.4,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-03-05,56,Development,L,True,4.9,4.9,4.7,0.2,0.2,0.04,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0,0,0,0.0,0.0,0.0,0.2,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-03-05,56,Development,C,True,9.3,9.3,9.5,-0.2,0.2,0.04,9.3,9.3,9.3,9.3,9.3,9.3,9.3,0,0,0,0.0,0.0,0.0,0.2,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-03-05,56,Development,KD,True,3.0,3.0,3.2,-0.2,0.2,0.04,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0.0,0.0,0.0,0.2,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-03-05,56,Development,S,True,28.3,28.3,27.9,0.4,0.4,0.16,28.3,28.3,28.3,28.3,28.3,28.3,28.3,0,0,0,0.0,0.0,0.0,0.4,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-03-05,56,Development,V,True,7.5,7.5,7.8,-0.3,0.3,0.09,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0.0,0.0,0.0,0.3,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-03-05,56,Development,MP,True,4.1,4.1,3.9,0.2,0.2,0.04,4.1,4.1,4.1,4.1,4.1,4.1,4.1,0,0,0,0.0,0.0,0.0,0.2,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-03-05,56,Development,SD,True,16.6,16.6,17.2,-0.6,0.6,0.36,16.6,16.6,16.6,16.6,16.6,16.6,16.6,0,0,0,0.0,0.0,0.0,0.6,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-03-05,56,Development,REST,False,2.9,2.9,2.8,0.1,0.1,0.01,2.9,2.9,2.9,2.9,2.9,2.9,2.9,0,0,0,0.0,0.0,0.0,0.1,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-02,84,Development,M,True,23.4,23.4,22.6,0.8,0.8,0.64,23.4,23.4,23.4,23.4,23.4,23.4,23.4,0,0,0,0.0,0.0,0.0,0.8,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-02,84,Development,L,True,4.9,4.9,4.6,0.3,0.3,0.09,4.9,4.9,4.9,4.9,4.9,4.9,4.9,0,0,0,0.0,0.0,0.0,0.3,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-02,84,Development,C,True,9.3,9.3,9.5,-0.2,0.2,0.04,9.3,9.3,9.3,9.3,9.3,9.3,9.3,0,0,0,0.0,0.0,0.0,0.2,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-02,84,Development,KD,True,3.0,3.0,3.4,-0.4,0.4,0.16,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0.0,0.0,0.0,0.4,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-02,84,Development,S,True,28.3,28.3,27.6,0.7,0.7,0.49,28.3,28.3,28.3,28.3,28.3,28.3,28.3,0,0,0,0.0,0.0,0.0,0.7,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-02,84,Development,V,True,7.5,7.5,7.8,-0.3,0.3,0.09,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0.0,0.0,0.0,0.3,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-02,84,Development,MP,True,4.1,4.1,4.0,0.1,0.1,0.01,4.1,4.1,4.1,4.1,4.1,4.1,4.1,0,0,0,0.0,0.0,0.0,0.1,5000,1358631385,2018-01-08,0
point_persistence,2018-01-08,2018-04-02,84,Development,SD,True,16.6,16.6,17.4,-0.8,0.8,0.64,16.6,16.6,16.6,16.6,16.6,16.6,16.6,0,0,0,0.0,0.0,0.0,0.8,5000,1358631385,2018-01-08,0
