model,horizon_days,party,cases,mean_crps,coverage_50,coverage_90,mean_width_50,mean_width_90
endpoint_fan,18,KD,198,0.129383,0.646465,0.974747,0.328114,1.011646
endpoint_fan,18,L,198,0.082772,0.555556,0.929293,0.218814,0.528161
endpoint_fan,18,M,198,0.190499,0.848485,0.994949,0.774522,1.908714
endpoint_fan,18,MP,198,0.095316,0.626263,0.974747,0.264129,0.823712
endpoint_fan,18,S,198,0.29261,0.671717,0.959596,0.876176,2.446973
endpoint_fan,18,SD,198,0.227695,0.772727,0.989899,0.819667,2.281648
endpoint_fan,18,V,198,0.119909,0.636364,0.979798,0.31911,1.126131
endpoint_fan,19,C,198,0.111823,0.606061,0.954545,0.308839,0.887083
endpoint_fan,19,KD,198,0.133454,0.616162,0.969697,0.328114,1.011646
endpoint_fan,19,L,198,0.08478,0.545455,0.924242,0.218814,0.528161
endpoint_fan,19,M,198,0.196731,0.833333,0.989899,0.774522,1.908714
endpoint_fan,19,MP,198,0.098475,0.616162,0.969697,0.264129,0.823712
endpoint_fan,19,S,198,0.302107,0.671717,0.959596,0.876176,2.446973
endpoint_fan,19,SD,198,0.236603,0.747475,0.989899,0.819667,2.281648
endpoint_fan,19,V,198,0.123603,0.606061,0.969697,0.31911,1.126131
endpoint_fan,20,C,198,0.115066,0.590909,0.949495,0.308839,0.887083
endpoint_fan,20,KD,198,0.139194,0.59596,0.964646,0.328114,1.011646
endpoint_fan,20,L,198,0.088959,0.525253,0.909091,0.218814,0.528161
endpoint_fan,20,M,198,0.202402,0.808081,0.984848,0.774522,1.908714
endpoint_fan,20,MP,198,0.103743,0.590909,0.964646,0.264129,0.823712
endpoint_fan,20,S,198,0.31219,0.641414,0.959596,0.876176,2.446973
endpoint_fan,20,SD,198,0.24205,0.732323,0.989899,0.819667,2.281648
endpoint_fan,20,V,198,0.128336,0.60101,0.959596,0.31911,1.126131
endpoint_fan,21,C,198,0.120828,0.570707,0.934343,0.308839,0.887083
endpoint_fan,21,KD,198,0.144191,0.575758,0.954545,0.328114,1.011646
endpoint_fan,21,L,198,0.091131,0.510101,0.914141,0.218814,0.528161
endpoint_fan,21,M,198,0.206476,0.782828,0.984848,0.774522,1.908714
endpoint_fan,21,MP,198,0.104631,0.611111,0.949495,0.264129,0.823712
endpoint_fan,21,S,198,0.324927,0.626263,0.959596,0.876176,2.446973
endpoint_fan,21,SD,198,0.244617,0.717172,0.984848,0.819667,2.281648
endpoint_fan,21,V,198,0.129962,0.616162,0.954545,0.31911,1.126131
endpoint_fan,22,C,198,0.122727,0.560606,0.929293,0.308839,0.887083
endpoint_fan,22,KD,198,0.148886,0.545455,0.954545,0.328114,1.011646
endpoint_fan,22,L,198,0.092304,0.505051,0.90404,0.218814,0.528161
endpoint_fan,22,M,198,0.210204,0.762626,0.984848,0.774522,1.908714
endpoint_fan,22,MP,198,0.111268,0.570707,0.939394,0.264129,0.823712
endpoint_fan,22,S,198,0.341103,0.611111,0.949495,0.876176,2.446973
endpoint_fan,22,SD,198,0.257395,0.686869,0.964646,0.819667,2.281648
endpoint_fan,22,V,198,0.135607,0.590909,0.949495,0.31911,1.126131
endpoint_fan,23,C,198,0.127156,0.535354,0.924242,0.308839,0.887083
endpoint_fan,23,KD,198,0.152409,0.535354,0.954545,0.328114,1.011646
endpoint_fan,23,L,198,0.094236,0.515152,0.893939,0.218814,0.528161
endpoint_fan,23,M,198,0.217028,0.747475,0.984848,0.774522,1.908714
endpoint_fan,23,MP,198,0.114292,0.540404,0.939394,0.264129,0.823712
endpoint_fan,23,S,198,0.348902,0.60101,0.949495,0.876176,2.446973
endpoint_fan,23,SD,198,0.262246,0.681818,0.964646,0.819667,2.281648
endpoint_fan,23,V,198,0.141053,0.580808,0.939394,0.31911,1.126131
endpoint_fan,24,C,198,0.132311,0.530303,0.919192,0.308839,0.887083
endpoint_fan,24,KD,198,0.158277,0.515152,0.944444,0.328114,1.011646
endpoint_fan,24,L,198,0.096047,0.520202,0.893939,0.218814,0.528161
endpoint_fan,24,M,198,0.224031,0.727273,0.984848,0.774522,1.908714
endpoint_fan,24,MP,198,0.117262,0.515152,0.929293,0.264129,0.823712
endpoint_fan,24,S,198,0.360972,0.585859,0.934343,0.876176,2.446973
endpoint_fan,24,SD,198,0.271452,0.661616,0.964646,0.819667,2.281648
endpoint_fan,24,V,198,0.145224,0.550505,0.939394,0.31911,1.126131
endpoint_fan,25,C,198,0.136663,0.510101,0.914141,0.308839,0.887083
endpoint_fan,25,KD,198,0.16074,0.505051,0.949495,0.328114,1.011646
endpoint_fan,25,L,198,0.100559,0.5,0.878788,0.218814,0.528161
endpoint_fan,25,M,198,0.229836,0.691919,0.979798,0.774522,1.908714
endpoint_fan,25,MP,198,0.119775,0.510101,0.924242,0.264129,0.823712
endpoint_fan,25,S,198,0.373614,0.540404,0.929293,0.876176,2.446973
endpoint_fan,25,SD,198,0.280624,0.646465,0.959596,0.819667,2.281648
endpoint_fan,25,V,198,0.146547,0.560606,0.934343,0.31911,1.126131
endpoint_fan,26,C,198,0.142038,0.5,0.914141,0.308839,0.887083
endpoint_fan,26,KD,198,0.169736,0.469697,0.939394,0.328114,1.011646
endpoint_fan,26,L,198,0.106951,0.469697,0.863636,0.218814,0.528161
endpoint_fan,26,M,198,0.235412,0.671717,0.974747,0.774522,1.908714
endpoint_fan,26,MP,198,0.124732,0.489899,0.914141,0.264129,0.823712
endpoint_fan,26,S,198,0.386979,0.535354,0.919192,0.876176,2.446973
endpoint_fan,26,SD,198,0.291525,0.626263,0.949495,0.819667,2.281648
endpoint_fan,26,V,198,0.156106,0.540404,0.934343,0.31911,1.126131
endpoint_fan,27,C,198,0.148498,0.459596,0.90404,0.308839,0.887083
endpoint_fan,27,KD,198,0.175549,0.454545,0.929293,0.328114,1.011646
endpoint_fan,27,L,198,0.108732,0.459596,0.863636,0.218814,0.528161
endpoint_fan,27,M,198,0.241904,0.656566,0.974747,0.774522,1.908714
endpoint_fan,27,MP,198,0.130666,0.469697,0.909091,0.264129,0.823712
endpoint_fan,27,S,198,0.401987,0.525253,0.914141,0.876176,2.446973
endpoint_fan,27,SD,198,0.298584,0.626263,0.934343,0.819667,2.281648
endpoint_fan,27,V,198,0.158916,0.525253,0.929293,0.31911,1.126131
endpoint_fan,28,C,198,0.148198,0.459596,0.90404,0.308839,0.887083
endpoint_fan,28,KD,198,0.177048,0.439394,0.929293,0.328114,1.011646
endpoint_fan,28,L,198,0.110739,0.464646,0.858586,0.218814,0.528161
endpoint_fan,28,M,198,0.245141,0.661616,0.964646,0.774522,1.908714
endpoint_fan,28,MP,198,0.132465,0.469697,0.90404,0.264129,0.823712
endpoint_fan,28,S,198,0.406077,0.535354,0.914141,0.876176,2.446973
endpoint_fan,28,SD,198,0.304298,0.621212,0.934343,0.819667,2.281648
endpoint_fan,28,V,198,0.158052,0.530303,0.939394,0.31911,1.126131
frozen_state,1,C,198,0.006566,0.39899,0.39899,0.0,0.0
frozen_state,1,KD,198,0.012121,0.252525,0.252525,0.0,0.0
frozen_state,1,L,198,0.007576,0.207071,0.207071,0.0,0.0
frozen_state,1,M,198,0.016162,0.308081,0.308081,0.0,0.0
frozen_state,1,MP,198,0.007576,0.328283,0.328283,0.0,0.0
frozen_state,1,S,198,0.031818,0.333333,0.333333,0.0,0.0
frozen_state,1,SD,198,0.020707,0.333333,0.333333,0.0,0.0
frozen_state,1,V,198,0.014141,0.328283,0.328283,0.0,0.0
frozen_state,2,C,198,0.020202,0.338384,0.338384,0.0,0.0
frozen_state,2,KD,198,0.025758,0.176768,0.176768,0.0,0.0
frozen_state,2,L,198,0.016667,0.181818,0.181818,0.0,0.0
frozen_state,2,M,198,0.030808,0.237374,0.237374,0.0,0.0
frozen_state,2,MP,198,0.014141,0.308081,0.308081,0.0,0.0
frozen_state,2,S,198,0.055556,0.262626,0.262626,0.0,0.0
frozen_state,2,SD,198,0.040404,0.292929,0.292929,0.0,0.0
frozen_state,2,V,198,0.022727,0.277778,0.277778,0.0,0.0
frozen_state,3,C,198,0.028283,0.30303,0.30303,0.0,0.0
frozen_state,3,KD,198,0.034343,0.166667,0.166667,0.0,0.0
frozen_state,3,L,198,0.023737,0.151515,0.151515,0.0,0.0
frozen_state,3,M,198,0.04596,0.217172,0.217172,0.0,0.0
frozen_state,3,MP,198,0.024242,0.272727,0.272727,0.0,0.0
frozen_state,3,S,198,0.080303,0.19697,0.19697,0.0,0.0
frozen_state,3,SD,198,0.057576,0.247475,0.247475,0.0,0.0
frozen_state,3,V,198,0.033838,0.227273,0.227273,0.0,0.0
frozen_state,4,C,198,0.041414,0.237374,0.237374,0.0,0.0
frozen_state,4,KD,198,0.04798,0.136364,0.136364,0.0,0.0
frozen_state,4,L,198,0.034343,0.131313,0.131313,0.0,0.0
frozen_state,4,M,198,0.065657,0.176768,0.176768,0.0,0.0
frozen_state,4,MP,198,0.030808,0.262626,0.262626,0.0,0.0
frozen_state,4,S,198,0.106061,0.146465,0.146465,0.0,0.0
frozen_state,4,SD,198,0.074747,0.207071,0.207071,0.0,0.0
frozen_state,4,V,198,0.04798,0.20202,0.20202,0.0,0.0
frozen_state,5,C,198,0.04899,0.212121,0.212121,0.0,0.0
frozen_state,5,KD,198,0.055556,0.136364,0.136364,0.0,0.0
frozen_state,5,L,198,0.037879,0.131313,0.131313,0.0,0.0
frozen_state,5,M,198,0.080303,0.136364,0.136364,0.0,0.0
frozen_state,5,MP,198,0.038384,0.227273,0.227273,0.0,0.0
frozen_state,5,S,198,0.122727,0.116162,0.116162,0.0,0.0
frozen_state,5,SD,198,0.094949,0.171717,0.171717,0.0,0.0
frozen_state,5,V,198,0.055051,0.171717,0.171717,0.0,0.0
frozen_state,6,C,198,0.056061,0.191919,0.191919,0.0,0.0
frozen_state,6,KD,198,0.068182,0.106061,0.106061,0.0,0.0
frozen_state,6,L,198,0.043939,0.126263,0.126263,0.0,0.0
frozen_state,6,M,198,0.096465,0.121212,0.121212,0.0,0.0
frozen_state,6,MP,198,0.047475,0.191919,0.191919,0.0,0.0
frozen_state,6,S,198,0.139394,0.106061,0.106061,0.0,0.0
frozen_state,6,SD,198,0.106061,0.151515,0.151515,0.0,0.0
frozen_state,6,V,198,0.063636,0.151515,0.151515,0.0,0.0
frozen_state,7,C,198,0.070202,0.171717,0.171717,0.0,0.0
frozen_state,7,KD,198,0.079293,0.111111,0.111111,0.0,0.0
frozen_state,7,L,198,0.049495,0.141414,0.141414,0.0,0.0
frozen_state,7,M,198,0.106566,0.116162,0.116162,0.0,0.0
frozen_state,7,MP,198,0.05202,0.166667,0.166667,0.0,0.0
frozen_state,7,S,198,0.163131,0.090909,0.090909,0.0,0.0
frozen_state,7,SD,198,0.116667,0.131313,0.131313,0.0,0.0
frozen_state,7,V,198,0.070707,0.146465,0.146465,0.0,0.0
frozen_state,8,C,198,0.076263,0.151515,0.151515,0.0,0.0
frozen_state,8,KD,198,0.087879,0.106061,0.106061,0.0,0.0
frozen_state,8,L,198,0.05303,0.111111,0.111111,0.0,0.0
frozen_state,8,M,198,0.119192,0.10101,0.10101,0.0,0.0
frozen_state,8,MP,198,0.064141,0.146465,0.146465,0.0,0.0
frozen_state,8,S,198,0.184848,0.085859,0.085859,0.0,0.0
frozen_state,8,SD,198,0.141414,0.106061,0.106061,0.0,0.0
frozen_state,8,V,198,0.079293,0.146465,0.146465,0.0,0.0
frozen_state,9,C,198,0.082828,0.131313,0.131313,0.0,0.0
frozen_state,9,KD,198,0.096465,0.090909,0.090909,0.0,0.0
frozen_state,9,L,198,0.058081,0.111111,0.111111,0.0,0.0
frozen_state,9,M,198,0.132323,0.085859,0.085859,0.0,0.0
frozen_state,9,MP,198,0.072727,0.126263,0.126263,0.0,0.0
frozen_state,9,S,198,0.196465,0.085859,0.085859,0.0,0.0
frozen_state,9,SD,198,0.15404,0.090909,0.090909,0.0,0.0
frozen_state,9,V,198,0.088889,0.126263,0.126263,0.0,0.0
frozen_state,10,C,198,0.089899,0.126263,0.126263,0.0,0.0
frozen_state,10,KD,198,0.104545,0.075758,0.075758,0.0,0.0
frozen_state,10,L,198,0.063131,0.090909,0.090909,0.0,0.0
frozen_state,10,M,198,0.144444,0.080808,0.080808,0.0,0.0
frozen_state,10,MP,198,0.078788,0.116162,0.116162,0.0,0.0
frozen_state,10,S,198,0.212626,0.106061,0.106061,0.0,0.0
frozen_state,10,SD,198,0.172222,0.085859,0.085859,0.0,0.0
frozen_state,10,V,198,0.098485,0.116162,0.116162,0.0,0.0
frozen_state,11,C,198,0.094444,0.116162,0.116162,0.0,0.0
frozen_state,11,KD,198,0.107576,0.075758,0.075758,0.0,0.0
frozen_state,11,L,198,0.069697,0.080808,0.080808,0.0,0.0
frozen_state,11,M,198,0.156566,0.060606,0.060606,0.0,0.0
frozen_state,11,MP,198,0.083333,0.111111,0.111111,0.0,0.0
frozen_state,11,S,198,0.235859,0.09596,0.09596,0.0,0.0
frozen_state,11,SD,198,0.186869,0.09596,0.09596,0.0,0.0
frozen_state,11,V,198,0.10101,0.121212,0.121212,0.0,0.0
frozen_state,12,C,198,0.1,0.09596,0.09596,0.0,0.0
frozen_state,12,KD,198,0.121212,0.060606,0.060606,0.0,0.0
frozen_state,12,L,198,0.075253,0.075758,0.075758,0.0,0.0
frozen_state,12,M,198,0.166667,0.050505,0.050505,0.0,0.0
frozen_state,12,MP,198,0.090909,0.106061,0.106061,0.0,0.0
frozen_state,12,S,198,0.256061,0.065657,0.065657,0.0,0.0
frozen_state,12,SD,198,0.20303,0.085859,0.085859,0.0,0.0
frozen_state,12,V,198,0.111616,0.126263,0.126263,0.0,0.0
frozen_state,13,C,198,0.111111,0.085859,0.085859,0.0,0.0
frozen_state,13,KD,198,0.129798,0.060606,0.060606,0.0,0.0
frozen_state,13,L,198,0.079293,0.080808,0.080808,0.0,0.0
frozen_state,13,M,198,0.181818,0.040404,0.040404,0.0,0.0
frozen_state,13,MP,198,0.098485,0.106061,0.106061,0.0,0.0
frozen_state,13,S,198,0.277778,0.060606,0.060606,0.0,0.0
frozen_state,13,SD,198,0.213636,0.090909,0.090909,0.0,0.0
frozen_state,13,V,198,0.116162,0.116162,0.116162,0.0,0.0
frozen_state,14,C,198,0.113131,0.09596,0.09596,0.0,0.0
frozen_state,14,KD,198,0.135354,0.045455,0.045455,0.0,0.0
frozen_state,14,L,198,0.081313,0.080808,0.080808,0.0,0.0
frozen_state,14,M,198,0.193434,0.015152,0.015152,0.0,0.0
frozen_state,14,MP,198,0.100505,0.106061,0.106061,0.0,0.0
frozen_state,14,S,198,0.289899,0.050505,0.050505,0.0,0.0
frozen_state,14,SD,198,0.226263,0.070707,0.070707,0.0,0.0
frozen_state,14,V,198,0.122222,0.121212,0.121212,0.0,0.0
frozen_state,15,C,198,0.115657,0.09596,0.09596,0.0,0.0
frozen_state,15,KD,198,0.143434,0.045455,0.045455,0.0,0.0
frozen_state,15,L,198,0.086869,0.075758,0.075758,0.0,0.0
frozen_state,15,M,198,0.201515,0.030303,0.030303,0.0,0.0
frozen_state,15,MP,198,0.105051,0.106061,0.106061,0.0,0.0
frozen_state,15,S,198,0.314646,0.045455,0.045455,0.0,0.0
frozen_state,15,SD,198,0.236869,0.065657,0.065657,0.0,0.0
frozen_state,15,V,198,0.128283,0.111111,0.111111,0.0,0.0
frozen_state,16,C,198,0.126263,0.09596,0.09596,0.0,0.0
frozen_state,16,KD,198,0.15303,0.045455,0.045455,0.0,0.0
frozen_state,16,L,198,0.094949,0.065657,0.065657,0.0,0.0
frozen_state,16,M,198,0.210101,0.030303,0.030303,0.0,0.0
frozen_state,16,MP,198,0.108586,0.106061,0.106061,0.0,0.0
frozen_state,16,S,198,0.326263,0.050505,0.050505,0.0,0.0
frozen_state,16,SD,198,0.24596,0.070707,0.070707,0.0,0.0
frozen_state,16,V,198,0.131818,0.111111,0.111111,0.0,0.0
frozen_state,17,C,198,0.132828,0.090909,0.090909,0.0,0.0
frozen_state,17,KD,198,0.160606,0.040404,0.040404,0.0,0.0
frozen_state,17,L,198,0.1,0.065657,0.065657,0.0,0.0
frozen_state,17,M,198,0.223232,0.030303,0.030303,0.0,0.0
frozen_state,17,MP,198,0.116667,0.10101,0.10101,0.0,0.0
frozen_state,17,S,198,0.35101,0.050505,0.050505,0.0,0.0
frozen_state,17,SD,198,0.261111,0.075758,0.075758,0.0,0.0
frozen_state,17,V,198,0.141919,0.090909,0.090909,0.0,0.0
frozen_state,18,C,198,0.144444,0.075758,0.075758,0.0,0.0
frozen_state,18,KD,198,0.172727,0.030303,0.030303,0.0,0.0
frozen_state,18,L,198,0.107576,0.065657,0.065657,0.0,0.0
frozen_state,18,M,198,0.225758,0.045455,0.045455,0.0,0.0
frozen_state,18,MP,198,0.123232,0.111111,0.111111,0.0,0.0
frozen_state,18,S,198,0.379798,0.050505,0.050505,0.0,0.0
frozen_state,18,SD,198,0.277273,0.075758,0.075758,0.0,0.0
frozen_state,18,V,198,0.155556,0.060606,0.060606,0.0,0.0
frozen_state,19,C,198,0.15202,0.080808,0.080808,0.0,0.0
frozen_state,19,KD,198,0.179293,0.040404,0.040404,0.0,0.0
frozen_state,19,L,198,0.110101,0.060606,0.060606,0.0,0.0
frozen_state,19,M,198,0.240404,0.035354,0.035354,0.0,0.0
frozen_state,19,MP,198,0.129798,0.10101,0.10101,0.0,0.0
frozen_state,19,S,198,0.393939,0.045455,0.045455,0.0,0.0
frozen_state,19,SD,198,0.294444,0.075758,0.075758,0.0,0.0
frozen_state,19,V,198,0.162626,0.045455,0.045455,0.0,0.0
frozen_state,20,C,198,0.156061,0.085859,0.085859,0.0,0.0
frozen_state,20,KD,198,0.189899,0.025253,0.025253,0.0,0.0
frozen_state,20,L,198,0.116162,0.065657,0.065657,0.0,0.0
frozen_state,20,M,198,0.254545,0.030303,0.030303,0.0,0.0
frozen_state,20,MP,198,0.139899,0.090909,0.090909,0.0,0.0
frozen_state,20,S,198,0.409596,0.045455,0.045455,0.0,0.0
frozen_state,20,SD,198,0.306566,0.065657,0.065657,0.0,0.0
frozen_state,20,V,198,0.170202,0.045455,0.045455,0.0,0.0
frozen_state,21,C,198,0.166162,0.080808,0.080808,0.0,0.0
frozen_state,21,KD,198,0.19899,0.020202,0.020202,0.0,0.0
frozen_state,21,L,198,0.119697,0.055556,0.055556,0.0,0.0
frozen_state,21,M,198,0.261616,0.035354,0.035354,0.0,0.0
frozen_state,21,MP,198,0.139394,0.080808,0.080808,0.0,0.0
frozen_state,21,S,198,0.428283,0.030303,0.030303,0.0,0.0
frozen_state,21,SD,198,0.310101,0.065657,0.065657,0.0,0.0
frozen_state,21,V,198,0.172222,0.050505,0.050505,0.0,0.0
frozen_state,22,C,198,0.169192,0.075758,0.075758,0.0,0.0
frozen_state,22,KD,198,0.206061,0.015152,0.015152,0.0,0.0
frozen_state,22,L,198,0.122222,0.045455,0.045455,0.0,0.0
frozen_state,22,M,198,0.268182,0.040404,0.040404,0.0,0.0
frozen_state,22,MP,198,0.148485,0.080808,0.080808,0.0,0.0
frozen_state,22,S,198,0.453535,0.025253,0.025253,0.0,0.0
frozen_state,22,SD,198,0.333333,0.050505,0.050505,0.0,0.0
frozen_state,22,V,198,0.181818,0.050505,0.050505,0.0,0.0
frozen_state,23,C,198,0.177778,0.065657,0.065657,0.0,0.0
frozen_state,23,KD,198,0.210606,0.015152,0.015152,0.0,0.0
frozen_state,23,L,198,0.123232,0.050505,0.050505,0.0,0.0
frozen_state,23,M,198,0.280303,0.035354,0.035354,0.0,0.0
frozen_state,23,MP,198,0.15303,0.070707,0.070707,0.0,0.0
frozen_state,23,S,198,0.465152,0.030303,0.030303,0.0,0.0
frozen_state,23,SD,198,0.339899,0.055556,0.055556,0.0,0.0
frozen_state,23,V,198,0.188384,0.055556,0.055556,0.0,0.0
frozen_state,24,C,198,0.185859,0.060606,0.060606,0.0,0.0
frozen_state,24,KD,198,0.218182,0.010101,0.010101,0.0,0.0
frozen_state,24,L,198,0.125253,0.055556,0.055556,0.0,0.0
frozen_state,24,M,198,0.295455,0.030303,0.030303,0.0,0.0
frozen_state,24,MP,198,0.157071,0.065657,0.065657,0.0,0.0
frozen_state,24,S,198,0.479798,0.030303,0.030303,0.0,0.0
frozen_state,24,SD,198,0.353535,0.055556,0.055556,0.0,0.0
frozen_state,24,V,198,0.194949,0.065657,0.065657,0.0,0.0
frozen_state,25,C,198,0.193434,0.050505,0.050505,0.0,0.0
frozen_state,25,KD,198,0.221717,0.015152,0.015152,0.0,0.0
frozen_state,25,L,198,0.131818,0.060606,0.060606,0.0,0.0
frozen_state,25,M,198,0.309091,0.030303,0.030303,0.0,0.0
frozen_state,25,MP,198,0.161111,0.065657,0.065657,0.0,0.0
frozen_state,25,S,198,0.499495,0.030303,0.030303,0.0,0.0
frozen_state,25,SD,198,0.369192,0.055556,0.055556,0.0,0.0
frozen_state,25,V,198,0.194444,0.085859,0.085859,0.0,0.0
frozen_state,26,C,198,0.202525,0.040404,0.040404,0.0,0.0
frozen_state,26,KD,198,0.234343,0.025253,0.025253,0.0,0.0
frozen_state,26,L,198,0.140909,0.055556,0.055556,0.0,0.0
frozen_state,26,M,198,0.317172,0.035354,0.035354,0.0,0.0
frozen_state,26,MP,198,0.168687,0.060606,0.060606,0.0,0.0
frozen_state,26,S,198,0.518687,0.030303,0.030303,0.0,0.0
frozen_state,26,SD,198,0.384343,0.055556,0.055556,0.0,0.0
frozen_state,26,V,198,0.211111,0.075758,0.075758,0.0,0.0
frozen_state,27,C,198,0.211616,0.045455,0.045455,0.0,0.0
frozen_state,27,KD,198,0.241919,0.030303,0.030303,0.0,0.0
frozen_state,27,L,198,0.144949,0.055556,0.055556,0.0,0.0
frozen_state,27,M,198,0.329293,0.035354,0.035354,0.0,0.0
frozen_state,27,MP,198,0.176263,0.060606,0.060606,0.0,0.0
frozen_state,27,S,198,0.540404,0.040404,0.040404,0.0,0.0
frozen_state,27,SD,198,0.394949,0.055556,0.055556,0.0,0.0
frozen_state,27,V,198,0.215657,0.070707,0.070707,0.0,0.0
frozen_state,28,C,198,0.210606,0.050505,0.050505,0.0,0.0
frozen_state,28,KD,198,0.242424,0.035354,0.035354,0.0,0.0
frozen_state,28,L,198,0.14697,0.070707,0.070707,0.0,0.0
frozen_state,28,M,198,0.334343,0.020202,0.020202,0.0,0.0
frozen_state,28,MP,198,0.180303,0.055556,0.055556,0.0,0.0
frozen_state,28,S,198,0.542424,0.050505,0.050505,0.0,0.0
frozen_state,28,SD,198,0.402525,0.050505,0.050505,0.0,0.0
frozen_state,28,V,198,0.215152,0.075758,0.075758,0.0,0.0
independent_walk,1,C,198,0.006853,0.934343,0.934343,0.00307,0.122345
independent_walk,1,KD,198,0.011635,0.883838,0.89899,0.002337,0.117622
independent_walk,1,L,198,0.007539,0.929293,0.929293,0.001466,0.036025
independent_walk,1,M,198,0.016016,0.843434,0.883838,0.011657,0.193041
independent_walk,1,MP,198,0.007591,0.924242,0.924242,0.00207,0.049932
independent_walk,1,S,198,0.029546,0.747475,0.868687,0.017989,0.212242
independent_walk,1,SD,198,0.020086,0.828283,0.959596,0.011405,0.207784
independent_walk,1,V,198,0.013683,0.873737,0.919192,0.003919,0.167118
independent_walk,2,C,198,0.018956,0.79798,0.853535,0.007157,0.164929
independent_walk,2,KD,198,0.023112,0.747475,0.924242,0.005311,0.21854
independent_walk,2,L,198,0.0159,0.848485,0.863636,0.003235,0.133677
independent_walk,2,M,198,0.028353,0.712121,0.954545,0.033194,0.215538
independent_walk,2,MP,198,0.013794,0.858586,0.919192,0.004746,0.197766
independent_walk,2,S,198,0.047671,0.565657,0.929293,0.049673,0.245949
independent_walk,2,SD,198,0.036417,0.681818,0.944444,0.029358,0.232727
independent_walk,2,V,198,0.021119,0.787879,0.944444,0.009033,0.215746
independent_walk,3,C,198,0.025332,0.717172,0.823232,0.011286,0.183461
independent_walk,3,KD,198,0.029892,0.691919,0.934343,0.008232,0.263614
independent_walk,3,L,198,0.021951,0.777778,0.823232,0.004775,0.161277
independent_walk,3,M,198,0.038938,0.580808,0.959596,0.079502,0.256199
independent_walk,3,MP,198,0.02224,0.757576,0.89899,0.007027,0.217551
independent_walk,3,S,198,0.064416,0.419192,0.863636,0.109551,0.320509
independent_walk,3,SD,198,0.047987,0.545455,0.90404,0.064399,0.269205
independent_walk,3,V,198,0.029697,0.686869,0.969697,0.013796,0.231647
independent_walk,4,C,198,0.035092,0.616162,0.813131,0.017269,0.199246
independent_walk,4,KD,198,0.04001,0.60101,0.924242,0.01243,0.284947
independent_walk,4,L,198,0.030302,0.686869,0.80303,0.006626,0.180598
independent_walk,4,M,198,0.053156,0.474747,0.919192,0.135394,0.341643
independent_walk,4,MP,198,0.027583,0.707071,0.89899,0.009736,0.227248
independent_walk,4,S,198,0.08242,0.333333,0.828283,0.15206,0.391982
independent_walk,4,SD,198,0.058984,0.439394,0.883838,0.147978,0.360397
independent_walk,4,V,198,0.039693,0.570707,0.949495,0.020329,0.247332
independent_walk,5,C,198,0.040178,0.550505,0.838384,0.027332,0.215582
independent_walk,5,KD,198,0.045104,0.540404,0.929293,0.024727,0.297847
independent_walk,5,L,198,0.032998,0.661616,0.777778,0.008994,0.195622
independent_walk,5,M,198,0.062941,0.40404,0.873737,0.153387,0.378305
independent_walk,5,MP,198,0.032876,0.636364,0.893939,0.013185,0.235258
independent_walk,5,S,198,0.094809,0.338384,0.808081,0.17073,0.43268
independent_walk,5,SD,198,0.072802,0.363636,0.878788,0.170725,0.404848
independent_walk,5,V,198,0.04463,0.525253,0.934343,0.029962,0.268286
independent_walk,6,C,198,0.045128,0.505051,0.883838,0.061664,0.234826
independent_walk,6,KD,198,0.053807,0.479798,0.89899,0.074244,0.309683
independent_walk,6,L,198,0.037592,0.616162,0.767677,0.012468,0.206579
independent_walk,6,M,198,0.073611,0.343434,0.863636,0.164704,0.405682
independent_walk,6,MP,198,0.038869,0.555556,0.883838,0.018199,0.243904
independent_walk,6,S,198,0.107679,0.434343,0.772727,0.184398,0.471176
independent_walk,6,SD,198,0.080929,0.363636,0.883838,0.181701,0.430398
independent_walk,6,V,198,0.051179,0.494949,0.893939,0.056965,0.311234
independent_walk,7,C,198,0.054615,0.414141,0.873737,0.098063,0.261716
independent_walk,7,KD,198,0.060849,0.414141,0.914141,0.103027,0.326103
independent_walk,7,L,198,0.041699,0.580808,0.762626,0.023925,0.216702
independent_walk,7,M,198,0.080409,0.318182,0.914141,0.17415,0.434031
independent_walk,7,MP,198,0.042224,0.530303,0.89899,0.030585,0.256382
independent_walk,7,S,198,0.126189,0.449495,0.752525,0.197157,0.51622
independent_walk,7,SD,198,0.088955,0.388889,0.878788,0.190432,0.456846
independent_walk,7,V,198,0.056616,0.474747,0.883838,0.123678,0.357004
independent_walk,8,C,198,0.058261,0.373737,0.863636,0.112856,0.28758
independent_walk,8,KD,198,0.066433,0.378788,0.909091,0.119808,0.35474
independent_walk,8,L,198,0.044062,0.550505,0.792929,0.058167,0.229429
independent_walk,8,M,198,0.088638,0.338384,0.883838,0.183295,0.468558
independent_walk,8,MP,198,0.050404,0.454545,0.893939,0.069574,0.276094
independent_walk,8,S,198,0.142112,0.429293,0.762626,0.209652,0.558598
independent_walk,8,SD,198,0.106327,0.393939,0.823232,0.198729,0.487479
independent_walk,8,V,198,0.062442,0.439394,0.909091,0.159898,0.39151
independent_walk,9,C,198,0.062163,0.328283,0.858586,0.122105,0.307817
independent_walk,9,KD,198,0.072117,0.333333,0.909091,0.134617,0.387836
independent_walk,9,L,198,0.047217,0.510101,0.863636,0.08934,0.246378
independent_walk,9,M,198,0.098122,0.383838,0.838384,0.192571,0.505706
independent_walk,9,MP,198,0.055488,0.388889,0.914141,0.112885,0.307836
