model,origin_date,target_date,horizon_days,party,point_forecast,predictive_mean,actual,error,absolute_error,squared_error,p05,p10,p25,p50,p75,p90,p95,interval50_contains_actual,interval80_contains_actual,interval90_contains_actual,width_50,width_80,width_90,crps,samples_count,seed,origin_estimate_date,origin_estimate_age_days
no_change,2026-02-19,2026-02-26,7,C,5.487,5.4949,5.6,-0.113,0.113,0.012767,5.1129,5.1907,5.3263,5.487,5.6572,5.8128,5.8998,1,1,1,0.3309,0.6221,0.7869,0.076418,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-02-26,7,KD,4.4027,4.4056,4.5,-0.0973,0.0973,0.009465,4.0234,4.1085,4.2471,4.4027,4.5645,4.7078,4.7988,1,1,1,0.3174,0.5993,0.7753,0.071169,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-02-26,7,S,33.8566,33.8563,33.7,0.1566,0.1566,0.024532,32.9688,33.1737,33.5,33.8566,34.2279,34.5341,34.7265,1,1,1,0.7279,1.3605,1.7577,0.143821,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-02-26,7,V,7.795,7.7963,7.8,-0.005,0.005,2.5e-05,7.3844,7.48,7.6234,7.795,7.9613,8.1247,8.2169,1,1,1,0.3379,0.6446,0.8324,0.058422,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-02-26,7,MP,5.5876,5.5951,5.7,-0.1124,0.1124,0.012637,5.0416,5.1462,5.3453,5.5876,5.8341,6.05,6.1928,1,1,1,0.4888,0.9038,1.1512,0.097709,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-02-26,7,SD,20.9845,20.9801,20.9,0.0845,0.0845,0.007143,20.2449,20.398,20.6804,20.9845,21.2759,21.5643,21.728,1,1,1,0.5955,1.1663,1.4832,0.110623,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-02-26,7,REST,1.8978,1.9834,1.9,-0.0022,0.0022,5e-06,1.1578,1.2932,1.5549,1.8978,2.317,2.7955,3.0799,1,1,1,0.7621,1.5023,1.9221,0.131833,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-05,14,M,17.8856,17.8881,17.7,0.1856,0.1856,0.034445,17.2835,17.4044,17.632,17.8856,18.1366,18.367,18.5021,1,1,1,0.5046,0.9626,1.2186,0.123059,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-05,14,L,1.9994,2.0001,2.1,-0.1006,0.1006,0.010123,1.8093,1.8483,1.9176,1.9994,2.0797,2.1496,2.1921,0,1,1,0.1621,0.3013,0.3827,0.059897,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-05,14,C,5.487,5.4949,5.8,-0.313,0.313,0.097963,5.1129,5.1907,5.3263,5.487,5.6572,5.8128,5.8998,0,1,1,0.3309,0.6221,0.7869,0.194385,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-05,14,KD,4.4027,4.4056,4.6,-0.1973,0.1973,0.038923,4.0234,4.1085,4.2471,4.4027,4.5645,4.7078,4.7988,0,1,1,0.3174,0.5993,0.7753,0.116745,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-05,14,S,33.8566,33.8563,33.4,0.4566,0.4566,0.208509,32.9688,33.1737,33.5,33.8566,34.2279,34.5341,34.7265,0,1,1,0.7279,1.3605,1.7577,0.273357,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-05,14,V,7.795,7.7963,7.8,-0.005,0.005,2.5e-05,7.3844,7.48,7.6234,7.795,7.9613,8.1247,8.2169,1,1,1,0.3379,0.6446,0.8324,0.058422,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-05,14,MP,5.5876,5.5951,5.7,-0.1124,0.1124,0.012637,5.0416,5.1462,5.3453,5.5876,5.8341,6.05,6.1928,1,1,1,0.4888,0.9038,1.1512,0.097709,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-05,14,SD,20.9845,20.9801,20.9,0.0845,0.0845,0.007143,20.2449,20.398,20.6804,20.9845,21.2759,21.5643,21.728,1,1,1,0.5955,1.1663,1.4832,0.110623,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-05,14,REST,1.8978,1.9834,2.0,-0.1022,0.1022,0.010441,1.1578,1.2932,1.5549,1.8978,2.317,2.7955,3.0799,1,1,1,0.7621,1.5023,1.9221,0.139085,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-19,28,M,17.8856,17.8881,17.9,-0.0144,0.0144,0.000208,17.2835,17.4044,17.632,17.8856,18.1366,18.367,18.5021,1,1,1,0.5046,0.9626,1.2186,0.086819,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-19,28,L,1.9994,2.0001,2.3,-0.3006,0.3006,0.090367,1.8093,1.8483,1.9176,1.9994,2.0797,2.1496,2.1921,0,0,0,0.1621,0.3013,0.3827,0.23415,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-19,28,C,5.487,5.4949,5.9,-0.413,0.413,0.170561,5.1129,5.1907,5.3263,5.487,5.6572,5.8128,5.8998,0,0,0,0.3309,0.6221,0.7869,0.278926,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-19,28,KD,4.4027,4.4056,4.7,-0.2973,0.2973,0.088381,4.0234,4.1085,4.2471,4.4027,4.5645,4.7078,4.7988,0,1,1,0.3174,0.5993,0.7753,0.186279,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-19,28,S,33.8566,33.8563,33.3,0.5566,0.5566,0.309834,32.9688,33.1737,33.5,33.8566,34.2279,34.5341,34.7265,0,1,1,0.7279,1.3605,1.7577,0.339213,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-19,28,V,7.795,7.7963,7.8,-0.005,0.005,2.5e-05,7.3844,7.48,7.6234,7.795,7.9613,8.1247,8.2169,1,1,1,0.3379,0.6446,0.8324,0.058422,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-19,28,MP,5.5876,5.5951,6.0,-0.4124,0.4124,0.170085,5.0416,5.1462,5.3453,5.5876,5.8341,6.05,6.1928,0,1,1,0.4888,0.9038,1.1512,0.253964,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-19,28,SD,20.9845,20.9801,20.3,0.6845,0.6845,0.468561,20.2449,20.398,20.6804,20.9845,21.2759,21.5643,21.728,0,0,1,0.5955,1.1663,1.4832,0.450661,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-03-19,28,REST,1.8978,1.9834,1.8,0.0978,0.0978,0.009569,1.1578,1.2932,1.5549,1.8978,2.317,2.7955,3.0799,1,1,1,0.7621,1.5023,1.9221,0.139221,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-04-16,56,M,17.8856,17.8881,17.9,-0.0144,0.0144,0.000208,17.2835,17.4044,17.632,17.8856,18.1366,18.367,18.5021,1,1,1,0.5046,0.9626,1.2186,0.086819,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-04-16,56,L,1.9994,2.0001,2.4,-0.4006,0.4006,0.160489,1.8093,1.8483,1.9176,1.9994,2.0797,2.1496,2.1921,0,0,0,0.1621,0.3013,0.3827,0.333411,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-04-16,56,C,5.487,5.4949,6.2,-0.713,0.713,0.508355,5.1129,5.1907,5.3263,5.487,5.6572,5.8128,5.8998,0,0,0,0.3309,0.6221,0.7869,0.569236,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-04-16,56,KD,4.4027,4.4056,4.9,-0.4973,0.4973,0.247296,4.0234,4.1085,4.2471,4.4027,4.5645,4.7078,4.7988,0,0,0,0.3174,0.5993,0.7753,0.364782,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-04-16,56,S,33.8566,33.8563,32.7,1.1566,1.1566,1.337787,32.9688,33.1737,33.5,33.8566,34.2279,34.5341,34.7265,0,0,0,0.7279,1.3605,1.7577,0.861577,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-04-16,56,V,7.795,7.7963,7.9,-0.105,0.105,0.011021,7.3844,7.48,7.6234,7.795,7.9613,8.1247,8.2169,1,1,1,0.3379,0.6446,0.8324,0.076417,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-04-16,56,MP,5.5876,5.5951,6.4,-0.8124,0.8124,0.660016,5.0416,5.1462,5.3453,5.5876,5.8341,6.05,6.1928,0,0,0,0.4888,0.9038,1.1512,0.610369,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-04-16,56,SD,20.9845,20.9801,19.6,1.3845,1.3845,1.916882,20.2449,20.398,20.6804,20.9845,21.2759,21.5643,21.728,0,0,0,0.5955,1.1663,1.4832,1.125886,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-04-16,56,REST,1.8978,1.9834,2.0,-0.1022,0.1022,0.010441,1.1578,1.2932,1.5549,1.8978,2.317,2.7955,3.0799,1,1,1,0.7621,1.5023,1.9221,0.139085,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-05-14,84,M,17.8856,17.8881,17.7,0.1856,0.1856,0.034445,17.2835,17.4044,17.632,17.8856,18.1366,18.367,18.5021,1,1,1,0.5046,0.9626,1.2186,0.123059,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-05-14,84,L,1.9994,2.0001,2.2,-0.2006,0.2006,0.040245,1.8093,1.8483,1.9176,1.9994,2.0797,2.1496,2.1921,0,0,0,0.1621,0.3013,0.3827,0.138438,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-05-14,84,C,5.487,5.4949,6.1,-0.613,0.613,0.375757,5.1129,5.1907,5.3263,5.487,5.6572,5.8128,5.8998,0,0,0,0.3309,0.6221,0.7869,0.469879,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-05-14,84,KD,4.4027,4.4056,5.1,-0.6973,0.6973,0.486211,4.0234,4.1085,4.2471,4.4027,4.5645,4.7078,4.7988,0,0,0,0.3174,0.5993,0.7753,0.561914,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-05-14,84,S,33.8566,33.8563,32.4,1.4566,1.4566,2.121764,32.9688,33.1737,33.5,33.8566,34.2279,34.5341,34.7265,0,0,0,0.7279,1.3605,1.7577,1.157397,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-05-14,84,V,7.795,7.7963,8.4,-0.605,0.605,0.366,7.3844,7.48,7.6234,7.795,7.9613,8.1247,8.2169,0,0,0,0.3379,0.6446,0.8324,0.463057,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-05-14,84,MP,5.5876,5.5951,6.7,-1.1124,1.1124,1.237465,5.0416,5.1462,5.3453,5.5876,5.8341,6.05,6.1928,0,0,0,0.4888,0.9038,1.1512,0.906488,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-05-14,84,SD,20.9845,20.9801,19.3,1.6845,1.6845,2.837591,20.2449,20.398,20.6804,20.9845,21.2759,21.5643,21.728,0,0,0,0.5955,1.1663,1.4832,1.425537,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-05-14,84,REST,1.8978,1.9834,2.1,-0.2022,0.2022,0.040877,1.1578,1.2932,1.5549,1.8978,2.317,2.7955,3.0799,1,1,1,0.7621,1.5023,1.9221,0.159575,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-06-11,112,M,17.8856,17.8881,17.2,0.6856,0.6856,0.470039,17.2835,17.4044,17.632,17.8856,18.1366,18.367,18.5021,0,0,0,0.5046,0.9626,1.2186,0.486848,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-06-11,112,L,1.9994,2.0001,1.9,0.0994,0.0994,0.009878,1.8093,1.8483,1.9176,1.9994,2.0797,2.1496,2.1921,0,1,1,0.1621,0.3013,0.3827,0.05886,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-06-11,112,C,5.487,5.4949,6.2,-0.713,0.713,0.508355,5.1129,5.1907,5.3263,5.487,5.6572,5.8128,5.8998,0,0,0,0.3309,0.6221,0.7869,0.569236,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-06-11,112,KD,4.4027,4.4056,5.9,-1.4973,1.4973,2.241873,4.0234,4.1085,4.2471,4.4027,4.5645,4.7078,4.7988,0,0,0,0.3174,0.5993,0.7753,1.361814,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-06-11,112,S,33.8566,33.8563,32.2,1.6566,1.6566,2.744415,32.9688,33.1737,33.5,33.8566,34.2279,34.5341,34.7265,0,0,0,0.7279,1.3605,1.7577,1.356881,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-06-11,112,V,7.795,7.7963,8.5,-0.705,0.705,0.496996,7.3844,7.48,7.6234,7.795,7.9613,8.1247,8.2169,0,0,0,0.3379,0.6446,0.8324,0.561702,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-06-11,112,MP,5.5876,5.5951,6.9,-1.3124,1.3124,1.72243,5.0416,5.1462,5.3453,5.5876,5.8341,6.05,6.1928,0,0,0,0.4888,0.9038,1.1512,1.106092,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-06-11,112,SD,20.9845,20.9801,19.4,1.5845,1.5845,2.510688,20.2449,20.398,20.6804,20.9845,21.2759,21.5643,21.728,0,0,0,0.5955,1.1663,1.4832,1.325616,5000,1448887111,2026-02-19,0
no_change,2026-02-19,2026-06-11,112,REST,1.8978,1.9834,1.8,0.0978,0.0978,0.009569,1.1578,1.2932,1.5549,1.8978,2.317,2.7955,3.0799,1,1,1,0.7621,1.5023,1.9221,0.139221,5000,1448887111,2026-02-19,0
no_change,2026-02-26,2026-03-05,7,M,17.7925,17.7913,17.7,0.0925,0.0925,0.008556,17.2412,17.3641,17.5635,17.7925,18.0159,18.2184,18.3423,1,1,1,0.4524,0.8544,1.1011,0.088201,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-05,7,L,2.0997,2.101,2.1,-0.0003,0.0003,0.0,1.923,1.959,2.027,2.0997,2.1736,2.244,2.2856,1,1,1,0.1466,0.285,0.3627,0.025735,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-05,7,C,5.59,5.5966,5.8,-0.21,0.21,0.044114,5.2366,5.3164,5.4459,5.59,5.7438,5.883,5.9694,0,1,1,0.2979,0.5666,0.7328,0.123706,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-05,7,KD,4.4923,4.4962,4.6,-0.1077,0.1077,0.011597,4.1541,4.228,4.3561,4.4923,4.6375,4.7653,4.8456,1,1,1,0.2814,0.5373,0.6915,0.069985,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-05,7,S,33.665,33.6638,33.4,0.265,0.265,0.070204,32.8664,33.0534,33.3485,33.665,33.9828,34.2716,34.4481,1,1,1,0.6342,1.2182,1.5816,0.16757,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-05,7,V,7.7861,7.7928,7.8,-0.0139,0.0139,0.000193,7.424,7.5055,7.6439,7.7861,7.9428,8.0811,8.1664,1,1,1,0.2989,0.5756,0.7424,0.052201,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-05,7,MP,5.7009,5.7102,5.7,0.0009,0.0009,1e-06,5.2026,5.3126,5.4921,5.7009,5.92,6.1254,6.2309,1,1,1,0.4279,0.8128,1.0283,0.073368,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-05,7,SD,20.8748,20.8813,20.9,-0.0252,0.0252,0.000637,20.2294,20.3701,20.6044,20.8748,21.1509,21.4025,21.5466,1,1,1,0.5465,1.0324,1.3172,0.095702,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-05,7,REST,1.8931,1.9668,2.0,-0.1069,0.1069,0.011421,1.2108,1.3462,1.5883,1.8931,2.262,2.6645,2.9462,1,1,1,0.6737,1.3183,1.7355,0.126833,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-12,14,M,17.7925,17.7913,17.7,0.0925,0.0925,0.008556,17.2412,17.3641,17.5635,17.7925,18.0159,18.2184,18.3423,1,1,1,0.4524,0.8544,1.1011,0.088201,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-12,14,L,2.0997,2.101,2.2,-0.1003,0.1003,0.010062,1.923,1.959,2.027,2.0997,2.1736,2.244,2.2856,0,1,1,0.1466,0.285,0.3627,0.060048,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-12,14,C,5.59,5.5966,6.0,-0.41,0.41,0.168127,5.2366,5.3164,5.4459,5.59,5.7438,5.883,5.9694,0,0,0,0.2979,0.5666,0.7328,0.285666,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-12,14,KD,4.4923,4.4962,4.7,-0.2077,0.2077,0.043135,4.1541,4.228,4.3561,4.4923,4.6375,4.7653,4.8456,0,1,1,0.2814,0.5373,0.6915,0.123381,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-12,14,S,33.665,33.6638,33.2,0.465,0.465,0.216188,32.8664,33.0534,33.3485,33.665,33.9828,34.2716,34.4481,0,1,1,0.6342,1.2182,1.5816,0.280078,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-12,14,V,7.7861,7.7928,7.8,-0.0139,0.0139,0.000193,7.424,7.5055,7.6439,7.7861,7.9428,8.0811,8.1664,1,1,1,0.2989,0.5756,0.7424,0.052201,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-12,14,MP,5.7009,5.7102,5.8,-0.0991,0.0991,0.009812,5.2026,5.3126,5.4921,5.7009,5.92,6.1254,6.2309,1,1,1,0.4279,0.8128,1.0283,0.085787,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-12,14,SD,20.8748,20.8813,20.6,0.2748,0.2748,0.075492,20.2294,20.3701,20.6044,20.8748,21.1509,21.4025,21.5466,0,1,1,0.5465,1.0324,1.3172,0.166708,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-12,14,REST,1.8931,1.9668,2.0,-0.1069,0.1069,0.011421,1.2108,1.3462,1.5883,1.8931,2.262,2.6645,2.9462,1,1,1,0.6737,1.3183,1.7355,0.126833,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-26,28,M,17.7925,17.7913,17.8,-0.0075,0.0075,5.6e-05,17.2412,17.3641,17.5635,17.7925,18.0159,18.2184,18.3423,1,1,1,0.4524,0.8544,1.1011,0.078772,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-26,28,L,2.0997,2.101,2.3,-0.2003,0.2003,0.040123,1.923,1.959,2.027,2.0997,2.1736,2.244,2.2856,0,0,0,0.1466,0.285,0.3627,0.140556,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-26,28,C,5.59,5.5966,6.0,-0.41,0.41,0.168127,5.2366,5.3164,5.4459,5.59,5.7438,5.883,5.9694,0,0,0,0.2979,0.5666,0.7328,0.285666,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-26,28,KD,4.4923,4.4962,4.7,-0.2077,0.2077,0.043135,4.1541,4.228,4.3561,4.4923,4.6375,4.7653,4.8456,0,1,1,0.2814,0.5373,0.6915,0.123381,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-26,28,S,33.665,33.6638,33.1,0.565,0.565,0.31918,32.8664,33.0534,33.3485,33.665,33.9828,34.2716,34.4481,0,1,1,0.6342,1.2182,1.5816,0.35272,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-26,28,V,7.7861,7.7928,7.9,-0.1139,0.1139,0.012968,7.424,7.5055,7.6439,7.7861,7.9428,8.0811,8.1664,1,1,1,0.2989,0.5756,0.7424,0.074296,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-26,28,MP,5.7009,5.7102,6.1,-0.3991,0.3991,0.159246,5.2026,5.3126,5.4921,5.7009,5.92,6.1254,6.2309,0,1,1,0.4279,0.8128,1.0283,0.248352,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-26,28,SD,20.8748,20.8813,20.2,0.6748,0.6748,0.455298,20.2294,20.3701,20.6044,20.8748,21.1509,21.4025,21.5466,0,0,0,0.5465,1.0324,1.3172,0.467027,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-03-26,28,REST,1.8931,1.9668,1.9,-0.0069,0.0069,4.7e-05,1.2108,1.3462,1.5883,1.8931,2.262,2.6645,2.9462,1,1,1,0.6737,1.3183,1.7355,0.11799,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-04-23,56,M,17.7925,17.7913,17.8,-0.0075,0.0075,5.6e-05,17.2412,17.3641,17.5635,17.7925,18.0159,18.2184,18.3423,1,1,1,0.4524,0.8544,1.1011,0.078772,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-04-23,56,L,2.0997,2.101,2.3,-0.2003,0.2003,0.040123,1.923,1.959,2.027,2.0997,2.1736,2.244,2.2856,0,0,0,0.1466,0.285,0.3627,0.140556,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-04-23,56,C,5.59,5.5966,6.1,-0.51,0.51,0.260134,5.2366,5.3164,5.4459,5.59,5.7438,5.883,5.9694,0,0,0,0.2979,0.5666,0.7328,0.381005,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-04-23,56,KD,4.4923,4.4962,5.0,-0.5077,0.5077,0.257749,4.1541,4.228,4.3561,4.4923,4.6375,4.7653,4.8456,0,0,0,0.2814,0.5373,0.6915,0.387415,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-04-23,56,S,33.665,33.6638,32.6,1.065,1.065,1.13414,32.8664,33.0534,33.3485,33.665,33.9828,34.2716,34.4481,0,0,0,0.6342,1.2182,1.5816,0.801141,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-04-23,56,V,7.7861,7.7928,8.1,-0.3139,0.3139,0.098518,7.424,7.5055,7.6439,7.7861,7.9428,8.0811,8.1664,0,0,1,0.2989,0.5756,0.7424,0.200386,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-04-23,56,MP,5.7009,5.7102,6.5,-0.7991,0.7991,0.638492,5.2026,5.3126,5.4921,5.7009,5.92,6.1254,6.2309,0,0,0,0.4279,0.8128,1.0283,0.613292,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-04-23,56,SD,20.8748,20.8813,19.6,1.2748,1.2748,1.625008,20.2294,20.3701,20.6044,20.8748,21.1509,21.4025,21.5466,0,0,0,0.5465,1.0324,1.3172,1.053987,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-04-23,56,REST,1.8931,1.9668,2.0,-0.1069,0.1069,0.011421,1.2108,1.3462,1.5883,1.8931,2.262,2.6645,2.9462,1,1,1,0.6737,1.3183,1.7355,0.126833,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-05-21,84,M,17.7925,17.7913,17.6,0.1925,0.1925,0.037055,17.2412,17.3641,17.5635,17.7925,18.0159,18.2184,18.3423,1,1,1,0.4524,0.8544,1.1011,0.120339,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-05-21,84,L,2.0997,2.101,2.1,-0.0003,0.0003,0.0,1.923,1.959,2.027,2.0997,2.1736,2.244,2.2856,1,1,1,0.1466,0.285,0.3627,0.025735,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-05-21,84,C,5.59,5.5966,6.1,-0.51,0.51,0.260134,5.2366,5.3164,5.4459,5.59,5.7438,5.883,5.9694,0,0,0,0.2979,0.5666,0.7328,0.381005,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-05-21,84,KD,4.4923,4.4962,5.2,-0.7077,0.7077,0.500826,4.1541,4.228,4.3561,4.4923,4.6375,4.7653,4.8456,0,0,0,0.2814,0.5373,0.6915,0.586287,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-05-21,84,S,33.665,33.6638,32.3,1.365,1.365,1.863116,32.8664,33.0534,33.3485,33.665,33.9828,34.2716,34.4481,0,0,0,0.6342,1.2182,1.5816,1.097072,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-05-21,84,V,7.7861,7.7928,8.5,-0.7139,0.7139,0.509618,7.424,7.5055,7.6439,7.7861,7.9428,8.0811,8.1664,0,0,0,0.2989,0.5756,0.7424,0.581108,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-05-21,84,MP,5.7009,5.7102,6.8,-1.0991,1.0991,1.207926,5.2026,5.3126,5.4921,5.7009,5.92,6.1254,6.2309,0,0,0,0.4279,0.8128,1.0283,0.910986,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-05-21,84,SD,20.8748,20.8813,19.3,1.5748,1.5748,2.479862,20.2294,20.3701,20.6044,20.8748,21.1509,21.4025,21.5466,0,0,0,0.5465,1.0324,1.3172,1.353936,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-05-21,84,REST,1.8931,1.9668,2.1,-0.2069,0.2069,0.042794,1.2108,1.3462,1.5883,1.8931,2.262,2.6645,2.9462,1,1,1,0.6737,1.3183,1.7355,0.150033,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-06-18,112,M,17.7925,17.7913,17.3,0.4925,0.4925,0.242553,17.2412,17.3641,17.5635,17.7925,18.0159,18.2184,18.3423,0,0,1,0.4524,0.8544,1.1011,0.323124,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-06-18,112,L,2.0997,2.101,1.9,0.1997,0.1997,0.039877,1.923,1.959,2.027,2.0997,2.1736,2.244,2.2856,0,0,0,0.1466,0.285,0.3627,0.141151,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-06-18,112,C,5.59,5.5966,6.3,-0.71,0.71,0.504147,5.2366,5.3164,5.4459,5.59,5.7438,5.883,5.9694,0,0,0,0.2979,0.5666,0.7328,0.578965,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-06-18,112,KD,4.4923,4.4962,6.0,-1.5077,1.5077,2.27313,4.1541,4.228,4.3561,4.4923,4.6375,4.7653,4.8456,0,0,0,0.2814,0.5373,0.6915,1.386257,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-06-18,112,S,33.665,33.6638,32.1,1.565,1.565,2.4491,32.8664,33.0534,33.3485,33.665,33.9828,34.2716,34.4481,0,0,0,0.6342,1.2182,1.5816,1.29637,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-06-18,112,V,7.7861,7.7928,8.3,-0.5139,0.5139,0.264068,7.424,7.5055,7.6439,7.7861,7.9428,8.0811,8.1664,0,0,0,0.2989,0.5756,0.7424,0.383564,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-06-18,112,MP,5.7009,5.7102,7.1,-1.3991,1.3991,1.95736,5.2026,5.3126,5.4921,5.7009,5.92,6.1254,6.2309,0,0,0,0.4279,0.8128,1.0283,1.210837,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-06-18,112,SD,20.8748,20.8813,19.4,1.4748,1.4748,2.174911,20.2294,20.3701,20.6044,20.8748,21.1509,21.4025,21.5466,0,0,0,0.5465,1.0324,1.3172,1.253936,5000,322464646,2026-02-26,0
no_change,2026-02-26,2026-06-18,112,REST,1.8931,1.9668,1.6,0.2931,0.2931,0.085927,1.2108,1.3462,1.5883,1.8931,2.262,2.6645,2.9462,1,1,1,0.6737,1.3183,1.7355,0.189528,5000,322464646,2026-02-26,0
no_change,2026-03-05,2026-03-12,7,M,17.6944,17.6882,17.7,-0.0056,0.0056,3.1e-05,17.128,17.2484,17.4671,17.6944,17.9115,18.1098,18.2338,1,1,1,0.4443,0.8614,1.1058,0.077694,5000,1627153236,2026-03-05,0
no_change,2026-03-05,2026-03-12,7,L,2.0956,2.0985,2.2,-0.1044,0.1044,0.010905,1.9225,1.9585,2.0231,2.0956,2.1698,2.2412,2.287,0,1,1,0.1468,0.2827,0.3645,0.06209,5000,1627153236,2026-03-05,0
