model,origin_date,target_date,horizon_days,party,point_forecast,predictive_mean,actual,error,absolute_error,squared_error,p05,p10,p25,p50,p75,p90,p95,interval50_contains_actual,interval80_contains_actual,interval90_contains_actual,width_50,width_80,width_90,crps,samples_count,seed,origin_estimate_date,origin_estimate_age_days
no_change,2026-04-02,2026-04-16,14,L,2.4975,2.5025,2.4,0.0975,0.0975,0.009515,2.2802,2.325,2.4077,2.4975,2.5933,2.6865,2.7379,0,1,1,0.1856,0.3615,0.4577,0.059672,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-16,14,C,6.1974,6.1986,6.2,-0.0026,0.0026,7e-06,5.82,5.9022,6.0358,6.1974,6.3546,6.5024,6.5945,1,1,1,0.3189,0.6002,0.7746,0.05473,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-16,14,KD,4.8975,4.9007,4.9,-0.0025,0.0025,6e-06,4.5353,4.6124,4.7404,4.8975,5.0523,5.1941,5.2771,1,1,1,0.3119,0.5817,0.7418,0.053692,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-16,14,S,32.8785,32.8708,32.7,0.1785,0.1785,0.031858,32.0991,32.2754,32.565,32.8785,33.1889,33.4601,33.6248,1,1,1,0.6239,1.1847,1.5257,0.133918,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-16,14,V,7.6963,7.6995,7.9,-0.2037,0.2037,0.041496,7.3413,7.4137,7.547,7.6963,7.8496,7.9848,8.0798,0,1,1,0.3026,0.5711,0.7386,0.120734,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-16,14,MP,6.196,6.199,6.4,-0.204,0.204,0.041633,5.6347,5.7553,5.9599,6.196,6.432,6.6483,6.7781,1,1,1,0.4721,0.8931,1.1434,0.12871,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-16,14,SD,19.894,19.8911,19.6,0.294,0.294,0.086435,19.2741,19.4042,19.6314,19.894,20.1431,20.386,20.5375,0,1,1,0.5117,0.9819,1.2634,0.172725,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-16,14,REST,1.7951,1.851,2.0,-0.2049,0.2049,0.041977,1.1863,1.3076,1.5252,1.7951,2.1339,2.4578,2.6681,1,1,1,0.6088,1.1502,1.4818,0.140475,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-30,28,M,17.8852,17.8866,17.9,-0.0148,0.0148,0.000218,17.3343,17.462,17.6567,17.8852,18.1193,18.3169,18.4556,1,1,1,0.4626,0.8548,1.1213,0.081463,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-30,28,L,2.4975,2.5025,2.4,0.0975,0.0975,0.009515,2.2802,2.325,2.4077,2.4975,2.5933,2.6865,2.7379,0,1,1,0.1856,0.3615,0.4577,0.059672,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-30,28,C,6.1974,6.1986,6.2,-0.0026,0.0026,7e-06,5.82,5.9022,6.0358,6.1974,6.3546,6.5024,6.5945,1,1,1,0.3189,0.6002,0.7746,0.05473,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-30,28,KD,4.8975,4.9007,4.9,-0.0025,0.0025,6e-06,4.5353,4.6124,4.7404,4.8975,5.0523,5.1941,5.2771,1,1,1,0.3119,0.5817,0.7418,0.053692,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-30,28,S,32.8785,32.8708,32.6,0.2785,0.2785,0.077555,32.0991,32.2754,32.565,32.8785,33.1889,33.4601,33.6248,1,1,1,0.6239,1.1847,1.5257,0.170748,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-30,28,V,7.6963,7.6995,8.1,-0.4037,0.4037,0.162977,7.3413,7.4137,7.547,7.6963,7.8496,7.9848,8.0798,0,0,0,0.3026,0.5711,0.7386,0.281832,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-30,28,MP,6.196,6.199,6.6,-0.404,0.404,0.16325,5.6347,5.7553,5.9599,6.196,6.432,6.6483,6.7781,0,1,1,0.4721,0.8931,1.1434,0.250331,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-30,28,SD,19.894,19.8911,19.4,0.494,0.494,0.244035,19.2741,19.4042,19.6314,19.894,20.1431,20.386,20.5375,0,0,1,0.5117,0.9819,1.2634,0.309916,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-04-30,28,REST,1.7951,1.851,1.9,-0.1049,0.1049,0.011001,1.1863,1.3076,1.5252,1.7951,2.1339,2.4578,2.6681,1,1,1,0.6088,1.1502,1.4818,0.114044,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-05-28,56,M,17.8852,17.8866,17.4,0.4852,0.4852,0.235441,17.3343,17.462,17.6567,17.8852,18.1193,18.3169,18.4556,0,0,1,0.4626,0.8548,1.1213,0.317234,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-05-28,56,L,2.4975,2.5025,2.1,0.3975,0.3975,0.158043,2.2802,2.325,2.4077,2.4975,2.5933,2.6865,2.7379,0,0,0,0.1856,0.3615,0.4577,0.323847,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-05-28,56,C,6.1974,6.1986,6.1,0.0974,0.0974,0.009492,5.82,5.9022,6.0358,6.1974,6.3546,6.5024,6.5945,1,1,1,0.3189,0.6002,0.7746,0.07069,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-05-28,56,KD,4.8975,4.9007,5.5,-0.6025,0.6025,0.363007,4.5353,4.6124,4.7404,4.8975,5.0523,5.1941,5.2771,0,0,0,0.3119,0.5817,0.7418,0.471817,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-05-28,56,S,32.8785,32.8708,32.3,0.5785,0.5785,0.334648,32.0991,32.2754,32.565,32.8785,33.1889,33.4601,33.6248,0,1,1,0.6239,1.1847,1.5257,0.361212,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-05-28,56,V,7.6963,7.6995,8.5,-0.8037,0.8037,0.645941,7.3413,7.4137,7.547,7.6963,7.8496,7.9848,8.0798,0,0,0,0.3026,0.5711,0.7386,0.673897,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-05-28,56,MP,6.196,6.199,6.8,-0.604,0.604,0.364867,5.6347,5.7553,5.9599,6.196,6.432,6.6483,6.7781,0,0,0,0.4721,0.8931,1.1434,0.41801,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-05-28,56,SD,19.894,19.8911,19.3,0.594,0.594,0.352834,19.2741,19.4042,19.6314,19.894,20.1431,20.386,20.5375,0,0,1,0.5117,0.9819,1.2634,0.394495,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-05-28,56,REST,1.7951,1.851,2.0,-0.2049,0.2049,0.041977,1.1863,1.3076,1.5252,1.7951,2.1339,2.4578,2.6681,1,1,1,0.6088,1.1502,1.4818,0.140475,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-06-25,84,M,17.8852,17.8866,17.5,0.3852,0.3852,0.148397,17.3343,17.462,17.6567,17.8852,18.1193,18.3169,18.4556,0,1,1,0.4626,0.8548,1.1213,0.236035,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-06-25,84,L,2.4975,2.5025,1.9,0.5975,0.5975,0.357062,2.2802,2.325,2.4077,2.4975,2.5933,2.6865,2.7379,0,0,0,0.1856,0.3615,0.4577,0.523799,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-06-25,84,C,6.1974,6.1986,6.4,-0.2026,0.2026,0.041036,5.82,5.9022,6.0358,6.1974,6.3546,6.5024,6.5945,0,1,1,0.3189,0.6002,0.7746,0.121294,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-06-25,84,KD,4.8975,4.9007,5.9,-1.0025,1.0025,1.005008,4.5353,4.6124,4.7404,4.8975,5.0523,5.1941,5.2771,0,0,0,0.3119,0.5817,0.7418,0.870939,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-06-25,84,S,32.8785,32.8708,31.8,1.0785,1.0785,1.163136,32.0991,32.2754,32.565,32.8785,33.1889,33.4601,33.6248,0,0,0,0.6239,1.1847,1.5257,0.814213,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-06-25,84,V,7.6963,7.6995,8.2,-0.5037,0.5037,0.253718,7.3413,7.4137,7.547,7.6963,7.8496,7.9848,8.0798,0,0,0,0.3026,0.5711,0.7386,0.376454,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-06-25,84,MP,6.196,6.199,7.1,-0.904,0.904,0.817292,5.6347,5.7553,5.9599,6.196,6.432,6.6483,6.7781,0,0,0,0.4721,0.8931,1.1434,0.705091,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-06-25,84,SD,19.894,19.8911,19.3,0.594,0.594,0.352834,19.2741,19.4042,19.6314,19.894,20.1431,20.386,20.5375,0,0,1,0.5117,0.9819,1.2634,0.394495,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-06-25,84,REST,1.7951,1.851,1.9,-0.1049,0.1049,0.011001,1.1863,1.3076,1.5252,1.7951,2.1339,2.4578,2.6681,1,1,1,0.6088,1.1502,1.4818,0.114044,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-07-23,112,M,17.8852,17.8866,17.7,0.1852,0.1852,0.034308,17.3343,17.462,17.6567,17.8852,18.1193,18.3169,18.4556,1,1,1,0.4626,0.8548,1.1213,0.11732,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-07-23,112,L,2.4975,2.5025,2.0,0.4975,0.4975,0.247553,2.2802,2.325,2.4077,2.4975,2.5933,2.6865,2.7379,0,0,0,0.1856,0.3615,0.4577,0.423799,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-07-23,112,C,6.1974,6.1986,6.6,-0.4026,0.4026,0.162066,5.82,5.9022,6.0358,6.1974,6.3546,6.5024,6.5945,0,0,0,0.3189,0.6002,0.7746,0.278328,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-07-23,112,KD,4.8975,4.9007,6.2,-1.3025,1.3025,1.696508,4.5353,4.6124,4.7404,4.8975,5.0523,5.1941,5.2771,0,0,0,0.3119,0.5817,0.7418,1.170931,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-07-23,112,S,32.8785,32.8708,31.2,1.6785,1.6785,2.817321,32.0991,32.2754,32.565,32.8785,33.1889,33.4601,33.6248,0,0,0,0.6239,1.1847,1.5257,1.410487,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-07-23,112,V,7.6963,7.6995,8.0,-0.3037,0.3037,0.092236,7.3413,7.4137,7.547,7.6963,7.8496,7.9848,8.0798,0,0,1,0.3026,0.5711,0.7386,0.194731,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-07-23,112,MP,6.196,6.199,7.2,-1.004,1.004,1.0081,5.6347,5.7553,5.9599,6.196,6.432,6.6483,6.7781,0,0,0,0.4721,0.8931,1.1434,0.804156,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-07-23,112,SD,19.894,19.8911,19.2,0.694,0.694,0.481634,19.2741,19.4042,19.6314,19.894,20.1431,20.386,20.5375,0,0,0,0.5117,0.9819,1.2634,0.485544,5000,1789986826,2026-04-02,0
no_change,2026-04-02,2026-07-23,112,REST,1.7951,1.851,1.9,-0.1049,0.1049,0.011001,1.1863,1.3076,1.5252,1.7951,2.1339,2.4578,2.6681,1,1,1,0.6088,1.1502,1.4818,0.114044,5000,1789986826,2026-04-02,0
no_change,2026-04-09,2026-04-16,7,M,17.8794,17.8858,17.9,-0.0206,0.0206,0.000424,17.3077,17.4378,17.6521,17.8794,18.1245,18.3472,18.4671,1,1,1,0.4724,0.9094,1.1593,0.082676,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-16,7,L,2.3982,2.4032,2.4,-0.0018,0.0018,3e-06,2.1729,2.2199,2.3064,2.3982,2.4977,2.5907,2.6472,1,1,1,0.1913,0.3708,0.4743,0.033327,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-16,7,C,6.0878,6.098,6.2,-0.1122,0.1122,0.01259,5.6995,5.7831,5.9309,6.0878,6.2605,6.4199,6.5139,1,1,1,0.3296,0.6368,0.8144,0.076356,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-16,7,KD,4.8961,4.8976,4.9,-0.0039,0.0039,1.5e-05,4.5169,4.5934,4.7339,4.8961,5.0566,5.207,5.2969,1,1,1,0.3226,0.6136,0.7801,0.055588,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-16,7,S,32.6668,32.674,32.7,-0.0332,0.0332,0.001101,31.8855,32.0589,32.3615,32.6668,32.989,33.2965,33.4578,1,1,1,0.6275,1.2376,1.5723,0.112148,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-16,7,V,7.8837,7.8898,7.9,-0.0163,0.0163,0.000266,7.5034,7.5881,7.7252,7.8837,8.0517,8.2038,8.2929,1,1,1,0.3265,0.6158,0.7895,0.057024,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-16,7,MP,6.2983,6.3079,6.4,-0.1017,0.1017,0.010336,5.7166,5.8314,6.0376,6.2983,6.5571,6.8056,6.9368,1,1,1,0.5195,0.9741,1.2202,0.100224,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-16,7,SD,19.8792,19.8798,19.6,0.2792,0.2792,0.077978,19.2143,19.3622,19.6046,19.8792,20.1561,20.4056,20.5469,0,1,1,0.5515,1.0434,1.3326,0.168582,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-16,7,REST,1.9094,1.9639,2.0,-0.0906,0.0906,0.008201,1.2518,1.375,1.6048,1.9094,2.2498,2.6316,2.8735,1,1,1,0.645,1.2566,1.6217,0.119101,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-23,14,M,17.8794,17.8858,17.8,0.0794,0.0794,0.006307,17.3077,17.4378,17.6521,17.8794,18.1245,18.3472,18.4671,1,1,1,0.4724,0.9094,1.1593,0.089839,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-23,14,L,2.3982,2.4032,2.3,0.0982,0.0982,0.009648,2.1729,2.2199,2.3064,2.3982,2.4977,2.5907,2.6472,0,1,1,0.1913,0.3708,0.4743,0.060155,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-23,14,C,6.0878,6.098,6.1,-0.0122,0.0122,0.000149,5.6995,5.7831,5.9309,6.0878,6.2605,6.4199,6.5139,1,1,1,0.3296,0.6368,0.8144,0.057826,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-23,14,KD,4.8961,4.8976,5.0,-0.1039,0.1039,0.010796,4.5169,4.5934,4.7339,4.8961,5.0566,5.207,5.2969,1,1,1,0.3226,0.6136,0.7801,0.073998,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-23,14,S,32.6668,32.674,32.6,0.0668,0.0668,0.004465,31.8855,32.0589,32.3615,32.6668,32.989,33.2965,33.4578,1,1,1,0.6275,1.2376,1.5723,0.115198,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-23,14,V,7.8837,7.8898,8.1,-0.2163,0.2163,0.046791,7.5034,7.5881,7.7252,7.8837,8.0517,8.2038,8.2929,0,1,1,0.3265,0.6158,0.7895,0.12763,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-23,14,MP,6.2983,6.3079,6.5,-0.2017,0.2017,0.040668,5.7166,5.8314,6.0376,6.2983,6.5571,6.8056,6.9368,1,1,1,0.5195,0.9741,1.2202,0.130213,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-23,14,SD,19.8792,19.8798,19.6,0.2792,0.2792,0.077978,19.2143,19.3622,19.6046,19.8792,20.1561,20.4056,20.5469,0,1,1,0.5515,1.0434,1.3326,0.168582,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-04-23,14,REST,1.9094,1.9639,2.0,-0.0906,0.0906,0.008201,1.2518,1.375,1.6048,1.9094,2.2498,2.6316,2.8735,1,1,1,0.645,1.2566,1.6217,0.119101,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-05-07,28,M,17.8794,17.8858,17.9,-0.0206,0.0206,0.000424,17.3077,17.4378,17.6521,17.8794,18.1245,18.3472,18.4671,1,1,1,0.4724,0.9094,1.1593,0.082676,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-05-07,28,L,2.3982,2.4032,2.3,0.0982,0.0982,0.009648,2.1729,2.2199,2.3064,2.3982,2.4977,2.5907,2.6472,0,1,1,0.1913,0.3708,0.4743,0.060155,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-05-07,28,C,6.0878,6.098,6.1,-0.0122,0.0122,0.000149,5.6995,5.7831,5.9309,6.0878,6.2605,6.4199,6.5139,1,1,1,0.3296,0.6368,0.8144,0.057826,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-05-07,28,KD,4.8961,4.8976,5.0,-0.1039,0.1039,0.010796,4.5169,4.5934,4.7339,4.8961,5.0566,5.207,5.2969,1,1,1,0.3226,0.6136,0.7801,0.073998,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-05-07,28,S,32.6668,32.674,32.5,0.1668,0.1668,0.027829,31.8855,32.0589,32.3615,32.6668,32.989,33.2965,33.4578,1,1,1,0.6275,1.2376,1.5723,0.135239,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-05-07,28,V,7.8837,7.8898,8.3,-0.4163,0.4163,0.173316,7.5034,7.5881,7.7252,7.8837,8.0517,8.2038,8.2929,0,0,0,0.3265,0.6158,0.7895,0.284514,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-05-07,28,MP,6.2983,6.3079,6.7,-0.4017,0.4017,0.161334,5.7166,5.8314,6.0376,6.2983,6.5571,6.8056,6.9368,0,1,1,0.5195,0.9741,1.2202,0.242109,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-05-07,28,SD,19.8792,19.8798,19.3,0.5792,0.5792,0.335526,19.2143,19.3622,19.6046,19.8792,20.1561,20.4056,20.5469,0,0,1,0.5515,1.0434,1.3326,0.377664,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-05-07,28,REST,1.9094,1.9639,1.9,0.0094,0.0094,8.9e-05,1.2518,1.375,1.6048,1.9094,2.2498,2.6316,2.8735,1,1,1,0.645,1.2566,1.6217,0.112477,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-06-04,56,M,17.8794,17.8858,17.2,0.6794,0.6794,0.461611,17.3077,17.4378,17.6521,17.8794,18.1245,18.3472,18.4671,0,0,0,0.4724,0.9094,1.1593,0.493707,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-06-04,56,L,2.3982,2.4032,2.0,0.3982,0.3982,0.158585,2.1729,2.2199,2.3064,2.3982,2.4977,2.5907,2.6472,0,0,0,0.1913,0.3708,0.4743,0.322646,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-06-04,56,C,6.0878,6.098,6.2,-0.1122,0.1122,0.01259,5.6995,5.7831,5.9309,6.0878,6.2605,6.4199,6.5139,1,1,1,0.3296,0.6368,0.8144,0.076356,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-06-04,56,KD,4.8961,4.8976,5.7,-0.8039,0.8039,0.646263,4.5169,4.5934,4.7339,4.8961,5.0566,5.207,5.2969,0,0,0,0.3226,0.6136,0.7801,0.667634,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-06-04,56,S,32.6668,32.674,32.2,0.4668,0.4668,0.21792,31.8855,32.0589,32.3615,32.6668,32.989,33.2965,33.4578,0,1,1,0.6275,1.2376,1.5723,0.285879,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-06-04,56,V,7.8837,7.8898,8.6,-0.7163,0.7163,0.513104,7.5034,7.5881,7.7252,7.8837,8.0517,8.2038,8.2929,0,0,0,0.3265,0.6158,0.7895,0.574692,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-06-04,56,MP,6.2983,6.3079,6.8,-0.5017,0.5017,0.251666,5.7166,5.8314,6.0376,6.2983,6.5571,6.8056,6.9368,0,1,1,0.5195,0.9741,1.2202,0.316856,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-06-04,56,SD,19.8792,19.8798,19.3,0.5792,0.5792,0.335526,19.2143,19.3622,19.6046,19.8792,20.1561,20.4056,20.5469,0,0,1,0.5515,1.0434,1.3326,0.377664,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-06-04,56,REST,1.9094,1.9639,2.0,-0.0906,0.0906,0.008201,1.2518,1.375,1.6048,1.9094,2.2498,2.6316,2.8735,1,1,1,0.645,1.2566,1.6217,0.119101,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-02,84,M,17.8794,17.8858,17.5,0.3794,0.3794,0.143959,17.3077,17.4378,17.6521,17.8794,18.1245,18.3472,18.4671,0,1,1,0.4724,0.9094,1.1593,0.235563,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-02,84,L,2.3982,2.4032,1.9,0.4982,0.4982,0.24823,2.1729,2.2199,2.3064,2.3982,2.4977,2.5907,2.6472,0,0,0,0.1913,0.3708,0.4743,0.42258,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-02,84,C,6.0878,6.098,6.5,-0.4122,0.4122,0.169914,5.6995,5.7831,5.9309,6.0878,6.2605,6.4199,6.5139,0,0,1,0.3296,0.6368,0.8144,0.275845,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-02,84,KD,4.8961,4.8976,6.0,-1.1039,1.1039,1.218606,4.5169,4.5934,4.7339,4.8961,5.0566,5.207,5.2969,0,0,0,0.3226,0.6136,0.7801,0.967529,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-02,84,S,32.6668,32.674,31.7,0.9668,0.9668,0.93474,31.8855,32.0589,32.3615,32.6668,32.989,33.2965,33.4578,0,0,0,0.6275,1.2376,1.5723,0.712147,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-02,84,V,7.8837,7.8898,8.2,-0.3163,0.3163,0.100054,7.5034,7.5881,7.7252,7.8837,8.0517,8.2038,8.2929,0,1,1,0.3265,0.6158,0.7895,0.198638,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-02,84,MP,6.2983,6.3079,7.1,-0.8017,0.8017,0.642665,5.7166,5.8314,6.0376,6.2983,6.5571,6.8056,6.9368,0,0,0,0.5195,0.9741,1.2202,0.585243,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-02,84,SD,19.8792,19.8798,19.3,0.5792,0.5792,0.335526,19.2143,19.3622,19.6046,19.8792,20.1561,20.4056,20.5469,0,0,1,0.5515,1.0434,1.3326,0.377664,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-02,84,REST,1.9094,1.9639,1.8,0.1094,0.1094,0.011977,1.2518,1.375,1.6048,1.9094,2.2498,2.6316,2.8735,1,1,1,0.645,1.2566,1.6217,0.122782,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-30,112,M,17.8794,17.8858,17.8,0.0794,0.0794,0.006307,17.3077,17.4378,17.6521,17.8794,18.1245,18.3472,18.4671,1,1,1,0.4724,0.9094,1.1593,0.089839,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-30,112,L,2.3982,2.4032,2.0,0.3982,0.3982,0.158585,2.1729,2.2199,2.3064,2.3982,2.4977,2.5907,2.6472,0,0,0,0.1913,0.3708,0.4743,0.322646,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-30,112,C,6.0878,6.098,6.7,-0.6122,0.6122,0.374797,5.6995,5.7831,5.9309,6.0878,6.2605,6.4199,6.5139,0,0,0,0.3296,0.6368,0.8144,0.464629,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-30,112,KD,4.8961,4.8976,6.3,-1.4039,1.4039,1.970949,4.5169,4.5934,4.7339,4.8961,5.0566,5.207,5.2969,0,0,0,0.3226,0.6136,0.7801,1.267529,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-30,112,S,32.6668,32.674,31.0,1.6668,1.6668,2.778287,31.8855,32.0589,32.3615,32.6668,32.989,33.2965,33.4578,0,0,0,0.6275,1.2376,1.5723,1.403996,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-30,112,V,7.8837,7.8898,7.9,-0.0163,0.0163,0.000266,7.5034,7.5881,7.7252,7.8837,8.0517,8.2038,8.2929,1,1,1,0.3265,0.6158,0.7895,0.057024,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-30,112,MP,6.2983,6.3079,7.3,-1.0017,1.0017,1.00333,5.7166,5.8314,6.0376,6.2983,6.5571,6.8056,6.9368,0,0,0,0.5195,0.9741,1.2202,0.780609,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-30,112,SD,19.8792,19.8798,19.2,0.6792,0.6792,0.461375,19.2143,19.3622,19.6046,19.8792,20.1561,20.4056,20.5469,0,0,0,0.5515,1.0434,1.3326,0.465827,5000,1285810888,2026-04-09,0
no_change,2026-04-09,2026-07-30,112,REST,1.9094,1.9639,1.8,0.1094,0.1094,0.011977,1.2518,1.375,1.6048,1.9094,2.2498,2.6316,2.8735,1,1,1,0.645,1.2566,1.6217,0.122782,5000,1285810888,2026-04-09,0
no_change,2026-04-16,2026-04-23,7,M,17.8752,17.8839,17.8,0.0752,0.0752,0.005654,17.2897,17.4181,17.6306,17.8752,18.1311,18.3671,18.5006,1,1,1,0.5006,0.9491,1.2109,0.092943,5000,1773259377,2026-04-16,0
no_change,2026-04-16,2026-04-23,7,L,2.3974,2.4011,2.3,0.0974,0.0974,0.009486,2.1545,2.2074,2.2978,2.3974,2.5044,2.5947,2.6527,1,1,1,0.2066,0.3873,0.4982,0.060009,5000,1773259377,2026-04-16,0
no_change,2026-04-16,2026-04-23,7,C,6.193,6.1975,6.1,0.093,0.093,0.008655,5.7681,5.8658,6.0185,6.193,6.3733,6.535,6.6322,1,1,1,0.3547,0.6692,0.8641,0.074386,5000,1773259377,2026-04-16,0
no_change,2026-04-16,2026-04-23,7,KD,4.9011,4.902,5.0,-0.0989,0.0989,0.009781,4.4951,4.5807,4.7287,4.9011,5.0616,5.2353,5.3333,1,1,1,0.3329,0.6545,0.8383,0.074758,5000,1773259377,2026-04-16,0
no_change,2026-04-16,2026-04-23,7,S,32.6634,32.6668,32.6,0.0634,0.0634,0.004021,31.8404,32.0297,32.3285,32.6634,32.9971,33.3224,33.5256,1,1,1,0.6686,1.2927,1.6852,0.120025,5000,1773259377,2026-04-16,0
no_change,2026-04-16,2026-04-23,7,V,7.8921,7.8952,8.1,-0.2079,0.2079,0.043204,7.483,7.5755,7.7229,7.8921,8.0605,8.2263,8.317,0,1,1,0.3376,0.6509,0.834,0.123913,5000,1773259377,2026-04-16,0
no_change,2026-04-16,2026-04-23,7,MP,6.3954,6.4069,6.5,-0.1046,0.1046,0.010941,5.7717,5.9168,6.1278,6.3954,6.664,6.9292,7.0815,1,1,1,0.5362,1.0124,1.3098,0.103161,5000,1773259377,2026-04-16,0
no_change,2026-04-16,2026-04-23,7,SD,19.5773,19.5756,19.6,-0.0227,0.0227,0.000515,18.8875,19.0243,19.283,19.5773,19.8556,20.1376,20.2842,1,1,1,0.5725,1.1133,1.3967,0.100735,5000,1773259377,2026-04-16,0
no_change,2026-04-16,2026-04-23,7,REST,2.0019,2.071,2.0,0.0019,0.0019,4e-06,1.2951,1.4109,1.6663,2.0019,2.3947,2.7948,3.091,1,1,1,0.7284,1.3839,1.7959,0.126095,5000,1773259377,2026-04-16,0
