election_year,constituency_code,constituency_name,party,party_source_name,votes,constituency_valid_votes
2022,19,Västra Götalands läns södra,MP,Miljöpartiet de gröna,5053,141906
2022,19,Västra Götalands läns södra,OTHER,Övriga anmälda partier,2218,141906
2022,19,Västra Götalands läns södra,S,Arbetarepartiet-Socialdemokraterna,41350,141906
2022,19,Västra Götalands läns södra,SD,Sverigedemokraterna,33477,141906
2022,19,Västra Götalands läns södra,V,Vänsterpartiet,7583,141906
2022,20,Västra Götalands läns östra,C,Centerpartiet,11667,176526
2022,20,Västra Götalands läns östra,KD,Kristdemokraterna,12289,176526
2022,20,Västra Götalands läns östra,L,Liberalerna (tidigare Folkpartiet),5919,176526
2022,20,Västra Götalands läns östra,M,Moderaterna,32790,176526
2022,20,Västra Götalands läns östra,MP,Miljöpartiet de gröna,5748,176526
2022,20,Västra Götalands läns östra,OTHER,Övriga anmälda partier,2264,176526
2022,20,Västra Götalands läns östra,S,Arbetarepartiet-Socialdemokraterna,55421,176526
2022,20,Västra Götalands läns östra,SD,Sverigedemokraterna,42572,176526
2022,20,Västra Götalands läns östra,V,Vänsterpartiet,7856,176526
2022,21,Värmlands län,C,Centerpartiet,11557,182237
2022,21,Värmlands län,KD,Kristdemokraterna,10590,182237
2022,21,Värmlands län,L,Liberalerna (tidigare Folkpartiet),6766,182237
2022,21,Värmlands län,M,Moderaterna,31068,182237
2022,21,Värmlands län,MP,Miljöpartiet de gröna,6635,182237
2022,21,Värmlands län,OTHER,Övriga anmälda partier,1906,182237
2022,21,Värmlands län,S,Arbetarepartiet-Socialdemokraterna,63034,182237
2022,21,Värmlands län,SD,Sverigedemokraterna,41555,182237
2022,21,Värmlands län,V,Vänsterpartiet,9126,182237
2022,22,Örebro län,C,Centerpartiet,12159,194190
2022,22,Örebro län,KD,Kristdemokraterna,10368,194190
2022,22,Örebro län,L,Liberalerna (tidigare Folkpartiet),8828,194190
2022,22,Örebro län,M,Moderaterna,32508,194190
2022,22,Örebro län,MP,Miljöpartiet de gröna,7866,194190
2022,22,Örebro län,OTHER,Övriga anmälda partier,3119,194190
2022,22,Örebro län,S,Arbetarepartiet-Socialdemokraterna,64565,194190
2022,22,Örebro län,SD,Sverigedemokraterna,42904,194190
2022,22,Örebro län,V,Vänsterpartiet,11873,194190
2022,23,Västmanlands län,C,Centerpartiet,9224,170749
2022,23,Västmanlands län,KD,Kristdemokraterna,8554,170749
2022,23,Västmanlands län,L,Liberalerna (tidigare Folkpartiet),7100,170749
2022,23,Västmanlands län,M,Moderaterna,32671,170749
2022,23,Västmanlands län,MP,Miljöpartiet de gröna,5465,170749
2022,23,Västmanlands län,OTHER,Övriga anmälda partier,2200,170749
2022,23,Västmanlands län,S,Arbetarepartiet-Socialdemokraterna,54645,170749
2022,23,Västmanlands län,SD,Sverigedemokraterna,40415,170749
2022,23,Västmanlands län,V,Vänsterpartiet,10475,170749
2022,24,Dalarnas län,C,Centerpartiet,12131,186599
2022,24,Dalarnas län,KD,Kristdemokraterna,11231,186599
2022,24,Dalarnas län,L,Liberalerna (tidigare Folkpartiet),5786,186599
2022,24,Dalarnas län,M,Moderaterna,30664,186599
2022,24,Dalarnas län,MP,Miljöpartiet de gröna,7087,186599
2022,24,Dalarnas län,OTHER,Övriga anmälda partier,2752,186599
2022,24,Dalarnas län,S,Arbetarepartiet-Socialdemokraterna,59080,186599
2022,24,Dalarnas län,SD,Sverigedemokraterna,47931,186599
2022,24,Dalarnas län,V,Vänsterpartiet,9937,186599
2022,25,Gävleborgs län,C,Centerpartiet,11405,182587
2022,25,Gävleborgs län,KD,Kristdemokraterna,9303,182587
2022,25,Gävleborgs län,L,Liberalerna (tidigare Folkpartiet),5462,182587
2022,25,Gävleborgs län,M,Moderaterna,29661,182587
2022,25,Gävleborgs län,MP,Miljöpartiet de gröna,6308,182587
2022,25,Gävleborgs län,OTHER,Övriga anmälda partier,2256,182587
2022,25,Gävleborgs län,S,Arbetarepartiet-Socialdemokraterna,63415,182587
2022,25,Gävleborgs län,SD,Sverigedemokraterna,43994,182587
2022,25,Gävleborgs län,V,Vänsterpartiet,10783,182587
2022,26,Västernorrlands län,C,Centerpartiet,11822,158723
2022,26,Västernorrlands län,KD,Kristdemokraterna,8591,158723
2022,26,Västernorrlands län,L,Liberalerna (tidigare Folkpartiet),4348,158723
2022,26,Västernorrlands län,M,Moderaterna,22176,158723
2022,26,Västernorrlands län,MP,Miljöpartiet de gröna,5437,158723
2022,26,Västernorrlands län,OTHER,Övriga anmälda partier,1835,158723
2022,26,Västernorrlands län,S,Arbetarepartiet-Socialdemokraterna,62562,158723
2022,26,Västernorrlands län,SD,Sverigedemokraterna,32829,158723
2022,26,Västernorrlands län,V,Vänsterpartiet,9123,158723
2022,27,Jämtlands län,C,Centerpartiet,7771,85024
2022,27,Jämtlands län,KD,Kristdemokraterna,4574,85024
2022,27,Jämtlands län,L,Liberalerna (tidigare Folkpartiet),2244,85024
2022,27,Jämtlands län,M,Moderaterna,12574,85024
2022,27,Jämtlands län,MP,Miljöpartiet de gröna,4269,85024
2022,27,Jämtlands län,OTHER,Övriga anmälda partier,1080,85024
2022,27,Jämtlands län,S,Arbetarepartiet-Socialdemokraterna,30666,85024
2022,27,Jämtlands län,SD,Sverigedemokraterna,17097,85024
2022,27,Jämtlands län,V,Vänsterpartiet,4749,85024
2022,28,Västerbottens län,C,Centerpartiet,13827,177543
2022,28,Västerbottens län,KD,Kristdemokraterna,8368,177543
2022,28,Västerbottens län,L,Liberalerna (tidigare Folkpartiet),5544,177543
2022,28,Västerbottens län,M,Moderaterna,25121,177543
2022,28,Västerbottens län,MP,Miljöpartiet de gröna,9653,177543
2022,28,Västerbottens län,OTHER,Övriga anmälda partier,1949,177543
2022,28,Västerbottens län,S,Arbetarepartiet-Socialdemokraterna,72318,177543
2022,28,Västerbottens län,SD,Sverigedemokraterna,25666,177543
2022,28,Västerbottens län,V,Vänsterpartiet,15097,177543
2022,29,Norrbottens län,C,Centerpartiet,8533,161456
2022,29,Norrbottens län,KD,Kristdemokraterna,8266,161456
2022,29,Norrbottens län,L,Liberalerna (tidigare Folkpartiet),4094,161456
2022,29,Norrbottens län,M,Moderaterna,21917,161456
2022,29,Norrbottens län,MP,Miljöpartiet de gröna,5561,161456
2022,29,Norrbottens län,OTHER,Övriga anmälda partier,1793,161456
2022,29,Norrbottens län,S,Arbetarepartiet-Socialdemokraterna,67235,161456
2022,29,Norrbottens län,SD,Sverigedemokraterna,32780,161456
2022,29,Norrbottens län,V,Vänsterpartiet,11277,161456
