model,tier,target_year,horizon_days,seed,draws,k_outer,training_residual_years,h,es_9cat,es_8party,crps_8party_mean,crps_all9_mean,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,coverage_50_8party,coverage_80_8party,coverage_90_8party,mean_lambda,p05_lambda,fraction_lambda_lt_0_99,fraction_lambda_lt_0_90,fraction_lambda_lt_0_75,min_lambda,p01_lambda,p10_lambda,fraction_lambda_lt_1,crps_M,crps_L,crps_C,crps_KD,crps_S,crps_V,crps_MP,crps_SD,crps_REST,min_lambda_ok,elapsed_seconds,mandate_law,first_divisor,geography_mode,geography_baseline_year,seat_energy_score,seat_crps_8party_mean,seat_coverage_50,seat_coverage_80,seat_coverage_90,seat_crps_M,seat_crps_L,seat_crps_C,seat_crps_KD,seat_crps_S,seat_crps_V,seat_crps_MP,seat_crps_SD,coalition_brier_mean_over_masks,complement_symmetry_max_abs_diff,complement_symmetry_holds,seat_total_always_349,min_vote_pct,max_abs_sum_deviation,any_nonfinite,distinct_vote_rows,distinct_seat_rows,mc_mean_seats,mc_mean_vote_pct,atom_index_counts
CHALLENGER_B_lw_gaussian,tier3_iso,2014,14,12345,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,229.84,PRE_2018,7/5,chronological,2010,12.4971,3.559275,0.375,0.75,0.75,2.1804,2.4282,0.7314,1.9222,1.7109,2.464,5.7132,11.3239,0.04011374952755905,8.673617379884035e-18,True,True,2.40134703463686,2.842170943040401e-14,False,20000,19833,80.681650|22.846950|22.907650|18.703300|110.228700|25.011900|32.188050|36.431800,21.95179861|6.29637769|6.26960079|5.20065070|29.91425558|6.84488277|8.80876257|9.97080078|4.74287050,
CHALLENGER_B_lw_gaussian,tier3_iso,2014,14,24680,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,229.55,PRE_2018,7/5,chronological,2010,12.4878,3.559925,0.375,0.75,0.75,2.206,2.4608,0.7182,1.9131,1.6822,2.4594,5.7338,11.3059,0.040041791141732286,2.220446049250313e-16,True,True,2.0849119905312277,2.842170943040401e-14,False,20000,19833,80.661300|22.856550|22.860650|18.712450|110.273050|24.978250|32.198150|36.459600,21.94400279|6.30422230|6.25858360|5.19709536|29.93040634|6.83763561|8.81130010|9.97954350|4.73721040,
CHALLENGER_B_lw_gaussian,tier3_iso,2014,14,98765,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,230.1,PRE_2018,7/5,chronological,2010,12.4954,3.557975,0.375,0.75,0.75,2.2029,2.4347,0.7213,1.9233,1.6914,2.4415,5.7525,11.2962,0.04007616641732283,2.7755575615628914e-17,True,True,2.361716290932706,2.842170943040401e-14,False,20000,19836,80.655500|22.844100|22.921800|18.697300|110.242850|24.967350|32.216700|36.454400,21.94145309|6.29514198|6.27611470|5.20033737|29.92313877|6.83316214|8.81507105|9.97707246|4.73850843,
CHALLENGER_B_lw_gaussian,tier3_iso,2014,14,54321,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,231.99,PRE_2018,7/5,chronological,2010,12.5028,3.5644125,0.375,0.75,0.75,2.1829,2.4069,0.7252,1.953,1.7388,2.4639,5.7266,11.318,0.04011624049212598,2.7755575615628914e-17,True,True,2.594010626491942,2.842170943040401e-14,False,20000,19830,80.727200|22.801550|22.898750|18.766800|110.177550|25.012000|32.192900|36.423250,21.96140091|6.28791730|6.26938502|5.21111216|29.90685987|6.84681714|8.80945375|9.97000577|4.73704809,
CHALLENGER_B_lw_gaussian,tier3_iso,2014,14,13579,20000,3,2002|2006|2010,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,232.87,PRE_2018,7/5,chronological,2010,12.4885,3.5589375,0.375,0.75,0.75,2.1956,2.3987,0.7302,1.9472,1.7213,2.4542,5.7151,11.3092,0.04017729614173229,2.220446049250313e-16,True,True,2.4609880496178653,2.842170943040401e-14,False,20000,19847,80.714650|22.799350|22.925600|18.747850|110.206850|24.988300|32.178550|36.438850,21.95690247|6.28390983|6.27590587|5.20617588|29.91581439|6.83964175|8.80614473|9.97556047|4.73994460,
CHALLENGER_B_lw_gaussian,tier3_iso,2018,14,12345,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,205.97,POST_2018,6/5,chronological,2014,10.5112,2.9537375000000003,0.5,0.75,0.75,3.4511,1.0626,0.6741,0.6,7.0045,5.9758,1.46,3.4018,0.011582798267716536,5.551115123125783e-17,True,True,0.038848361318340796,2.842170943040401e-14,False,20000,19986,64.427450|21.310200|30.891850|21.967500|90.935200|35.842050|16.263200|67.362550,17.76959725|5.95918011|8.52756416|6.06904795|25.09698052|9.88614766|4.99035463|18.58680688|3.11432083,
CHALLENGER_B_lw_gaussian,tier3_iso,2018,14,24680,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,208.41,POST_2018,6/5,chronological,2014,10.5046,2.9545874999999997,0.5,0.75,0.75,3.4788,1.0636,0.6628,0.6077,7.0394,5.9345,1.4574,3.3925,0.011476765078740158,1.3877787807814457e-17,True,True,0.08560306615898394,2.842170943040401e-14,False,20000,19979,64.389850|21.326750|30.926600|21.981600|90.913350|35.797000|16.324500|67.340350,17.76170549|5.95779002|8.53756466|6.07044554|25.09452232|9.87661464|4.99465904|18.58394471|3.12275358,
CHALLENGER_B_lw_gaussian,tier3_iso,2018,14,98765,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0001,0.0001,0.0,0.8518241875056399,1.0,1.0,5e-05,,,,,,,,,,True,209.3,POST_2018,6/5,chronological,2014,10.4844,2.9454000000000002,0.5,0.75,0.75,3.4109,1.0414,0.6756,0.6094,7.039,5.9588,1.4188,3.4093,0.011544393543307087,1.1102230246251565e-16,True,True,0.01,2.842170943040401e-14,False,20000,19975,64.484700|21.271000|30.899400|21.996700|90.917100|35.799450|16.252850|67.378800,17.78467073|5.94624560|8.52868468|6.07451284|25.09265447|9.87698255|4.97693403|18.59055527|3.12875985,
CHALLENGER_B_lw_gaussian,tier3_iso,2018,14,54321,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,210.66,POST_2018,6/5,chronological,2014,10.4903,2.9507125000000003,0.5,0.75,0.75,3.4421,1.0676,0.6679,0.6026,7.0232,5.9774,1.4511,3.3738,0.011605179468503937,5.551115123125783e-17,True,True,0.24764933338855588,2.842170943040401e-14,False,20000,19975,64.449050|21.297600|30.884950|22.043850|90.923000|35.834150|16.247400|67.320000,17.77286999|5.95507181|8.52463224|6.08659508|25.09220750|9.88446884|4.98070434|18.57350165|3.12994855,
CHALLENGER_B_lw_gaussian,tier3_iso,2018,14,13579,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,True,211.63,POST_2018,6/5,chronological,2014,10.4895,2.9560625,0.5,0.75,0.75,3.4389,1.0791,0.6701,0.6135,6.9886,5.9954,1.4645,3.3984,0.011629835374015749,2.220446049250313e-16,True,True,0.2915772896969675,2.842170943040401e-14,False,20000,19971,64.454800|21.349650|30.897150|21.956350|90.956600|35.858000|16.166050|67.361400,17.77085982|5.96444427|8.52606952|6.06299872|25.09653293|9.88854802|4.97826521|18.58094052|3.13134098,
CHALLENGER_B_lw_gaussian,tier3_iso,2022,14,12345,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,0.9782,0.7936,0.0922,0.0716,0.0399,0.36720508464872503,0.5646083476975691,1.0,0.09505,,,,,,,,,,True,225.7,POST_2018,6/5,chronological,2018,6.1968,1.768225,0.625,1.0,1.0,3.1098,1.4182,1.5067,0.9397,2.5514,1.9604,1.3116,1.348,0.015183385610236222,5.551115123125783e-17,True,True,0.01,2.842170943040401e-14,False,20000,19984,62.968650|15.003700|26.540800|19.662200|102.900000|27.308900|19.551450|75.064300,17.63297936|4.86589100|7.43411478|5.64669825|28.82277104|7.64595345|5.63760080|21.02120993|1.29278140,
CHALLENGER_B_lw_gaussian,tier3_iso,2022,14,24680,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,0.9777,0.7895,0.095,0.0744,0.0416,0.3455553635595501,0.5651265498327829,1.0,0.09785,,,,,,,,,,True,223.77,POST_2018,6/5,chronological,2018,6.1705,1.7590875,0.625,1.0,1.0,3.1213,1.422,1.4762,0.9195,2.5036,1.9496,1.3086,1.3719,0.014966692421259843,5.551115123125783e-17,True,True,0.01,2.842170943040401e-14,False,20000,19985,62.945500|15.067600|26.492900|19.572200|102.958700|27.303600|19.522900|75.136600,17.62715358|4.87721573|7.41964989|5.63516783|28.83920083|7.64465814|5.63364766|21.04171813|1.28158821,
CHALLENGER_B_lw_gaussian,tier3_iso,2022,14,98765,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,0.9783,0.7979,0.0909,0.0717,0.0397,0.3593624562364319,0.5665361829195701,1.0,0.0928,,,,,,,,,,True,224.96,POST_2018,6/5,chronological,2018,6.1829,1.7595,0.625,1.0,1.0,3.1139,1.3857,1.4902,0.9102,2.55,1.9295,1.3217,1.3748,0.015042027598425194,1.1102230246251565e-16,True,True,0.01,2.842170943040401e-14,False,20000,19989,62.958150|15.092750|26.520100|19.609500|102.906950|27.291650|19.502000|75.118900,17.63104492|4.87099321|7.42887113|5.63322878|28.82691196|7.64243087|5.63826454|21.03865113|1.28960346,
CHALLENGER_B_lw_gaussian,tier3_iso,2022,14,54321,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,0.9777,0.7886,0.0953,0.0751,0.0411,0.33120619531829126,0.5659254647472763,1.0,0.09755,,,,,,,,,,True,226.5,POST_2018,6/5,chronological,2018,6.1518,1.7506624999999998,0.625,1.0,1.0,3.0929,1.4034,1.4774,0.9458,2.5378,1.9199,1.2875,1.3406,0.014918696338582678,1.1102230246251565e-16,True,True,0.01,2.842170943040401e-14,False,20000,19990,62.995900|15.054800|26.504700|19.688150|102.918550|27.258850|19.495200|75.083850,17.64403063|4.87142116|7.42380454|5.65435161|28.83183707|7.63376919|5.62551692|21.02936123|1.28590765,
CHALLENGER_B_lw_gaussian,tier3_iso,2022,14,13579,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,,0.9778,0.7994,0.0953,0.0732,0.0398,0.3208683248359521,0.5628674073561106,1.0,0.0976,,,,,,,,,,True,226.55,POST_2018,6/5,chronological,2018,6.1893,1.766425,0.625,1.0,1.0,3.0838,1.4301,1.489,0.9305,2.5478,1.9731,1.2873,1.3898,0.014970732559055119,4.163336342344337e-17,True,True,0.01,2.842170943040401e-14,False,20000,19990,63.007400|15.023300|26.504000|19.568650|102.908550|27.334250|19.516950|75.136900,17.64172425|4.87564824|7.42209672|5.63568566|28.82280913|7.65143398|5.62921709|21.04077304|1.28061189,
