poll_id,pollster,pollster_original,house_original,publication_period,publication_date,interview_start,interview_end,collection_period_approximate,party,support,source_value,support_status,uncertain_share,sample_size,dataset_source_url,row_source_references_json,sources_index_url,source_row,retrieved_at
swp-2c0b6511494848bb09c9,Indikator,Indikator,Indikator,2023-dec,2024-01-09,2023-12-07,2024-01-02,False,C,3.4,3.4,reported,,2468,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,185,
swp-2c0b6511494848bb09c9,Indikator,Indikator,Indikator,2023-dec,2024-01-09,2023-12-07,2024-01-02,False,KD,2.6,2.6,reported,,2468,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,185,
swp-2c0b6511494848bb09c9,Indikator,Indikator,Indikator,2023-dec,2024-01-09,2023-12-07,2024-01-02,False,S,37.0,37.0,reported,,2468,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,185,
swp-2c0b6511494848bb09c9,Indikator,Indikator,Indikator,2023-dec,2024-01-09,2023-12-07,2024-01-02,False,V,7.2,7.2,reported,,2468,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,185,
swp-2c0b6511494848bb09c9,Indikator,Indikator,Indikator,2023-dec,2024-01-09,2023-12-07,2024-01-02,False,MP,5.3,5.3,reported,,2468,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,185,
swp-2c0b6511494848bb09c9,Indikator,Indikator,Indikator,2023-dec,2024-01-09,2023-12-07,2024-01-02,False,SD,23.0,23.0,reported,,2468,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,185,
swp-2c0b6511494848bb09c9,Indikator,Indikator,Indikator,2023-dec,2024-01-09,2023-12-07,2024-01-02,False,FI,,,unreported,,2468,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,185,
swp-2c0b6511494848bb09c9,Indikator,Indikator,Indikator,2023-dec,2024-01-09,2023-12-07,2024-01-02,False,other,,,unreported,,2468,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,185,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,M,15.0,15.0,reported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,L,3.0,3.0,reported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,C,5.0,5.0,reported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,KD,3.0,3.0,reported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,S,35.0,35.0,reported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,V,9.0,9.0,reported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,MP,4.0,4.0,reported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,SD,24.0,24.0,reported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,FI,,,unreported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-2823aa963141513733a8,Ipsos,Ipsos,Ipsos,2023-dec,2023-12-20,2023-12-05,2023-12-17,False,other,,,unreported,,1705,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,186,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,M,18.6,18.6,reported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,L,2.9,2.9,reported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,C,3.9,3.9,reported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,KD,3.2,3.2,reported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,S,37.2,37.2,reported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,V,7.9,7.9,reported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,MP,4.6,4.6,reported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,SD,20.6,20.6,reported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,FI,,,unreported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-82053c8df16d4c97a428,Novus,Novus,Novus,2023-dec,2023-12-15,2023-11-13,2023-12-10,False,other,,,unreported,,2413,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,187,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,M,17.0,17.0,reported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,L,2.7,2.7,reported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,C,4.3,4.3,reported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,KD,3.6,3.6,reported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,S,35.7,35.7,reported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,V,7.8,7.8,reported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,MP,4.4,4.4,reported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,SD,22.5,22.5,reported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,FI,,,unreported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-2c69cce8fda886e2541a,Sifo,Sifo,Sifo,2023-dec,2023-12-14,2023-11-27,2023-12-10,False,other,,,unreported,,3179,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,188,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,M,17.2,17.2,reported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,L,2.8,2.8,reported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,C,4.0,4.0,reported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,KD,3.7,3.7,reported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,S,36.6,36.6,reported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,V,7.4,7.4,reported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,MP,3.9,3.9,reported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,SD,22.9,22.9,reported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,FI,,,unreported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-19df51d19c4001684953,Demoskop,Demoskop,Demoskop,2023-dec,2023-12-07,2023-11-18,2023-12-04,False,other,,,unreported,,2495,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,189,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,M,16.05,16.05,reported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,L,3.25,3.25,reported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,C,4.21,4.21,reported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,KD,3.14,3.14,reported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,S,34.95,34.95,reported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,V,7.15,7.15,reported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,MP,5.13,5.13,reported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,SD,24.17,24.17,reported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,FI,,,unreported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-161157527ee593679f95,Sentio,Sentio,Sentio,2023-dec,2023-12-06,2023-11-30,2023-12-04,False,other,,,unreported,,756,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,190,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,M,16.2,16.2,reported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,L,3.2,3.2,reported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,C,3.8,3.8,reported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,KD,2.7,2.7,reported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,S,38.3,38.3,reported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,V,7.3,7.3,reported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,MP,4.3,4.3,reported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,SD,22.6,22.6,reported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,FI,,,unreported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-25f86e9c69c52d87e223,Indikator,Indikator,Indikator,2023-nov,2023-11-30,2023-11-03,2023-11-23,False,other,,,unreported,,2596,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,191,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,M,19.7,19.7,reported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,L,3.7,3.7,reported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,C,5.0,5.0,reported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,KD,3.2,3.2,reported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,S,35.2,35.2,reported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,V,7.0,7.0,reported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,MP,4.4,4.4,reported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,SD,20.6,20.6,reported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,FI,,,unreported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-46c22b5b871af1d178c5,Skop,Skop,Skop,2023-nov,2023-11-21,2023-10-09,2023-10-22,False,other,,,unreported,,1013,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,192,
swp-3870f621b445a40ebea0,Ipsos,Ipsos,Ipsos,2023-nov,2023-11-28,2023-11-13,2023-11-27,False,M,16.0,16.0,reported,,1662,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,193,
swp-3870f621b445a40ebea0,Ipsos,Ipsos,Ipsos,2023-nov,2023-11-28,2023-11-13,2023-11-27,False,L,3.0,3.0,reported,,1662,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,193,
swp-3870f621b445a40ebea0,Ipsos,Ipsos,Ipsos,2023-nov,2023-11-28,2023-11-13,2023-11-27,False,C,4.0,4.0,reported,,1662,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,193,
swp-3870f621b445a40ebea0,Ipsos,Ipsos,Ipsos,2023-nov,2023-11-28,2023-11-13,2023-11-27,False,KD,4.0,4.0,reported,,1662,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,193,
swp-3870f621b445a40ebea0,Ipsos,Ipsos,Ipsos,2023-nov,2023-11-28,2023-11-13,2023-11-27,False,S,36.0,36.0,reported,,1662,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,193,
swp-3870f621b445a40ebea0,Ipsos,Ipsos,Ipsos,2023-nov,2023-11-28,2023-11-13,2023-11-27,False,V,8.0,8.0,reported,,1662,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,193,
swp-3870f621b445a40ebea0,Ipsos,Ipsos,Ipsos,2023-nov,2023-11-28,2023-11-13,2023-11-27,False,MP,5.0,5.0,reported,,1662,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,193,
swp-3870f621b445a40ebea0,Ipsos,Ipsos,Ipsos,2023-nov,2023-11-28,2023-11-13,2023-11-27,False,SD,21.0,21.0,reported,,1662,https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Data/Polls.csv,[],https://raw.githubusercontent.com/MansMeg/SwedishPolls/master/Sources/sources.csv,193,
