forecast_cases_count,party_rows_count,MAE_8parties,mean_CRPS_8parties,MAE_all9,mean_CRPS_all9,REST_CRPS,EnergyScore_all9,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,mean_lambda,fraction_lambda_lt_0_90,model,horizon_days
2,18,1.4747062499999999,1.018193125,1.4318,0.9988867222222222,0.8444354999999999,3.541901,0.3888888888888889,0.7222222222222222,0.8333333333333334,1.8890666666666667,3.601316666666667,4.672205555555555,0.9998500000000001,0.0007,pp_centered_noise,112
2,18,1.48405,1.082521625,1.4082055555555555,1.0331135,0.6378485,3.7051855,0.3333333333333333,0.6111111111111112,0.7222222222222222,1.7309333333333337,3.2760499999999997,4.204877777777778,0.99945,0.0022,pp_centered_noise,84
2,18,1.3293625000000002,0.9889338125,1.259977777777778,0.9431181111111111,0.5765925000000001,3.4829410000000003,0.3333333333333333,0.6111111111111112,0.6666666666666666,1.5602333333333334,2.911,3.6493666666666673,0.99945,0.00205,pp_centered_noise,56
2,18,1.0725937499999998,0.7798808125000001,1.026627777777778,0.7530965555555555,0.5388225,2.8076400000000006,0.3888888888888889,0.6666666666666666,0.6666666666666666,1.3952444444444445,2.576661111111111,3.1280666666666668,0.9994000000000001,0.0026,pp_centered_noise,28
2,18,0.7505124999999999,0.532493125,0.7239833333333333,0.5200608333333333,0.4206025,2.0184695,0.5555555555555556,0.7222222222222222,0.8333333333333334,1.2832166666666667,2.3758166666666667,2.7716555555555558,0.99855,0.005900000000000001,pp_centered_noise,14
2,18,0.56630625,0.40470756249999995,0.5486222222222222,0.3954290555555555,0.32120099999999996,1.6027675,0.6666666666666666,0.8888888888888888,0.8888888888888888,1.2465777777777776,2.324438888888889,2.6670722222222225,0.99865,0.00555,pp_centered_noise,7
2,18,1.4518624999999998,0.9749735625,1.4095555555555555,0.9551971666666665,0.796986,3.5580030000000002,0.5,0.8333333333333334,0.8888888888888888,2.3432,4.369355555555556,5.5594,0.9983500000000001,0.005900000000000001,pp_symmetric_noise,112
2,18,1.45621875,1.0268509375,1.3833611111111113,0.9805226111111112,0.609896,3.6998,0.4444444444444444,0.7222222222222222,0.8888888888888888,2.195788888888889,4.079683333333333,5.139216666666666,0.9962,0.01335,pp_symmetric_noise,84
2,18,1.314225,0.9432230625000001,1.24455,0.8996828333333333,0.551361,3.4368315,0.4444444444444444,0.7222222222222222,0.8888888888888888,2.049577777777778,3.7778666666666663,4.679561111111111,0.9949999999999998,0.0181,pp_symmetric_noise,56
2,18,1.096,0.756788625,1.0453666666666668,0.7290993333333334,0.507585,2.7475319999999996,0.4444444444444444,0.8333333333333334,0.8888888888888888,1.9013444444444443,3.534416666666667,4.305661111111111,0.99545,0.0154,pp_symmetric_noise,28
2,18,0.7645437500000001,0.5546935625,0.7401444444444445,0.5376583333333333,0.4013765,2.0546245,0.6666666666666666,0.8888888888888888,0.9444444444444444,1.785583333333333,3.449472222222222,4.090077777777777,0.9895999999999999,0.0336,pp_symmetric_noise,14
2,18,0.57306875,0.45584375000000005,0.5589833333333334,0.44059166666666666,0.318575,1.7076200000000001,0.7222222222222222,1.0,1.0,1.7596055555555554,3.4484666666666666,4.047205555555556,0.9898000000000001,0.033,pp_symmetric_noise,7
