election_date,election_year,origin_date,horizon_days,model,party,is_parliamentary,actual,forecast_mean,p05,p10,p25,p50,p75,p90,p95,actual_percentile,absolute_error,crps,energy_score,inside_50,inside_80,inside_90,width_50,width_80,width_90,mean_lambda,p05_lambda,fraction_lambda_lt_0_99,fraction_lambda_lt_0_90,fraction_lambda_lt_0_75,training_elections_count,training_elections,seed,samples
2018-09-09,2018,2018-05-20,112,pp_centered_noise,M,True,19.8356,21.6587,16.6483,17.4825,19.6519,21.6364,23.7179,25.5271,27.3906,26.73,1.8008,1.159011,3.919328,True,True,True,4.066,8.0447,10.7423,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_centered_noise,L,True,5.4896,4.7016,3.3592,3.5533,3.9794,4.5866,5.3939,6.0147,6.3215,77.65,0.903,0.499954,3.919328,False,True,True,1.4145,2.4614,2.9623,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_centered_noise,C,True,8.6077,9.3698,6.9854,7.5706,8.3759,9.2986,10.2497,11.199,12.0279,30.05,0.6908,0.46655,3.919328,True,True,True,1.8738,3.6284,5.0425,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_centered_noise,KD,True,6.3223,3.0925,2.405,2.546,2.8087,3.0964,3.3771,3.6214,3.7591,100.0,3.2259,2.996857,3.919328,False,False,False,0.5683,1.0754,1.3541,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_centered_noise,S,True,28.261,25.6223,22.9843,23.4717,24.2958,25.566,26.701,28.1306,28.8991,90.86,2.695,1.780141,3.919328,False,False,True,2.4052,4.6589,5.9148,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_centered_noise,V,True,8.0049,8.4732,7.0686,7.3194,7.8416,8.5438,9.1017,9.4853,9.724,30.25,0.539,0.324364,3.919328,True,True,True,1.2601,2.1659,2.6554,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_centered_noise,MP,True,4.4143,4.207,2.8579,3.0783,3.5329,4.2462,4.8574,5.2622,5.5111,56.09,0.1681,0.237918,3.919328,True,True,True,1.3245,2.1839,2.6532,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_centered_noise,SD,True,17.534,19.7664,16.3302,17.0739,18.2862,19.665,21.162,22.6343,23.4391,14.59,2.131,1.314114,3.919328,False,True,True,2.8758,5.5604,7.1089,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_centered_noise,REST,False,1.5307,3.1085,2.3782,2.5172,2.7773,3.0949,3.4116,3.7109,3.8938,0.01,1.5642,1.31384,3.919328,False,False,False,0.6343,1.1937,1.5157,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_symmetric_noise,M,True,19.8356,21.6663,16.4949,17.6214,19.6031,21.5616,23.6496,25.8776,27.296,27.89,1.726,1.105225,3.914762,True,True,True,4.0465,8.2562,10.8011,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_symmetric_noise,L,True,5.4896,4.7015,3.1552,3.3827,3.8994,4.7175,5.4755,6.0023,6.2663,75.52,0.7721,0.460498,3.914762,False,True,True,1.5761,2.6195,3.1112,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_symmetric_noise,C,True,8.6077,9.3653,6.9415,7.466,8.3357,9.3093,10.2873,11.2909,12.0836,31.55,0.7015,0.47275,3.914762,True,True,True,1.9516,3.825,5.1421,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_symmetric_noise,KD,True,6.3223,3.0937,1.8104,1.9984,2.3579,3.1149,3.821,4.1824,4.3759,100.0,3.2074,2.743313,3.914762,False,False,False,1.4632,2.184,2.5655,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_symmetric_noise,S,True,28.261,25.6191,21.2586,22.4085,23.7023,25.5887,27.503,28.8795,29.9068,84.44,2.6723,1.585438,3.914762,False,True,True,3.8007,6.471,8.6482,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_symmetric_noise,V,True,8.0049,8.4707,6.4267,6.7765,7.6363,8.4632,9.3224,10.1465,10.5136,34.07,0.4583,0.361743,3.914762,True,True,True,1.6862,3.3699,4.0869,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_symmetric_noise,MP,True,4.4143,4.2011,2.1145,2.4351,3.2672,4.1936,5.1661,5.9475,6.2765,57.44,0.2207,0.330154,3.914762,True,True,True,1.8989,3.5124,4.1621,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_symmetric_noise,SD,True,17.534,19.7755,15.655,16.5473,18.0199,19.7232,21.4744,23.0698,24.0557,19.18,2.1892,1.312,3.914762,False,True,True,3.4545,6.5225,8.4007,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-05-20,112,pp_symmetric_noise,REST,False,1.5307,3.1068,2.0875,2.2727,2.6365,3.0975,3.5635,3.9414,4.1532,0.18,1.5669,1.21352,3.914762,False,False,False,0.927,1.6687,2.0657,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
2018-09-09,2018,2018-06-17,84,pp_centered_noise,M,True,19.8356,20.546,16.1129,16.8485,18.9001,20.6067,22.381,23.6747,24.9919,38.11,0.7711,0.710354,4.338621,True,True,True,3.4809,6.8262,8.879,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]",98765,20000
