forecast_cases_count,party_rows_count,MAE_8parties,mean_CRPS_8parties,MAE_all9,mean_CRPS_all9,REST_CRPS,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,mean_lambda,fraction_lambda_lt_0_99,fraction_lambda_lt_0_90,variant,election_date
6,54,1.33724375,1.0622935208333333,1.3108425925925924,1.050231574074074,0.9537359999999998,0.12962962962962962,0.3148148148148148,0.3888888888888889,0.8371925925925924,1.6219388888888888,2.1996296296296296,1.0,0.0,0.0,base,2018-09-09
6,54,0.8882395833333333,0.6364349166666666,0.8181814814814814,0.586334962962963,0.18553533333333336,0.3888888888888889,0.5555555555555556,0.7037037037037037,0.9030870370370369,1.7596185185185187,2.381320370370371,1.0,0.0,0.0,base,2022-09-11
6,54,1.37666875,1.1154041249999997,1.2980277777777773,1.0499069814814814,0.5259298333333334,0.18518518518518517,0.3888888888888889,0.5,0.8371925925925924,1.6219388888888888,2.1996296296296296,1.0,0.0,0.0,pp_bias_only,2018-09-09
6,54,0.9129729166666666,0.6618422916666666,0.8746851851851851,0.6318124259259261,0.39157349999999996,0.3333333333333333,0.6481481481481481,0.7592592592592593,0.9032574074074075,1.759551851851852,2.3809185185185187,0.9994833333333334,0.005099999999999999,0.0021,pp_bias_only,2022-09-11
6,54,1.3293875000000002,0.9844829375,1.3048481481481478,0.9735670185185185,0.8862396666666669,0.35185185185185186,0.5370370370370371,0.6296296296296297,1.5130907407407408,2.6938907407407404,3.3095185185185185,1.0,0.0,0.0,pp_noise_only,2018-09-09
6,54,0.8951895833333333,0.6157794791666666,0.8272611111111112,0.5724887222222221,0.22616266666666662,0.5370370370370371,0.8518518518518519,0.9074074074074074,1.5633851851851848,2.9975703703703704,3.717118518518518,0.99825,0.013033333333333329,0.006899999999999999,pp_noise_only,2022-09-11
6,54,1.3643541666666668,1.0720049583333333,1.288072222222222,1.0059906666666667,0.47787633333333335,0.4074074074074074,0.6296296296296297,0.7037037037037037,1.5130907407407408,2.6938907407407404,3.3095185185185185,1.0,0.0,0.0,pp_bias_plus_noise,2018-09-09
6,54,0.8563854166666666,0.6414969583333333,0.8134388888888887,0.6083712222222223,0.34336533333333336,0.6111111111111112,0.7962962962962963,0.9074074074074074,1.5262425925925924,2.9430870370370372,3.642212962962962,0.9758000000000001,0.1021333333333333,0.08120000000000001,pp_bias_plus_noise,2022-09-11
