election_date,election_year,origin_date,horizon_days,variant,party,is_parliamentary,actual,forecast_mean,p05,p10,p25,p50,p75,p90,p95,actual_percentile,absolute_error,crps,inside_50,inside_80,inside_90,width_50,width_80,width_90,mean_lambda,p05_lambda,fraction_lambda_lt_0_99,fraction_lambda_lt_0_90,fraction_lambda_lt_0_75,training_elections_count,training_elections
2018-09-09,2018,2018-07-15,56,base,SD,True,17.534,20.5634,18.3487,18.8492,19.6898,20.5444,21.3836,22.3177,22.9007,0.28,3.0104,2.294841,False,False,False,1.6938,3.4684,4.5521,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,base,REST,False,1.5307,2.7113,2.2249,2.331,2.4956,2.6946,2.9062,3.1179,3.2651,0.0,1.164,1.005851,False,False,False,0.4106,0.7869,1.0402,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_only,M,True,19.8356,19.3251,16.9742,17.6382,18.3544,19.2901,20.2723,21.0349,21.8006,64.02,0.5455,0.413243,True,True,True,1.918,3.3967,4.8264,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_only,L,True,5.4896,4.8529,4.2198,4.3334,4.5586,4.8381,5.1324,5.3938,5.5395,93.46,0.6515,0.429547,False,False,True,0.5739,1.0603,1.3197,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_only,C,True,8.6077,9.8076,8.5308,8.8473,9.3276,9.7678,10.2231,10.8291,11.1902,5.96,1.16,0.805402,False,False,True,0.8955,1.9819,2.6594,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_only,KD,True,6.3223,2.5701,2.1244,2.2187,2.3787,2.5626,2.7545,2.926,3.0267,100.0,3.7597,3.595601,False,False,False,0.3758,0.7073,0.9023,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_only,S,True,28.261,26.6878,24.8804,25.3555,26.0124,26.6649,27.3683,28.0425,28.5023,92.74,1.5961,1.054047,False,False,True,1.3559,2.687,3.622,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_only,V,True,8.0049,8.5981,7.7298,7.9305,8.2389,8.5863,8.9349,9.2814,9.511,13.02,0.5814,0.358425,False,True,True,0.696,1.3509,1.7812,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_only,MP,True,4.4143,3.9338,3.2907,3.4499,3.6706,3.9151,4.1754,4.4439,4.6445,88.98,0.4992,0.313996,False,True,True,0.5048,0.9941,1.3537,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_only,SD,True,17.534,21.9439,19.7292,20.2298,21.0704,21.9249,22.7642,23.6982,24.2812,0.0,4.3909,3.67422,False,False,False,1.6938,3.4684,4.5521,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_only,REST,False,1.5307,2.2806,1.7942,1.9003,2.0649,2.2639,2.4755,2.6872,2.8344,0.38,0.7332,0.575626,False,False,False,0.4106,0.7869,1.0402,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_noise_only,M,True,19.8356,19.5073,15.5918,16.2159,18.0365,19.7867,21.0911,22.0845,22.7413,51.02,0.0489,0.517667,True,True,True,3.0546,5.8686,7.1494,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_noise_only,L,True,5.4896,5.2138,3.973,4.159,4.5117,5.0743,5.8977,6.4993,6.7363,64.64,0.4153,0.293405,True,True,True,1.3861,2.3403,2.7633,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_noise_only,C,True,8.6077,9.4111,7.8758,8.2362,8.742,9.3531,10.0409,10.6478,11.101,19.48,0.7454,0.455144,False,True,True,1.2989,2.4115,3.2253,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_noise_only,KD,True,6.3223,3.3033,2.6365,2.77,3.0178,3.3065,3.5848,3.8301,3.9747,100.0,3.0158,2.788221,False,False,False,0.5671,1.0601,1.3382,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_noise_only,S,True,28.261,24.9086,22.6677,23.1727,23.8736,24.7177,25.9163,26.9523,27.5101,98.28,3.5433,2.534751,False,False,False,2.0427,3.7795,4.8425,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_noise_only,V,True,8.0049,9.4707,8.028,8.2943,8.813,9.5245,10.1159,10.5413,10.7908,4.84,1.5196,0.997813,False,False,False,1.3029,2.247,2.7628,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_noise_only,MP,True,4.4143,4.9016,3.6292,3.8105,4.2364,4.9408,5.5425,5.9093,6.1333,31.82,0.5265,0.319737,True,True,True,1.3061,2.0988,2.5041,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_noise_only,SD,True,17.534,20.5792,17.9949,18.4949,19.4771,20.5074,21.6534,22.7229,23.3141,2.4,2.9734,2.152356,False,False,False,2.1763,4.228,5.3192,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_noise_only,REST,False,1.5307,2.7045,2.0585,2.1791,2.4035,2.6978,2.9902,3.2384,3.4001,0.02,1.1672,0.939979,False,False,False,0.5867,1.0593,1.3417,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_plus_noise,M,True,19.8356,19.3054,15.3899,16.014,17.8346,19.5848,20.8892,21.8826,22.5394,55.0,0.2508,0.529941,True,True,True,3.0546,5.8686,7.1494,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_plus_noise,L,True,5.4896,4.8709,3.6301,3.8161,4.1688,4.7314,5.5548,6.1564,6.3935,73.14,0.7582,0.422705,True,True,True,1.3861,2.3403,2.7633,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_plus_noise,C,True,8.6077,9.8051,8.2698,8.6303,9.136,9.7472,10.4349,11.0418,11.4951,9.42,1.1394,0.739908,False,False,True,1.2989,2.4115,3.2253,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_plus_noise,KD,True,6.3223,2.5677,1.901,2.0344,2.2822,2.5709,2.8492,3.0945,3.2391,100.0,3.7514,3.523799,False,False,False,0.5671,1.0601,1.3382,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_plus_noise,S,True,28.261,26.7048,24.4638,24.9689,25.6697,26.5139,27.7124,28.7484,29.3063,83.36,1.7471,0.996125,False,True,True,2.0427,3.7795,4.8425,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_plus_noise,V,True,8.0049,8.5811,7.1384,7.4047,7.9234,8.6349,9.2263,9.6517,9.9012,27.26,0.63,0.369604,True,True,True,1.3029,2.247,2.7628,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_plus_noise,MP,True,4.4143,3.9316,2.6591,2.8405,3.2664,3.9707,4.5725,4.9392,5.1632,67.1,0.4435,0.296296,True,True,True,1.3061,2.0988,2.5041,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_plus_noise,SD,True,17.534,21.9597,19.3754,19.8754,20.8576,21.8879,23.0339,24.1034,24.6946,0.0,4.3539,3.516998,False,False,False,2.1763,4.228,5.3192,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-07-15,56,pp_bias_plus_noise,REST,False,1.5307,2.2737,1.6277,1.7484,1.9728,2.2671,2.5595,2.8077,2.9694,2.68,0.7364,0.515467,False,False,False,0.5867,1.0593,1.3417,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,M,True,19.8356,18.8062,17.4729,17.82,18.2774,18.7915,19.3466,19.8381,20.1439,89.92,1.0441,0.657579,False,True,True,1.0692,2.0181,2.671,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,L,True,5.4896,5.6036,5.0989,5.1985,5.3792,5.5908,5.8201,6.0213,6.1507,37.76,0.1012,0.089468,True,True,True,0.4409,0.8227,1.0518,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,C,True,8.6077,9.3148,8.5095,8.6961,8.9918,9.2911,9.6213,9.9599,10.178,7.68,0.6833,0.458738,False,False,True,0.6295,1.2638,1.6685,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,KD,True,6.3223,4.1083,3.6373,3.7378,3.9004,4.1,4.3026,4.4949,4.6063,100.0,2.2223,2.045259,False,False,False,0.4022,0.7571,0.969,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,S,True,28.261,25.1842,24.0209,24.3036,24.7275,25.172,25.6548,26.0754,26.3703,99.98,3.089,2.677803,False,False,False,0.9272,1.7718,2.3494,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,V,True,8.0049,9.3969,8.7121,8.8695,9.1055,9.3952,9.6732,9.9436,10.1075,0.04,1.3904,1.152527,False,False,False,0.5676,1.0741,1.3954,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,MP,True,4.4143,5.4015,4.8266,4.9623,5.163,5.3927,5.6302,5.8447,5.9997,0.16,0.9784,0.78792,False,False,False,0.4672,0.8825,1.1732,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,SD,True,17.534,19.5743,18.3223,18.5884,19.0619,19.5627,20.0681,20.58,20.8725,0.18,2.0287,1.612622,False,False,False,1.0061,1.9916,2.5503,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,base,REST,False,1.5307,2.6101,2.206,2.2845,2.4286,2.6016,2.7762,2.9427,3.0429,0.0,1.0709,0.934176,False,False,False,0.3476,0.6582,0.8368,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_only,M,True,19.8356,18.6043,17.271,17.6181,18.0755,18.5896,19.1447,19.6362,19.942,93.58,1.246,0.826472,False,False,True,1.0692,2.0181,2.671,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_only,L,True,5.4896,5.2607,4.756,4.8557,5.0363,5.2479,5.4772,5.6784,5.8078,76.18,0.2417,0.141422,False,True,True,0.4409,0.8227,1.0518,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_only,C,True,8.6077,9.7089,8.9035,9.0901,9.3858,9.6851,10.0153,10.354,10.572,1.48,1.0774,0.823517,False,False,False,0.6295,1.2638,1.6685,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_only,KD,True,6.3223,3.3727,2.9017,3.0023,3.1648,3.3645,3.567,3.7593,3.8707,100.0,2.9578,2.780838,False,False,False,0.4022,0.7571,0.969,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_only,S,True,28.261,26.9803,25.817,26.0997,26.5237,26.9682,27.4509,27.8716,28.1664,96.16,1.2928,0.906705,False,False,False,0.9272,1.7718,2.3494,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_only,V,True,8.0049,8.5073,7.8225,7.9799,8.216,8.5057,8.7836,9.0541,9.2179,11.54,0.5008,0.308674,False,True,True,0.5676,1.0741,1.3954,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_only,MP,True,4.4143,4.4315,3.8565,3.9922,4.1929,4.4226,4.6601,4.8747,5.0297,48.9,0.0084,0.080641,True,True,True,0.4672,0.8825,1.1732,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_only,SD,True,17.534,20.9549,19.7028,19.9689,20.4425,20.9433,21.4486,21.9605,22.2531,0.0,3.4093,2.992586,False,False,False,1.0061,1.9916,2.5503,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_only,REST,False,1.5307,2.1794,1.7753,1.8538,1.9979,2.1708,2.3454,2.512,2.6122,0.18,0.6402,0.503576,False,False,False,0.3476,0.6582,0.8368,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_noise_only,M,True,19.8356,18.8124,15.4842,15.9057,17.5315,19.2814,20.1292,20.79,21.1459,66.42,0.5542,0.506269,True,True,True,2.5978,4.8843,5.6616,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_noise_only,L,True,5.4896,5.5958,4.4681,4.622,4.9115,5.4362,6.2886,6.8534,7.0696,52.1,0.0534,0.227435,True,True,True,1.377,2.2314,2.6015,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_noise_only,C,True,8.6077,9.3165,8.1501,8.3601,8.7335,9.3168,9.8732,10.2722,10.5188,19.32,0.7091,0.410258,False,True,True,1.1397,1.9122,2.3687,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_noise_only,KD,True,6.3223,4.1063,3.4075,3.5484,3.8149,4.1082,4.3979,4.6479,4.7905,100.0,2.2141,1.976423,False,False,False,0.583,1.0995,1.3829,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_noise_only,S,True,28.261,25.181,23.5557,23.8549,24.3296,24.9188,25.9965,27.0315,27.4501,99.46,3.3422,2.409031,False,False,False,1.6669,3.1767,3.8944,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_noise_only,V,True,8.0049,9.3946,8.074,8.3013,8.7615,9.4804,10.0012,10.3775,10.5652,3.92,1.4755,0.955953,False,False,False,1.2397,2.0762,2.4912,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_noise_only,MP,True,4.4143,5.3996,4.1302,4.3246,4.7683,5.4435,6.0385,6.3815,6.5898,13.0,1.0293,0.602529,False,True,True,1.2702,2.0569,2.4595,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_noise_only,SD,True,17.534,19.5856,17.7852,18.1079,18.6767,19.4429,20.4164,21.295,21.7228,2.72,1.9089,1.378571,False,False,False,1.7397,3.1871,3.9376,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_noise_only,REST,False,1.5307,2.6083,2.007,2.1123,2.3245,2.6037,2.8849,3.1007,3.2207,0.0,1.073,0.863075,False,False,False,0.5604,0.9884,1.2136,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_plus_noise,M,True,19.8356,18.6105,15.2823,15.7038,17.3296,19.0795,19.9273,20.5881,20.944,72.38,0.7561,0.584986,True,True,True,2.5978,4.8843,5.6616,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_plus_noise,L,True,5.4896,5.2529,4.1252,4.2791,4.5686,5.0933,5.9457,6.5105,6.7267,64.04,0.3963,0.284657,True,True,True,1.377,2.2314,2.6015,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_plus_noise,C,True,8.6077,9.7106,8.5442,8.7541,9.1275,9.7109,10.2672,10.6663,10.9128,6.28,1.1031,0.710658,False,False,True,1.1397,1.9122,2.3687,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_plus_noise,KD,True,6.3223,3.3707,2.672,2.8128,3.0794,3.3727,3.6623,3.9123,4.0549,100.0,2.9496,2.712001,False,False,False,0.583,1.0995,1.3829,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_plus_noise,S,True,28.261,26.9771,25.3518,25.651,26.1257,26.7149,27.7926,28.8277,29.2462,81.58,1.5461,0.872671,False,True,True,1.6669,3.1767,3.8944,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_plus_noise,V,True,8.0049,8.5051,7.1844,7.4117,7.8719,8.5908,9.1116,9.4879,9.6757,29.32,0.586,0.337117,True,True,True,1.2397,2.0762,2.4912,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_plus_noise,MP,True,4.4143,4.4296,3.1602,3.3545,3.7983,4.4735,5.0685,5.4114,5.6197,47.96,0.0592,0.222353,True,True,True,1.2702,2.0569,2.4595,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_plus_noise,SD,True,17.534,20.9661,19.1657,19.4885,20.0572,20.8234,21.797,22.6756,23.1033,0.0,3.2894,2.745434,False,False,False,1.7397,3.1871,3.9376,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-12,28,pp_bias_plus_noise,REST,False,1.5307,2.1775,1.5763,1.6816,1.8938,2.173,2.4541,2.6699,2.79,3.42,0.6423,0.439346,False,False,False,0.5604,0.9884,1.2136,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,M,True,19.8356,18.7965,17.9433,18.1397,18.4531,18.7862,19.1334,19.466,19.6578,97.38,1.0494,0.757506,False,False,False,0.6803,1.3263,1.7145,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,L,True,5.4896,5.7056,5.2999,5.3872,5.5359,5.7008,5.8661,6.0287,6.1282,19.3,0.2112,0.126963,False,True,True,0.3301,0.6415,0.8283,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,C,True,8.6077,9.0969,8.5283,8.6371,8.8486,9.0871,9.3315,9.5746,9.7108,8.42,0.4794,0.310239,False,False,True,0.4828,0.9374,1.1825,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,KD,True,6.3223,4.9051,4.4335,4.5366,4.7101,4.9023,5.0895,5.2886,5.4056,100.0,1.42,1.250119,False,False,False,0.3793,0.7521,0.9721,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,S,True,28.261,25.9775,25.1661,25.3511,25.6438,25.9774,26.3102,26.6117,26.7999,100.0,2.2836,2.002635,False,False,False,0.6664,1.2606,1.6338,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,V,True,8.0049,9.1024,8.5827,8.6978,8.8794,9.094,9.3166,9.5119,9.6428,0.04,1.0892,0.916643,False,False,False,0.4371,0.8141,1.0601,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,MP,True,4.4143,5.2031,4.773,4.8745,5.0286,5.1965,5.3732,5.5387,5.6518,0.02,0.7823,0.640164,False,False,False,0.3447,0.6642,0.8787,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,SD,True,17.534,18.8042,17.9716,18.1433,18.4531,18.7986,19.1527,19.4637,19.6586,0.42,1.2647,0.981716,False,False,False,0.6995,1.3204,1.6869,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,base,REST,False,1.5307,2.4087,2.0704,2.139,2.2616,2.3989,2.5446,2.689,2.7836,0.0,0.8682,0.756577,False,False,False,0.2831,0.55,0.7132,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_bias_only,M,True,19.8356,18.5946,17.7414,17.9378,18.2512,18.5843,18.9315,19.2641,19.4559,98.7,1.2513,0.951868,False,False,False,0.6803,1.3263,1.7145,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_bias_only,L,True,5.4896,5.3627,4.957,5.0443,5.1931,5.3579,5.5232,5.6858,5.7853,70.62,0.1317,0.084638,True,True,True,0.3301,0.6415,0.8283,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_bias_only,C,True,8.6077,9.4909,8.9224,9.0312,9.2427,9.4812,9.7255,9.9686,10.1048,0.56,0.8734,0.67962,False,False,False,0.4828,0.9374,1.1825,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_bias_only,KD,True,6.3223,4.1695,3.6979,3.801,3.9746,4.1667,4.3539,4.5531,4.67,100.0,2.1556,1.985697,False,False,False,0.3793,0.7521,0.9721,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_bias_only,S,True,28.261,27.7736,26.9622,27.1473,27.4399,27.7735,28.1063,28.4079,28.5961,84.08,0.4875,0.294002,False,True,True,0.6664,1.2606,1.6338,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_bias_only,V,True,8.0049,8.2128,7.6931,7.8082,7.9899,8.2045,8.427,8.6223,8.7532,26.58,0.1996,0.124929,True,True,True,0.4371,0.8141,1.0601,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_bias_only,MP,True,4.4143,4.233,3.803,3.9045,4.0585,4.2265,4.4032,4.5687,4.6817,76.16,0.1878,0.112237,False,True,True,0.3447,0.6642,0.8787,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_bias_only,SD,True,17.534,20.1848,19.3522,19.5238,19.8337,20.1792,20.5332,20.8442,21.0391,0.0,2.6452,2.361146,False,False,False,0.6995,1.3204,1.6869,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_bias_only,REST,False,1.5307,1.978,1.6397,1.7082,1.8308,1.9682,2.1139,2.2583,2.3529,1.22,0.4375,0.327079,False,False,False,0.2831,0.55,0.7132,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_noise_only,M,True,19.8356,18.7981,15.6761,15.9891,17.4544,19.3443,20.0019,20.5368,20.8139,68.96,0.4913,0.460957,True,True,True,2.5476,4.5477,5.1378,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_noise_only,L,True,5.4896,5.717,4.6471,4.7689,5.0315,5.5737,6.4205,6.9442,7.098,47.56,0.0841,0.230229,True,True,True,1.389,2.1753,2.4509,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_noise_only,C,True,8.6077,9.0879,8.0947,8.2468,8.537,9.0856,9.6286,9.9398,10.1177,29.38,0.4779,0.280304,True,True,True,1.0916,1.693,2.023,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_noise_only,KD,True,6.3223,4.9089,4.2221,4.3657,4.6159,4.9093,5.2002,5.4347,5.5942,99.96,1.413,1.176527,False,False,False,0.5843,1.069,1.3721,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_noise_only,S,True,28.261,25.9796,24.6458,24.855,25.1974,25.6373,26.7203,27.7839,28.087,97.02,2.6237,1.69395,False,False,False,1.5229,2.9289,3.4412,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_noise_only,V,True,8.0049,9.0995,7.8444,8.0132,8.4789,9.2326,9.7104,9.9803,10.1274,9.84,1.2278,0.710826,False,False,True,1.2315,1.967,2.283,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_noise_only,MP,True,4.4143,5.1957,4.0357,4.1838,4.5583,5.2181,5.8425,6.1416,6.2842,19.64,0.8038,0.456599,False,True,True,1.2842,1.9578,2.2484,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
2018-09-09,2018,2018-08-26,14,pp_noise_only,SD,True,17.534,18.8057,17.3645,17.5851,17.9935,18.5852,19.6107,20.4133,20.7295,8.66,1.0512,0.716073,False,False,True,1.6172,2.8282,3.365,1.0,1.0,0.0,0.0,0.0,4,"[2002, 2006, 2010, 2014]"
