model,tier,target_year,horizon_days,seed,draws,k_outer,training_residual_years,es_9cat,es_8party,crps_8party_mean,crps_all9_mean,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,coverage_50_8party,coverage_80_8party,coverage_90_8party,mean_lambda,p05_lambda,fraction_lambda_lt_0_99,fraction_lambda_lt_0_90,fraction_lambda_lt_0_75,min_lambda,p01_lambda,p10_lambda,fraction_lambda_lt_1,atom_index_counts,elapsed_seconds,mandate_law,first_divisor,seat_energy_score,seat_crps_8party_mean,seat_coverage_50,seat_coverage_80,seat_coverage_90,coalition_brier_mean_over_masks,complement_symmetry_max_abs_diff,complement_symmetry_holds,seat_total_always_349
CONTROL_pp_centered_noise,tier3,2018,7,12345,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,112.96,POST_2018,6/5,6.4173,1.70425,0.5,1.0,1.0,0.004239100374015748,2.7755575615628914e-17,True,True
CONTROL_pp_centered_noise,tier2,2018,7,24680,20000,4,2002|2006|2010|2014,2.0204408322718153,1.9510966006155037,0.5083579711237124,0.5054952430962989,0.4444444444444444,0.7777777777777778,0.7777777777777778,1.3900787851971694,2.190031674407212,2.508667702309395,0.5,0.875,0.875,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,106.83,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2018,7,24680,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,106.83,POST_2018,6/5,6.4088,1.702725,0.5,1.0,1.0,0.004253138681102361,5.551115123125783e-17,True,True
CONTROL_pp_centered_noise,tier2,2018,7,98765,20000,4,2002|2006|2010|2014,2.023608661847086,1.9531778165870577,0.5097042447624509,0.5069711505341864,0.4444444444444444,0.7777777777777778,0.7777777777777778,1.228906864233264,2.1869018013039154,2.5084750890253376,0.5,0.875,0.875,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,107.08,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2018,7,98765,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,107.08,POST_2018,6/5,6.4099,1.7055125,0.5,1.0,1.0,0.004182124153543307,5.551115123125783e-17,True,True
CONTROL_pp_centered_noise,tier2,2018,7,54321,20000,4,2002|2006|2010|2014,2.0225253206691987,1.9520251304908247,0.5091637887925812,0.5065359683620785,0.4444444444444444,0.7777777777777778,0.7777777777777778,1.2417817929120483,2.1878174817438967,2.508981880074462,0.5,0.875,0.875,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,105.45,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2018,7,54321,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,105.45,POST_2018,6/5,6.4137,1.7046625,0.5,1.0,1.0,0.0042223325393700795,5.551115123125783e-17,True,True
CONTROL_pp_centered_noise,tier2,2018,7,13579,20000,4,2002|2006|2010|2014,2.0244645966213612,1.9539144609050472,0.5090342299289178,0.506525310613463,0.4444444444444444,0.7777777777777778,0.7777777777777778,1.338939325209794,2.187641094347921,2.5135424379975353,0.5,0.875,0.875,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,104.21,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2018,7,13579,20000,4,2002|2006|2010|2014,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,104.21,POST_2018,6/5,6.4129,1.7025875,0.5,1.0,1.0,0.004211457637795276,2.7755575615628914e-17,True,True
CONTROL_pp_centered_noise,tier2,2022,112,12345,20000,5,2002|2006|2010|2014|2018,3.1792030690154487,3.1428959098698046,0.9431315772829296,0.8797764991512358,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.9561370764804462,3.7768555672525923,4.92182829083724,0.375,0.75,0.875,0.9995,1.0,0.0034,0.002,0.0004,0.5633407086614486,1.0,1.0,0.00345,,87.29,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,112,12345,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9995,1.0,0.0034,0.002,0.0004,0.5633407086614486,1.0,1.0,0.00345,,87.29,POST_2018,6/5,18.8925,5.846625,0.375,0.75,0.75,0.028389962066929134,1.6653345369377348e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,112,24680,20000,5,2002|2006|2010|2014|2018,3.18922809253734,3.152053620025891,0.9467639629481998,0.8838400789042428,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.9553026929136417,3.7644026670381905,4.924142877782397,0.375,0.75,0.875,0.9996,1.0,0.0028,0.0016,0.0008,0.5492298554215309,1.0,1.0,0.0029,,87.66,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,112,24680,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9996,1.0,0.0028,0.0016,0.0008,0.5492298554215309,1.0,1.0,0.0029,,87.66,POST_2018,6/5,18.8561,5.8467625000000005,0.375,0.75,0.75,0.028475663799212597,2.7755575615628914e-17,True,True
CONTROL_pp_centered_noise,tier2,2022,112,98765,20000,5,2002|2006|2010|2014|2018,3.1665798557037155,3.1301360425509857,0.9390223616188973,0.8763566009570105,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.9534217616551102,3.761245610984201,4.905592087323019,0.375,0.75,0.875,0.9997,1.0,0.0019,0.0014,0.0005,0.5321413221756648,1.0,1.0,0.002,,88.18,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,112,98765,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9997,1.0,0.0019,0.0014,0.0005,0.5321413221756648,1.0,1.0,0.002,,88.18,POST_2018,6/5,18.8123,5.8246,0.5,0.75,0.75,0.028163612972440945,1.1102230246251565e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,112,54321,20000,5,2002|2006|2010|2014|2018,3.1959315900300775,3.159994324299476,0.9475888605867762,0.8839288144887147,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.9510582553096039,3.7680303353056592,4.943120858726423,0.375,0.75,0.875,0.9994,1.0,0.0035,0.0022,0.001,0.5561777102331713,1.0,1.0,0.00355,,88.19,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,112,54321,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9994,1.0,0.0035,0.0022,0.001,0.5561777102331713,1.0,1.0,0.00355,,88.19,POST_2018,6/5,18.959,5.874912500000001,0.375,0.75,0.75,0.028509330649606302,1.6653345369377348e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,112,13579,20000,5,2002|2006|2010|2014|2018,3.1949664097849118,3.158870359294263,0.9471054617925797,0.8837336161514534,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.960803847900059,3.78709965019736,4.971581896403172,0.375,0.75,0.875,0.9995,1.0,0.0032,0.0016,0.0006,0.5406280139501787,1.0,1.0,0.0034,,88.41,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,112,13579,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9995,1.0,0.0032,0.0016,0.0006,0.5406280139501787,1.0,1.0,0.0034,,88.41,POST_2018,6/5,18.9344,5.86435,0.375,0.75,0.75,0.028371264842519686,1.6653345369377348e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,84,12345,20000,5,2002|2006|2010|2014|2018,3.108271317326698,3.1012603723389662,0.9066711712276042,0.8327083878750895,0.3333333333333333,0.6666666666666666,0.7777777777777778,1.7955095507666878,3.4125252821431724,4.399696820883752,0.25,0.625,0.75,0.9992,1.0,0.006,0.0029,0.0009,0.4968658355571119,1.0,1.0,0.0064,,90.44,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,84,12345,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9992,1.0,0.006,0.0029,0.0009,0.4968658355571119,1.0,1.0,0.0064,,90.44,POST_2018,6/5,15.033,4.4801,0.25,0.75,0.75,0.031611280039370075,2.7755575615628914e-17,True,True
CONTROL_pp_centered_noise,tier2,2022,84,24680,20000,5,2002|2006|2010|2014|2018,3.1156881507616347,3.109159360955087,0.9100598981643357,0.8358096069805322,0.3333333333333333,0.6666666666666666,0.7777777777777778,1.7820553203534775,3.4161729005786503,4.399253571212346,0.25,0.625,0.75,0.9988,1.0,0.0077,0.0047,0.0019,0.4780600541745818,1.0,1.0,0.0081,,92.18,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,84,24680,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9988,1.0,0.0077,0.0047,0.0019,0.4780600541745818,1.0,1.0,0.0081,,92.18,POST_2018,6/5,15.1255,4.504625,0.25,0.75,0.75,0.031770009507874016,2.220446049250313e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,84,98765,20000,5,2002|2006|2010|2014|2018,3.0912346820441194,3.0837229409560245,0.9035825164162385,0.8301224419178515,0.3333333333333333,0.6666666666666666,0.7777777777777778,1.7923642414895211,3.4197091329538263,4.408609977111522,0.25,0.625,0.75,0.9989,1.0,0.0067,0.0044,0.0017,0.5076001572684089,1.0,1.0,0.00695,,93.11,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,84,98765,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9989,1.0,0.0067,0.0044,0.0017,0.5076001572684089,1.0,1.0,0.00695,,93.11,POST_2018,6/5,14.9357,4.4438875,0.25,0.75,0.75,0.031496423307086616,1.1102230246251565e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,84,54321,20000,5,2002|2006|2010|2014|2018,3.0982261162065767,3.0903166221225593,0.9057959048578239,0.8322729024985297,0.3333333333333333,0.6666666666666666,0.7777777777777778,1.7837965605823243,3.437059596875174,4.423217047743753,0.25,0.625,0.75,0.9991,1.0,0.006,0.0036,0.0011,0.4676111343052829,1.0,1.0,0.0064,,90.99,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,84,54321,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9991,1.0,0.006,0.0036,0.0011,0.4676111343052829,1.0,1.0,0.0064,,90.99,POST_2018,6/5,15.0977,4.4982500000000005,0.25,0.75,0.75,0.031451122421259844,2.220446049250313e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,84,13579,20000,5,2002|2006|2010|2014|2018,3.0981323314148317,3.0905199382399564,0.905715961263873,0.8318652355652751,0.3333333333333333,0.6666666666666666,0.7777777777777778,1.7816129147625182,3.4208320398083054,4.410878485112943,0.25,0.625,0.75,0.9989,1.0,0.0069,0.0039,0.0014,0.3415494844982148,1.0,1.0,0.00745,,91.88,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,84,13579,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9989,1.0,0.0069,0.0039,0.0014,0.3415494844982148,1.0,1.0,0.00745,,91.88,POST_2018,6/5,15.104,4.5013625,0.25,0.75,0.75,0.031464947086614174,1.1102230246251565e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,56,12345,20000,5,2002|2006|2010|2014|2018,2.5401619545142813,2.5378446806172903,0.7080063585289075,0.6521857581582651,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.5965926426962997,3.0453833725107486,3.846904087632528,0.25,0.75,0.875,0.9991,1.0,0.0072,0.0035,0.0011,0.4615222311454081,1.0,1.0,0.00755,,113.96,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,56,12345,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9991,1.0,0.0072,0.0035,0.0011,0.4615222311454081,1.0,1.0,0.00755,,113.96,POST_2018,6/5,10.2614,2.847975,0.25,0.875,1.0,0.02895518125984252,2.0816681711721685e-17,True,True
CONTROL_pp_centered_noise,tier2,2022,56,24680,20000,5,2002|2006|2010|2014|2018,2.5311346154072196,2.529067018267997,0.7056352935658945,0.6500741411165752,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.6133481024588614,3.067819547399873,3.86904347929138,0.25,0.75,0.875,0.9989,1.0,0.0076,0.004,0.0015,0.4538800046056243,1.0,1.0,0.0081,,115.12,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,56,24680,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9989,1.0,0.0076,0.004,0.0015,0.4538800046056243,1.0,1.0,0.0081,,115.12,POST_2018,6/5,10.182,2.8231874999999995,0.25,0.875,1.0,0.02898579976377953,5.551115123125783e-17,True,True
CONTROL_pp_centered_noise,tier2,2022,56,98765,20000,5,2002|2006|2010|2014|2018,2.5444784885930374,2.5425949003560997,0.7088653468571751,0.6530473006890083,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.6014973681011409,3.052345453954305,3.852805584452229,0.25,0.75,0.875,0.9989,1.0,0.0075,0.0041,0.0013,0.5224591189908026,1.0,1.0,0.00825,,114.17,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,56,98765,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9989,1.0,0.0075,0.0041,0.0013,0.5224591189908026,1.0,1.0,0.00825,,114.17,POST_2018,6/5,10.2029,2.8287,0.25,0.875,1.0,0.02910280092519685,2.220446049250313e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,56,54321,20000,5,2002|2006|2010|2014|2018,2.543650421280085,2.5413529733649036,0.7096163297705961,0.6535524313304153,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.5907762821516978,3.0483960671144974,3.842509575285149,0.25,0.75,0.875,0.9989,1.0,0.0081,0.0047,0.001,0.41977726920362346,1.0,1.0,0.0084,,112.73,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,56,54321,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9989,1.0,0.0081,0.0047,0.001,0.41977726920362346,1.0,1.0,0.0084,,112.73,POST_2018,6/5,10.1895,2.8303875,0.25,0.875,1.0,0.029051039468503938,1.1102230246251565e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,56,13579,20000,5,2002|2006|2010|2014|2018,2.5428311848845935,2.540599918552919,0.7102780639445538,0.654092121496505,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.6027660083734532,3.0586938983876006,3.854539677428747,0.25,0.75,0.875,0.9989,1.0,0.0075,0.004,0.0011,0.5522435474685847,1.0,1.0,0.00815,,114.88,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,56,13579,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9989,1.0,0.0075,0.004,0.0011,0.5522435474685847,1.0,1.0,0.00815,,114.88,POST_2018,6/5,10.249,2.846,0.25,0.875,1.0,0.02906540094488189,2.220446049250313e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,28,12345,20000,5,2002|2006|2010|2014|2018,1.8747944038771895,1.8646319663328064,0.4990243673386425,0.4670273393449874,0.5555555555555556,0.8888888888888888,0.8888888888888888,1.435376828287214,2.7479965106835977,3.360931330805147,0.5,0.875,0.875,0.9985,1.0,0.0098,0.0057,0.0018,0.48854266520990847,0.9924355400300077,1.0,0.01045,,121.43,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,28,12345,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9985,1.0,0.0098,0.0057,0.0018,0.48854266520990847,0.9924355400300077,1.0,0.01045,,121.43,POST_2018,6/5,6.6668,1.7499125,0.5,0.875,1.0,0.02654423885826772,1.3877787807814457e-17,True,True
CONTROL_pp_centered_noise,tier2,2022,28,24680,20000,5,2002|2006|2010|2014|2018,1.8681011363631006,1.8579080136652593,0.4971600961711368,0.4653962514809887,0.5555555555555556,0.8888888888888888,0.8888888888888888,1.4363059523901933,2.7475538017832384,3.3632119007587438,0.5,0.875,0.875,0.9986,1.0,0.0095,0.0053,0.0013,0.5244222624971095,0.9947104327546786,1.0,0.0105,,122.14,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,28,24680,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9986,1.0,0.0095,0.0053,0.0013,0.5244222624971095,0.9947104327546786,1.0,0.0105,,122.14,POST_2018,6/5,6.6338,1.741975,0.5,0.875,1.0,0.026463118031496063,1.1102230246251565e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,28,98765,20000,5,2002|2006|2010|2014|2018,1.8747483936175704,1.8636871690779593,0.49894399940631795,0.4672787291393734,0.5555555555555556,0.8888888888888888,0.8888888888888888,1.4357668950925768,2.7544293763894796,3.367431956066908,0.5,0.875,0.875,0.9988,1.0,0.0089,0.0052,0.0011,0.4426677597838257,1.0,1.0,0.0097,,119.39,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,28,98765,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9988,1.0,0.0089,0.0052,0.0011,0.4426677597838257,1.0,1.0,0.0097,,119.39,POST_2018,6/5,6.655,1.74725,0.5,0.875,1.0,0.026475188385826774,1.6653345369377348e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,28,54321,20000,5,2002|2006|2010|2014|2018,1.868661408548411,1.8585438822040716,0.4984911457771951,0.46681441633599596,0.5555555555555556,0.8888888888888888,0.8888888888888888,1.4275678148483328,2.7450518966355952,3.354231884136556,0.5,0.875,0.875,0.9986,1.0,0.0092,0.006,0.0018,0.5023191984033348,1.0,1.0,0.00965,,101.66,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,28,54321,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9986,1.0,0.0092,0.006,0.0018,0.5023191984033348,1.0,1.0,0.00965,,101.66,POST_2018,6/5,6.6406,1.747375,0.5,0.875,1.0,0.026502140137795276,2.220446049250313e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,28,13579,20000,5,2002|2006|2010|2014|2018,1.869252036920873,1.8590139517256152,0.4986343615320837,0.466464374768853,0.5555555555555556,0.8888888888888888,0.8888888888888888,1.4275806106935296,2.7537485153260066,3.3656718660560916,0.5,0.875,0.875,0.9986,1.0,0.0089,0.0056,0.0018,0.4805234250340493,1.0,1.0,0.0096,,96.4,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,28,13579,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9986,1.0,0.0089,0.0056,0.0018,0.4805234250340493,1.0,1.0,0.0096,,96.4,POST_2018,6/5,6.6493,1.7498999999999998,0.5,0.875,1.0,0.026547018858267716,1.6653345369377348e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,14,12345,20000,5,2002|2006|2010|2014|2018,1.3460799547203461,1.3326247191015248,0.34799380258792656,0.3270684425984027,0.7777777777777778,1.0,1.0,1.2960543610453463,2.504859338140209,2.927999193830984,0.75,1.0,1.0,0.9969,1.0,0.0238,0.0127,0.0034,0.5264605272375529,0.8687458853928376,1.0,0.02505,,94.81,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,14,12345,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9969,1.0,0.0238,0.0127,0.0034,0.5264605272375529,0.8687458853928376,1.0,0.02505,,94.81,POST_2018,6/5,4.8616,1.2020375,0.875,1.0,1.0,0.01924880440944882,5.551115123125783e-17,True,True
CONTROL_pp_centered_noise,tier2,2022,14,24680,20000,5,2002|2006|2010|2014|2018,1.3508901082624125,1.3375668889191663,0.3490052643981627,0.3278086440006678,0.7777777777777778,1.0,1.0,1.3077276340015702,2.51662208671877,2.936961792871163,0.75,1.0,1.0,0.997,1.0,0.0219,0.0122,0.0035,0.5336550837291152,0.8748818734505307,1.0,0.02355,,93.27,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,14,24680,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.997,1.0,0.0219,0.0122,0.0035,0.5336550837291152,0.8748818734505307,1.0,0.02355,,93.27,POST_2018,6/5,4.8794,1.205575,0.875,1.0,1.0,0.019294246653543307,1.1102230246251565e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,14,98765,20000,5,2002|2006|2010|2014|2018,1.3444498188899958,1.3306010179607555,0.3468644832702277,0.3260455270851113,0.7777777777777778,1.0,1.0,1.3070650481112385,2.508455119335464,2.930390288971368,0.75,1.0,1.0,0.9971,1.0,0.0236,0.0118,0.0024,0.4784481445551239,0.8779644853096078,1.0,0.0252,,91.46,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,14,98765,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9971,1.0,0.0236,0.0118,0.0024,0.4784481445551239,0.8779644853096078,1.0,0.0252,,91.46,POST_2018,6/5,4.8564,1.1991625,0.875,1.0,1.0,0.019222498503937008,1.6653345369377348e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,14,54321,20000,5,2002|2006|2010|2014|2018,1.3444700719440705,1.330825660027433,0.34783653059679764,0.3268611116557337,0.7777777777777778,1.0,1.0,1.2981463925931511,2.506086645050709,2.9234530588111505,0.75,1.0,1.0,0.9973,1.0,0.0204,0.0109,0.0028,0.5319887356720725,0.8865601175780842,1.0,0.0217,,92.04,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,14,54321,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9973,1.0,0.0204,0.0109,0.0028,0.5319887356720725,0.8865601175780842,1.0,0.0217,,92.04,POST_2018,6/5,4.8611,1.2010375,0.875,1.0,1.0,0.019114998523622046,1.1102230246251565e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,14,13579,20000,5,2002|2006|2010|2014|2018,1.347751875933153,1.333621552895014,0.34862993734346137,0.32786226966545906,0.7777777777777778,1.0,1.0,1.301391971497659,2.508770459555704,2.9290216644503624,0.75,1.0,1.0,0.9968,1.0,0.0245,0.0131,0.003,0.5381189931792767,0.8642678717342016,1.0,0.02615,,90.82,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,14,13579,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9968,1.0,0.0245,0.0131,0.003,0.5381189931792767,0.8642678717342016,1.0,0.02615,,90.82,POST_2018,6/5,4.8639,1.2024875,0.875,1.0,1.0,0.01910540714566929,1.6653345369377348e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,7,12345,20000,5,2002|2006|2010|2014|2018,1.1896170108129485,1.1719340929388222,0.29993340797058465,0.2843351606888135,0.8888888888888888,1.0,1.0,1.2714495934243055,2.46642452455815,2.8345532628120558,0.875,1.0,1.0,0.9972,1.0,0.021,0.0113,0.0027,0.42839009365687725,0.8853579410164284,1.0,0.02205,,81.56,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,7,12345,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9972,1.0,0.021,0.0113,0.0027,0.42839009365687725,0.8853579410164284,1.0,0.02205,,81.56,POST_2018,6/5,4.3568,1.0316375,1.0,1.0,1.0,0.017071814389763778,1.6653345369377348e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,7,24680,20000,5,2002|2006|2010|2014|2018,1.1924957797488993,1.175220598494372,0.3010793670315945,0.28514324436226407,0.8888888888888888,1.0,1.0,1.2674434234855045,2.4659494469171466,2.8322755279561656,0.875,1.0,1.0,0.9972,1.0,0.0214,0.0118,0.0025,0.4814396458236481,0.8850712694757199,1.0,0.02275,,83.34,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,7,24680,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9972,1.0,0.0214,0.0118,0.0025,0.4814396458236481,0.8850712694757199,1.0,0.02275,,83.34,POST_2018,6/5,4.3526,1.0327375,1.0,1.0,1.0,0.0171155086023622,2.220446049250313e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,7,98765,20000,5,2002|2006|2010|2014|2018,1.1864189674384746,1.1690055190712485,0.2997106678875765,0.28388680062687843,0.8888888888888888,1.0,1.0,1.2642465046666926,2.461970196784453,2.825686871648837,0.875,1.0,1.0,0.9973,1.0,0.022,0.0111,0.0021,0.45827943662341514,0.8893754004464968,1.0,0.02325,,81.97,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,7,98765,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9973,1.0,0.022,0.0111,0.0021,0.45827943662341514,0.8893754004464968,1.0,0.02325,,81.97,POST_2018,6/5,4.3398,1.0296625,1.0,1.0,1.0,0.016901702342519684,1.6653345369377348e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,7,54321,20000,5,2002|2006|2010|2014|2018,1.190960706478014,1.1734895485245427,0.30029817388853963,0.2845067323273224,0.8888888888888888,1.0,1.0,1.2695299657549983,2.47251066867325,2.838745470378475,0.875,1.0,1.0,0.9974,1.0,0.021,0.0117,0.0023,0.5515206124487902,0.888109971405466,1.0,0.022,,81.93,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,7,54321,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9974,1.0,0.021,0.0117,0.0023,0.5515206124487902,0.888109971405466,1.0,0.022,,81.93,POST_2018,6/5,4.361,1.0328375,1.0,1.0,1.0,0.01717417437007874,1.1102230246251565e-16,True,True
CONTROL_pp_centered_noise,tier2,2022,7,13579,20000,5,2002|2006|2010|2014|2018,1.1872636486118677,1.1698511723549538,0.29938460421741575,0.2836088672046059,0.8888888888888888,1.0,1.0,1.2669579445894856,2.4700302741137836,2.83812405281279,0.875,1.0,1.0,0.9973,1.0,0.0223,0.011,0.0024,0.3851821329638791,0.8901238140046233,1.0,0.02415,,81.85,POST_2018,6/5,,,,,,,,,
CONTROL_pp_centered_noise,tier3,2022,7,13579,20000,5,2002|2006|2010|2014|2018,,,,,,,,,,,,,,0.9973,1.0,0.0223,0.011,0.0024,0.3851821329638791,0.8901238140046233,1.0,0.02415,,81.85,POST_2018,6/5,4.3546,1.030525,1.0,1.0,1.0,0.01697394261811024,1.6653345369377348e-16,True,True
