tier,case,metric,five_seed_mean,five_seed_sd,relative_sd_pct,n_seeds
tier2,2022_h56,mean_width_50,1.6009960807562904,0.008363475999539542,0.522392034563179,5
tier2,2022_h56,mean_width_80,3.054527667873405,0.008944387362732058,0.2928239104463322,5
tier2,2022_h56,mean_width_90,3.853160480818006,0.010085658376970995,0.26175028076769496,5
tier2,2022_h56,mean_lambda,0.9989399999999999,8.944271909998174e-05,0.008953762898670765,5
tier2,2022_h28,es_9cat,1.871111475865429,0.0033657694677956622,0.1798807559682633,5
tier2,2022_h28,es_8party,1.8607569966011426,0.0031485745070898297,0.16920933323593643,5
tier2,2022_h28,crps_8party_mean,0.49845079404507525,0.0007539005467919818,0.15124874025655702,5
tier2,2022_h28,crps_all9_mean,0.46659622221403974,0.0007342683207728957,0.15736696651522994,5
tier2,2022_h28,coverage_50,0.5555555555555556,0.0,0.0,5
tier2,2022_h28,coverage_80,0.888888888888889,0.0,0.0,5
tier2,2022_h28,coverage_90,0.888888888888889,0.0,0.0,5
tier2,2022_h28,mean_width_50,1.4325196202623691,0.004526558706177881,0.31598580865153053,5
tier2,2022_h28,mean_width_80,2.7497560201635833,0.004118698022663117,0.14978412602650087,5
tier2,2022_h28,mean_width_90,3.362295787564689,0.0051357978200698325,0.15274675830319173,5
tier2,2022_h28,mean_lambda,0.9986200000000001,0.00010954451150102115,0.010969589183174895,5
tier2,2022_h14,es_9cat,1.3467283659499958,0.0026962834330403074,0.20020989393346014,5
tier2,2022_h14,es_8party,1.3330479677807787,0.0028220118158425807,0.21169619428928635,5
tier2,2022_h14,crps_8party_mean,0.34806600363931517,0.0008218506649901379,0.23611920049560026,5
tier2,2022_h14,crps_all9_mean,0.32712919900107484,0.00074982416157029,0.22921346179428828,5
tier2,2022_h14,coverage_50,0.7777777777777778,0.0,0.0,5
tier2,2022_h14,coverage_80,1.0,0.0,0.0,5
tier2,2022_h14,coverage_90,1.0,0.0,0.0,5
tier2,2022_h14,mean_width_50,1.3020770814497928,0.00522018694972861,0.4009122826980575,5
tier2,2022_h14,mean_width_80,2.508958729760171,0.004584484464931955,0.18272458652080661,5
tier2,2022_h14,mean_width_90,2.929565199787006,0.004886113845377561,0.16678631510685632,5
tier2,2022_h14,mean_lambda,0.99702,0.00019235384061669226,0.019292876834636444,5
tier2,2022_h7,es_9cat,1.189351222618041,0.002525143900782787,0.21231271745148192,5
tier2,2022_h7,es_8party,1.1719001862767877,0.0025558714557707726,0.21809634350268023,5
tier2,2022_h7,crps_8party_mean,0.3000812441991422,0.0006495762649820724,0.21646679942149122,5
tier2,2022_h7,crps_all9_mean,0.28429616104197686,0.0005923175158882142,0.20834523889359075,5
tier2,2022_h7,coverage_50,0.888888888888889,0.0,0.0,5
tier2,2022_h7,coverage_80,1.0,0.0,0.0,5
tier2,2022_h7,coverage_90,1.0,0.0,0.0,5
tier2,2022_h7,mean_width_50,1.2679254863841973,0.0027247528659499515,0.21489850115090417,5
tier2,2022_h7,mean_width_80,2.4673770222093565,0.004048859587910338,0.16409569966266763,5
tier2,2022_h7,mean_width_90,2.8338770371216646,0.005287714721893225,0.18658941981702543,5
tier2,2022_h7,mean_lambda,0.9972799999999999,8.366600265339834e-05,0.008389419486342685,5
tier3,2018_h112,seat_energy_score,22.107640000000004,0.044331625280379816,0.20052626730116743,5
tier3,2018_h112,seat_crps_8party_mean,6.4063225,0.016345644966626587,0.2551486436504966,5
tier3,2018_h112,seat_coverage_50,0.375,0.0,0.0,5
tier3,2018_h112,seat_coverage_80,0.75,0.0,0.0,5
tier3,2018_h112,seat_coverage_90,0.875,0.0,0.0,5
tier3,2018_h112,coalition_brier_mean_over_masks,0.03249160234251968,8.381151524558963e-05,0.25794823647681686,5
tier3,2018_h84,seat_energy_score,22.613099999999996,0.05258882961238083,0.2325591343618559,5
tier3,2018_h84,seat_crps_8party_mean,6.6983575,0.019582596706004294,0.2923492319722304,5
tier3,2018_h84,seat_coverage_50,0.375,0.0,0.0,5
tier3,2018_h84,seat_coverage_80,0.625,0.0,0.0,5
tier3,2018_h84,seat_coverage_90,0.7,0.06846531968814576,9.780759955449394,5
tier3,2018_h84,coalition_brier_mean_over_masks,0.03196632462598425,0.00013212223609268236,0.4133169441233949,5
tier3,2018_h56,seat_energy_score,21.70686,0.0525517173839256,0.24209727885067484,5
tier3,2018_h56,seat_crps_8party_mean,6.2969725,0.012777697856030229,0.20291811431652637,5
tier3,2018_h56,seat_coverage_50,0.375,0.0,0.0,5
tier3,2018_h56,seat_coverage_80,0.625,0.0,0.0,5
tier3,2018_h56,seat_coverage_90,0.625,0.0,0.0,5
