forecast_cases_count,party_rows_count,MAE_8parties,mean_CRPS_8parties,MAE_all9,mean_CRPS_all9,REST_CRPS,EnergyScore_all9,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,mean_lambda,fraction_lambda_lt_0_90,model,election_date
6,54,1.3304833333333335,0.9858227916666668,1.3059351851851853,0.9746739999999998,0.8854836666666666,3.5321271666666667,0.35185185185185186,0.5555555555555556,0.6296296296296297,1.508388888888889,2.688822222222223,3.306072222222223,1.0,0.0,pp_centered_noise,2018-09-09
6,54,0.8988833333333334,0.618284,0.8299703703703704,0.5746786666666667,0.225836,2.204704833333333,0.5370370370370371,0.8518518518518519,0.9074074074074074,1.5603629629629634,2.996422222222222,3.72082037037037,0.99835,0.0065999999999999965,pp_centered_noise,2022-09-11
6,54,1.3328520833333333,0.9290799999999999,1.3075500000000002,0.9132465000000001,0.7865785000000001,3.4707090000000003,0.37037037037037035,0.7222222222222222,0.8333333333333334,1.9682888888888888,3.7219351851851843,4.553048148148148,1.0,0.0,pp_symmetric_noise,2018-09-09
6,54,0.8886270833333333,0.6441736041666667,0.8222629629629628,0.6029826296296298,0.2734548333333333,2.278822833333334,0.7037037037037037,0.9444444444444444,1.0,2.0495537037037037,3.8345425925925927,4.722855555555555,0.9880500000000002,0.040383333333333334,pp_symmetric_noise,2022-09-11
