model,party,is_parliamentary,MAE,CRPS,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,avg_percentile
pp_centered_noise,M,True,0.7287499999999999,0.6156404166666666,0.9166666666666666,1.0,1.0,2.77295,5.6767666666666665,6.860466666666667,49.99583333333334
pp_centered_noise,L,True,0.4308416666666666,0.3311313333333334,0.6666666666666666,1.0,1.0,1.28495,2.2763333333333335,2.715275,50.30416666666667
pp_centered_noise,C,True,0.5483666666666668,0.3531795833333334,0.5833333333333334,1.0,1.0,1.199,2.0893916666666668,2.665033333333333,48.1575
pp_centered_noise,KD,True,1.4286833333333335,1.2197604166666667,0.16666666666666666,0.5,0.5,0.7929249999999999,1.5230416666666666,2.023808333333333,61.4275
pp_centered_noise,S,True,1.9051583333333333,1.2979864166666666,0.4166666666666667,0.5833333333333334,0.6666666666666666,2.2147583333333336,4.0152,5.045591666666667,70.6925
pp_centered_noise,V,True,1.2624,0.8061248333333334,0.08333333333333333,0.4166666666666667,0.5833333333333334,1.3484666666666667,2.20565,2.6778250000000003,9.874166666666666
pp_centered_noise,MP,True,0.6632833333333332,0.48682341666666673,0.5833333333333334,0.8333333333333334,0.8333333333333334,1.2224583333333332,2.0281,2.4163833333333335,49.57333333333332
pp_centered_noise,SD,True,1.9499833333333332,1.3057807499999998,0.16666666666666666,0.5,0.8333333333333334,2.1933583333333333,4.248466666666666,5.27245,45.504999999999995
pp_centered_noise,REST,False,0.6941083333333333,0.5556598333333332,0.4166666666666667,0.5,0.5,0.7805166666666666,1.52065,1.9441833333333338,20.838333333333335
pp_symmetric_noise,M,True,0.8878749999999999,0.6796300833333334,0.8333333333333334,1.0,1.0,2.8764749999999997,5.745024999999999,7.2081333333333335,54.9125
pp_symmetric_noise,L,True,0.459425,0.35441908333333333,0.75,1.0,1.0,1.5386,2.424475,2.860775,48.61833333333334
pp_symmetric_noise,C,True,0.5160083333333333,0.34942225,0.6666666666666666,1.0,1.0,1.196575,2.373975,3.0197,47.29750000000001
pp_symmetric_noise,KD,True,1.442116666666667,1.1187838333333333,0.3333333333333333,0.5833333333333334,0.5833333333333334,1.4171083333333332,2.332316666666667,2.86975,62.987500000000004
pp_symmetric_noise,S,True,1.7259250000000002,1.2570161666666666,0.5,0.75,1.0,3.633858333333333,6.739608333333333,8.185049999999999,66.11
pp_symmetric_noise,V,True,1.2262166666666665,0.75799475,0.25,1.0,1.0,1.9276083333333334,3.5765,4.226708333333333,20.0125
pp_symmetric_noise,MP,True,0.6394500000000001,0.5070928333333333,0.75,0.9166666666666666,1.0,1.6907916666666665,3.382883333333334,4.002291666666666,51.38166666666667
pp_symmetric_noise,SD,True,1.9888999999999994,1.2686554166666666,0.25,0.6666666666666666,1.0,2.690416666666667,5.300766666666667,6.727708333333332,47.995000000000005
pp_symmetric_noise,REST,False,0.6982416666666666,0.5300166666666667,0.5,0.5833333333333334,0.6666666666666666,1.1088583333333333,2.1286,2.64145,24.405
