cases_count,rows_count,MAE_8parties,mean_CRPS_8parties,MAE_all9,mean_CRPS_all9,REST_CRPS,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,model,horizon_days
2,18,0.5732375000000001,0.573240875,0.5604833333333333,0.5604873333333333,0.458459,0.0,0.0,0.0,0.0,0.0,0.0,point_persistence,7
2,18,0.5755,0.514383875,0.5625,0.5029442777777777,0.4114275,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.14503333333333332,0.3290388888888889,0.4338722222222222,dynamics_only,7
2,18,0.5716625,0.44392024999999996,0.5583722222222223,0.4340088888888889,0.35471800000000003,0.2222222222222222,0.4444444444444444,0.5,0.41971111111111115,0.797,1.0298055555555556,state_plus_dynamics,7
