cases_count,rows_count,MAE_8parties,mean_CRPS_8parties,MAE_all9,mean_CRPS_all9,REST_CRPS,coverage_50,coverage_80,coverage_90,mean_width_50,mean_width_80,mean_width_90,model,election_date
1,9,0.7960499999999999,0.7960562500000001,0.7819666666666666,0.7819760000000001,0.669334,0.0,0.0,0.0,0.0,0.0,0.0,point_persistence,2018-09-09
1,9,0.350425,0.35042550000000006,0.33899999999999997,0.33899866666666667,0.247584,0.0,0.0,0.0,0.0,0.0,0.0,point_persistence,2022-09-11
1,9,0.7966125000000001,0.7302759999999999,0.7824555555555556,0.7187155555555554,0.626232,0.0,0.0,0.1111111111111111,0.1400888888888889,0.32486666666666664,0.4186777777777777,dynamics_only,2018-09-09
1,9,0.35438749999999997,0.29849175000000006,0.3425444444444444,0.287173,0.196623,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1499777777777778,0.3332111111111111,0.4490666666666667,dynamics_only,2022-09-11
1,9,0.7911875,0.62232725,0.7739222222222222,0.615027,0.556625,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4132555555555556,0.7902,1.0288,state_plus_dynamics,2018-09-09
1,9,0.3521375,0.26551325,0.3428222222222222,0.25299077777777773,0.152811,0.3333333333333333,0.6666666666666666,0.7777777777777778,0.4261666666666667,0.8038000000000001,1.0308111111111111,state_plus_dynamics,2022-09-11
